,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,11.0,7.0,12.0,8.0,156.0,2.0,0.0,1.0,3.0,16.18,10.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,1,0
1,24.0,17.0,38.0,28.0,168.0,10.0,0.0,2.0,5.0,17.14,26.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,2,0
2,41.0,17.0,80.0,28.0,194.0,18.0,0.0,1.0,10.0,20.18,40.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,3,0
3,62.0,49.0,135.0,101.0,249.0,38.0,0.0,3.0,14.0,26.18,67.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,4,0
4,87.0,35.0,200.0,61.0,268.0,49.0,0.0,2.0,17.0,13.54,101.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,5,0
5,116.0,35.0,275.0,61.0,338.0,71.0,0.0,2.0,17.0,31.55,137.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,6,0
6,149.0,35.0,366.0,61.0,382.0,89.0,0.0,2.0,20.0,57.56,178.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,7,0
7,186.0,7.0,468.0,8.0,422.0,107.0,0.0,1.0,23.0,95.59,193.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,8,0
8,227.0,7.0,580.0,8.0,554.0,124.0,0.0,1.0,26.0,146.61,287.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,9,0
9,272.0,7.0,711.0,8.0,554.0,149.0,0.0,1.0,29.0,69.23,303.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,10,0
10,321.0,7.0,855.0,8.0,652.0,176.0,0.0,1.0,32.0,19.71,338.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,11,0
11,374.0,7.0,1012.0,8.0,743.0,205.0,0.0,1.0,35.0,139.65,401.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,12,0
12,431.0,7.0,1186.0,8.0,949.0,239.0,0.0,2.0,38.0,149.78,547.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,13,0
13,492.0,7.0,1368.0,8.0,1075.0,265.0,0.0,2.0,41.0,11.35,669.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,14,0
14,557.0,7.0,1563.0,8.0,1348.0,298.0,0.0,2.0,44.0,59.7,879.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,1,15,0
15,35.0,13.0,51.0,16.0,161.0,4.0,0.0,1.0,12.0,18.18,20.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,2,1,0
16,178.0,26.0,387.0,44.0,458.0,57.0,0.0,1.0,67.0,71.55,197.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,2,2,0
17,500.0,30.0,1305.0,44.0,1370.0,243.0,0.0,1.0,176.0,32.07,888.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,2,3,0
18,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,2,4,0
19,122.0,19.0,212.0,24.0,331.0,22.0,0.0,1.0,46.0,20.62,112.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,3,1,0
20,1178.0,19.0,2977.0,24.0,4646.0,468.0,0.0,40.0,401.0,478.45,3674.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,3,2,0
21,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,3,3,0
22,404.0,196.0,807.0,434.0,813.0,109.0,0.0,4.0,156.0,28.79,447.0,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,4,1,0
23,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,4,2,0
24,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/0.onnx,TL,5,1,0
25,10.0,7.0,12.0,8.0,157.0,2.0,0.0,1.0,3.0,16.18,9.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,1,1
26,24.0,7.0,40.0,8.0,147.0,7.0,0.0,1.0,6.0,17.14,22.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,2,1
27,49.0,7.0,95.0,8.0,210.0,13.0,0.0,1.0,15.0,21.14,52.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,3,1
28,82.0,7.0,169.0,8.0,267.0,19.0,0.0,1.0,27.0,8.54,88.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,4,1
29,123.0,7.0,274.0,8.0,314.0,39.0,0.0,1.0,43.0,26.58,127.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,5,1
30,172.0,37.0,380.0,71.0,403.0,39.0,0.0,14.0,60.0,54.57,190.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,6,1
31,229.0,25.0,519.0,44.0,435.0,52.0,0.0,7.0,81.0,100.56,222.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,7,1
32,294.0,52.0,689.0,97.0,638.0,77.0,0.0,21.0,105.0,22.27,359.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,8,1
33,367.0,54.0,857.0,100.0,687.0,103.0,0.0,16.0,139.0,124.32,440.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,9,1
34,448.0,94.0,1064.0,206.0,775.0,121.0,0.0,26.0,162.0,114.61,487.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,10,1
35,537.0,68.0,1243.0,126.0,901.0,151.0,0.0,20.0,171.0,141.92,591.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,11,1
36,634.0,95.0,1486.0,180.0,1608.0,251.0,0.0,28.0,200.0,71.34,1122.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,12,1
37,739.0,153.0,1751.0,287.0,1585.0,352.0,0.0,39.0,230.0,120.7,1116.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,13,1
38,852.0,143.0,2027.0,277.0,2454.0,419.0,0.0,39.0,263.0,123.05,1827.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,14,1
39,973.0,173.0,2318.0,324.0,2572.0,457.0,0.0,42.0,297.0,67.68,1875.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,1,15,1
40,35.0,13.0,48.0,16.0,183.0,4.0,0.0,1.0,15.0,18.18,29.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,2,1,1
41,210.0,13.0,425.0,16.0,461.0,36.0,0.0,1.0,89.0,82.59,222.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,2,2,1
42,744.0,13.0,1739.0,16.0,1787.0,176.0,0.0,1.0,358.0,99.7,1346.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,2,3,1
43,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,2,4,1
44,121.0,19.0,211.0,24.0,290.0,18.0,0.0,1.0,62.0,22.6,99.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,3,1,1
45,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,3,2,1
46,397.0,25.0,799.0,32.0,815.0,71.0,0.0,1.0,194.0,98.74,465.0,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,4,1,1
47,,,,,,,,,,,,new,experiments/results/TL_2_2/5mill_C/1.onnx,TL,5,1,1
48,11.0,7.0,12.0,8.0,141.0,2.0,0.0,1.0,3.0,16.18,5.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,1,2
49,26.0,7.0,42.0,8.0,175.0,7.0,0.0,1.0,9.0,17.14,29.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,2,2
50,51.0,7.0,94.0,8.0,202.0,12.0,0.0,1.0,19.0,20.18,50.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,3,2
51,84.0,17.0,175.0,28.0,228.0,25.0,0.0,1.0,31.0,27.62,71.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,4,2
52,125.0,17.0,274.0,28.0,276.0,35.0,0.0,1.0,46.0,19.6,98.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,5,2
53,174.0,10.0,346.0,12.0,299.0,33.0,0.0,5.0,52.0,38.62,132.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,6,2
54,231.0,10.0,469.0,12.0,437.0,42.0,0.0,5.0,68.0,72.62,216.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,7,2
55,296.0,10.0,615.0,12.0,485.0,53.0,0.0,5.0,86.0,125.62,264.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,8,2
56,369.0,10.0,778.0,12.0,565.0,64.0,0.0,5.0,106.0,51.42,320.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,9,2
57,450.0,10.0,961.0,12.0,645.0,76.0,0.0,5.0,128.0,10.72,425.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,10,2
58,539.0,44.0,1151.0,80.0,783.0,107.0,0.0,24.0,152.0,145.94,487.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,11,2
59,636.0,95.0,1443.0,173.0,1085.0,228.0,0.0,37.0,178.0,100.22,773.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,12,2
60,741.0,95.0,1695.0,173.0,1370.0,243.0,0.0,37.0,206.0,158.58,960.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,13,2
61,854.0,95.0,1965.0,173.0,1620.0,259.0,0.0,36.0,236.0,108.0,1218.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,14,2
62,975.0,95.0,2254.0,173.0,2023.0,275.0,0.0,37.0,268.0,64.49,1570.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,1,15,2
63,35.0,13.0,53.0,16.0,187.0,4.0,0.0,1.0,17.0,18.18,31.0,new,experiments/results/TL_2_2/5mill_C/2.onnx,TL,2,1,2
