,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,1083,486,3191,1104,3429,192,0,1,405,131.26,2317.0,new,experiments/results/TA_2_2/TB_1mill/0.onnx,TA,3,3,1.497356653213501,0,1e-05,20,0.1,15,True,10000,True,0
1,1083,475,3193,1047,4089,196,0,1,502,48.4,2953.0,new,experiments/results/TA_2_2/TB_1mill/1.onnx,TA,3,3,17.665742874145508,10000,1e-05,20,0.1,15,True,10000,True,1
2,1083,447,3243,992,4301,185,0,1,513,165.82,3211.0,new,experiments/results/TA_2_2/TB_1mill/2.onnx,TA,3,3,33.35495185852051,20000,1e-05,20,0.1,15,True,10000,True,2
3,1083,239,3139,444,4232,84,0,1,493,161.49,3365.0,new,experiments/results/TA_2_2/TB_1mill/3.onnx,TA,3,3,48.96554923057556,30000,1e-05,20,0.1,15,True,10000,True,3
4,1083,527,3137,1213,4634,117,0,1,492,66.07,3644.0,new,experiments/results/TA_2_2/TB_1mill/4.onnx,TA,3,3,64.53409361839294,40000,1e-05,20,0.1,15,True,10000,True,4
5,1083,460,3166,1012,5672,333,0,1,478,35.94,4200.0,new,experiments/results/TA_2_2/TB_1mill/5.onnx,TA,3,3,80.32104015350342,50000,1e-05,20,0.1,15,True,10000,True,5
6,1083,526,3186,1220,5115,442,0,1,422,116.61,3667.0,new,experiments/results/TA_2_2/TB_1mill/6.onnx,TA,3,3,96.07830357551575,60000,1e-05,20,0.1,15,True,10000,True,6
7,1083,376,3181,805,5808,560,0,1,382,193.29,3934.0,new,experiments/results/TA_2_2/TB_1mill/7.onnx,TA,3,3,111.9403727054596,70000,1e-05,20,0.1,15,True,10000,True,7
8,1083,526,3189,1220,5615,693,0,1,320,225.31,3748.0,new,experiments/results/TA_2_2/TB_1mill/8.onnx,TA,3,3,127.94750452041626,80000,1e-05,20,0.1,15,True,10000,True,8
9,1083,369,3190,791,5913,779,0,1,288,239.84,3887.0,new,experiments/results/TA_2_2/TB_1mill/9.onnx,TA,3,3,144.11793899536133,90000,1e-05,20,0.1,15,True,10000,True,9
10,1083,352,3188,675,5960,874,0,1,250,167.43,3933.0,new,experiments/results/TA_2_2/TB_1mill/10.onnx,TA,3,3,160.26482939720154,100000,1e-05,20,0.1,15,True,10000,True,10
