,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,4.0,0.0,3.0,0.0,176.0,0.0,0.0,0.0,1.0,0.0,12.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,1,0.017045454545454544,0
1,5.0,0.0,4.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,12.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,2,0.023255813953488372,0
2,6.0,0.0,5.0,0.0,175.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,3,0.02857142857142857,0
3,7.0,0.0,6.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,4,0.03468208092485549,0
4,8.0,0.0,7.0,0.0,175.0,0.0,0.0,0.0,1.0,0.0,14.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,5,0.04,0
5,9.0,0.0,8.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,14.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,6,0.046242774566473986,0
6,10.0,0.0,9.0,0.0,176.0,0.0,0.0,0.0,1.0,0.0,14.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,7,0.05113636363636364,0
7,11.0,0.0,10.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,8,0.05649717514124294,0
8,12.0,0.0,11.0,0.0,175.0,0.0,0.0,0.0,1.0,0.0,15.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,9,0.06285714285714286,0
9,13.0,0.0,12.0,0.0,181.0,0.0,0.0,0.0,1.0,0.0,15.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,10,0.06629834254143646,0
10,14.0,0.0,13.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,16.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,11,0.07222222222222222,0
11,15.0,0.0,14.0,0.0,174.0,0.0,0.0,0.0,1.0,0.0,15.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,12,0.08045977011494253,0
12,16.0,0.0,15.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0,16.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,13,0.0847457627118644,0
13,17.0,0.0,16.0,0.0,178.0,0.0,0.0,0.0,1.0,0.0,15.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,14,0.0898876404494382,0
14,18.0,0.0,17.0,0.0,181.0,0.0,0.0,0.0,1.0,0.0,15.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,1,15,0.09392265193370165,0
15,128.0,110.0,232.0,193.0,311.0,41.0,2.0,1.0,21.0,25.44,113.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,1,0.7459807073954984,0
16,169.0,130.0,302.0,227.0,352.0,46.0,1.0,1.0,34.0,10.83,137.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,2,0.8579545454545454,0
17,207.0,150.0,372.0,261.0,369.0,44.0,2.0,1.0,45.0,18.92,147.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,3,1.008130081300813,0
18,257.0,170.0,467.0,295.0,413.0,46.0,2.0,1.0,57.0,24.08,186.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,4,1.1307506053268765,0
19,312.0,190.0,572.0,329.0,435.0,47.0,2.0,1.0,67.0,31.1,198.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,5,1.3149425287356322,0
20,374.0,210.0,686.0,363.0,462.0,48.0,2.0,1.0,79.0,37.15,226.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,6,1.4848484848484849,0
21,444.0,230.0,815.0,397.0,525.0,50.0,2.0,1.0,92.0,44.25,245.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,7,1.5523809523809524,0
22,514.0,250.0,943.0,431.0,604.0,51.0,2.0,1.0,94.0,54.26,332.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,8,1.5612582781456954,0
23,596.0,270.0,1105.0,465.0,619.0,52.0,2.0,1.0,113.0,65.33,341.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,9,1.7851373182552503,0
24,678.0,290.0,1264.0,499.0,678.0,53.0,2.0,1.0,120.0,77.2,385.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,10,1.864306784660767,0
25,794.0,310.0,1464.0,533.0,775.0,53.0,2.0,1.0,128.0,92.25,457.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,11,1.889032258064516,0
26,867.0,330.0,1626.0,567.0,766.0,55.0,2.0,1.0,122.0,110.24,421.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,12,2.122715404699739,0
27,971.0,350.0,1827.0,601.0,868.0,56.0,2.0,1.0,156.0,134.15,511.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,13,2.1048387096774195,0
28,1080.0,370.0,2040.0,635.0,862.0,57.0,2.0,1.0,151.0,11.38,496.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,14,2.3665893271461718,0
29,1198.0,390.0,2258.0,669.0,1010.0,57.0,2.0,1.0,152.0,42.55,601.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,2,15,2.235643564356436,0
30,1195.0,637.0,3030.0,1500.0,4321.0,987.0,4.0,48.0,103.0,134.86,2747.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,3,1,0.7012265679240917,0
31,,,,,,,,,,,,false,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,3,2,,0
32,2370.0,0.0,5001.0,0.0,5372.0,493.0,16.0,0.0,130.0,0.0,4030.0,true,False,new,experiments/results/DP_2_2/sample3NoFeature/0.onnx,DP,4,1,0.9309381980640358,0
33,4.0,0.0,3.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,11.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/1.onnx,DP,1,1,0.01744186046511628,1
34,5.0,0.0,4.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,9.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/1.onnx,DP,1,2,0.023391812865497075,1
35,6.0,0.0,5.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0,13.0,false,False,new,experiments/results/DP_2_2/sample3NoFeature/1.onnx,DP,1,3,0.02824858757062147,1
