,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,144,99,343,174,274,129,0,1,70,15.59,79.0,new,experiments/results/TA_2_2/base_features_2h/0.onnx,TA,2,2,59.65249800682068,50000,1e-05,20,0.1,12,False,0
1,71,45,106,56,176,25,0,1,4,21.62,38.0,new,experiments/results/TA_2_2/base_features_2h/1.onnx,TA,2,2,116.76668453216553,100000,1e-05,20,0.1,12,False,1
2,62,45,102,56,182,27,0,1,12,20.66,39.0,new,experiments/results/TA_2_2/base_features_2h/2.onnx,TA,2,2,171.84733366966248,150000,1e-05,20,0.1,12,False,2
3,144,99,282,174,234,20,0,1,4,10.61,74.0,new,experiments/results/TA_2_2/base_features_2h/3.onnx,TA,2,2,228.7767882347107,200000,1e-05,20,0.1,12,False,3
4,144,50,271,65,222,9,0,1,4,29.62,76.0,new,experiments/results/TA_2_2/base_features_2h/4.onnx,TA,2,2,283.92912793159485,250000,1e-05,20,0.1,12,False,4
5,144,99,296,174,263,1,0,1,9,15.55,105.0,new,experiments/results/TA_2_2/base_features_2h/5.onnx,TA,2,2,342.1169421672821,300000,1e-05,20,0.1,12,False,5
6,144,50,242,65,271,31,0,1,4,12.61,110.0,new,experiments/results/TA_2_2/base_features_2h/6.onnx,TA,2,2,399.0013461112976,350000,1e-05,20,0.1,12,False,6
7,107,47,211,59,215,48,0,1,45,25.14,50.0,new,experiments/results/TA_2_2/base_features_2h/7.onnx,TA,2,2,459.2841920852661,400000,1e-05,20,0.1,12,False,7
8,144,48,252,61,252,14,0,1,28,13.55,121.0,new,experiments/results/TA_2_2/base_features_2h/8.onnx,TA,2,2,516.3802154064178,450000,1e-05,20,0.1,12,False,8
9,105,63,219,91,176,47,0,1,49,25.62,46.0,new,experiments/results/TA_2_2/base_features_2h/9.onnx,TA,2,2,573.5299842357635,500000,1e-05,20,0.1,12,False,9
10,144,50,317,65,210,107,0,1,54,12.57,52.0,new,experiments/results/TA_2_2/base_features_2h/10.onnx,TA,2,2,636.4788825511932,550000,1e-05,20,0.1,12,False,10
11,123,66,201,99,229,8,0,1,1,28.66,70.0,new,experiments/results/TA_2_2/base_features_2h/11.onnx,TA,2,2,696.4677033424377,600000,1e-05,20,0.1,12,False,11
12,144,99,336,174,287,9,0,1,56,15.56,121.0,new,experiments/results/TA_2_2/base_features_2h/12.onnx,TA,2,2,753.6713964939117,650000,1e-05,20,0.1,12,False,12
13,128,62,236,90,240,43,0,1,9,9.59,79.0,new,experiments/results/TA_2_2/base_features_2h/13.onnx,TA,2,2,813.4489023685455,700000,1e-05,20,0.1,12,False,13
14,129,58,296,81,203,84,0,1,56,9.62,53.0,new,experiments/results/TA_2_2/base_features_2h/14.onnx,TA,2,2,870.1567134857178,750000,1e-05,20,0.1,12,False,14
15,111,61,228,89,244,57,0,1,41,29.62,66.0,new,experiments/results/TA_2_2/base_features_2h/15.onnx,TA,2,2,927.1730530261993,800000,1e-05,20,0.1,12,False,15
16,121,78,220,124,241,67,0,1,4,9.55,61.0,new,experiments/results/TA_2_2/base_features_2h/16.onnx,TA,2,2,983.8172357082367,850000,1e-05,20,0.1,12,False,16
17,129,53,211,69,206,64,0,1,4,29.14,50.0,new,experiments/results/TA_2_2/base_features_2h/17.onnx,TA,2,2,1040.6733911037445,900000,1e-05,20,0.1,12,False,17
18,56,45,72,56,145,10,0,1,3,18.66,29.0,new,experiments/results/TA_2_2/base_features_2h/18.onnx,TA,2,2,1097.7090284824371,950000,1e-05,20,0.1,12,False,18
19,122,48,216,61,197,55,0,1,27,28.19,44.0,new,experiments/results/TA_2_2/base_features_2h/19.onnx,TA,2,2,1157.145527601242,1000000,1e-05,20,0.1,12,False,19
20,123,60,259,86,216,57,0,1,52,28.66,52.0,new,experiments/results/TA_2_2/base_features_2h/20.onnx,TA,2,2,1213.676121711731,1050000,1e-05,20,0.1,12,False,20
21,144,48,285,61,276,66,0,1,55,16.58,102.0,new,experiments/results/TA_2_2/base_features_2h/21.onnx,TA,2,2,1270.414358139038,1100000,1e-05,20,0.1,12,False,21
22,82,45,118,56,180,24,0,1,9,21.62,52.0,new,experiments/results/TA_2_2/base_features_2h/22.onnx,TA,2,2,1328.515007019043,1150000,1e-05,20,0.1,12,False,22
23,90,47,142,60,192,37,0,1,4,24.66,64.0,new,experiments/results/TA_2_2/base_features_2h/23.onnx,TA,2,2,1388.4658648967743,1200000,1e-05,20,0.1,12,False,23
24,144,48,243,61,257,71,0,1,16,12.6,81.0,new,experiments/results/TA_2_2/base_features_2h/24.onnx,TA,2,2,1446.4954109191895,1250000,1e-05,20,0.1,12,False,24
25,144,106,262,185,207,10,0,1,4,28.66,58.0,new,experiments/results/TA_2_2/base_features_2h/25.onnx,TA,2,2,1502.873791217804,1300000,1e-05,20,0.1,12,False,25
26,144,57,231,75,230,58,0,1,10,8.61,90.0,new,experiments/results/TA_2_2/base_features_2h/26.onnx,TA,2,2,1559.4846374988556,1350000,1e-05,20,0.1,12,False,26
27,102,45,157,56,196,38,0,1,11,24.66,38.0,new,experiments/results/TA_2_2/base_features_2h/27.onnx,TA,2,2,1616.607451915741,1400000,1e-05,20,0.1,12,False,27
28,95,64,159,93,173,53,0,1,4,25.62,40.0,new,experiments/results/TA_2_2/base_features_2h/28.onnx,TA,2,2,1678.7185893058777,1450000,1e-05,20,0.1,12,False,28
29,138,49,191,62,182,48,0,1,4,27.62,51.0,new,experiments/results/TA_2_2/base_features_2h/29.onnx,TA,2,2,1735.383838891983,1500000,1e-05,20,0.1,12,False,29
30,144,65,258,95,213,1,0,1,16,8.6,72.0,new,experiments/results/TA_2_2/base_features_2h/30.onnx,TA,2,2,1791.9422512054443,1550000,1e-05,20,0.1,12,False,30
31,144,101,333,177,277,116,0,1,57,12.6,59.0,new,experiments/results/TA_2_2/base_features_2h/31.onnx,TA,2,2,1848.3729269504547,1600000,1e-05,20,0.1,12,False,31
32,144,86,244,130,241,8,0,1,4,10.56,116.0,new,experiments/results/TA_2_2/base_features_2h/32.onnx,TA,2,2,1908.377070903778,1650000,1e-05,20,0.1,12,False,32
33,80,46,118,57,164,23,0,1,5,22.18,38.0,new,experiments/results/TA_2_2/base_features_2h/33.onnx,TA,2,2,1966.1259379386902,1700000,1e-05,20,0.1,12,False,33
34,144,104,296,181,282,11,0,1,26,13.57,118.0,new,experiments/results/TA_2_2/base_features_2h/34.onnx,TA,2,2,2023.5887806415558,1750000,1e-05,20,0.1,12,False,34
35,88,45,123,56,178,32,0,1,5,22.66,48.0,new,experiments/results/TA_2_2/base_features_2h/35.onnx,TA,2,2,2083.771512746811,1800000,1e-05,20,0.1,12,False,35
36,89,46,126,57,201,36,0,1,4,23.14,53.0,new,experiments/results/TA_2_2/base_features_2h/36.onnx,TA,2,2,2140.6108605861664,1850000,1e-05,20,0.1,12,False,36
37,144,60,275,85,212,52,0,1,62,29.62,57.0,new,experiments/results/TA_2_2/base_features_2h/37.onnx,TA,2,2,2197.565634727478,1900000,1e-05,20,0.1,12,False,37
38,144,48,301,61,254,87,0,1,58,14.57,89.0,new,experiments/results/TA_2_2/base_features_2h/38.onnx,TA,2,2,2254.593017578125,1950000,1e-05,20,0.1,12,False,38
39,144,99,337,174,212,115,0,1,59,12.57,58.0,new,experiments/results/TA_2_2/base_features_2h/39.onnx,TA,2,2,2311.4529390335083,2000000,1e-05,20,0.1,12,False,39
40,142,85,296,136,199,84,0,1,61,9.59,46.0,new,experiments/results/TA_2_2/base_features_2h/40.onnx,TA,2,2,2373.0292360782623,2050000,1e-05,20,0.1,12,False,40
41,89,46,124,57,161,32,0,1,5,22.66,35.0,new,experiments/results/TA_2_2/base_features_2h/41.onnx,TA,2,2,2430.2259850502014,2100000,1e-05,20,0.1,12,False,41
42,138,47,213,60,206,44,0,1,4,11.58,73.0,new,experiments/results/TA_2_2/base_features_2h/42.onnx,TA,2,2,2487.2844178676605,2150000,1e-05,20,0.1,12,False,42
43,144,48,313,61,265,97,0,1,58,12.62,77.0,new,experiments/results/TA_2_2/base_features_2h/43.onnx,TA,2,2,2545.2713553905487,2200000,1e-05,20,0.1,12,False,43
44,144,48,217,61,223,64,0,1,4,9.56,66.0,new,experiments/results/TA_2_2/base_features_2h/44.onnx,TA,2,2,2604.3887145519257,2250000,1e-05,20,0.1,12,False,44
45,144,52,225,67,263,23,0,1,5,10.55,106.0,new,experiments/results/TA_2_2/base_features_2h/45.onnx,TA,2,2,2661.333312034607,2300000,1e-05,20,0.1,12,False,45
