,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,59.65249800682068,50000,1e-05,20,0.1,12,False,-136.52448,0
1,116.76668453216553,100000,1e-05,20,0.1,12,False,-185.65854,1
2,171.84733366966248,150000,1e-05,20,0.1,12,False,-160.06856,2
3,228.7767882347107,200000,1e-05,20,0.1,12,False,-189.96799,3
4,283.92912793159485,250000,1e-05,20,0.1,12,False,-180.62605,4
5,342.1169421672821,300000,1e-05,20,0.1,12,False,-176.66037,5
6,399.0013461112976,350000,1e-05,20,0.1,12,False,-174.16,6
7,459.2841920852661,400000,1e-05,20,0.1,12,False,-161.21976,7
8,516.3802154064178,450000,1e-05,20,0.1,12,False,-182.57115,8
9,573.5299842357635,500000,1e-05,20,0.1,12,False,-163.1329,9
10,636.4788825511932,550000,1e-05,20,0.1,12,False,-165.16283,10
11,696.4677033424377,600000,1e-05,20,0.1,12,False,-176.3407,11
12,753.6713964939117,650000,1e-05,20,0.1,12,False,-173.85497,12
13,813.4489023685455,700000,1e-05,20,0.1,12,False,-167.02898,13
14,870.1567134857178,750000,1e-05,20,0.1,12,False,-172.87244,14
15,927.1730530261993,800000,1e-05,20,0.1,12,False,-160.72594,15
16,983.8172357082367,850000,1e-05,20,0.1,12,False,-152.25043,16
17,1040.6733911037445,900000,1e-05,20,0.1,12,False,-168.30199,17
18,1097.7090284824371,950000,1e-05,20,0.1,12,False,-145.85844,18
19,1157.145527601242,1000000,1e-05,20,0.1,12,False,-140.20338,19
20,1213.676121711731,1050000,1e-05,20,0.1,12,False,-158.70355,20
21,1270.414358139038,1100000,1e-05,20,0.1,12,False,-151.0606,21
22,1328.515007019043,1150000,1e-05,20,0.1,12,False,-137.91875,22
23,1388.4658648967743,1200000,1e-05,20,0.1,12,False,-155.86337,23
24,1446.4954109191895,1250000,1e-05,20,0.1,12,False,-131.48837,24
25,1502.873791217804,1300000,1e-05,20,0.1,12,False,-140.46191,25
26,1559.4846374988556,1350000,1e-05,20,0.1,12,False,-142.17474,26
27,1616.607451915741,1400000,1e-05,20,0.1,12,False,-117.0645,27
