,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,4.0,0.0,3.0,0.0,108.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,1
1,5.0,0.0,4.0,0.0,107.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,2
2,6.0,0.0,5.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,3
3,7.0,0.0,6.0,0.0,126.0,0.0,0.0,0.0,1.0,0.0,4.0,new,e,DP,1,4
4,8.0,0.0,7.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,5
5,9.0,0.0,8.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,5.0,new,e,DP,1,6
6,10.0,0.0,9.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,7
7,11.0,0.0,10.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,8
8,12.0,0.0,11.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,9
9,13.0,0.0,12.0,0.0,137.0,0.0,0.0,0.0,1.0,0.0,6.0,new,e,DP,1,10
10,14.0,0.0,13.0,0.0,143.0,0.0,0.0,0.0,1.0,0.0,6.0,new,e,DP,1,11
11,15.0,0.0,14.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,5.0,new,e,DP,1,12
12,16.0,0.0,15.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,4.0,new,e,DP,1,13
13,17.0,0.0,16.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,4.0,new,e,DP,1,14
14,18.0,0.0,17.0,0.0,109.0,0.0,0.0,0.0,1.0,0.0,3.0,new,e,DP,1,15
15,47.0,32.0,69.0,46.0,130.0,11.0,0.0,1.0,4.0,17.14,8.0,new,e,DP,2,1
16,50.0,31.0,72.0,42.0,128.0,11.0,0.0,1.0,6.0,17.14,11.0,new,e,DP,2,2
17,55.0,35.0,77.0,48.0,129.0,5.0,0.0,1.0,6.0,17.14,14.0,new,e,DP,2,3
18,64.0,39.0,90.0,54.0,138.0,5.0,0.0,1.0,6.0,17.62,17.0,new,e,DP,2,4
19,73.0,43.0,103.0,60.0,138.0,5.0,0.0,1.0,6.0,18.18,20.0,new,e,DP,2,5
20,82.0,47.0,116.0,66.0,140.0,5.0,0.0,1.0,6.0,18.66,20.0,new,e,DP,2,6
21,91.0,51.0,129.0,72.0,145.0,5.0,0.0,1.0,6.0,19.62,24.0,new,e,DP,2,7
22,100.0,55.0,142.0,78.0,157.0,5.0,0.0,1.0,6.0,20.18,26.0,new,e,DP,2,8
23,109.0,59.0,155.0,84.0,159.0,5.0,0.0,1.0,6.0,21.15,26.0,new,e,DP,2,9
24,118.0,63.0,168.0,90.0,155.0,5.0,0.0,1.0,6.0,22.18,27.0,new,e,DP,2,10
25,127.0,67.0,181.0,96.0,170.0,5.0,0.0,1.0,6.0,22.66,38.0,new,e,DP,2,11
26,136.0,71.0,194.0,102.0,172.0,5.0,0.0,1.0,6.0,23.7,37.0,new,e,DP,2,12
27,145.0,75.0,207.0,108.0,163.0,5.0,0.0,1.0,6.0,25.14,36.0,new,e,DP,2,13
28,154.0,79.0,220.0,114.0,182.0,5.0,0.0,1.0,6.0,26.18,42.0,new,e,DP,2,14
29,163.0,83.0,233.0,120.0,188.0,5.0,0.0,1.0,6.0,27.14,42.0,new,e,DP,2,15
30,133.0,84.0,241.0,153.0,207.0,36.0,0.0,1.0,5.0,14.45,57.0,new,e,DP,3,1
31,144.0,116.0,270.0,227.0,250.0,12.0,4.0,1.0,9.0,16.44,88.0,new,e,DP,3,2
32,176.0,117.0,336.0,221.0,304.0,55.0,0.0,1.0,8.0,31.44,112.0,new,e,DP,3,3
33,216.0,152.0,393.0,299.0,260.0,16.0,4.0,1.0,12.0,39.43,101.0,new,e,DP,3,4
34,212.0,149.0,398.0,285.0,313.0,16.0,0.0,1.0,12.0,38.44,129.0,new,e,DP,3,5
35,236.0,165.0,446.0,317.0,277.0,16.0,0.0,1.0,12.0,50.47,104.0,new,e,DP,3,6
36,260.0,181.0,494.0,349.0,319.0,16.0,0.0,1.0,12.0,62.45,123.0,new,e,DP,3,7
37,284.0,197.0,542.0,381.0,330.0,16.0,0.0,1.0,12.0,75.46,143.0,new,e,DP,3,8
38,254.0,163.0,489.0,307.0,412.0,43.0,0.0,1.0,6.0,58.5,161.0,new,e,DP,3,9
39,332.0,229.0,638.0,445.0,473.0,16.0,0.0,1.0,12.0,102.47,270.0,new,e,DP,3,10
40,10882.0,1187.0,19998.0,2630.0,122583.0,2134.0,42.0,1.0,211.0,451.54,102129.0,new,e,DP,3,11
41,13218.0,1266.0,23634.0,2805.0,188393.0,2410.0,47.0,1.0,238.0,500.91,160869.0,new,e,DP,3,12
42,14489.0,1064.0,25764.0,2386.0,228440.0,2702.0,0.0,1.0,196.0,567.66,198967.0,new,e,DP,3,13
43,17108.0,1164.0,29752.0,2656.0,349223.0,3042.0,0.0,1.0,211.0,519.26,315598.0,new,e,DP,3,14
44,20041.0,1227.0,34169.0,2801.0,494859.0,3373.0,0.0,1.0,213.0,638.62,453485.0,new,e,DP,3,15
45,994.0,379.0,2608.0,929.0,3386.0,570.0,36.0,1.0,18.0,195.05,1848.0,new,e,DP,4,1
46,573.0,284.0,1260.0,680.0,993.0,125.0,6.0,1.0,14.0,63.67,655.0,new,e,DP,4,2
47,641.0,382.0,1451.0,927.0,1016.0,44.0,6.0,1.0,21.0,108.98,709.0,new,e,DP,4,3
48,618.0,406.0,1473.0,1002.0,1232.0,105.0,0.0,1.0,18.0,48.86,822.0,new,e,DP,4,4
49,614.0,434.0,1485.0,1063.0,1148.0,105.0,0.0,1.0,0.0,71.91,734.0,new,e,DP,4,5
50,782.0,398.0,1843.0,945.0,1525.0,105.0,0.0,1.0,34.0,157.99,1006.0,new,e,DP,4,6
51,854.0,396.0,2019.0,904.0,1739.0,105.0,0.0,1.0,37.0,111.26,1188.0,new,e,DP,4,7
52,947.0,461.0,2155.0,1109.0,2207.0,237.0,0.0,1.0,10.0,71.63,1595.0,new,e,DP,4,8
53,,,,,,,,,,,,new,e,DP,4,9
54,1070.0,363.0,2541.0,758.0,2703.0,105.0,0.0,1.0,46.0,193.94,1955.0,new,e,DP,4,10
55,1286.0,317.0,2972.0,642.0,3721.0,182.0,0.0,1.0,10.0,321.26,2940.0,new,e,DP,4,11
56,1370.0,335.0,3169.0,678.0,4096.0,191.0,0.0,1.0,10.0,29.66,3202.0,new,e,DP,4,12
57,1286.0,594.0,3069.0,1360.0,3734.0,105.0,0.0,1.0,55.0,241.56,2733.0,new,e,DP,4,13
58,,,,,,,,,,,,new,e,DP,4,14
59,,,,,,,,,,,,new,e,DP,4,15
60,2080.0,723.0,5349.0,1952.0,22771.0,995.0,17.0,217.0,0.0,463.86,18971.0,new,e,DP,5,1
61,1967.0,502.0,4727.0,1147.0,15142.0,310.0,12.0,124.0,0.0,200.44,13303.0,new,e,DP,5,2
62,1534.0,594.0,4344.0,1343.0,8971.0,25.0,12.0,223.0,0.0,232.0,8523.0,new,e,DP,5,3
63,1829.0,760.0,5241.0,1758.0,12617.0,19.0,8.0,231.0,0.0,441.06,12061.0,new,e,DP,5,4
64,2205.0,874.0,6279.0,2030.0,19686.0,19.0,8.0,269.0,15.0,327.51,18931.0,new,e,DP,5,5
65,2573.0,913.0,7493.0,2130.0,22220.0,8.0,21.0,244.0,15.0,395.39,21188.0,new,e,DP,5,6
66,,,,,,,,,,,,new,e,DP,5,7
67,,,,,,,,,,,,new,e,DP,5,8
68,4013.0,1258.0,11244.0,2927.0,73484.0,19.0,8.0,632.0,30.0,426.96,71129.0,new,e,DP,5,10
69,,,,,,,,,,,,new,e,DP,5,11
70,9506.0,2872.0,24338.0,6885.0,346529.0,47.0,34.0,1463.0,108.0,490.53,316275.0,new,e,DP,5,12
71,,,,,,,,,,,,new,e,DP,5,13
72,,,,,,,,,,,,new,e,DP,6,1
73,3450.0,606.0,9957.0,1391.0,60347.0,5.0,0.0,883.0,52.0,430.31,59613.0,new,e,DP,6,2
74,,,,,,,,,,,,new,e,DP,6,3
75,,,,,,,,,,,,new,e,DP,6,4
76,,,,,,,,,,,,new,e,DP,6,5
77,,,,,,,,,,,,new,e,DP,6,6
78,,,,,,,,,,,,new,e,DP,6,10
79,,,,,,,,,,,,new,e,DP,6,12
80,,,,,,,,,,,,new,e,DP,7,1
81,,,,,,,,,,,,new,e,DP,7,2
82,,,,,,,,,,,,new,e,DP,8,1
83,,,,,,,,,,,,new,e,DP,9,1
84,,,,,,,,,,,,new,e,DP,10,1
85,,,,,,,,,,,,new,e,DP,11,1
86,,,,,,,,,,,,new,e,DP,12,1
87,,,,,,,,,,,,new,e,DP,13,1
88,,,,,,,,,,,,new,e,DP,14,1
89,,,,,,,,,,,,new,e,DP,15,1
