,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,48.0,266,173,2,2,DP,11,1.1664373874664307,2000,1e-05,20,0.1,0.06471592,0,-0.07553053,-0.2414608,1.3738596,-1.3351514,1.4912808,-4.7683716e-07,-1.5195265,-0.20001587,1.3420669,0.14403123,0.18070482
1,19076.0,6656,2831,3,3,DP,11,1.1664373874664307,2000,1e-05,20,0.1,0.06471592,0,-0.07553053,-0.2414608,1.3738596,-1.3351514,1.4912808,-4.7683716e-07,-1.5195265,-0.20001587,1.3420669,0.14403123,0.18070482
2,62.0,312,172,2,2,DP,11,6.982041597366333,12000,1e-05,20,0.1,-10.016887,5,-1.0371172,-1.5386103,-3.0637834,-0.8747566,0.24239206,-2.3841858e-07,-1.747488,-1.8457184,0.87583727,-1.4122714,-2.449843
3,15558.0,7295,2800,3,3,DP,11,6.982041597366333,12000,1e-05,20,0.1,-10.016887,5,-1.0371172,-1.5386103,-3.0637834,-0.8747566,0.24239206,-2.3841858e-07,-1.747488,-1.8457184,0.87583727,-1.4122714,-2.449843
4,39.0,241,134,2,2,DP,11,12.418694019317627,22000,1e-05,20,0.1,-38.109825,10,-0.6688387,-1.4041129,-2.5199494,-0.7108022,0.48074853,4.7683716e-07,-2.0976315,-2.1584687,0.16281249,-2.5312219,-3.4581473
5,2020.0,2205,1075,3,3,DP,11,12.418694019317627,22000,1e-05,20,0.1,-38.109825,10,-0.6688387,-1.4041129,-2.5199494,-0.7108022,0.48074853,4.7683716e-07,-2.0976315,-2.1584687,0.16281249,-2.5312219,-3.4581473
6,61.0,301,170,2,2,DP,11,17.780372858047485,32000,1e-05,20,0.1,-62.915348,15,0.07195675,-1.9438951,-1.7779527,-0.3204718,0.98702455,4.7683716e-07,-4.0608945,-3.9075441,-0.62985504,-3.5379124,-4.6209807
7,3185.0,3065,1505,3,3,DP,11,17.780372858047485,32000,1e-05,20,0.1,-62.915348,15,0.07195675,-1.9438951,-1.7779527,-0.3204718,0.98702455,4.7683716e-07,-4.0608945,-3.9075441,-0.62985504,-3.5379124,-4.6209807
8,38.0,205,133,2,2,DP,11,23.309479475021362,42000,1e-05,20,0.1,-80.660194,20,0.14388444,-0.9676328,-1.2882899,0.055359483,0.6489452,1.4305115e-06,-5.3723955,-4.87259,-1.1796286,-3.127266,-5.319313
9,740.0,1384,795,3,3,DP,11,23.309479475021362,42000,1e-05,20,0.1,-80.660194,20,0.14388444,-0.9676328,-1.2882899,0.055359483,0.6489452,1.4305115e-06,-5.3723955,-4.87259,-1.1796286,-3.127266,-5.319313
10,12.0,101,68,2,2,DP,11,28.681325674057007,52000,1e-05,20,0.1,-69.24585,25,0.785052,-0.23156703,-0.44727924,1.6407968,1.1725223,1.1920929e-06,-4.6247177,-3.1999795,-1.0378667,-1.3651929,-3.644696
11,1854.0,2297,1258,3,3,DP,11,28.681325674057007,52000,1e-05,20,0.1,-69.24585,25,0.785052,-0.23156703,-0.44727924,1.6407968,1.1725223,1.1920929e-06,-4.6247177,-3.1999795,-1.0378667,-1.3651929,-3.644696
12,11.0,95,66,2,2,DP,11,33.87026405334473,62000,1e-05,20,0.1,-66.158195,30,0.65072143,-0.2115848,-0.6461105,1.6134899,1.5634171,7.1525574e-07,-4.1003294,-2.848455,-0.7972572,-1.6330128,-3.1934597
13,1918.0,2223,1252,3,3,DP,11,33.87026405334473,62000,1e-05,20,0.1,-66.158195,30,0.65072143,-0.2115848,-0.6461105,1.6134899,1.5634171,7.1525574e-07,-4.1003294,-2.848455,-0.7972572,-1.6330128,-3.1934597
14,10.0,85,62,2,2,DP,11,39.064361810684204,72000,1e-05,20,0.1,-66.60602,35,0.5666725,-0.12855864,-0.64025724,1.5014721,1.7818817,7.1525574e-07,-3.881177,-2.7500591,-0.6604473,-1.8201296,-3.016267
15,1930.0,2132,1302,3,3,DP,11,39.064361810684204,72000,1e-05,20,0.1,-66.60602,35,0.5666725,-0.12855864,-0.64025724,1.5014721,1.7818817,7.1525574e-07,-3.881177,-2.7500591,-0.6604473,-1.8201296,-3.016267
16,11.0,92,65,2,2,DP,11,44.22199606895447,82000,1e-05,20,0.1,-64.889084,40,0.68906105,-0.13652301,-0.35663646,1.821076,1.9347179,2.3841858e-07,-2.974481,-2.074431,-0.4012261,-1.4356174,-2.177996
17,3351.0,3049,1654,3,3,DP,11,44.22199606895447,82000,1e-05,20,0.1,-64.889084,40,0.68906105,-0.13652301,-0.35663646,1.821076,1.9347179,2.3841858e-07,-2.974481,-2.074431,-0.4012261,-1.4356174,-2.177996
18,12.0,94,65,2,2,DP,11,49.410462617874146,92000,1e-05,20,0.1,-64.18759,45,0.8876851,-0.17177176,-0.42667186,1.7708683,2.021626,4.7683716e-07,-2.5602555,-1.7794577,-0.32651058,-1.236621,-2.074546
19,1809.0,2237,1253,3,3,DP,11,49.410462617874146,92000,1e-05,20,0.1,-64.18759,45,0.8876851,-0.17177176,-0.42667186,1.7708683,2.021626,4.7683716e-07,-2.5602555,-1.7794577,-0.32651058,-1.236621,-2.074546
20,12.0,102,68,2,2,DP,11,54.58930015563965,102000,1e-05,20,0.1,-69.94066,50,0.86764616,-0.2697587,-0.8179717,1.5391271,2.011453,4.7683716e-07,-2.81108,-1.8376757,-0.19271825,-1.1981162,-2.363915
21,3617.0,3439,1674,3,3,DP,11,54.58930015563965,102000,1e-05,20,0.1,-69.94066,50,0.86764616,-0.2697587,-0.8179717,1.5391271,2.011453,4.7683716e-07,-2.81108,-1.8376757,-0.19271825,-1.1981162,-2.363915
22,51.0,263,175,2,2,DP,11,59.74996328353882,112000,1e-05,20,0.1,-74.45334,55,0.9116712,-0.21362782,-0.90105444,1.1280619,2.032964,0.0,-3.006207,-2.3151176,-0.13354988,-0.8977801,-2.2855458
23,11488.0,5154,2835,3,3,DP,11,59.74996328353882,112000,1e-05,20,0.1,-74.45334,55,0.9116712,-0.21362782,-0.90105444,1.1280619,2.032964,0.0,-3.006207,-2.3151176,-0.13354988,-0.8977801,-2.2855458
24,14.0,103,69,2,2,DP,11,64.97435522079468,122000,1e-05,20,0.1,-77.6453,60,1.2236723,-0.30579233,-0.2865867,1.7005665,1.6153477,4.7683716e-07,-2.6067824,-1.4343958,-0.11006534,-0.55424213,-2.0077116
25,899.0,1612,923,3,3,DP,11,64.97435522079468,122000,1e-05,20,0.1,-77.6453,60,1.2236723,-0.30579233,-0.2865867,1.7005665,1.6153477,4.7683716e-07,-2.6067824,-1.4343958,-0.11006534,-0.55424213,-2.0077116
26,10.0,89,62,2,2,DP,11,70.32222414016724,132000,1e-05,20,0.1,-97.73278,65,0.5153394,-0.2509942,-0.6449781,0.7651656,1.3682541,7.1525574e-07,-4.536373,-2.890032,-0.2960387,-1.4576397,-3.7676442
27,8702.0,5042,2519,3,3,DP,11,70.32222414016724,132000,1e-05,20,0.1,-97.73278,65,0.5153394,-0.2509942,-0.6449781,0.7651656,1.3682541,7.1525574e-07,-4.536373,-2.890032,-0.2960387,-1.4576397,-3.7676442
28,10.0,90,63,2,2,DP,11,75.58918881416321,142000,1e-05,20,0.1,-91.18594,70,0.63380694,0.023044705,-0.90047014,0.65883905,1.5241565,2.3841858e-07,-3.741624,-2.453343,0.050727464,-0.7065333,-3.1070716
29,14869.0,5357,2779,3,3,DP,11,75.58918881416321,142000,1e-05,20,0.1,-91.18594,70,0.63380694,0.023044705,-0.90047014,0.65883905,1.5241565,2.3841858e-07,-3.741624,-2.453343,0.050727464,-0.7065333,-3.1070716
30,11.0,97,65,2,2,DP,11,80.83906769752502,152000,1e-05,20,0.1,-96.20494,75,0.70765626,-0.12790799,-1.003883,1.0021006,1.5841721,4.7683716e-07,-3.1138566,-2.125876,0.0243695,-0.6705464,-2.7459962
31,2443.0,2493,1308,3,3,DP,11,80.83906769752502,152000,1e-05,20,0.1,-96.20494,75,0.70765626,-0.12790799,-1.003883,1.0021006,1.5841721,4.7683716e-07,-3.1138566,-2.125876,0.0243695,-0.6705464,-2.7459962
32,48.0,255,169,2,2,DP,11,86.15760064125061,162000,1e-05,20,0.1,-93.578094,80,0.45142606,-0.06302571,-0.806499,0.66234076,1.5504247,4.7683716e-07,-3.6242323,-2.5188859,-0.038709775,-0.7240923,-2.6145415
33,11590.0,4700,2818,3,3,DP,11,86.15760064125061,162000,1e-05,20,0.1,-93.578094,80,0.45142606,-0.06302571,-0.806499,0.66234076,1.5504247,4.7683716e-07,-3.6242323,-2.5188859,-0.038709775,-0.7240923,-2.6145415
34,6.0,53,41,2,2,DP,11,91.42283010482788,172000,1e-05,20,0.1,-64.552826,85,0.97147906,0.18229043,0.58096397,1.0257335,1.7562943,1.7881393e-07,-2.537612,-0.89098394,0.04132604,-0.07715416,-1.4074516
