,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,55,31,69,42,181,7,0,1,1,19.14,18.0,new,ra_feature_2h0,DP,2,2,60.90633988380432,50000,1e-05,20,0.1,13,True,-46.126354,0,-1.2670759,1.0239133,0.517064,-0.3266196,-0.6462965,0.5617679,1.4996395,-7.1525574e-07,-2.2601118,-1.8061519,-1.0613493,-2.4511225,-1.7732908
1,63,31,93,42,191,7,0,12,2,19.62,16.0,new,ra_feature_2h1,DP,2,2,118.99263501167297,100000,1e-05,20,0.1,13,True,-64.86156,1,-0.62546074,1.4988959,0.9477772,-0.3077448,-0.70222443,0.88307095,1.3649352,-3.5762787e-07,-2.0195231,-1.5776541,-0.9662394,-1.2318003,-1.9828013
2,170,37,248,51,269,35,2,1,19,14.69,46.0,new,ra_feature_2h2,DP,2,2,177.95083904266357,150000,1e-05,20,0.1,13,True,-96.49677,2,-0.037195046,1.0055636,0.21607317,-0.3099614,-1.0172195,0.5378098,1.0247419,-4.7683716e-07,-3.485867,-2.6530383,-0.4528731,-1.5903336,-3.0077538
3,175,75,278,127,286,69,0,1,9,23.61,62.0,new,ra_feature_2h3,DP,2,2,237.15015292167664,200000,1e-05,20,0.1,13,True,-94.211624,3,-0.38977602,1.057518,0.70356,-0.08368582,-0.37522683,0.95212924,1.2421492,-3.5762787e-07,-2.394119,-1.7546601,-0.0631466,-0.7309339,-1.7512345
4,83,44,128,65,204,14,2,1,4,21.7,26.0,new,ra_feature_2h4,DP,2,2,296.59036350250244,250000,1e-05,20,0.1,13,True,-95.29799,4,-0.68959403,1.0697757,0.544411,0.056619737,-0.380453,0.46003783,1.0847021,-2.9802322e-07,-3.019373,-1.6695714,-0.036968727,-0.9386488,-2.3131866
5,156,54,253,88,246,55,1,1,8,15.63,43.0,new,ra_feature_2h5,DP,2,2,356.1614601612091,300000,1e-05,20,0.1,13,True,-90.31914,5,-0.5322911,1.8452926,0.11447277,-0.0614628,-0.7247277,0.42022753,0.56649244,-6.556511e-07,-3.0799277,-1.704515,-0.2793288,-1.7955552,-2.3445687
6,51,36,78,52,195,16,0,1,1,19.62,22.0,new,ra_feature_2h6,DP,2,2,415.87515020370483,350000,1e-05,20,0.1,13,True,-91.233795,6,-0.20451649,1.8435636,-0.114502884,-0.25954193,-0.47653705,0.85010296,0.45212656,-4.172325e-07,-3.163024,-1.6046611,-0.14949857,-1.7283691,-2.4242852
7,172,44,260,65,255,31,4,1,8,17.65,50.0,new,ra_feature_2h7,DP,2,2,475.91293025016785,400000,1e-05,20,0.1,13,True,-89.67,7,-0.320072,1.4909899,0.23578054,-0.18589592,-0.5654079,0.29243267,0.9315583,-2.3841858e-07,-2.8228605,-1.7377726,-0.078155346,-1.2574588,-2.0851765
8,175,74,292,130,268,41,2,1,27,14.72,50.0,new,ra_feature_2h8,DP,2,2,535.7440028190613,450000,1e-05,20,0.1,13,True,-106.79194,8,-0.8603024,0.88641804,0.17777556,-0.06369609,-0.55463815,-0.13033885,0.80937237,-2.2351742e-07,-3.3875902,-2.6537218,-0.2317861,-1.5176926,-2.625445
9,159,50,246,74,266,40,2,1,20,14.64,47.0,new,ra_feature_2h9,DP,2,2,595.6201546192169,500000,1e-05,20,0.1,13,True,-101.93548,9,-0.6878809,0.94253165,0.20593834,-0.13327196,-0.68911815,-0.39121395,0.7485245,-6.146729e-07,-3.1228747,-2.0935879,-0.28346434,-2.0796669,-2.7065408
10,80,41,112,59,171,5,3,1,6,20.18,15.0,new,ra_feature_2h10,DP,2,2,655.483834028244,550000,1e-05,20,0.1,13,True,-88.21002,10,-0.6110477,1.1130702,0.441563,-0.17547879,-0.3756153,0.33005834,0.7500936,-6.4074993e-07,-2.5939257,-1.5867971,-0.24141751,-1.7258538,-1.9463189
11,131,42,199,61,242,32,0,1,5,29.62,40.0,new,ra_feature_2h11,DP,2,2,715.4099984169006,600000,1e-05,20,0.1,13,True,-91.57968,11,-0.6408425,1.3799129,0.2134447,-0.04569862,-0.57620907,-0.60641587,0.25727177,-2.682209e-07,-3.3621495,-2.1080322,-1.1324507,-3.0284312,-2.8141212
12,66,25,85,29,195,6,1,1,3,19.14,25.0,new,ra_feature_2h12,DP,2,2,775.1501839160919,650000,1e-05,20,0.1,13,True,-84.364235,12,-0.48555464,1.264951,0.4386986,-0.11387487,-0.28403342,0.4120044,0.63816714,-3.5762787e-07,-2.4864216,-1.5112389,-0.58131415,-1.5683874,-1.8971354
13,140,37,203,51,294,29,1,3,9,11.61,64.0,new,ra_feature_2h13,DP,2,2,835.3421139717102,700000,1e-05,20,0.1,13,True,-83.39688,13,-0.36236155,1.4126111,0.8271181,-0.39187998,0.076879136,0.37008286,0.5751263,-3.5762787e-07,-2.4100263,-1.3890977,-0.47648868,-1.3058279,-1.6388358
14,132,48,215,69,251,24,0,1,14,28.66,37.0,new,ra_feature_2h14,DP,2,2,895.538743019104,750000,1e-05,20,0.1,13,True,-94.2062,14,-0.88951623,2.1515741,0.39910877,0.05087501,-0.49026847,-0.33951092,0.25826937,-7.8976154e-07,-2.753593,-1.7592765,-0.95250213,-2.5189419,-2.4659443
15,47,41,65,58,179,4,2,1,2,18.66,14.0,new,ra_feature_2h15,DP,2,2,955.9465975761414,800000,1e-05,20,0.1,13,True,-101.18986,15,-0.6473228,1.5895652,0.13711157,0.37151235,-0.5951437,-0.21414077,-0.03332004,-9.536743e-07,-2.9739604,-1.9603103,-1.3738301,-3.0390048,-2.8698807
16,72,36,112,52,176,21,0,1,4,21.62,19.0,new,ra_feature_2h16,DP,2,2,1016.7013456821442,850000,1e-05,20,0.1,13,True,-99.50548,16,-0.61364526,1.9157737,0.6317285,-0.11394663,-0.1895123,0.4216305,0.5983127,-5.9604645e-07,-2.3592248,-1.4438808,-0.7123272,-1.3840164,-2.104881
17,85,33,113,45,173,4,2,1,4,20.66,22.0,new,ra_feature_2h17,DP,2,2,1077.0204493999481,900000,1e-05,20,0.1,13,True,-97.38955,17,-1.2553688,2.2459548,0.56517047,0.29314077,-0.59859335,-0.73316145,-0.014318585,-7.1525574e-07,-2.7961051,-1.9086435,-1.2978597,-2.1020083,-2.1953688
18,125,42,176,60,248,25,0,1,3,28.66,36.0,new,ra_feature_2h18,DP,2,2,1137.397647857666,950000,1e-05,20,0.1,13,True,-82.99379,18,0.08413127,2.5777152,0.20684364,-0.29085845,-0.26831234,0.20812857,-0.09440124,-9.164214e-07,-2.3230863,-1.3421857,-1.3055137,-2.983389,-1.6587585
19,74,43,108,61,208,16,1,2,2,22.18,28.0,new,ra_feature_2h19,DP,2,2,1198.0565721988678,1000000,1e-05,20,0.1,13,True,-90.806915,19,-0.5930008,2.165603,0.5885979,-0.95181406,-0.11629823,0.37019444,0.48122966,-7.748604e-07,-2.2825437,-1.4406558,-1.1211085,-2.0140808,-1.6507894
20,72,36,111,51,176,15,0,1,8,20.66,16.0,new,ra_feature_2h20,DP,2,2,1259.4156701564789,1050000,1e-05,20,0.1,13,True,-95.49033,20,0.14938484,2.5301566,0.31826568,-0.6392396,-0.27960742,0.61600566,-0.04936777,-1.0207295e-06,-2.7436423,-1.6682017,-1.2274538,-2.775609,-2.3263125
21,79,42,124,60,191,25,0,1,1,23.62,24.0,new,ra_feature_2h21,DP,2,2,1320.7268722057343,1100000,1e-05,20,0.1,13,True,-108.885345,21,-0.29160506,2.6989949,0.021485727,-0.9964755,-0.22552155,-0.0801239,-0.0510875,-1.0877848e-06,-3.32062,-1.9141347,-1.7794394,-3.3684354,-2.3998585
22,148,49,234,73,293,47,0,1,10,13.63,43.0,new,ra_feature_2h22,DP,2,2,1381.873732328415,1150000,1e-05,20,0.1,13,True,-95.0032,22,-0.73870456,1.8514788,0.4985868,-0.46009514,-0.20472543,0.4762845,0.55781555,-5.364418e-07,-2.0840142,-1.205246,-0.74681795,-1.702636,-1.4719229
23,51,36,73,51,166,11,0,2,1,19.62,16.0,new,ra_feature_2h23,DP,2,2,1443.523771762848,1200000,1e-05,20,0.1,13,True,-80.236374,23,-0.4572291,1.8877208,0.30315942,-0.90417594,-0.16313574,0.4038396,0.3922131,-4.7683716e-07,-1.8671216,-1.0337104,-0.8306433,-1.9562784,-1.429195
24,136,56,206,88,238,24,4,14,6,10.61,61.0,new,ra_feature_2h24,DP,2,2,1504.8167514801025,1250000,1e-05,20,0.1,13,True,-73.100685,24,0.04446983,2.5054913,0.500506,-1.1627864,-0.033523217,0.20810795,-0.10819626,-6.556511e-07,-1.8863904,-0.95414186,-0.8083366,-1.5703886,-1.136675
25,104,39,134,54,210,18,1,2,3,26.66,38.0,new,ra_feature_2h25,DP,2,2,1566.6174442768097,1300000,1e-05,20,0.1,13,True,-91.83925,25,-0.38607714,2.1970534,0.38071474,-0.9971955,-0.124394044,-0.43601882,-0.23810416,-1.0505319e-06,-2.498466,-1.2645445,-1.5396764,-2.631657,-1.8417523
26,52,36,76,51,166,12,0,2,1,19.62,14.0,new,ra_feature_2h26,DP,2,2,1628.6630449295044,1350000,1e-05,20,0.1,13,True,-74.053734,26,0.08080722,2.0401614,0.39864329,-1.2855701,-0.016504906,0.46128666,0.2048768,-8.121133e-07,-1.7799771,-0.7147645,-0.9300864,-2.197835,-1.2939792
27,145,31,193,41,296,14,1,3,6,8.63,56.0,new,ra_feature_2h27,DP,2,2,1690.4351887702942,1400000,1e-05,20,0.1,13,True,-67.81462,27,-0.16264074,2.3108103,0.47014818,-1.3731933,-0.14645882,0.28305924,-0.14840263,-9.23872e-07,-1.8990238,-1.0060236,-0.7869823,-1.6848539,-0.9743329
28,168,36,254,51,310,48,0,1,15,20.62,69.0,new,ra_feature_2h28,DP,2,2,1752.0066676139832,1450000,1e-05,20,0.1,13,True,-74.1454,28,-0.5325964,2.1676383,0.60837674,-0.9076375,-0.015198812,-0.066933274,-0.12524205,-8.34465e-07,-1.5977544,-0.6669638,-0.982404,-1.64829,-0.79525304
29,104,42,146,61,220,27,0,2,9,27.14,26.0,new,ra_feature_2h29,DP,2,2,1813.7645366191864,1500000,1e-05,20,0.1,13,True,-67.55706,29,0.18794857,2.0466826,0.41119725,-1.5084981,0.2379417,0.62087953,-0.29833513,-5.9604645e-07,-1.9275632,-0.59384847,-1.2104477,-2.4876637,-0.99810874
30,42,33,59,46,156,5,0,2,3,18.18,11.0,new,ra_feature_2h30,DP,2,2,1875.8430681228638,1550000,1e-05,20,0.1,13,True,-75.74862,30,-0.49507114,1.9544683,0.24856356,-0.9273415,-0.15554295,0.43018746,0.38056976,-6.556511e-07,-1.7345526,-0.8366822,-0.7062702,-1.4012041,-1.6400206
31,53,36,71,51,172,5,0,1,2,18.66,10.0,new,ra_feature_2h31,DP,2,2,1938.3442261219025,1600000,1e-05,20,0.1,13,True,-73.30914,31,-0.20246875,2.0484014,0.54238117,-1.2354857,-0.22279876,0.7215024,0.22732286,-6.556511e-07,-1.8909699,-0.85484886,-0.85298604,-1.8200701,-1.3097929
32,125,36,171,51,214,18,0,1,8,28.18,32.0,new,ra_feature_2h32,DP,2,2,2000.5763430595398,1650000,1e-05,20,0.1,13,True,-71.14489,32,-0.55337155,2.1521995,0.45232055,-0.7327563,-0.18089089,-0.327201,-0.12138882,-6.183982e-07,-1.7349946,-0.91650426,-1.0982263,-2.492555,-1.1702838
33,45,33,62,45,170,5,0,2,2,18.18,23.0,new,ra_feature_2h33,DP,2,2,2062.7910764217377,1700000,1e-05,20,0.1,13,True,-69.67561,33,-0.6730617,2.3080244,0.35257953,-1.2756057,-0.13911118,-0.38075995,-0.06340903,-6.556511e-07,-1.6692946,-0.49840137,-1.1266801,-1.5171493,-1.0870678
34,91,33,114,45,194,10,0,1,2,23.7,18.0,new,ra_feature_2h34,DP,2,2,2125.5115146636963,1750000,1e-05,20,0.1,13,True,-74.551636,34,-0.10575728,1.9733683,0.43514487,-0.7110249,-0.024140604,0.0040642023,-0.21789938,-6.016344e-07,-1.480018,-0.5503764,-1.1671883,-2.06786,-0.87212676
35,38,28,48,35,190,5,0,2,1,18.18,18.0,new,ra_feature_2h35,DP,2,2,2188.696084022522,1800000,1e-05,20,0.1,13,True,-77.106606,35,-0.23312445,2.4130964,0.30336303,-1.5672538,-0.1322193,0.48595822,-0.10540748,-7.1525574e-07,-1.8825222,-0.82469714,-1.1641093,-1.5959309,-1.1272858
36,116,47,165,71,275,29,0,2,7,28.66,48.0,new,ra_feature_2h36,DP,2,2,2252.1726834774017,1850000,1e-05,20,0.1,13,True,-66.1573,36,0.0062166783,1.9545999,0.42804867,-1.2827208,-0.060229875,0.69224524,0.02563785,-5.2154064e-07,-1.5966144,-0.5311715,-0.6916808,-1.627717,-0.95261675
37,141,31,180,41,252,26,0,1,5,9.61,48.0,new,ra_feature_2h37,DP,2,2,2315.9044535160065,1900000,1e-05,20,0.1,13,True,-70.83116,37,0.2007342,1.7155133,0.5031647,-1.0731757,-0.06751673,0.1447345,-0.078055605,-5.5134296e-07,-1.6971153,-0.94131756,-1.1128652,-1.9496009,-1.0271959
38,114,34,168,44,255,26,0,2,3,29.14,56.0,new,ra_feature_2h38,DP,2,2,2379.9094409942627,1950000,1e-05,20,0.1,13,True,-72.38559,38,-0.23004702,1.7055494,0.55012596,-1.2972995,-0.062867835,-0.29699624,-0.0867151,-5.662441e-07,-1.6748962,-0.51945466,-1.2198882,-1.7794458,-1.3169878
39,172,48,290,76,335,68,0,2,21,25.6,79.0,new,ra_feature_2h39,DP,2,2,2443.8641889095306,2000000,1e-05,20,0.1,13,True,-67.71745,39,-0.1780002,1.8540894,0.53899324,-1.431481,-0.16114683,-0.0038429499,0.15542065,-8.6426735e-07,-1.7041357,-0.8812872,-0.8174385,-1.3092083,-1.0847952
40,89,33,120,45,243,10,0,1,3,22.66,25.0,new,ra_feature_2h40,DP,2,2,2508.846470594406,2050000,1e-05,20,0.1,13,True,-72.424965,40,-0.5821151,1.4734662,0.32678413,-0.18336424,0.038485438,-0.78933114,-0.15425052,-6.556511e-07,-1.6615939,-0.60459965,-1.2423254,-2.2717016,-1.2678666
41,125,44,175,64,230,22,6,1,6,8.65,45.0,new,ra_feature_2h41,DP,2,2,2574.3980243206024,2100000,1e-05,20,0.1,13,True,-71.99666,41,-0.19468217,1.8734212,0.48426443,-1.3985795,-0.2102316,-0.09147072,-0.19204275,-6.2584877e-07,-1.7381476,-0.8416296,-1.0038077,-1.40866,-1.1653069
42,124,46,183,64,233,33,0,1,6,8.62,35.0,new,ra_feature_2h42,DP,2,2,2641.3000025749207,2150000,1e-05,20,0.1,13,True,-71.91258,42,-0.18109697,1.7096661,0.35190627,-1.3199534,-0.06782579,0.39942968,0.10143698,-7.022172e-07,-1.8375968,-0.8557394,-1.0271122,-1.9774725,-1.2455096
43,128,37,172,50,225,20,0,2,8,29.62,40.0,new,ra_feature_2h43,DP,2,2,2709.0041983127594,2200000,1e-05,20,0.1,13,True,-69.69151,43,-0.22142592,1.3066819,0.601327,-1.1650186,-0.20965621,0.4141724,0.44528872,-6.7055225e-07,-1.5660172,-0.78140116,-0.91983813,-1.6511847,-0.98502123
44,141,33,183,45,257,5,0,1,6,28.66,44.0,new,ra_feature_2h44,DP,2,2,2777.7740018367767,2250000,1e-05,20,0.1,13,True,-72.24136,44,-0.63414466,1.339083,0.42274985,-1.0612986,-0.4153067,-0.1352005,0.19401768,-4.172325e-07,-1.583032,-0.82642394,-1.1766957,-1.6458232,-0.8614315
45,55,33,72,45,171,5,0,1,2,19.14,20.0,new,ra_feature_2h45,DP,2,2,2848.480576276779,2300000,1e-05,20,0.1,13,True,-69.79177,45,0.10128935,1.5709295,0.46866488,-1.2105211,-0.1416723,0.6975548,0.24319449,-7.003546e-07,-1.6727668,-0.8351766,-1.0057436,-1.7061554,-1.2214504
46,126,36,159,51,264,16,0,1,2,28.66,43.0,new,ra_feature_2h46,DP,2,2,2920.6626737117767,2350000,1e-05,20,0.1,13,True,-64.992874,46,0.003563945,1.7272847,0.4242524,-0.918127,-0.25524175,0.059072614,0.023896307,-5.662441e-07,-1.6329011,-0.7071796,-1.172156,-2.034147,-1.0632193
47,43,33,57,45,155,4,0,1,1,18.18,10.0,new,ra_feature_2h47,DP,2,2,2992.4438869953156,2400000,1e-05,20,0.1,13,True,-69.20435,47,-0.007858965,1.37119,0.3947188,-0.95803523,-0.13906346,0.2884441,-0.024658486,-5.7555735e-07,-1.640372,-0.6280534,-0.92996067,-1.7757151,-1.2620139
48,54,41,73,58,169,4,2,1,2,19.14,24.0,new,ra_feature_2h48,DP,2,2,3062.748172521591,2450000,1e-05,20,0.1,13,True,-72.173355,48,-0.22709055,1.5332953,0.4477639,-1.5586985,-0.18973513,0.15555698,-0.23519804,-6.9849193e-07,-1.8631941,-0.86369026,-1.2318767,-1.8059324,-1.3408952
49,146,41,209,58,242,23,2,1,16,11.62,40.0,new,ra_feature_2h49,DP,2,2,3134.497039079666,2500000,1e-05,20,0.1,13,True,-80.89123,49,-0.32749003,1.7370088,0.4179219,-1.0616481,-0.4315796,-0.25518584,0.10260866,-4.7683716e-07,-1.7582929,-1.070973,-1.1122116,-1.7785488,-1.4832655
50,73,36,106,51,228,17,0,1,1,22.18,26.0,new,ra_feature_2h50,DP,2,2,3205.8514013290405,2550000,1e-05,20,0.1,13,True,-70.38388,50,0.22577481,1.6616174,0.25759333,-0.9816668,-0.2384361,0.25936007,-0.15162015,-8.1956387e-07,-1.6820571,-0.60152495,-1.4225382,-2.5182114,-1.06241
51,66,33,86,45,186,11,0,2,2,20.66,18.0,new,ra_feature_2h51,DP,2,2,3277.167507648468,2600000,1e-05,20,0.1,13,True,-76.80661,51,-0.2520309,1.6663097,0.4938764,-0.9669157,-0.2618175,-0.037546396,0.1402416,-5.9604645e-07,-1.892948,-0.9733826,-0.85020655,-1.774015,-1.3351643
52,124,31,164,41,217,22,0,1,6,29.14,32.0,new,ra_feature_2h52,DP,2,2,3345.200760602951,2650000,1e-05,20,0.1,13,True,-65.67432,52,-0.07405092,2.098835,0.4470784,-1.1536288,-0.25830734,0.72072744,0.29844785,-5.066395e-07,-1.5415565,-0.8139593,-0.9483731,-1.8928739,-1.0428934
53,43,25,52,29,183,5,0,2,1,18.18,16.0,new,ra_feature_2h53,DP,2,2,3411.8750903606415,2700000,1e-05,20,0.1,13,True,-66.2799,53,0.01658325,2.083934,0.56396,-1.6229204,-0.23206821,0.6987008,0.23928487,-5.364418e-07,-1.5213739,-0.695478,-0.99351156,-1.596678,-1.0429837
54,121,51,191,74,278,32,0,1,4,9.63,41.0,new,ra_feature_2h54,DP,2,2,3479.1078820228577,2750000,1e-05,20,0.1,13,True,-73.4555,54,0.015862182,1.5916551,0.4294441,-1.0508829,-0.085595526,0.44010645,0.14550403,-4.582107e-07,-1.723211,-0.7409438,-0.7204881,-1.9572141,-1.2459502
55,62,36,93,51,172,17,0,1,2,20.66,23.0,new,ra_feature_2h55,DP,2,2,3547.8693673610687,2800000,1e-05,20,0.1,13,True,-63.38407,55,0.07207546,1.6070683,0.4582231,-0.94913226,-0.33807546,0.58880955,0.4163589,-7.1525574e-07,-1.5780029,-0.7539931,-0.7835663,-1.580776,-1.3831106
56,126,25,171,29,253,13,0,1,2,29.62,45.0,new,ra_feature_2h56,DP,2,2,3618.354201078415,2850000,1e-05,20,0.1,13,True,-59.696545,56,-0.20840266,1.6829336,0.48681095,-1.1521648,-0.06533551,0.18303937,-0.041087046,-4.4703484e-07,-1.370415,-0.50175697,-0.6906897,-1.8396639,-0.9122405
57,105,39,150,54,213,8,1,6,3,25.62,37.0,new,ra_feature_2h57,DP,2,2,3690.6344299316406,2900000,1e-05,20,0.1,13,True,-63.490635,57,0.07521251,1.745179,0.4689413,-1.4526379,0.013672508,0.21280032,-0.24347568,-9.23872e-07,-1.6596917,-0.6999849,-0.88851076,-2.0504718,-1.1087061
58,82,41,117,59,187,7,2,9,6,20.66,24.0,new,ra_feature_2h58,DP,2,2,3763.6300389766693,2950000,1e-05,20,0.1,13,True,-65.712906,58,-0.060074985,1.4548308,0.38625494,-1.1395273,-0.2072055,0.81411976,0.67884076,-2.9802322e-07,-1.5508534,-0.7147938,-0.5139841,-1.2399938,-1.2176092
59,59,33,83,45,187,4,0,1,3,19.14,15.0,new,ra_feature_2h59,DP,2,2,3836.600373506546,3000000,1e-05,20,0.1,13,True,-78.66056,59,-0.24926332,1.651181,0.5274246,-0.98489517,-0.28017065,0.18111467,0.30853236,-7.748604e-07,-1.9964176,-1.0746198,-0.82342905,-1.9748868,-1.6041178
60,52,25,71,29,192,4,2,1,2,19.14,19.0,new,ra_feature_2h60,DP,2,2,3908.8214700222015,3050000,1e-05,20,0.1,13,True,-68.23512,60,0.09212853,1.6964238,0.37898502,-0.96656156,-0.20717628,0.43299997,0.18685514,-4.954636e-07,-1.7832215,-0.8387817,-0.65709,-1.9389462,-1.2687523
61,114,25,141,29,209,20,0,2,2,27.62,33.0,new,ra_feature_2h61,DP,2,2,3981.6258482933044,3100000,1e-05,20,0.1,13,True,-71.44731,61,0.19952857,1.7902663,0.40301323,-1.069086,-0.21424103,0.97340953,0.20036349,-4.7683716e-07,-1.9208976,-1.056286,-0.7077735,-1.5967456,-1.3480513
62,106,28,155,35,218,4,2,1,6,26.18,25.0,new,ra_feature_2h62,DP,2,2,4055.5400688648224,3150000,1e-05,20,0.1,13,True,-75.800934,62,0.047170296,1.5584106,0.49761033,-0.66051066,0.06334547,-0.013254821,-0.085499346,-4.246831e-07,-1.9992783,-0.8458874,-0.6455193,-1.7616532,-1.5510018
63,58,28,75,35,189,6,0,9,2,19.15,15.0,new,ra_feature_2h63,DP,2,2,4128.379889965057,3200000,1e-05,20,0.1,13,True,-73.18802,63,-0.09851705,2.0331244,0.5763462,-1.3093694,-0.26602125,0.5279821,0.45660225,-7.4505806e-07,-1.7915726,-0.9131562,-0.496153,-1.6202886,-1.3442745
