,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,19.0,160,93,2,2,DP,11,1.0603969097137451,2000,1e-05,20,0.1,-1.2612293,0,-0.3520255,-0.7017858,-2.3858101,-1.2295804,-0.33145165,-5.9604645e-07,-0.56477356,-0.28269216,2.1545987,-2.0892193,-1.765047
1,1914.0,4083,1640,3,3,DP,11,1.0603969097137451,2000,1e-05,20,0.1,-1.2612293,0,-0.3520255,-0.7017858,-2.3858101,-1.2295804,-0.33145165,-5.9604645e-07,-0.56477356,-0.28269216,2.1545987,-2.0892193,-1.765047
2,23.0,173,101,2,2,DP,11,6.319551944732666,12000,1e-05,20,0.1,-17.284122,5,-0.6739192,-0.6894216,-2.50037,-0.6088615,-0.28563556,0.0,-0.2842503,-1.0055208,0.67041457,-2.0928195,-2.3784232
3,5449.0,5827,2300,3,3,DP,11,6.319551944732666,12000,1e-05,20,0.1,-17.284122,5,-0.6739192,-0.6894216,-2.50037,-0.6088615,-0.28563556,0.0,-0.2842503,-1.0055208,0.67041457,-2.0928195,-2.3784232
4,37.0,231,136,2,2,DP,11,11.516356468200684,22000,1e-05,20,0.1,-42.783726,10,-0.39910525,-1.3229539,-2.3439438,-0.42390305,-0.35230756,7.1525574e-07,-1.4804606,-2.3498275,0.05244779,-3.330447,-3.3724883
5,3917.0,4308,1874,3,3,DP,11,11.516356468200684,22000,1e-05,20,0.1,-42.783726,10,-0.39910525,-1.3229539,-2.3439438,-0.42390305,-0.35230756,7.1525574e-07,-1.4804606,-2.3498275,0.05244779,-3.330447,-3.3724883
6,65.0,292,169,2,2,DP,11,16.893876314163208,32000,1e-05,20,0.1,-72.7741,15,-0.15126577,-2.0130816,-1.8235486,-0.684479,-0.37997532,9.536743e-07,-4.250454,-3.8739357,-1.0209156,-4.8288145,-4.182774
7,17167.0,6113,2746,3,3,DP,11,16.893876314163208,32000,1e-05,20,0.1,-72.7741,15,-0.15126577,-2.0130816,-1.8235486,-0.684479,-0.37997532,9.536743e-07,-4.250454,-3.8739357,-1.0209156,-4.8288145,-4.182774
8,16.0,129,96,2,2,DP,11,22.577693700790405,42000,1e-05,20,0.1,-87.404205,20,0.28599045,-1.3957702,-1.0056336,0.1655146,-0.32265067,2.3841858e-06,-5.627276,-4.9748077,-1.8989053,-3.7981424,-5.2293606
9,693.0,1605,784,3,3,DP,11,22.577693700790405,42000,1e-05,20,0.1,-87.404205,20,0.28599045,-1.3957702,-1.0056336,0.1655146,-0.32265067,2.3841858e-06,-5.627276,-4.9748077,-1.8989053,-3.7981424,-5.2293606
10,11.0,95,66,2,2,DP,11,27.805384397506714,52000,1e-05,20,0.1,-63.061047,25,0.7790419,-0.1261332,-0.30707127,1.6663278,1.4949934,1.1920929e-06,-4.054524,-2.6594272,-1.3574717,-1.8161788,-3.0229676
11,1188.0,1987,1094,3,3,DP,11,27.805384397506714,52000,1e-05,20,0.1,-63.061047,25,0.7790419,-0.1261332,-0.30707127,1.6663278,1.4949934,1.1920929e-06,-4.054524,-2.6594272,-1.3574717,-1.8161788,-3.0229676
12,16.0,113,84,2,2,DP,11,32.99578809738159,62000,1e-05,20,0.1,-68.12894,30,0.37468752,-0.22262311,-1.0955789,0.98393935,1.6547585,1.9073486e-06,-4.264573,-3.26827,-1.2871902,-2.3304386,-3.333836
13,562.0,985,723,3,3,DP,11,32.99578809738159,62000,1e-05,20,0.1,-68.12894,30,0.37468752,-0.22262311,-1.0955789,0.98393935,1.6547585,1.9073486e-06,-4.264573,-3.26827,-1.2871902,-2.3304386,-3.333836
14,31.0,171,132,2,2,DP,11,38.20266604423523,72000,1e-05,20,0.1,-69.518295,35,0.4276721,-0.26789832,-1.0691509,1.0651172,1.8170846,1.1920929e-06,-3.630678,-3.0366144,-0.96117705,-2.282298,-2.946074
15,5388.0,3430,2319,3,3,DP,11,38.20266604423523,72000,1e-05,20,0.1,-69.518295,35,0.4276721,-0.26789832,-1.0691509,1.0651172,1.8170846,1.1920929e-06,-3.630678,-3.0366144,-0.96117705,-2.282298,-2.946074
16,30.0,183,130,2,2,DP,11,43.4012131690979,82000,1e-05,20,0.1,-66.91535,40,0.5863567,-0.18807912,-0.8658464,1.4418534,1.986328,7.1525574e-07,-3.047343,-2.3974135,-0.73919356,-1.9305944,-2.2761898
17,874.0,1280,893,3,3,DP,11,43.4012131690979,82000,1e-05,20,0.1,-66.91535,40,0.5863567,-0.18807912,-0.8658464,1.4418534,1.986328,7.1525574e-07,-3.047343,-2.3974135,-0.73919356,-1.9305944,-2.2761898
18,16.0,117,86,2,2,DP,11,48.566730976104736,92000,1e-05,20,0.1,-72.201065,45,0.5220988,-0.4422202,-1.0958092,1.3568301,1.9510456,2.3841858e-07,-3.0067663,-2.3054838,-0.7043683,-2.3052192,-2.4227657
19,2487.0,2473,1352,3,3,DP,11,48.566730976104736,92000,1e-05,20,0.1,-72.201065,45,0.5220988,-0.4422202,-1.0958092,1.3568301,1.9510456,2.3841858e-07,-3.0067663,-2.3054838,-0.7043683,-2.3052192,-2.4227657
20,11.0,94,65,2,2,DP,11,53.75773906707764,102000,1e-05,20,0.1,-65.25166,50,0.65138066,-0.12381625,-0.32808036,2.0705562,1.8998584,7.1525574e-07,-2.1827998,-1.4784122,-0.49256065,-1.4875531,-1.5753684
21,2656.0,2774,1520,3,3,DP,11,53.75773906707764,102000,1e-05,20,0.1,-65.25166,50,0.65138066,-0.12381625,-0.32808036,2.0705562,1.8998584,7.1525574e-07,-2.1827998,-1.4784122,-0.49256065,-1.4875531,-1.5753684
22,11.0,94,65,2,2,DP,11,58.96180462837219,112000,1e-05,20,0.1,-68.51213,55,0.74964064,-0.22754002,-0.40573537,1.9711437,1.8429536,4.7683716e-07,-2.2586207,-1.6746113,-0.49550366,-1.7219021,-1.8471476
23,2470.0,2448,1351,3,3,DP,11,58.96180462837219,112000,1e-05,20,0.1,-68.51213,55,0.74964064,-0.22754002,-0.40573537,1.9711437,1.8429536,4.7683716e-07,-2.2586207,-1.6746113,-0.49550366,-1.7219021,-1.8471476
24,7.0,104,68,2,2,DP,11,64.15064430236816,122000,1e-05,20,0.1,-73.489494,60,0.73628545,-0.28233624,-0.9292452,1.3530097,1.8691368,4.7683716e-07,-3.1501532,-2.1436925,-0.7430515,-2.5140538,-2.6787755
25,1517.0,2283,1153,3,3,DP,11,64.15064430236816,122000,1e-05,20,0.1,-73.489494,60,0.73628545,-0.28233624,-0.9292452,1.3530097,1.8691368,4.7683716e-07,-3.1501532,-2.1436925,-0.7430515,-2.5140538,-2.6787755
26,6.0,93,65,2,2,DP,11,69.32526350021362,132000,1e-05,20,0.1,-67.43748,65,0.5948074,-0.12460375,-0.36471796,1.8086196,2.178274,4.7683716e-07,-2.1903973,-1.3172339,-0.49728155,-1.7450144,-1.4253725
27,3692.0,3241,1734,3,3,DP,11,69.32526350021362,132000,1e-05,20,0.1,-67.43748,65,0.5948074,-0.12460375,-0.36471796,1.8086196,2.178274,4.7683716e-07,-2.1903973,-1.3172339,-0.49728155,-1.7450144,-1.4253725
28,11.0,98,65,2,2,DP,11,74.48628544807434,142000,1e-05,20,0.1,-73.00131,70,0.8243348,-0.35249734,-0.6798256,1.7859864,1.8566163,4.7683716e-07,-2.2053492,-1.575798,-0.6574445,-1.9681565,-1.9632746
29,1878.0,2364,1258,3,3,DP,11,74.48628544807434,142000,1e-05,20,0.1,-73.00131,70,0.8243348,-0.35249734,-0.6798256,1.7859864,1.8566163,4.7683716e-07,-2.2053492,-1.575798,-0.6574445,-1.9681565,-1.9632746
30,34.0,184,119,2,2,DP,11,79.72375822067261,152000,1e-05,20,0.1,-88.41523,75,0.36048716,-0.21877575,-1.7974246,0.41536787,1.6001809,7.1525574e-07,-3.2527456,-2.856711,-1.0263727,-3.2217534,-3.41771
31,8839.0,4745,2425,3,3,DP,11,79.72375822067261,152000,1e-05,20,0.1,-88.41523,75,0.36048716,-0.21877575,-1.7974246,0.41536787,1.6001809,7.1525574e-07,-3.2527456,-2.856711,-1.0263727,-3.2217534,-3.41771
32,47.0,237,171,2,2,DP,11,84.96714544296265,162000,1e-05,20,0.1,-77.027756,80,0.90500057,-0.004431963,-0.23852551,1.6240189,2.0947564,7.1525574e-07,-2.411964,-1.7417625,-0.73149633,-1.1142917,-1.4559807
