,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,4.0,0.0,3.0,0.0,129.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,1,
1,5.0,0.0,4.0,0.0,130.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,2,
2,6.0,0.0,5.0,0.0,129.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,3,
3,7.0,0.0,6.0,0.0,130.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,4,
4,8.0,0.0,7.0,0.0,131.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,5,
5,9.0,0.0,8.0,0.0,132.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,6,
6,10.0,0.0,9.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,7,
7,11.0,0.0,10.0,0.0,131.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,8,
8,12.0,0.0,11.0,0.0,131.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,9,
9,13.0,0.0,12.0,0.0,138.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,10,
10,14.0,0.0,13.0,0.0,133.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,11,
11,15.0,0.0,14.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,12,
12,16.0,0.0,15.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,13,
13,17.0,0.0,16.0,0.0,134.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,14,
14,18.0,0.0,17.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,13.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,1,15,
15,58.0,27.0,74.0,33.0,182.0,11.0,0.0,1.0,3.0,16.48,49.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,1,
16,50.0,31.0,65.0,38.0,181.0,12.0,0.0,1.0,2.0,16.48,42.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,2,
17,60.0,35.0,76.0,43.0,182.0,12.0,0.0,1.0,2.0,16.48,47.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,3,
18,65.0,29.0,82.0,33.0,188.0,15.0,0.0,1.0,2.0,16.96,57.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,4,
19,74.0,31.0,93.0,35.0,196.0,15.0,0.0,1.0,3.0,16.96,63.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,5,
20,79.0,33.0,98.0,37.0,191.0,15.0,0.0,1.0,3.0,16.96,57.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,6,
21,76.0,35.0,92.0,39.0,199.0,12.0,0.0,1.0,0.0,16.96,60.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,7,
22,81.0,37.0,98.0,41.0,201.0,12.0,0.0,1.0,0.0,16.96,60.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,8,
23,86.0,39.0,104.0,43.0,203.0,12.0,0.0,1.0,0.0,17.44,62.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,9,
24,91.0,41.0,108.0,45.0,202.0,12.0,0.0,1.0,0.0,17.44,66.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,10,
25,96.0,43.0,114.0,47.0,209.0,12.0,0.0,1.0,0.0,17.44,69.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,11,
26,101.0,45.0,121.0,49.0,207.0,12.0,0.0,1.0,0.0,17.44,71.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,12,
27,105.0,47.0,125.0,51.0,210.0,12.0,0.0,1.0,0.0,17.92,72.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,13,
28,110.0,49.0,131.0,53.0,213.0,12.0,0.0,1.0,0.0,17.92,77.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,14,
29,116.0,51.0,138.0,55.0,219.0,12.0,0.0,1.0,0.0,17.92,72.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,2,15,
30,106.0,34.0,158.0,42.0,236.0,37.0,0.0,1.0,3.0,20.48,85.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,1,
31,194.0,37.0,284.0,45.0,314.0,63.0,1.0,1.0,2.0,25.44,160.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,2,
32,186.0,40.0,269.0,48.0,348.0,54.0,0.0,1.0,3.0,24.48,178.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,3,
33,202.0,43.0,306.0,51.0,316.0,62.0,0.0,1.0,4.0,26.96,142.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,4,
34,237.0,52.0,330.0,66.0,341.0,42.0,1.0,1.0,5.0,25.92,172.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,5,
35,260.0,56.0,372.0,71.0,375.0,55.0,0.0,1.0,8.0,16.01,192.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,6,
36,254.0,52.0,359.0,60.0,345.0,46.0,0.0,1.0,10.0,27.92,167.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,7,
37,529.0,55.0,721.0,63.0,458.0,70.0,3.0,1.0,11.0,37.0,237.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,8,
38,400.0,58.0,563.0,66.0,408.0,60.0,0.0,1.0,19.0,25.04,222.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,9,
39,326.0,72.0,472.0,91.0,366.0,49.0,0.0,1.0,24.0,21.03,185.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,10,
40,438.0,64.0,655.0,72.0,470.0,49.0,0.0,1.0,23.0,28.01,275.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,11,
41,614.0,132.0,966.0,205.0,633.0,110.0,4.0,1.0,25.0,65.05,383.0,True,new,experiments/results/DP_2_2/incremental_n/72.onnx,DP,3,12,
