,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms
0,18,0,17,0,224,0,0,0,1,0.0,15.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/COMPLETE_components_by_state_DP_2_k_over_boolean/COMPLETE_components_by_state_DP_2_15_over_boolean//40.onnx,DP,1,15,0.07589285714285714
1,364,72,491,97,451,4,2,1,54,29.14,216.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/COMPLETE_components_by_state_DP_2_k_over_boolean/COMPLETE_components_by_state_DP_2_15_over_boolean//40.onnx,DP,2,15,1.0886917960088691
2,3335,76,4501,84,3982,216,3,1,654,182.27,3240.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/COMPLETE_components_by_state_DP_2_k_over_boolean/COMPLETE_components_by_state_DP_2_15_over_boolean//40.onnx,DP,3,15,1.1303365143144148
3,12057,0,15001,0,68482,426,10,0,1580,0.0,66703.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/COMPLETE_components_by_state_DP_2_k_over_boolean/COMPLETE_components_by_state_DP_2_15_over_boolean//40.onnx,DP,4,15,0.21905026138255307
