,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,1083,370,3164,756,5513,524,0,1,175,249.09,3714.0,new,experiments/results/TA_2_2/TB_5mill_2000/0.onnx,TA,3,3,1.6874432563781738,0,1e-05,20,0.1,15,True,2000,True,10000,True,0
1,1083,143,3063,207,5355,669,0,1,96,202.1,3520.0,new,experiments/results/TA_2_2/TB_5mill_2000/1.onnx,TA,3,3,83.23137879371643,50000,1e-05,20,0.1,15,True,2000,True,10000,True,1
2,1083,482,3088,1051,5593,1570,0,1,19,253.46,2826.0,new,experiments/results/TA_2_2/TB_5mill_2000/2.onnx,TA,3,3,164.13928651809692,100000,1e-05,20,0.1,15,True,2000,True,10000,True,2
3,1083,296,3149,573,5993,1239,0,1,36,181.83,3358.0,new,experiments/results/TA_2_2/TB_5mill_2000/3.onnx,TA,3,3,245.71786189079285,150000,1e-05,20,0.1,15,True,2000,True,10000,True,3
4,1028,483,3089,1109,4836,1701,0,1,18,245.23,1379.0,new,experiments/results/TA_2_2/TB_5mill_2000/4.onnx,TA,3,3,326.13462805747986,200000,1e-05,20,0.1,15,True,2000,True,10000,True,4
5,1083,526,3280,1219,4030,2001,0,1,44,34.68,897.0,new,experiments/results/TA_2_2/TB_5mill_2000/5.onnx,TA,3,3,406.09776973724365,250000,1e-05,20,0.1,15,True,2000,True,10000,True,5
6,1083,522,3172,1212,3374,1895,0,1,92,142.83,635.0,new,experiments/results/TA_2_2/TB_5mill_2000/6.onnx,TA,3,3,485.8392848968506,300000,1e-05,20,0.1,15,True,2000,True,10000,True,6
7,521,185,1252,278,1368,633,0,1,45,55.9,523.0,new,experiments/results/TA_2_2/TB_5mill_2000/7.onnx,TA,3,3,566.8383316993713,350000,1e-05,20,0.1,15,True,2000,True,10000,True,7
8,255,109,357,140,588,79,0,1,35,92.33,198.0,new,experiments/results/TA_2_2/TB_5mill_2000/8.onnx,TA,3,3,649.0998420715332,400000,1e-05,20,0.1,15,True,2000,True,10000,True,8
9,1053,515,2887,1179,3876,1668,0,1,128,163.7,1405.0,new,experiments/results/TA_2_2/TB_5mill_2000/9.onnx,TA,3,3,731.5488138198853,450000,1e-05,20,0.1,15,True,2000,True,10000,True,9
10,311,111,581,142,826,219,0,1,4,50.02,321.0,new,experiments/results/TA_2_2/TB_5mill_2000/10.onnx,TA,3,3,815.4278590679169,500000,1e-05,20,0.1,15,True,2000,True,10000,True,10
11,930,380,2622,807,3033,1514,0,1,36,132.05,783.0,new,experiments/results/TA_2_2/TB_5mill_2000/11.onnx,TA,3,3,900.685257434845,550000,1e-05,20,0.1,15,True,2000,True,10000,True,11
12,1071,492,3000,1136,3749,1728,0,1,90,147.22,1193.0,new,experiments/results/TA_2_2/TB_5mill_2000/12.onnx,TA,3,3,988.1748743057251,600000,1e-05,20,0.1,15,True,2000,True,10000,True,12
13,363,113,740,146,898,280,0,1,98,96.21,320.0,new,experiments/results/TA_2_2/TB_5mill_2000/13.onnx,TA,3,3,1077.3772461414337,650000,1e-05,20,0.1,15,True,2000,True,10000,True,13
14,982,397,2676,812,3376,1540,0,1,54,211.35,1014.0,new,experiments/results/TA_2_2/TB_5mill_2000/14.onnx,TA,3,3,1163.9103646278381,700000,1e-05,20,0.1,15,True,2000,True,10000,True,14
15,1083,530,3058,1227,3201,1729,0,1,82,60.82,812.0,new,experiments/results/TA_2_2/TB_5mill_2000/15.onnx,TA,3,3,1244.4695410728455,750000,1e-05,20,0.1,15,True,2000,True,10000,True,15
16,1004,371,2585,743,3189,1439,0,1,85,213.3,1097.0,new,experiments/results/TA_2_2/TB_5mill_2000/16.onnx,TA,3,3,1325.9840579032898,800000,1e-05,20,0.1,15,True,2000,True,10000,True,16
17,1082,542,2932,1270,3663,1732,0,1,63,144.37,901.0,new,experiments/results/TA_2_2/TB_5mill_2000/17.onnx,TA,3,3,1406.4000017642975,850000,1e-05,20,0.1,15,True,2000,True,10000,True,17
18,962,339,2361,653,2944,1261,0,1,42,45.52,1130.0,new,experiments/results/TA_2_2/TB_5mill_2000/18.onnx,TA,3,3,1486.8364017009735,900000,1e-05,20,0.1,15,True,2000,True,10000,True,18
19,1079,514,3045,1188,3397,1731,0,1,121,80.23,1067.0,new,experiments/results/TA_2_2/TB_5mill_2000/19.onnx,TA,3,3,1567.2102789878845,950000,1e-05,20,0.1,15,True,2000,True,10000,True,19
20,1083,419,3097,901,2395,61,0,1,187,161.25,1661.0,new,experiments/results/TA_2_2/TB_5mill_2000/20.onnx,TA,3,3,1648.42813205719,1000000,1e-05,20,0.1,15,True,2000,True,10000,True,20
21,1064,253,2373,441,3225,1179,0,1,25,191.67,1517.0,new,experiments/results/TA_2_2/TB_5mill_2000/21.onnx,TA,3,3,1729.6483840942383,1050000,1e-05,20,0.1,15,True,2000,True,10000,True,21
