,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,140,79,278,125,323,42,0,1,22,19.0,77.0,new,experiments/results/TA_2_2/TB_5mill_2000/0.onnx,TA,2,2,1.6874432563781738,0,1e-05,20,0.1,15,True,2000,True,10000,True,0
1,140,53,266,71,296,47,0,1,24,21.98,69.0,new,experiments/results/TA_2_2/TB_5mill_2000/1.onnx,TA,2,2,83.23137879371643,50000,1e-05,20,0.1,15,True,2000,True,10000,True,1
2,140,58,257,81,322,103,0,1,6,23.97,63.0,new,experiments/results/TA_2_2/TB_5mill_2000/2.onnx,TA,2,2,164.13928651809692,100000,1e-05,20,0.1,15,True,2000,True,10000,True,2
3,140,97,267,169,285,81,0,1,12,22.96,74.0,new,experiments/results/TA_2_2/TB_5mill_2000/3.onnx,TA,2,2,245.71786189079285,150000,1e-05,20,0.1,15,True,2000,True,10000,True,3
4,123,90,241,154,281,84,0,1,7,15.94,43.0,new,experiments/results/TA_2_2/TB_5mill_2000/4.onnx,TA,2,2,326.13462805747986,200000,1e-05,20,0.1,15,True,2000,True,10000,True,4
5,140,101,280,177,306,120,0,1,13,21.99,45.0,new,experiments/results/TA_2_2/TB_5mill_2000/5.onnx,TA,2,2,406.09776973724365,250000,1e-05,20,0.1,15,True,2000,True,10000,True,5
6,140,99,273,174,288,110,0,1,21,18.0,50.0,new,experiments/results/TA_2_2/TB_5mill_2000/6.onnx,TA,2,2,485.8392848968506,300000,1e-05,20,0.1,15,True,2000,True,10000,True,6
7,87,45,137,56,279,43,0,1,13,27.14,37.0,new,experiments/results/TA_2_2/TB_5mill_2000/7.onnx,TA,2,2,566.8383316993713,350000,1e-05,20,0.1,15,True,2000,True,10000,True,7
8,71,46,89,57,201,18,0,1,6,23.7,18.0,new,experiments/results/TA_2_2/TB_5mill_2000/8.onnx,TA,2,2,649.0998420715332,400000,1e-05,20,0.1,15,True,2000,True,10000,True,8
9,127,79,234,129,334,88,0,1,20,14.93,58.0,new,experiments/results/TA_2_2/TB_5mill_2000/9.onnx,TA,2,2,731.5488138198853,450000,1e-05,20,0.1,15,True,2000,True,10000,True,9
10,76,45,107,56,209,12,0,1,2,25.14,28.0,new,experiments/results/TA_2_2/TB_5mill_2000/10.onnx,TA,2,2,815.4278590679169,500000,1e-05,20,0.1,15,True,2000,True,10000,True,10
11,123,89,225,153,341,75,0,1,12,13.0,51.0,new,experiments/results/TA_2_2/TB_5mill_2000/11.onnx,TA,2,2,900.685257434845,550000,1e-05,20,0.1,15,True,2000,True,10000,True,11
12,132,69,236,101,268,85,0,1,18,14.97,37.0,new,experiments/results/TA_2_2/TB_5mill_2000/12.onnx,TA,2,2,988.1748743057251,600000,1e-05,20,0.1,15,True,2000,True,10000,True,12
13,87,45,144,56,247,44,0,1,18,28.18,38.0,new,experiments/results/TA_2_2/TB_5mill_2000/13.onnx,TA,2,2,1077.3772461414337,650000,1e-05,20,0.1,15,True,2000,True,10000,True,13
14,120,68,216,102,285,86,0,1,12,13.99,46.0,new,experiments/results/TA_2_2/TB_5mill_2000/14.onnx,TA,2,2,1163.9103646278381,700000,1e-05,20,0.1,15,True,2000,True,10000,True,14
15,140,99,277,174,297,114,0,1,18,18.01,40.0,new,experiments/results/TA_2_2/TB_5mill_2000/15.onnx,TA,2,2,1244.4695410728455,750000,1e-05,20,0.1,15,True,2000,True,10000,True,15
16,94,61,147,88,220,45,0,1,14,27.62,22.0,new,experiments/results/TA_2_2/TB_5mill_2000/16.onnx,TA,2,2,1325.9840579032898,800000,1e-05,20,0.1,15,True,2000,True,10000,True,16
17,139,86,258,142,349,110,0,1,12,17.98,41.0,new,experiments/results/TA_2_2/TB_5mill_2000/17.onnx,TA,2,2,1406.4000017642975,850000,1e-05,20,0.1,15,True,2000,True,10000,True,17
18,119,68,203,102,283,77,0,1,9,11.97,32.0,new,experiments/results/TA_2_2/TB_5mill_2000/18.onnx,TA,2,2,1486.8364017009735,900000,1e-05,20,0.1,15,True,2000,True,10000,True,18
19,135,66,246,100,352,87,0,1,14,15.95,58.0,new,experiments/results/TA_2_2/TB_5mill_2000/19.onnx,TA,2,2,1567.2102789878845,950000,1e-05,20,0.1,15,True,2000,True,10000,True,19
20,140,68,262,105,298,12,0,1,29,11.0,59.0,new,experiments/results/TA_2_2/TB_5mill_2000/20.onnx,TA,2,2,1648.42813205719,1000000,1e-05,20,0.1,15,True,2000,True,10000,True,20
21,139,61,235,83,269,80,0,1,8,15.98,48.0,new,experiments/results/TA_2_2/TB_5mill_2000/21.onnx,TA,2,2,1729.6483840942383,1050000,1e-05,20,0.1,15,True,2000,True,10000,True,21
22,140,49,241,62,330,13,0,1,22,11.98,74.0,new,experiments/results/TA_2_2/TB_5mill_2000/22.onnx,TA,2,2,1811.3058140277863,1100000,1e-05,20,0.1,15,True,2000,True,10000,True,22
23,139,48,224,61,289,13,0,1,12,12.97,61.0,new,experiments/results/TA_2_2/TB_5mill_2000/23.onnx,TA,2,2,1894.2669780254364,1150000,1e-05,20,0.1,15,True,2000,True,10000,True,23
24,140,95,264,161,294,110,0,1,11,19.99,42.0,new,experiments/results/TA_2_2/TB_5mill_2000/24.onnx,TA,2,2,1977.8261044025421,1200000,1e-05,20,0.1,15,True,2000,True,10000,True,24
25,139,69,251,100,337,86,0,1,24,16.97,66.0,new,experiments/results/TA_2_2/TB_5mill_2000/25.onnx,TA,2,2,2062.4883720874786,1250000,1e-05,20,0.1,15,True,2000,True,10000,True,25
26,140,66,248,97,289,89,0,1,20,18.0,35.0,new,experiments/results/TA_2_2/TB_5mill_2000/26.onnx,TA,2,2,2146.9294950962067,1300000,1e-05,20,0.1,15,True,2000,True,10000,True,26
27,140,70,254,104,289,97,0,1,16,17.02,37.0,new,experiments/results/TA_2_2/TB_5mill_2000/27.onnx,TA,2,2,2233.159392595291,1350000,1e-05,20,0.1,15,True,2000,True,10000,True,27
28,140,69,251,100,317,91,0,1,21,17.95,53.0,new,experiments/results/TA_2_2/TB_5mill_2000/28.onnx,TA,2,2,2321.955545902252,1400000,1e-05,20,0.1,15,True,2000,True,10000,True,28
29,140,57,237,80,270,87,0,1,13,16.98,52.0,new,experiments/results/TA_2_2/TB_5mill_2000/29.onnx,TA,2,2,2416.8511822223663,1450000,1e-05,20,0.1,15,True,2000,True,10000,True,29
30,140,83,254,133,253,15,0,1,24,10.18,41.0,new,experiments/results/TA_2_2/TB_5mill_2000/30.onnx,TA,2,2,2505.0120017528534,1500000,1e-05,20,0.1,15,True,2000,True,10000,True,30
31,140,60,231,86,362,85,0,1,11,17.96,76.0,new,experiments/results/TA_2_2/TB_5mill_2000/31.onnx,TA,2,2,2588.1804518699646,1550000,1e-05,20,0.1,15,True,2000,True,10000,True,31
32,138,60,246,86,290,92,0,1,17,17.96,54.0,new,experiments/results/TA_2_2/TB_5mill_2000/32.onnx,TA,2,2,2672.782037258148,1600000,1e-05,20,0.1,15,True,2000,True,10000,True,32
33,82,46,113,57,271,30,0,1,6,26.18,36.0,new,experiments/results/TA_2_2/TB_5mill_2000/33.onnx,TA,2,2,2758.9382603168488,1650000,1e-05,20,0.1,15,True,2000,True,10000,True,33
34,140,48,232,61,270,78,0,1,13,15.97,50.0,new,experiments/results/TA_2_2/TB_5mill_2000/34.onnx,TA,2,2,2848.919800043106,1700000,1e-05,20,0.1,15,True,2000,True,10000,True,34
