,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,avg q,idx
0,1.6874432563781738,0,1e-05,20,0.1,15,True,2000,True,10000,True,-0.36668825,0
1,83.23137879371643,50000,1e-05,20,0.1,15,True,2000,True,10000,True,-18.674313,1
2,164.13928651809692,100000,1e-05,20,0.1,15,True,2000,True,10000,True,-35.479736,2
3,245.71786189079285,150000,1e-05,20,0.1,15,True,2000,True,10000,True,-50.88648,3
4,326.13462805747986,200000,1e-05,20,0.1,15,True,2000,True,10000,True,-66.93373,4
5,406.09776973724365,250000,1e-05,20,0.1,15,True,2000,True,10000,True,-79.26719,5
6,485.8392848968506,300000,1e-05,20,0.1,15,True,2000,True,10000,True,-88.37555,6
7,566.8383316993713,350000,1e-05,20,0.1,15,True,2000,True,10000,True,-95.33752,7
8,649.0998420715332,400000,1e-05,20,0.1,15,True,2000,True,10000,True,-103.707924,8
9,731.5488138198853,450000,1e-05,20,0.1,15,True,2000,True,10000,True,-105.79011,9
10,815.4278590679169,500000,1e-05,20,0.1,15,True,2000,True,10000,True,-109.66941,10
11,900.685257434845,550000,1e-05,20,0.1,15,True,2000,True,10000,True,-108.369156,11
12,988.1748743057251,600000,1e-05,20,0.1,15,True,2000,True,10000,True,-113.11948,12
13,1077.3772461414337,650000,1e-05,20,0.1,15,True,2000,True,10000,True,-118.20357,13
14,1163.9103646278381,700000,1e-05,20,0.1,15,True,2000,True,10000,True,-122.14736,14
15,1244.4695410728455,750000,1e-05,20,0.1,15,True,2000,True,10000,True,-121.95478,15
16,1325.9840579032898,800000,1e-05,20,0.1,15,True,2000,True,10000,True,-122.45545,16
17,1406.4000017642975,850000,1e-05,20,0.1,15,True,2000,True,10000,True,-120.5473,17
18,1486.8364017009735,900000,1e-05,20,0.1,15,True,2000,True,10000,True,-119.11678,18
19,1567.2102789878845,950000,1e-05,20,0.1,15,True,2000,True,10000,True,-125.03885,19
20,1648.42813205719,1000000,1e-05,20,0.1,15,True,2000,True,10000,True,-127.25122,20
21,1729.6483840942383,1050000,1e-05,20,0.1,15,True,2000,True,10000,True,-125.73039,21
22,1811.3058140277863,1100000,1e-05,20,0.1,15,True,2000,True,10000,True,-125.55112,22
23,1894.2669780254364,1150000,1e-05,20,0.1,15,True,2000,True,10000,True,-123.15503,23
24,1977.8261044025421,1200000,1e-05,20,0.1,15,True,2000,True,10000,True,-120.80738,24
25,2062.4883720874786,1250000,1e-05,20,0.1,15,True,2000,True,10000,True,-122.4033,25
26,2146.9294950962067,1300000,1e-05,20,0.1,15,True,2000,True,10000,True,-123.46507,26
27,2233.159392595291,1350000,1e-05,20,0.1,15,True,2000,True,10000,True,-120.7789,27
28,2321.955545902252,1400000,1e-05,20,0.1,15,True,2000,True,10000,True,-118.71416,28
29,2416.8511822223663,1450000,1e-05,20,0.1,15,True,2000,True,10000,True,-117.65368,29
30,2505.0120017528534,1500000,1e-05,20,0.1,15,True,2000,True,10000,True,-121.41259,30
31,2588.1804518699646,1550000,1e-05,20,0.1,15,True,2000,True,10000,True,-118.73287,31
32,2672.782037258148,1600000,1e-05,20,0.1,15,True,2000,True,10000,True,-120.88174,32
33,2758.9382603168488,1650000,1e-05,20,0.1,15,True,2000,True,10000,True,-115.125114,33
34,2848.919800043106,1700000,1e-05,20,0.1,15,True,2000,True,10000,True,-115.27415,34
35,2942.968771457672,1750000,1e-05,20,0.1,15,True,2000,True,10000,True,-111.363205,35
36,3032.26411318779,1800000,1e-05,20,0.1,15,True,2000,True,10000,True,-109.07639,36
