,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,8,7,9,8,165,2,0,1,1,17.73,17.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,1
1,9,7,10,8,162,2,0,1,0,19.7,21.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,2
2,11,7,12,8,161,2,0,1,0,19.7,19.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,3
3,11,7,12,8,180,2,0,1,0,19.26,19.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,4
4,11,7,12,8,162,2,0,1,0,19.7,19.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,5
5,11,7,12,8,168,2,0,1,0,20.18,24.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,6
6,11,7,12,8,177,2,0,1,0,20.18,32.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,7
7,11,7,12,8,171,2,0,1,0,20.18,26.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,8
8,11,7,12,8,180,2,0,1,0,20.21,14.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,9
9,11,7,12,8,201,2,0,1,0,20.21,22.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,10
10,11,7,12,8,176,2,0,1,0,19.7,28.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,11
11,11,7,12,8,174,2,0,1,0,20.69,25.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,12
12,11,7,12,8,201,2,0,1,0,20.66,20.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,13
13,11,7,12,8,171,2,0,1,0,20.72,22.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,14
14,11,7,12,8,188,2,0,1,0,20.72,22.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,1,15
15,17,9,22,10,182,3,0,1,4,20.18,41.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,1
16,17,9,20,10,181,2,0,1,1,20.18,35.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,2
17,19,9,23,10,180,2,0,1,0,20.18,35.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,3
18,22,9,29,10,214,2,0,1,0,20.69,45.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,4
19,23,9,28,10,213,2,0,1,0,20.69,48.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,5
20,26,9,33,10,214,2,0,1,0,21.17,49.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,6
21,35,9,50,10,200,3,0,1,0,21.62,48.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,7
22,34,9,46,10,238,2,0,1,0,21.65,68.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,8
23,37,9,51,10,226,2,0,1,0,22.18,60.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,9
24,42,9,59,10,215,2,0,1,0,21.7,64.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,10
25,47,9,66,10,235,2,0,1,0,22.66,62.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,11
26,50,9,71,10,231,2,0,1,0,22.66,73.0,new,experiments/results/TL_2_2/5mill_JE20/6.onnx,TL,2,12
