,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,63.0,81,49,2,2,TL,11,1.067643404006958,2000,1e-05,20,0.1,-0.47758412,0,-0.37770414,-0.075300485,-1.264909,1.304686,0.69537663,-7.4505806e-08,0.12316125,-0.30815008,0.0,0.1562528,-1.5146587
1,93.0,165,118,3,3,TL,11,1.067643404006958,2000,1e-05,20,0.1,-0.47758412,0,-0.37770414,-0.075300485,-1.264909,1.304686,0.69537663,-7.4505806e-08,0.12316125,-0.30815008,0.0,0.1562528,-1.5146587
2,76.0,402,191,2,2,TL,11,6.591876745223999,12000,1e-05,20,0.1,-12.948522,5,-1.2491194,-0.6932858,-2.0663347,-0.07809846,0.038984,4.7683716e-07,-0.6342696,-1.1278567,0.0,-1.1203303,-2.0020666
3,930.0,890,445,3,3,TL,11,6.591876745223999,12000,1e-05,20,0.1,-12.948522,5,-1.2491194,-0.6932858,-2.0663347,-0.07809846,0.038984,4.7683716e-07,-0.6342696,-1.1278567,0.0,-1.1203303,-2.0020666
4,103.0,595,297,2,2,TL,11,12.900339365005493,22000,1e-05,20,0.1,-46.349728,10,-1.166018,-0.82465893,-2.4837127,-0.42079198,-0.60779625,1.1920929e-07,-2.1703188,-1.8602066,0.0,-2.1528182,-2.349408
5,265239.0,32963,13273,3,3,TL,11,12.900339365005493,22000,1e-05,20,0.1,-46.349728,10,-1.166018,-0.82465893,-2.4837127,-0.42079198,-0.60779625,1.1920929e-07,-2.1703188,-1.8602066,0.0,-2.1528182,-2.349408
6,23.0,159,107,2,2,TL,11,19.305548906326294,32000,1e-05,20,0.1,-65.54786,15,-0.45191845,-1.389365,-1.8412578,-0.44175994,0.0053782463,6.2584877e-07,-4.623989,-2.8850687,0.0,-4.1484637,-3.4712577
7,133720.0,15112,9859,3,3,TL,11,19.305548906326294,32000,1e-05,20,0.1,-65.54786,15,-0.45191845,-1.389365,-1.8412578,-0.44175994,0.0053782463,6.2584877e-07,-4.623989,-2.8850687,0.0,-4.1484637,-3.4712577
8,6.0,46,39,2,2,TL,11,25.985808610916138,42000,1e-05,20,0.1,-78.222725,20,0.23519945,-1.5273125,-1.1633667,-0.6908975,0.9076431,4.7683716e-07,-4.8256974,-3.1098433,0.0,-4.877425,-3.2038457
9,869277.0,36748,24190,3,3,TL,11,25.985808610916138,42000,1e-05,20,0.1,-78.222725,20,0.23519945,-1.5273125,-1.1633667,-0.6908975,0.9076431,4.7683716e-07,-4.8256974,-3.1098433,0.0,-4.877425,-3.2038457
10,26.0,132,101,2,2,TL,11,32.45639991760254,52000,1e-05,20,0.1,-91.90831,25,0.37795278,-1.0658627,-1.2582645,-0.48979545,0.4838884,5.9604645e-07,-4.718093,-3.4937325,0.0,-5.6472216,-3.6934838
11,185.0,277,209,3,3,TL,11,32.45639991760254,52000,1e-05,20,0.1,-91.90831,25,0.37795278,-1.0658627,-1.2582645,-0.48979545,0.4838884,5.9604645e-07,-4.718093,-3.4937325,0.0,-5.6472216,-3.6934838
12,24.0,127,99,2,2,TL,11,38.71126985549927,62000,1e-05,20,0.1,-101.348854,30,0.41156664,-0.628592,-1.0801386,-0.39928365,0.5832385,1.1920929e-07,-4.771015,-3.5573082,0.0,-5.5868883,-3.5556765
13,550.0,692,487,3,3,TL,11,38.71126985549927,62000,1e-05,20,0.1,-101.348854,30,0.41156664,-0.628592,-1.0801386,-0.39928365,0.5832385,1.1920929e-07,-4.771015,-3.5573082,0.0,-5.5868883,-3.5556765
14,96.0,324,251,2,2,TL,11,44.88109111785889,72000,1e-05,20,0.1,-97.55494,35,0.28618026,-0.43846464,-0.55125827,-0.9527731,1.1487932,1.1920929e-07,-4.4173174,-2.7031312,0.0,-5.758384,-3.1203122
15,186716.0,15090,9410,3,3,TL,11,44.88109111785889,72000,1e-05,20,0.1,-97.55494,35,0.28618026,-0.43846464,-0.55125827,-0.9527731,1.1487932,1.1920929e-07,-4.4173174,-2.7031312,0.0,-5.758384,-3.1203122
16,10.0,67,52,2,2,TL,11,51.03076386451721,82000,1e-05,20,0.1,-101.77109,40,0.5166217,-0.54056406,-1.150429,-0.9572972,0.801015,1.7881393e-07,-4.185544,-3.0029526,0.0,-6.1885858,-3.4956355
17,166.0,247,189,3,3,TL,11,51.03076386451721,82000,1e-05,20,0.1,-101.77109,40,0.5166217,-0.54056406,-1.150429,-0.9572972,0.801015,1.7881393e-07,-4.185544,-3.0029526,0.0,-6.1885858,-3.4956355
18,119.0,619,331,2,2,TL,11,57.16388702392578,92000,1e-05,20,0.1,-98.213936,45,0.43231466,-0.39307094,-0.48252773,-0.1693567,1.1712235,1.1920929e-07,-4.392196,-2.5435367,0.0,-5.7542124,-3.4727354
19,560023.0,40441,19083,3,3,TL,11,57.16388702392578,92000,1e-05,20,0.1,-98.213936,45,0.43231466,-0.39307094,-0.48252773,-0.1693567,1.1712235,1.1920929e-07,-4.392196,-2.5435367,0.0,-5.7542124,-3.4727354
20,20.0,119,83,2,2,TL,11,63.17647647857666,102000,1e-05,20,0.1,-103.62703,50,0.4264585,-0.35303116,-0.67558885,-0.8145062,1.0933495,3.5762787e-07,-4.5517297,-3.1953602,0.0,-5.6471033,-3.9225223
21,713.0,843,539,3,3,TL,11,63.17647647857666,102000,1e-05,20,0.1,-103.62703,50,0.4264585,-0.35303116,-0.67558885,-0.8145062,1.0933495,3.5762787e-07,-4.5517297,-3.1953602,0.0,-5.6471033,-3.9225223
22,22.0,144,96,2,2,TL,11,69.0864098072052,112000,1e-05,20,0.1,-102.720116,55,0.68394333,-0.18945825,-0.5426693,-0.09040111,0.7057481,-1.1920929e-07,-4.6139317,-2.6229453,0.0,-5.331294,-3.892013
23,557965.0,41564,16990,3,3,TL,11,69.0864098072052,112000,1e-05,20,0.1,-102.720116,55,0.68394333,-0.18945825,-0.5426693,-0.09040111,0.7057481,-1.1920929e-07,-4.6139317,-2.6229453,0.0,-5.331294,-3.892013
24,158.0,648,379,2,2,TL,11,74.92509913444519,122000,1e-05,20,0.1,-87.91997,60,0.43179643,-0.39206815,-0.33069858,-0.37240314,1.6503129,1.1920929e-07,-4.3219867,-2.0720305,0.0,-4.939167,-2.8694108
25,928371.0,47627,23549,3,3,TL,11,74.92509913444519,122000,1e-05,20,0.1,-87.91997,60,0.43179643,-0.39206815,-0.33069858,-0.37240314,1.6503129,1.1920929e-07,-4.3219867,-2.0720305,0.0,-4.939167,-2.8694108
26,114.0,458,318,2,2,TL,11,80.92073655128479,132000,1e-05,20,0.1,-93.04217,65,0.6870501,-0.27482152,-0.44334784,-0.27124047,0.8761793,0.0,-4.883661,-3.0407767,0.0,-5.8393993,-3.598812
27,528075.0,33244,19088,3,3,TL,11,80.92073655128479,132000,1e-05,20,0.1,-93.04217,65,0.6870501,-0.27482152,-0.44334784,-0.27124047,0.8761793,0.0,-4.883661,-3.0407767,0.0,-5.8393993,-3.598812
28,9.0,75,58,2,2,TL,11,87.1466498374939,142000,1e-05,20,0.1,-98.45626,70,0.69932216,-0.36817217,-0.6943209,-0.14313692,0.8148752,0.0,-4.7204294,-2.8458922,0.0,-5.7386265,-3.514819
29,134.0,188,137,3,3,TL,11,87.1466498374939,142000,1e-05,20,0.1,-98.45626,70,0.69932216,-0.36817217,-0.6943209,-0.14313692,0.8148752,0.0,-4.7204294,-2.8458922,0.0,-5.7386265,-3.514819
30,34.0,166,112,2,2,TL,11,93.40258383750916,152000,1e-05,20,0.1,-107.39488,75,0.45919767,-0.34358454,-0.7947637,-0.15344274,0.3455329,0.0,-4.573572,-3.0284908,0.0,-6.0116997,-3.5855818
31,102.0,157,117,3,3,TL,11,93.40258383750916,152000,1e-05,20,0.1,-107.39488,75,0.45919767,-0.34358454,-0.7947637,-0.15344274,0.3455329,0.0,-4.573572,-3.0284908,0.0,-6.0116997,-3.5855818
32,106.0,536,320,2,2,TL,11,99.41865086555481,162000,1e-05,20,0.1,-94.12629,80,0.83738244,-0.2446965,-0.4405739,0.0021069646,1.0153801,1.1920929e-07,-4.338669,-2.1766293,0.0,-5.2949977,-3.138864
33,770468.0,44769,21244,3,3,TL,11,99.41865086555481,162000,1e-05,20,0.1,-94.12629,80,0.83738244,-0.2446965,-0.4405739,0.0021069646,1.0153801,1.1920929e-07,-4.338669,-2.1766293,0.0,-5.2949977,-3.138864
34,142.0,634,359,2,2,TL,11,105.22506213188171,172000,1e-05,20,0.1,-74.71712,85,0.6203928,-0.12607789,-0.11004783,0.54582673,1.6621113,1.1920929e-07,-4.028943,-1.692822,0.0,-3.755004,-2.519577
35,102754.0,12817,6875,3,3,TL,11,105.22506213188171,172000,1e-05,20,0.1,-74.71712,85,0.6203928,-0.12607789,-0.11004783,0.54582673,1.6621113,1.1920929e-07,-4.028943,-1.692822,0.0,-3.755004,-2.519577
36,81.0,392,266,2,2,TL,11,110.78965783119202,182000,1e-05,20,0.1,-60.750385,90,0.16221346,-0.23135054,-0.090798624,-0.030628443,1.297275,0.0,-3.8865712,-1.0133687,0.0,-3.001596,-2.5734508
37,204429.0,30290,15578,3,3,TL,11,110.78965783119202,182000,1e-05,20,0.1,-60.750385,90,0.16221346,-0.23135054,-0.090798624,-0.030628443,1.297275,0.0,-3.8865712,-1.0133687,0.0,-3.001596,-2.5734508
38,10.0,70,47,2,2,TL,11,116.34587264060974,192000,1e-05,20,0.1,-57.678345,95,0.36270958,-0.43856812,-0.49272746,0.0485965,1.7522831,1.1920929e-07,-3.9790657,-1.4370403,0.0,-2.811468,-2.31259
39,159.0,228,129,3,3,TL,11,116.34587264060974,192000,1e-05,20,0.1,-57.678345,95,0.36270958,-0.43856812,-0.49272746,0.0485965,1.7522831,1.1920929e-07,-3.9790657,-1.4370403,0.0,-2.811468,-2.31259
40,110.0,588,338,2,2,TL,11,121.8067421913147,202000,1e-05,20,0.1,-47.29918,100,0.52255577,-0.5151682,-0.02488903,0.41623223,1.7753173,0.0,-3.2725508,-0.5767556,0.0,-2.0258417,-2.1162364
41,427954.0,43476,20733,3,3,TL,11,121.8067421913147,202000,1e-05,20,0.1,-47.29918,100,0.52255577,-0.5151682,-0.02488903,0.41623223,1.7753173,0.0,-3.2725508,-0.5767556,0.0,-2.0258417,-2.1162364
