,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,48,9,62,10,130,9,0,1,18,16.66,21.0,new,base_features_2h0,TL,2,2,55.261956214904785,50000,1e-05,20,0.1,11,False,-72.46637,0,0.5391395,-0.9940183,-1.0858244,-0.9286453,0.60557055,-2.0116568e-07,-4.7376733,-2.660518,-4.7683716e-07,-5.2175136,-3.053537
1,70,14,94,18,176,16,0,1,26,18.18,29.0,new,base_features_2h1,TL,2,2,110.14729166030884,100000,1e-05,20,0.1,11,False,-104.76585,1,0.38225892,-0.17537403,-0.61542284,-0.5395101,1.1713198,-2.3841858e-07,-4.4708533,-2.772402,-4.7683716e-07,-5.3674526,-3.048707
2,47,9,60,10,132,5,0,1,19,16.66,16.0,new,base_features_2h2,TL,2,2,162.85644340515137,150000,1e-05,20,0.1,11,False,-83.62276,2,0.45308003,-0.5212455,-0.82854617,-0.43421006,1.165947,-5.9604645e-08,-4.240827,-2.564247,-4.7683716e-07,-5.147724,-2.5331907
3,43,13,64,16,137,10,0,1,11,17.14,21.0,new,base_features_2h3,TL,2,2,215.39841032028198,200000,1e-05,20,0.1,11,False,-49.214367,3,0.30561355,-0.07809281,0.0041475967,0.030691147,1.7566808,-5.9604645e-07,-3.3869758,-0.7570061,-2.3841858e-07,-2.1577165,-1.8999865
4,31,14,35,18,156,2,0,1,10,16.18,17.0,new,base_features_2h4,TL,2,2,266.1275975704193,250000,1e-05,20,0.1,11,False,-47.523624,4,0.69431484,-0.81717896,-0.6406384,-0.4022423,1.3450081,-5.364418e-07,-4.255853,-1.746996,-4.7683716e-07,-1.9338205,-3.3247077
5,31,14,42,18,127,4,0,1,9,16.18,17.0,new,base_features_2h5,TL,2,2,317.57675290107727,300000,1e-05,20,0.1,11,False,-49.000183,5,0.55461043,-0.9626416,-0.7673382,-0.47047842,1.3247224,-1.937151e-07,-4.1050096,-1.741788,-4.7683716e-07,-2.5498662,-3.3810573
6,51,14,82,18,150,19,0,1,16,17.7,25.0,new,base_features_2h6,TL,2,2,368.6844778060913,350000,1e-05,20,0.1,11,False,-45.17547,6,0.6656068,-1.0485203,-0.64952546,-0.32891345,1.2390715,-5.289912e-07,-3.8298628,-1.4833758,-4.7683716e-07,-2.0366285,-3.3907337
7,84,24,128,35,165,7,0,1,22,20.18,48.0,new,base_features_2h7,TL,2,2,419.5976860523224,400000,1e-05,20,0.1,11,False,-48.255737,7,0.59845674,-1.160869,-0.6387638,-0.61761296,1.2649183,-8.195639e-08,-4.1039944,-1.8612267,-4.7683716e-07,-2.7149088,-3.143369
8,26,14,36,18,143,6,0,1,4,16.18,13.0,new,base_features_2h8,TL,2,2,471.31301045417786,450000,1e-05,20,0.1,11,False,-46.067253,8,0.6019262,-1.3188946,-0.8789599,-0.86449516,1.2426667,-2.9802322e-07,-3.8329399,-1.600161,-4.7683716e-07,-2.610988,-3.1265802
9,23,12,26,14,142,2,0,1,4,15.63,13.0,new,base_features_2h9,TL,2,2,522.9912238121033,500000,1e-05,20,0.1,11,False,-48.80826,9,0.5346175,-1.1882824,-0.759103,-0.56802577,1.4903316,-2.7567148e-07,-3.8976536,-1.7664397,-4.7683716e-07,-2.1553042,-3.1824734
10,32,16,38,18,134,4,0,1,9,16.18,18.0,new,base_features_2h10,TL,2,2,575.0412173271179,550000,1e-05,20,0.1,11,False,-54.150784,10,0.65779865,-0.9006578,-0.55581146,-0.48627937,1.3123811,-2.682209e-07,-4.112702,-1.895726,-4.7683716e-07,-2.5755565,-3.3035347
11,405,33,585,51,399,51,0,30,122,64.48,250.0,new,base_features_2h11,TL,2,2,626.9960815906525,600000,1e-05,20,0.1,11,False,-58.07593,11,0.80253524,-1.1522136,-0.7525353,-0.6372499,1.1751771,-6.183982e-07,-4.099851,-2.1428819,-4.7683716e-07,-2.987277,-3.1524005
12,22,11,24,12,141,2,0,1,4,15.63,15.0,new,base_features_2h12,TL,2,2,678.9845714569092,650000,1e-05,20,0.1,11,False,-49.140648,12,0.62053,-1.0668926,-0.7870963,-0.5032129,1.5670655,-2.5331974e-07,-3.548858,-1.6395922,-4.7683716e-07,-2.2613816,-2.8159637
13,268,13,381,16,276,37,0,1,74,27.44,117.0,new,base_features_2h13,TL,2,2,731.2223296165466,700000,1e-05,20,0.1,11,False,-53.928223,13,0.6549635,-1.1795809,-0.48955095,-0.45179176,1.3569821,-5.5134296e-07,-3.7361698,-1.4960065,-4.7683716e-07,-2.5615747,-2.6311474
14,34,15,42,16,126,6,0,1,9,16.18,11.0,new,base_features_2h14,TL,2,2,783.7978222370148,750000,1e-05,20,0.1,11,False,-45.701637,14,0.54187405,-1.292823,-0.46129772,-0.36040187,1.4343772,-3.427267e-07,-3.4314282,-1.342233,-4.7683716e-07,-3.0115232,-2.612816
15,22,12,24,14,139,2,0,1,6,15.63,9.0,new,base_features_2h15,TL,2,2,835.7436947822571,800000,1e-05,20,0.1,11,False,-40.29282,15,0.6488694,-1.7111763,-0.81745964,-0.6970757,1.4521191,-5.066395e-07,-3.2557495,-1.3614447,-4.7683716e-07,-2.1107676,-2.6389098
16,432,52,673,87,431,37,0,44,167,74.44,287.0,new,base_features_2h16,TL,2,2,888.0529825687408,850000,1e-05,20,0.1,11,False,-61.67153,16,0.5221392,-0.8268236,-1.0882723,-0.5566867,1.3400044,-3.427267e-07,-3.943754,-2.1459422,-4.7683716e-07,-3.0957017,-3.1177742
17,32,20,49,31,160,8,0,1,10,16.67,22.0,new,base_features_2h17,TL,2,2,941.2137022018433,900000,1e-05,20,0.1,11,False,-78.08385,17,0.60513085,-0.6146636,-0.7084979,-0.22779375,0.87293285,5.9604645e-08,-4.3461666,-2.3333285,-4.7683716e-07,-3.4628742,-3.6318543
18,48,12,70,14,148,11,0,1,10,17.62,33.0,new,base_features_2h18,TL,2,2,993.5829055309296,950000,1e-05,20,0.1,11,False,-52.45111,18,0.5356422,-0.9253819,-0.74290425,-0.15913141,1.4156543,-3.1292439e-07,-3.183178,-1.1361045,-4.7683716e-07,-1.930312,-2.6928005
19,265,16,357,21,274,10,0,1,81,25.46,126.0,new,base_features_2h19,TL,2,2,1045.6078159809113,1000000,1e-05,20,0.1,11,False,-60.076954,19,0.55022347,-0.6433513,-1.1358867,-0.6848567,1.0324893,-2.3841858e-07,-3.5681558,-1.7364471,-4.7683716e-07,-1.8754756,-3.096103
20,64,27,109,43,154,19,0,1,19,19.62,40.0,new,base_features_2h20,TL,2,2,1096.9728472232819,1050000,1e-05,20,0.1,11,False,-55.708065,20,-0.042648185,-0.86923265,-0.9529338,-0.4702255,1.1248584,-2.682209e-07,-3.1537957,-0.93860394,-4.7683716e-07,-1.0758322,-2.8516681
21,36,16,44,21,143,3,0,1,15,16.18,12.0,new,base_features_2h21,TL,2,2,1148.6612775325775,1100000,1e-05,20,0.1,11,False,-66.52338,21,0.4586089,-0.20986104,-1.1507992,-0.5164391,0.8476324,8.195639e-08,-3.4810493,-1.9028273,-4.7683716e-07,-2.200961,-3.1147823
22,403,24,542,34,332,47,0,20,127,54.52,181.0,new,base_features_2h22,TL,2,2,1200.372139453888,1150000,1e-05,20,0.1,11,False,-78.11042,22,0.6267711,0.022078991,-0.9217619,-0.71878386,0.7903214,-1.5646219e-07,-3.6052876,-2.1729872,-4.7683716e-07,-2.5762594,-3.039704
23,65,12,78,14,160,4,0,1,20,17.14,21.0,new,base_features_2h23,TL,2,2,1252.438643693924,1200000,1e-05,20,0.1,11,False,-70.49873,23,0.58062106,0.54982084,-0.7620353,-0.34305593,0.77848047,0.0,-2.9397285,-1.6915412,-2.3841858e-07,-2.3871539,-2.157848
24,244,36,330,63,301,34,0,1,77,22.47,142.0,new,base_features_2h24,TL,2,2,1305.5147421360016,1250000,1e-05,20,0.1,11,False,-80.26486,24,0.55744,0.28209186,-0.79585576,-0.677156,1.0314286,3.874302e-07,-2.7759244,-1.4569618,-2.3841858e-07,-3.8084173,-2.5069582
25,47,18,66,28,155,16,0,1,11,17.62,21.0,new,base_features_2h25,TL,2,2,1357.9954586029053,1300000,1e-05,20,0.1,11,False,-77.12963,25,0.43141615,0.046993375,-0.7555432,-0.4597177,1.4215679,-2.9802322e-07,-2.9836283,-1.4323616,-4.7683716e-07,-3.3414106,-2.7008321
26,55,14,71,18,155,3,0,1,21,17.14,20.0,new,base_features_2h26,TL,2,2,1412.7171807289124,1350000,1e-05,20,0.1,11,False,-97.94334,26,0.3370335,0.91374505,-1.0939245,-0.8102168,0.69322085,4.172325e-07,-2.444486,-1.7589461,-2.3841858e-07,-3.857656,-1.8359402
27,33,18,47,28,145,7,0,1,7,16.18,15.0,new,base_features_2h27,TL,2,2,1465.6926410198212,1400000,1e-05,20,0.1,11,False,-84.73174,27,0.38539052,0.96946305,-0.60880154,-0.51143295,0.6548978,5.9604645e-08,-2.2974155,-1.014577,-2.3841858e-07,-3.8468175,-1.7077478
28,15,9,18,10,132,2,0,1,2,15.63,9.0,new,base_features_2h28,TL,2,2,1518.4974982738495,1450000,1e-05,20,0.1,11,False,-64.73172,28,0.3140628,1.0305448,-0.3445006,-0.7011209,0.72930086,6.854534e-07,-1.9037646,-1.4521247,-2.3841858e-07,-4.2556667,-1.410542
29,83,12,117,14,171,19,0,1,24,20.66,38.0,new,base_features_2h29,TL,2,2,1571.7298877239227,1500000,1e-05,20,0.1,11,False,-76.64243,29,0.52732295,1.304647,-0.4804368,-0.29332054,0.8669947,6.556511e-07,-2.96873,-1.991903,-2.3841858e-07,-3.8478034,-2.2432625
30,64,23,94,32,148,15,0,3,12,19.63,30.0,new,base_features_2h30,TL,2,2,1625.3757314682007,1550000,1e-05,20,0.1,11,False,-62.689045,30,0.36119163,1.85605,-0.42825943,-0.8774513,0.6066761,5.9604645e-07,-2.1036124,-1.2188807,-2.3841858e-07,-3.7768426,-1.3925949
31,377,19,472,24,320,11,0,7,126,56.43,181.0,new,base_features_2h31,TL,2,2,1679.1386539936066,1600000,1e-05,20,0.1,11,False,-56.849415,31,0.536247,1.942167,0.08456282,-0.7075315,0.8472587,5.9604645e-07,-1.1701398,-0.8318024,5.9604645e-08,-4.3920884,-0.46915728
32,95,17,121,22,197,13,0,1,20,22.18,51.0,new,base_features_2h32,TL,2,2,1731.9981207847595,1650000,1e-05,20,0.1,11,False,-59.762703,32,0.5730432,2.3820963,-0.21093677,-0.9923721,0.5873167,4.172325e-07,-1.9566921,-1.5873185,0.0,-4.6851034,-1.4180127
33,72,18,104,22,167,8,0,1,17,19.62,33.0,new,base_features_2h33,TL,2,2,1785.2011046409607,1700000,1e-05,20,0.1,11,False,-60.037933,33,0.09924418,1.862439,-0.21858308,-0.40871435,0.71326435,0.0,-1.772131,-1.0815022,-1.1920929e-07,-3.6106389,-1.3389462
34,192,21,245,28,202,4,0,10,57,9.49,83.0,new,base_features_2h34,TL,2,2,1838.2396574020386,1750000,1e-05,20,0.1,11,False,-53.906086,34,0.30836082,2.543816,0.16423406,-0.93404865,0.6772695,9.536743e-07,-1.3261647,-0.6512752,5.9604645e-08,-4.3140697,-0.9040406
35,302,26,428,36,317,66,0,6,82,44.45,134.0,new,base_features_2h35,TL,2,2,1890.8801555633545,1800000,1e-05,20,0.1,11,False,-49.167416,35,0.49589276,2.267994,-0.052458506,-0.42105782,0.842763,4.7683716e-07,-1.6437953,-0.7671908,1.1920929e-07,-3.9726024,-0.8603183
36,116,19,144,24,186,6,0,4,11,24.66,52.0,new,base_features_2h36,TL,2,2,1943.3145937919617,1850000,1e-05,20,0.1,11,False,-51.011322,36,0.48572618,2.7656622,0.04134158,-0.9223387,0.64826596,8.940697e-07,-1.3243932,-0.7142244,1.1920929e-07,-4.30656,-0.7153121
37,122,14,159,18,196,11,0,1,29,24.66,67.0,new,base_features_2h37,TL,2,2,1995.989533662796,1900000,1e-05,20,0.1,11,False,-56.133533,37,0.4449464,2.8209314,-0.45844778,-0.5839871,0.567127,7.1525574e-07,-1.0957608,-1.0400754,1.7881393e-07,-3.9930358,-0.48614284
