,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
120,86,26,159,40,232,23,0,5,35,26.66,46.0,new,e,TL,2,2,154.8413426876068,122000,1e-06,20,0.1,-11.7017765,60,-1.3164474,-0.6420821,-0.519917,-0.7301509,-1.9838095,-0.25908846,0.13371871,0.4405128,-0.8263736,-0.96996224,-1.5646219e-07,-0.43405372,-1.3679209
121,3366,605,9200,1670,43789,1341,0,1817,1525,353.29,39430.0,new,e,TL,3,3,154.8413426876068,122000,1e-06,20,0.1,-11.7017765,60,-1.3164474,-0.6420821,-0.519917,-0.7301509,-1.9838095,-0.25908846,0.13371871,0.4405128,-0.8263736,-0.96996224,-1.5646219e-07,-0.43405372,-1.3679209
122,85,26,154,39,230,19,0,9,32,26.18,39.0,new,e,TL,2,2,157.35662269592285,124000,1e-06,20,0.1,-12.182223,61,-1.3150231,-0.6498791,-0.5365113,-0.72377986,-1.9855398,-0.27568623,0.13283482,0.43505445,-0.82716423,-0.9845129,-1.6391277e-07,-0.4478801,-1.3707757
123,2656,858,6842,2477,19893,658,0,1606,1165,183.21,17878.0,new,e,TL,3,3,157.35662269592285,124000,1e-06,20,0.1,-12.182223,61,-1.3150231,-0.6498791,-0.5365113,-0.72377986,-1.9855398,-0.27568623,0.13283482,0.43505445,-0.82716423,-0.9845129,-1.6391277e-07,-0.4478801,-1.3707757
124,132,39,279,64,300,53,0,11,68,16.51,95.0,new,e,TL,2,2,159.8036425113678,126000,1e-06,20,0.1,-12.610359,62,-1.3142327,-0.65851617,-0.544503,-0.7191076,-1.989562,-0.28534704,0.12982672,0.4307471,-0.8298018,-0.996695,-1.4901161e-07,-0.46018094,-1.3753911
125,2669,872,6890,2515,20456,654,0,1633,1173,456.78,18441.0,new,e,TL,3,3,159.8036425113678,126000,1e-06,20,0.1,-12.610359,62,-1.3142327,-0.65851617,-0.544503,-0.7191076,-1.989562,-0.28534704,0.12982672,0.4307471,-0.8298018,-0.996695,-1.4901161e-07,-0.46018094,-1.3753911
126,94,30,185,49,257,32,0,10,38,29.62,73.0,new,e,TL,2,2,162.25337505340576,128000,1e-06,20,0.1,-13.0753,63,-1.3099209,-0.66887504,-0.55994785,-0.7149243,-1.9981754,-0.2991025,0.12703007,0.4266308,-0.83544147,-1.0108675,-1.4901161e-07,-0.47476566,-1.3808929
127,2661,872,6866,2516,20175,660,0,1625,1178,393.02,18114.0,new,e,TL,3,3,162.25337505340576,128000,1e-06,20,0.1,-13.0753,63,-1.3099209,-0.66887504,-0.55994785,-0.7149243,-1.9981754,-0.2991025,0.12703007,0.4266308,-0.83544147,-1.0108675,-1.4901161e-07,-0.47476566,-1.3808929
128,95,30,190,49,253,33,0,10,42,29.62,71.0,new,e,TL,2,2,164.7252688407898,130000,1e-06,20,0.1,-13.528471,64,-1.3071434,-0.67858434,-0.5708505,-0.711483,-2.0047228,-0.3124523,0.12684102,0.42309648,-0.84161913,-1.0237907,-1.6391277e-07,-0.487953,-1.3873047
129,2654,872,6859,2516,20074,664,0,1624,1177,440.15,17995.0,new,e,TL,3,3,164.7252688407898,130000,1e-06,20,0.1,-13.528471,64,-1.3071434,-0.67858434,-0.5708505,-0.711483,-2.0047228,-0.3124523,0.12684102,0.42309648,-0.84161913,-1.0237907,-1.6391277e-07,-0.487953,-1.3873047
130,95,30,190,49,255,33,0,10,42,29.14,74.0,new,e,TL,2,2,167.180677652359,132000,1e-06,20,0.1,-13.997177,65,-1.3032504,-0.6884177,-0.5803951,-0.70609266,-2.0092518,-0.32225236,0.124850065,0.4192862,-0.84823155,-1.0313317,-1.4901161e-07,-0.5013116,-1.3941464
131,2596,527,6314,1316,21289,642,0,1158,1181,179.94,19135.0,new,e,TL,3,3,167.180677652359,132000,1e-06,20,0.1,-13.997177,65,-1.3032504,-0.6884177,-0.5803951,-0.70609266,-2.0092518,-0.32225236,0.124850065,0.4192862,-0.84823155,-1.0313317,-1.4901161e-07,-0.5013116,-1.3941464
132,121,39,247,64,325,48,0,11,61,14.52,77.0,new,e,TL,2,2,169.6553943157196,134000,1e-06,20,0.1,-14.411886,66,-1.2984585,-0.70098025,-0.5899844,-0.705174,-2.0234416,-0.33763587,0.1226965,0.41899008,-0.85795337,-1.0471141,-1.4901161e-07,-0.5157884,-1.4055815
133,2654,570,6505,1438,21040,723,0,1190,1215,304.09,18843.0,new,e,TL,3,3,169.6553943157196,134000,1e-06,20,0.1,-14.411886,66,-1.2984585,-0.70098025,-0.5899844,-0.705174,-2.0234416,-0.33763587,0.1226965,0.41899008,-0.85795337,-1.0471141,-1.4901161e-07,-0.5157884,-1.4055815
134,95,30,186,49,280,31,0,10,42,29.14,65.0,new,e,TL,2,2,172.1210536956787,136000,1e-06,20,0.1,-14.853486,67,-1.2965539,-0.71448076,-0.59648436,-0.70417035,-2.0376217,-0.35146207,0.11945159,0.4187932,-0.86703026,-1.0667338,-1.7881393e-07,-0.5286331,-1.41525
135,2679,474,6150,1174,27752,772,0,1045,997,394.93,24959.0,new,e,TL,3,3,172.1210536956787,136000,1e-06,20,0.1,-14.853486,67,-1.2965539,-0.71448076,-0.59648436,-0.70417035,-2.0376217,-0.35146207,0.11945159,0.4187932,-0.86703026,-1.0667338,-1.7881393e-07,-0.5286331,-1.41525
136,140,35,261,54,288,38,0,14,63,14.51,77.0,new,e,TL,2,2,174.58950090408325,138000,1e-06,20,0.1,-15.372398,68,-1.2946697,-0.72539866,-0.60826474,-0.7017204,-2.0482898,-0.36914322,0.1167342,0.41648006,-0.8785573,-1.0827818,-1.7881393e-07,-0.541866,-1.4184834
137,2712,474,6260,1174,28902,792,0,1095,996,442.22,26037.0,new,e,TL,3,3,174.58950090408325,138000,1e-06,20,0.1,-15.372398,68,-1.2946697,-0.72539866,-0.60826474,-0.7017204,-2.0482898,-0.36914322,0.1167342,0.41648006,-0.8785573,-1.0827818,-1.7881393e-07,-0.541866,-1.4184834
138,138,35,259,54,253,38,0,14,62,16.52,68.0,new,e,TL,2,2,177.08002018928528,140000,1e-06,20,0.1,-15.800089,69,-1.2871307,-0.74247396,-0.61739695,-0.70597714,-2.078019,-0.3897537,0.11317071,0.41891417,-0.8960207,-1.1106259,-1.6391277e-07,-0.5588406,-1.4363608
139,2705,462,6245,1142,28335,762,0,1092,972,347.93,25510.0,new,e,TL,3,3,177.08002018928528,140000,1e-06,20,0.1,-15.800089,69,-1.2871307,-0.74247396,-0.61739695,-0.70597714,-2.078019,-0.3897537,0.11317071,0.41891417,-0.8960207,-1.1106259,-1.6391277e-07,-0.5588406,-1.4363608
140,142,39,265,63,327,39,0,14,61,16.51,106.0,new,e,TL,2,2,179.54739594459534,142000,1e-06,20,0.1,-16.288744,70,-1.2807729,-0.75663996,-0.62665546,-0.70504564,-2.098853,-0.40714744,0.10787367,0.41917124,-0.9103543,-1.1287313,-1.4901161e-07,-0.5738301,-1.4478573
141,2688,543,6186,1439,26953,798,0,1065,1011,470.19,24066.0,new,e,TL,3,3,179.54739594459534,142000,1e-06,20,0.1,-16.288744,70,-1.2807729,-0.75663996,-0.62665546,-0.70504564,-2.098853,-0.40714744,0.10787367,0.41917124,-0.9103543,-1.1287313,-1.4901161e-07,-0.5738301,-1.4478573
