,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
122,23,23,24,24,129,2,0,1,0,23.62,95.0,false,OpenSet RA,r,TL,9,3
123,23,23,24,24,110,2,0,1,0,24.18,83.0,false,OpenSet RA,r,TL,9,4
124,23,23,24,24,123,2,0,1,0,24.66,91.0,false,OpenSet RA,r,TL,9,5
125,23,23,24,24,114,2,0,1,0,25.14,82.0,false,OpenSet RA,r,TL,9,6
126,23,23,24,24,115,2,0,1,0,25.62,81.0,false,OpenSet RA,r,TL,9,7
127,23,23,24,24,152,2,0,1,0,26.66,106.0,false,OpenSet RA,r,TL,9,8
128,23,23,24,24,127,2,0,1,0,27.14,94.0,false,OpenSet RA,r,TL,9,9
129,23,23,24,24,120,2,0,1,0,27.7,84.0,false,OpenSet RA,r,TL,9,10
130,23,23,24,24,127,2,0,1,0,28.66,87.0,false,OpenSet RA,r,TL,9,11
131,23,23,24,24,124,2,0,1,0,29.62,84.0,false,OpenSet RA,r,TL,9,12
132,23,23,24,24,144,2,0,1,0,10.28,96.0,false,OpenSet RA,r,TL,9,13
133,23,23,24,24,171,2,0,1,0,11.38,122.0,false,OpenSet RA,r,TL,9,14
134,23,23,24,24,144,2,0,1,0,12.62,94.0,false,OpenSet RA,r,TL,9,15
135,723,25,1125,26,900,2,0,1,354,153.5,797.0,false,OpenSet RA,r,TL,10,1
136,25,25,26,26,129,2,0,1,0,26.18,102.0,false,OpenSet RA,r,TL,10,2
137,25,25,26,26,132,2,0,1,0,26.66,107.0,false,OpenSet RA,r,TL,10,3
138,25,25,26,26,172,2,0,1,0,27.14,134.0,false,OpenSet RA,r,TL,10,4
139,25,25,26,26,157,2,0,1,0,27.62,122.0,false,OpenSet RA,r,TL,10,5
140,25,25,26,26,172,2,0,1,0,28.18,133.0,false,OpenSet RA,r,TL,10,6
141,25,25,26,26,139,2,0,1,0,28.66,107.0,false,OpenSet RA,r,TL,10,7
142,25,25,26,26,144,2,0,1,0,29.62,107.0,false,OpenSet RA,r,TL,10,8
143,25,25,26,26,164,2,0,1,0,9.63,125.0,false,OpenSet RA,r,TL,10,9
144,25,25,26,26,220,2,0,1,0,10.78,167.0,false,OpenSet RA,r,TL,10,10
145,25,25,26,26,181,2,0,1,0,11.98,135.0,false,OpenSet RA,r,TL,10,11
146,25,25,26,26,159,2,0,1,0,13.22,114.0,false,OpenSet RA,r,TL,10,12
147,25,25,26,26,162,2,0,1,0,14.42,115.0,false,OpenSet RA,r,TL,10,13
148,25,25,26,26,190,2,0,1,0,15.66,131.0,false,OpenSet RA,r,TL,10,14
149,25,25,26,26,168,2,0,1,0,16.89,116.0,false,OpenSet RA,r,TL,10,15
150,727,27,1133,28,982,2,0,1,356,48.22,866.0,false,OpenSet RA,r,TL,11,1
151,27,27,28,28,175,2,0,1,0,29.62,145.0,false,OpenSet RA,r,TL,11,2
152,27,27,28,28,176,2,0,1,0,8.89,147.0,false,OpenSet RA,r,TL,11,3
153,27,27,28,28,179,2,0,1,0,9.01,147.0,false,OpenSet RA,r,TL,11,4
154,27,27,28,28,193,2,0,1,0,10.07,163.0,false,OpenSet RA,r,TL,11,5
155,27,27,28,28,184,2,0,1,0,11.21,152.0,false,OpenSet RA,r,TL,11,6
156,27,27,28,28,206,2,0,1,0,11.38,162.0,false,OpenSet RA,r,TL,11,7
157,27,27,28,28,188,2,0,1,0,12.56,147.0,false,OpenSet RA,r,TL,11,8
158,27,27,28,28,187,2,0,1,0,13.7,146.0,false,OpenSet RA,r,TL,11,9
159,27,27,28,28,213,2,0,1,0,14.93,170.0,false,OpenSet RA,r,TL,11,10
160,27,27,28,28,188,2,0,1,0,16.17,135.0,false,OpenSet RA,r,TL,11,11
161,27,27,28,28,195,2,0,1,0,17.41,146.0,false,OpenSet RA,r,TL,11,12
162,27,27,28,28,204,2,0,1,0,18.66,147.0,false,OpenSet RA,r,TL,11,13
163,27,27,28,28,204,2,0,1,0,19.89,146.0,false,OpenSet RA,r,TL,11,14
164,27,27,28,28,205,2,0,1,0,22.13,145.0,false,OpenSet RA,r,TL,11,15
165,2252,29,3839,30,2138,2,0,1,1183,31.54,1856.0,false,OpenSet RA,r,TL,12,1
166,29,29,30,30,233,2,0,1,0,12.7,204.0,false,OpenSet RA,r,TL,12,2
167,29,29,30,30,210,2,0,1,0,12.83,182.0,false,OpenSet RA,r,TL,12,3
168,29,29,30,30,286,2,0,1,0,13.97,245.0,false,OpenSet RA,r,TL,12,4
169,29,29,30,30,219,2,0,1,0,14.11,186.0,false,OpenSet RA,r,TL,12,5
170,29,29,30,30,214,2,0,1,0,15.29,183.0,false,OpenSet RA,r,TL,12,6
171,29,29,30,30,228,2,0,1,0,16.49,189.0,false,OpenSet RA,r,TL,12,7
172,29,29,30,30,239,2,0,1,0,17.66,189.0,false,OpenSet RA,r,TL,12,8
173,29,29,30,30,322,2,0,1,0,18.88,263.0,false,OpenSet RA,r,TL,12,9
174,29,29,30,30,229,2,0,1,0,20.09,184.0,false,OpenSet RA,r,TL,12,10
175,29,29,30,30,260,2,0,1,0,21.34,190.0,false,OpenSet RA,r,TL,12,11
176,29,29,30,30,246,2,0,1,0,22.62,192.0,false,OpenSet RA,r,TL,12,12
177,29,29,30,30,249,2,0,1,0,23.87,185.0,false,OpenSet RA,r,TL,12,13
178,29,29,30,30,225,2,0,1,0,26.15,162.0,false,OpenSet RA,r,TL,12,14
179,29,29,30,30,287,2,0,1,0,27.43,198.0,false,OpenSet RA,r,TL,12,15
180,2251,31,3833,32,2788,2,0,1,1180,185.55,2519.0,false,OpenSet RA,r,TL,13,1
181,31,31,32,32,244,2,0,1,0,17.75,218.0,false,OpenSet RA,r,TL,13,2
182,31,31,32,32,249,2,0,1,0,18.88,216.0,false,OpenSet RA,r,TL,13,3
183,31,31,32,32,324,2,0,1,0,19.03,284.0,false,OpenSet RA,r,TL,13,4
184,31,31,32,32,258,2,0,1,0,20.2,223.0,false,OpenSet RA,r,TL,13,5
185,31,31,32,32,270,2,0,1,0,21.38,231.0,false,OpenSet RA,r,TL,13,6
186,31,31,32,32,254,2,0,1,0,22.59,217.0,false,OpenSet RA,r,TL,13,7
187,31,31,32,32,263,2,0,1,0,23.8,223.0,false,OpenSet RA,r,TL,13,8
188,31,31,32,32,291,2,0,1,0,25.02,244.0,false,OpenSet RA,r,TL,13,9
189,31,31,32,32,272,2,0,1,0,26.26,224.0,false,OpenSet RA,r,TL,13,10
190,31,31,32,32,270,2,0,1,0,27.48,220.0,false,OpenSet RA,r,TL,13,11
191,31,31,32,32,286,2,0,1,0,28.83,209.0,false,OpenSet RA,r,TL,13,12
192,31,31,32,32,361,2,0,1,0,30.11,295.0,false,OpenSet RA,r,TL,13,13
193,31,31,32,32,313,2,0,1,0,32.42,227.0,false,OpenSet RA,r,TL,13,14
194,31,31,32,32,383,2,0,1,0,34.66,283.0,false,OpenSet RA,r,TL,13,15
195,6935,33,12629,34,9014,2,0,1,3819,128.86,7782.0,false,OpenSet RA,r,TL,14,1
196,33,33,34,34,353,2,0,1,0,24.79,313.0,false,OpenSet RA,r,TL,14,2
197,33,33,34,34,330,2,0,1,0,24.93,290.0,false,OpenSet RA,r,TL,14,3
198,33,33,34,34,305,2,0,1,0,26.1,262.0,false,OpenSet RA,r,TL,14,4
199,33,33,34,34,315,2,0,1,0,27.29,280.0,false,OpenSet RA,r,TL,14,5
200,33,33,34,34,365,2,0,1,0,27.48,327.0,false,OpenSet RA,r,TL,14,6
201,33,33,34,34,437,2,0,1,0,28.69,386.0,false,OpenSet RA,r,TL,14,7
202,33,33,34,34,377,2,0,1,0,29.92,321.0,false,OpenSet RA,r,TL,14,8
203,33,33,34,34,321,2,0,1,0,32.17,272.0,false,OpenSet RA,r,TL,14,9
204,33,33,34,34,313,2,0,1,0,33.43,261.0,false,OpenSet RA,r,TL,14,10
205,33,33,34,34,359,2,0,1,0,34.72,293.0,false,OpenSet RA,r,TL,14,11
206,33,33,34,34,331,2,0,1,0,36.03,270.0,false,OpenSet RA,r,TL,14,12
207,33,33,34,34,334,2,0,1,0,38.35,276.0,false,OpenSet RA,r,TL,14,13
208,33,33,34,34,344,2,0,1,0,40.6,273.0,false,OpenSet RA,r,TL,14,14
209,33,33,34,34,357,2,0,1,0,13.72,275.0,false,OpenSet RA,r,TL,14,15
210,6972,35,12688,36,10639,2,0,1,3840,165.59,9407.0,false,OpenSet RA,r,TL,15,1
211,35,35,36,36,393,2,0,1,0,32.87,362.0,false,OpenSet RA,r,TL,15,2
212,35,35,36,36,413,2,0,1,0,33.02,369.0,false,OpenSet RA,r,TL,15,3
213,35,35,36,36,426,2,0,1,0,34.19,392.0,false,OpenSet RA,r,TL,15,4
214,35,35,36,36,461,2,0,1,0,35.41,414.0,false,OpenSet RA,r,TL,15,5
215,35,35,36,36,400,2,0,1,0,36.61,351.0,false,OpenSet RA,r,TL,15,6
216,35,35,36,36,337,2,0,1,0,37.84,295.0,false,OpenSet RA,r,TL,15,7
217,35,35,36,36,476,2,0,1,0,39.09,423.0,false,OpenSet RA,r,TL,15,8
218,35,35,36,36,395,2,0,1,0,40.34,347.0,false,OpenSet RA,r,TL,15,9
219,35,35,36,36,420,2,0,1,0,41.63,366.0,false,OpenSet RA,r,TL,15,10
220,35,35,36,36,428,2,0,1,0,42.93,373.0,false,OpenSet RA,r,TL,15,11
221,35,35,36,36,467,2,0,1,0,45.29,382.0,false,OpenSet RA,r,TL,15,12
222,35,35,36,36,422,2,0,1,0,29.58,358.0,false,OpenSet RA,r,TL,15,13
223,35,35,36,36,453,2,0,1,0,31.89,374.0,false,OpenSet RA,r,TL,15,14
224,35,35,36,36,439,2,0,1,0,41.64,354.0,false,OpenSet RA,r,TL,15,15
