,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),algorithm,heuristic,problem,n,k
0,8.0,7.0,9.0,8.0,18.0,2.0,0.0,1.0,1.0,15.15,new,r,TL,1,1
1,10.0,7.0,11.0,8.0,20.0,2.0,0.0,1.0,0.0,15.15,new,r,TL,1,2
2,10.0,7.0,11.0,8.0,20.0,2.0,0.0,1.0,0.0,15.17,new,r,TL,1,3
3,7.0,7.0,8.0,8.0,18.0,2.0,0.0,1.0,0.0,15.18,new,r,TL,1,4
4,7.0,7.0,8.0,8.0,19.0,2.0,0.0,1.0,0.0,15.18,new,r,TL,1,5
5,7.0,7.0,8.0,8.0,20.0,2.0,0.0,1.0,0.0,15.18,new,r,TL,1,6
6,7.0,7.0,8.0,8.0,19.0,2.0,0.0,1.0,0.0,15.17,new,r,TL,1,7
7,10.0,7.0,11.0,8.0,23.0,2.0,0.0,1.0,0.0,15.67,new,r,TL,1,8
8,10.0,7.0,11.0,8.0,22.0,2.0,0.0,1.0,0.0,15.68,new,r,TL,1,9
9,7.0,7.0,8.0,8.0,21.0,2.0,0.0,1.0,0.0,15.63,new,r,TL,1,10
10,10.0,7.0,11.0,8.0,22.0,2.0,0.0,1.0,0.0,15.66,new,r,TL,1,11
11,10.0,7.0,11.0,8.0,25.0,2.0,0.0,1.0,0.0,15.7,new,r,TL,1,12
12,7.0,7.0,8.0,8.0,23.0,2.0,0.0,1.0,0.0,15.7,new,r,TL,1,13
13,10.0,7.0,11.0,8.0,26.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,1,14
14,7.0,7.0,8.0,8.0,25.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,1,15
15,15.0,9.0,17.0,10.0,23.0,2.0,0.0,1.0,3.0,15.66,new,r,TL,2,1
16,9.0,9.0,10.0,10.0,22.0,2.0,0.0,1.0,0.0,15.66,new,r,TL,2,2
17,9.0,9.0,10.0,10.0,22.0,2.0,0.0,1.0,0.0,15.7,new,r,TL,2,3
18,13.0,13.0,16.0,16.0,27.0,4.0,0.0,1.0,0.0,15.62,new,r,TL,2,4
19,9.0,9.0,10.0,10.0,24.0,2.0,0.0,1.0,0.0,15.64,new,r,TL,2,5
20,9.0,9.0,10.0,10.0,26.0,2.0,0.0,1.0,0.0,15.62,new,r,TL,2,6
21,9.0,9.0,10.0,10.0,25.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,2,7
22,9.0,9.0,10.0,10.0,35.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,2,8
23,9.0,9.0,10.0,10.0,26.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,2,9
24,9.0,9.0,10.0,10.0,28.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,2,10
25,9.0,9.0,10.0,10.0,26.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,2,11
26,9.0,9.0,10.0,10.0,28.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,2,12
27,9.0,9.0,10.0,10.0,34.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,2,13
28,9.0,9.0,10.0,10.0,30.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,2,14
29,9.0,9.0,10.0,10.0,30.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,2,15
30,17.0,11.0,19.0,12.0,29.0,2.0,0.0,1.0,3.0,15.67,new,r,TL,3,1
31,11.0,11.0,12.0,12.0,28.0,2.0,0.0,1.0,0.0,15.62,new,r,TL,3,2
32,11.0,11.0,12.0,12.0,28.0,2.0,0.0,1.0,0.0,15.7,new,r,TL,3,3
33,11.0,11.0,12.0,12.0,28.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,3,4
34,11.0,11.0,12.0,12.0,29.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,3,5
35,11.0,11.0,12.0,12.0,30.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,3,6
36,11.0,11.0,12.0,12.0,31.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,3,7
37,11.0,11.0,12.0,12.0,33.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,3,8
38,11.0,11.0,12.0,12.0,32.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,3,9
39,11.0,11.0,12.0,12.0,34.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,3,10
40,11.0,11.0,12.0,12.0,35.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,3,11
41,11.0,11.0,12.0,12.0,36.0,2.0,0.0,1.0,0.0,17.7,new,r,TL,3,12
42,11.0,11.0,12.0,12.0,37.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,3,13
43,11.0,11.0,12.0,12.0,40.0,2.0,0.0,1.0,0.0,18.66,new,r,TL,3,14
44,11.0,11.0,12.0,12.0,40.0,2.0,0.0,1.0,0.0,18.66,new,r,TL,3,15
45,35.0,13.0,40.0,14.0,46.0,2.0,0.0,1.0,10.0,17.14,new,r,TL,4,1
46,13.0,13.0,14.0,14.0,37.0,2.0,0.0,1.0,0.0,16.18,new,r,TL,4,2
47,13.0,13.0,14.0,14.0,38.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,4,3
48,13.0,13.0,14.0,14.0,39.0,2.0,0.0,1.0,0.0,16.66,new,r,TL,4,4
49,13.0,13.0,14.0,14.0,40.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,4,5
50,13.0,13.0,14.0,14.0,41.0,2.0,0.0,1.0,0.0,17.14,new,r,TL,4,6
51,13.0,13.0,14.0,14.0,40.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,4,7
52,13.0,13.0,14.0,14.0,43.0,2.0,0.0,1.0,0.0,17.62,new,r,TL,4,8
53,13.0,13.0,14.0,14.0,43.0,2.0,0.0,1.0,0.0,18.19,new,r,TL,4,9
54,13.0,13.0,14.0,14.0,44.0,2.0,0.0,1.0,0.0,18.18,new,r,TL,4,10
55,13.0,13.0,14.0,14.0,46.0,2.0,0.0,1.0,0.0,18.66,new,r,TL,4,11
56,13.0,13.0,14.0,14.0,47.0,2.0,0.0,1.0,0.0,19.14,new,r,TL,4,12
57,13.0,13.0,14.0,14.0,48.0,2.0,0.0,1.0,0.0,19.62,new,r,TL,4,13
58,13.0,13.0,14.0,14.0,49.0,2.0,0.0,1.0,0.0,20.18,new,r,TL,4,14
