,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),algorithm,heuristic,problem,n,k
0,8,7,9,8,23,2,0,1,1,16.18,old,r,TL,1,1
1,7,7,8,8,27,2,0,1,0,16.18,old,r,TL,1,2
2,7,7,8,8,25,2,0,1,0,16.18,old,r,TL,1,3
3,7,7,8,8,24,2,0,1,0,16.18,old,r,TL,1,4
4,7,7,8,8,25,2,0,1,0,16.18,old,r,TL,1,5
5,15,9,17,10,26,2,0,1,3,16.66,old,r,TL,2,1
6,9,9,10,10,28,2,0,1,0,16.18,old,r,TL,2,2
7,9,9,10,10,29,2,0,1,0,16.2,old,r,TL,2,3
8,9,9,10,10,29,2,0,1,0,16.66,old,r,TL,2,4
9,9,9,10,10,34,2,0,1,0,16.66,old,r,TL,2,5
10,17,11,19,12,37,2,0,1,3,16.66,old,r,TL,3,1
11,11,11,12,12,41,2,0,1,0,16.66,old,r,TL,3,2
12,11,11,12,12,42,2,0,1,0,16.66,old,r,TL,3,3
13,11,11,12,12,36,2,0,1,0,17.14,old,r,TL,3,4
14,11,11,12,12,42,2,0,1,0,17.16,old,r,TL,3,5
15,35,13,40,14,54,2,0,1,10,18.18,old,r,TL,4,1
16,13,13,14,14,43,2,0,1,0,17.14,old,r,TL,4,2
17,13,13,14,14,45,2,0,1,0,17.63,old,r,TL,4,3
18,13,13,14,14,42,2,0,1,0,17.62,old,r,TL,4,4
19,13,13,14,14,44,2,0,1,0,18.18,old,r,TL,4,5
20,37,15,42,16,66,2,0,1,10,19.14,old,r,TL,5,1
21,15,15,16,16,54,2,0,1,0,18.19,old,r,TL,5,2
22,15,15,16,16,55,2,0,1,0,18.18,old,r,TL,5,3
23,15,15,16,16,57,2,0,1,0,18.66,old,r,TL,5,4
24,15,15,16,16,57,2,0,1,0,18.66,old,r,TL,5,5
