,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,1114,221,2108,413,1114,248,90,1,672,33.98,204.0,new,experiments/results/CM_2_2/ra_feature2_2h/0.onnx,CM,2,2,0.03404402732849121,0,1e-05,20,0.1,17,True,0
1,1293,221,2306,413,2639,497,51,9,533,51.33,1361.0,new,experiments/results/CM_2_2/ra_feature2_2h/1.onnx,CM,2,2,162.07430052757263,50000,1e-05,20,0.1,17,True,1
2,927,221,1723,413,1046,206,103,1,490,125.09,194.0,new,experiments/results/CM_2_2/ra_feature2_2h/2.onnx,CM,2,2,303.6672532558441,100000,1e-05,20,0.1,17,True,2
3,1303,221,2476,413,3147,262,9,15,785,152.29,2113.0,new,experiments/results/CM_2_2/ra_feature2_2h/3.onnx,CM,2,2,453.876535654068,150000,1e-05,20,0.1,17,True,3
4,1033,221,1900,413,1229,191,94,1,552,64.77,409.0,new,experiments/results/CM_2_2/ra_feature2_2h/4.onnx,CM,2,2,604.4327733516693,200000,1e-05,20,0.1,17,True,4
5,1286,246,2411,449,2873,227,84,20,784,178.08,1955.0,new,experiments/results/CM_2_2/ra_feature2_2h/5.onnx,CM,2,2,747.8810322284698,250000,1e-05,20,0.1,17,True,5
6,1295,250,2471,454,2270,317,35,1,815,46.16,1246.0,new,experiments/results/CM_2_2/ra_feature2_2h/6.onnx,CM,2,2,874.0722374916077,300000,1e-05,20,0.1,17,True,6
7,1301,243,2344,442,1637,198,17,25,735,24.24,938.0,new,experiments/results/CM_2_2/ra_feature2_2h/7.onnx,CM,2,2,978.1879234313965,350000,1e-05,20,0.1,17,True,7
8,892,221,1628,413,775,138,52,1,438,58.0,158.0,new,experiments/results/CM_2_2/ra_feature2_2h/8.onnx,CM,2,2,1085.9097294807434,400000,1e-05,20,0.1,17,True,8
9,1293,221,1885,413,2304,199,7,5,470,130.83,1587.0,new,experiments/results/CM_2_2/ra_feature2_2h/9.onnx,CM,2,2,1191.6687939167023,450000,1e-05,20,0.1,17,True,9
10,981,221,1855,413,1449,215,56,1,519,81.41,600.0,new,experiments/results/CM_2_2/ra_feature2_2h/10.onnx,CM,2,2,1306.0778884887695,500000,1e-05,20,0.1,17,True,10
11,964,221,1855,413,1339,264,164,1,485,145.3,499.0,new,experiments/results/CM_2_2/ra_feature2_2h/11.onnx,CM,2,2,1429.2426254749298,550000,1e-05,20,0.1,17,True,11
12,873,221,1655,413,1049,161,143,1,445,125.65,375.0,new,experiments/results/CM_2_2/ra_feature2_2h/12.onnx,CM,2,2,1550.1063106060028,600000,1e-05,20,0.1,17,True,12
13,1303,221,2418,413,2629,234,23,1,855,82.43,1795.0,new,experiments/results/CM_2_2/ra_feature2_2h/13.onnx,CM,2,2,1664.2797088623047,650000,1e-05,20,0.1,17,True,13
