,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,10.0,94,54,2,2,BW,11,1.0286493301391602,2000,1e-05,20,0.1,-0.6296275,0,0.0046893097,0.3469228,2.278042,-0.9323274,-0.6082916,-4.7683716e-07,0.16275588,-0.64755327,0.49179453,-1.8613957,-0.8953531
1,489.0,1121,447,3,3,BW,11,1.0286493301391602,2000,1e-05,20,0.1,-0.6296275,0,0.0046893097,0.3469228,2.278042,-0.9323274,-0.6082916,-4.7683716e-07,0.16275588,-0.64755327,0.49179453,-1.8613957,-0.8953531
2,15.0,113,58,2,2,BW,11,6.234589576721191,12000,1e-05,20,0.1,-10.515756,5,-1.5501403,-0.36691603,-1.5298039,-0.19078729,-0.02128531,-8.940697e-08,-0.36253336,-1.1528305,-0.010874607,-1.3485571,-1.3756021
3,1113.0,2257,820,3,3,BW,11,6.234589576721191,12000,1e-05,20,0.1,-10.515756,5,-1.5501403,-0.36691603,-1.5298039,-0.19078729,-0.02128531,-8.940697e-08,-0.36253336,-1.1528305,-0.010874607,-1.3485571,-1.3756021
4,13.0,97,50,2,2,BW,11,11.507425308227539,22000,1e-05,20,0.1,-28.462704,10,-1.0960653,-0.6517217,-1.9425405,-0.12783729,0.2556298,-2.3841858e-07,-1.3511871,-1.3800485,-0.39681762,-1.3428872,-2.3070354
5,1518.0,2329,840,3,3,BW,11,11.507425308227539,22000,1e-05,20,0.1,-28.462704,10,-1.0960653,-0.6517217,-1.9425405,-0.12783729,0.2556298,-2.3841858e-07,-1.3511871,-1.3800485,-0.39681762,-1.3428872,-2.3070354
6,12.0,89,48,2,2,BW,11,16.858213424682617,32000,1e-05,20,0.1,-39.687233,15,-0.55657095,-1.0704925,-2.0961518,-0.22676547,0.32363722,-4.7683716e-07,-2.909114,-1.9273523,-0.7997078,-1.5170548,-3.290543
7,1320.0,2102,773,3,3,BW,11,16.858213424682617,32000,1e-05,20,0.1,-39.687233,15,-0.55657095,-1.0704925,-2.0961518,-0.22676547,0.32363722,-4.7683716e-07,-2.909114,-1.9273523,-0.7997078,-1.5170548,-3.290543
8,11.0,85,50,2,2,BW,11,22.222346305847168,42000,1e-05,20,0.1,-44.525375,20,0.2503122,-1.7423273,-1.8360138,-0.55400664,0.7800424,-9.536743e-07,-4.646909,-2.729157,-1.198983,-1.8994943,-3.855202
9,1063.0,1998,752,3,3,BW,11,22.222346305847168,42000,1e-05,20,0.1,-44.525375,20,0.2503122,-1.7423273,-1.8360138,-0.55400664,0.7800424,-9.536743e-07,-4.646909,-2.729157,-1.198983,-1.8994943,-3.855202
10,11.0,79,49,2,2,BW,11,27.534766912460327,52000,1e-05,20,0.1,-45.0045,25,0.2276683,-1.6538031,-1.6365885,-0.41933134,0.8862531,-2.3841858e-07,-4.827713,-2.3466482,-1.012083,-1.6665896,-3.6186826
11,615.0,1304,554,3,3,BW,11,27.534766912460327,52000,1e-05,20,0.1,-45.0045,25,0.2276683,-1.6538031,-1.6365885,-0.41933134,0.8862531,-2.3841858e-07,-4.827713,-2.3466482,-1.012083,-1.6665896,-3.6186826
12,11.0,79,50,2,2,BW,11,32.85863447189331,62000,1e-05,20,0.1,-45.820274,30,0.43005407,-1.511271,-1.7927274,-0.47947726,0.74269027,-7.1525574e-07,-4.767066,-1.8199973,-0.45637643,-1.4593165,-3.2209847
13,554.0,1304,569,3,3,BW,11,32.85863447189331,62000,1e-05,20,0.1,-45.820274,30,0.43005407,-1.511271,-1.7927274,-0.47947726,0.74269027,-7.1525574e-07,-4.767066,-1.8199973,-0.45637643,-1.4593165,-3.2209847
14,10.0,80,49,2,2,BW,11,38.20156264305115,72000,1e-05,20,0.1,-45.727737,35,0.34400448,-1.5246118,-1.7180506,-0.611871,0.7121417,-4.7683716e-07,-4.6702747,-1.4930191,-0.07102364,-1.4380566,-2.982646
15,287.0,838,417,3,3,BW,11,38.20156264305115,72000,1e-05,20,0.1,-45.727737,35,0.34400448,-1.5246118,-1.7180506,-0.611871,0.7121417,-4.7683716e-07,-4.6702747,-1.4930191,-0.07102364,-1.4380566,-2.982646
16,10.0,81,50,2,2,BW,11,43.51460027694702,82000,1e-05,20,0.1,-48.84282,40,0.51523495,-1.6493769,-1.6845833,-0.58236337,0.7353339,-7.1525574e-07,-4.6799197,-1.4478755,0.017547488,-1.6140549,-2.898785
17,286.0,824,421,3,3,BW,11,43.51460027694702,82000,1e-05,20,0.1,-48.84282,40,0.51523495,-1.6493769,-1.6845833,-0.58236337,0.7353339,-7.1525574e-07,-4.6799197,-1.4478755,0.017547488,-1.6140549,-2.898785
18,11.0,80,50,2,2,BW,11,48.81747508049011,92000,1e-05,20,0.1,-48.522625,45,0.49545994,-1.7384695,-1.497904,-0.60161734,0.8518445,-4.7683716e-07,-4.4372644,-1.1294801,0.17021579,-1.6293942,-2.5604644
19,528.0,1339,582,3,3,BW,11,48.81747508049011,92000,1e-05,20,0.1,-48.522625,45,0.49545994,-1.7384695,-1.497904,-0.60161734,0.8518445,-4.7683716e-07,-4.4372644,-1.1294801,0.17021579,-1.6293942,-2.5604644
20,8.0,74,40,2,2,BW,11,54.11916708946228,102000,1e-05,20,0.1,-49.202675,50,-0.12253612,-1.7082368,-1.202583,-0.2425663,0.35503572,-5.9604645e-07,-3.4732168,-0.4353819,0.24065268,-1.999274,-1.9799199
21,178.0,744,311,3,3,BW,11,54.11916708946228,102000,1e-05,20,0.1,-49.202675,50,-0.12253612,-1.7082368,-1.202583,-0.2425663,0.35503572,-5.9604645e-07,-3.4732168,-0.4353819,0.24065268,-1.999274,-1.9799199
22,7.0,60,34,2,2,BW,11,59.41560959815979,112000,1e-05,20,0.1,-48.691833,55,0.0039407974,-1.9265758,-1.2561854,-0.54952335,0.75830656,-2.3841858e-07,-3.5643692,-0.4911976,0.31625384,-1.9168905,-1.8112662
23,189.0,507,263,3,3,BW,11,59.41560959815979,112000,1e-05,20,0.1,-48.691833,55,0.0039407974,-1.9265758,-1.2561854,-0.54952335,0.75830656,-2.3841858e-07,-3.5643692,-0.4911976,0.31625384,-1.9168905,-1.8112662
24,7.0,56,31,2,2,BW,11,64.70979475975037,122000,1e-05,20,0.1,-44.96438,60,-0.08677722,-2.16603,-1.0482793,0.006567329,0.8518112,-3.5762787e-07,-3.46979,-0.49632573,0.45289987,-2.0583868,-1.7563026
25,479.0,1103,507,3,3,BW,11,64.70979475975037,122000,1e-05,20,0.1,-44.96438,60,-0.08677722,-2.16603,-1.0482793,0.006567329,0.8518112,-3.5762787e-07,-3.46979,-0.49632573,0.45289987,-2.0583868,-1.7563026
26,8.0,63,34,2,2,BW,11,70.01694321632385,132000,1e-05,20,0.1,-43.77881,65,0.06311492,-2.3417516,-0.99293196,-0.018892825,0.89976674,-3.5762787e-07,-3.3085568,-0.43029952,0.38925624,-2.0230293,-1.7819955
27,276.0,794,384,3,3,BW,11,70.01694321632385,132000,1e-05,20,0.1,-43.77881,65,0.06311492,-2.3417516,-0.99293196,-0.018892825,0.89976674,-3.5762787e-07,-3.3085568,-0.43029952,0.38925624,-2.0230293,-1.7819955
