,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),algorithm,heuristic,problem,n,k
0,5.0,5.0,6.0,6.0,15.0,2.0,0.0,1.0,0.0,15.16,new,r,BW,1,1
1,5.0,5.0,6.0,6.0,17.0,2.0,0.0,1.0,0.0,15.15,new,r,BW,1,2
2,5.0,5.0,6.0,6.0,17.0,2.0,0.0,1.0,0.0,15.17,new,r,BW,1,3
3,5.0,5.0,6.0,6.0,18.0,2.0,0.0,1.0,0.0,15.15,new,r,BW,1,4
4,5.0,5.0,6.0,6.0,18.0,2.0,0.0,1.0,0.0,15.14,new,r,BW,1,5
5,5.0,5.0,6.0,6.0,20.0,2.0,0.0,1.0,0.0,15.66,new,r,BW,1,6
6,5.0,5.0,6.0,6.0,22.0,2.0,0.0,1.0,0.0,15.68,new,r,BW,1,7
7,5.0,5.0,6.0,6.0,23.0,2.0,0.0,1.0,0.0,15.66,new,r,BW,1,8
8,5.0,5.0,6.0,6.0,22.0,2.0,0.0,1.0,0.0,15.7,new,r,BW,1,9
9,5.0,5.0,6.0,6.0,23.0,2.0,0.0,1.0,0.0,16.18,new,r,BW,1,10
10,5.0,5.0,6.0,6.0,26.0,2.0,0.0,1.0,0.0,16.18,new,r,BW,1,11
11,5.0,5.0,6.0,6.0,25.0,2.0,0.0,1.0,0.0,16.66,new,r,BW,1,12
12,5.0,5.0,6.0,6.0,26.0,2.0,0.0,1.0,0.0,16.66,new,r,BW,1,13
13,5.0,5.0,6.0,6.0,27.0,2.0,0.0,1.0,0.0,16.66,new,r,BW,1,14
14,5.0,5.0,6.0,6.0,30.0,2.0,0.0,1.0,0.0,17.14,new,r,BW,1,15
15,17.0,14.0,28.0,23.0,25.0,9.0,0.0,1.0,0.0,15.7,new,r,BW,2,1
16,30.0,19.0,55.0,30.0,35.0,15.0,0.0,1.0,0.0,16.66,new,r,BW,2,2
17,50.0,23.0,103.0,36.0,48.0,30.0,0.0,1.0,0.0,18.18,new,r,BW,2,3
18,74.0,27.0,169.0,42.0,64.0,51.0,0.0,1.0,0.0,21.62,new,r,BW,2,4
19,102.0,31.0,239.0,48.0,81.0,73.0,0.0,1.0,0.0,26.66,new,r,BW,2,5
20,137.0,35.0,335.0,54.0,111.0,108.0,0.0,1.0,0.0,13.71,new,r,BW,2,6
21,170.0,39.0,430.0,60.0,123.0,139.0,0.0,1.0,0.0,24.76,new,r,BW,2,7
22,210.0,43.0,542.0,66.0,154.0,177.0,0.0,1.0,0.0,39.83,new,r,BW,2,8
23,254.0,47.0,674.0,72.0,203.0,228.0,0.0,1.0,0.0,61.9,new,r,BW,2,9
24,302.0,51.0,809.0,78.0,227.0,274.0,0.0,1.0,0.0,89.01,new,r,BW,2,10
25,354.0,55.0,970.0,84.0,292.0,334.0,0.0,1.0,0.0,127.09,new,r,BW,2,11
26,410.0,59.0,1141.0,90.0,377.0,399.0,0.0,1.0,0.0,27.36,new,r,BW,2,12
27,470.0,63.0,1309.0,96.0,423.0,454.0,0.0,1.0,0.0,79.45,new,r,BW,2,13
28,534.0,67.0,1511.0,102.0,534.0,534.0,0.0,1.0,0.0,16.09,new,r,BW,2,14
29,602.0,71.0,1716.0,108.0,619.0,608.0,0.0,1.0,0.0,92.01,new,r,BW,2,15
30,65.0,41.0,145.0,88.0,56.0,51.0,0.0,1.0,0.0,20.66,new,r,BW,3,1
31,182.0,98.0,473.0,223.0,140.0,152.0,0.0,1.0,0.0,30.58,new,r,BW,3,2
32,419.0,154.0,1187.0,362.0,394.0,379.0,0.0,1.0,0.0,20.77,new,r,BW,3,3
33,882.0,275.0,2877.0,667.0,1397.0,981.0,0.0,1.0,0.0,12.91,new,r,BW,3,4
34,1530.0,426.0,5291.0,1055.0,3974.0,1841.0,0.0,1.0,0.0,92.23,new,r,BW,3,5
35,2450.0,591.0,8801.0,1546.0,10076.0,3122.0,0.0,1.0,0.0,323.66,new,r,BW,3,6
36,3610.0,623.0,13391.0,1556.0,22800.0,4831.0,0.0,1.0,0.0,262.95,new,r,BW,3,7
37,5178.0,797.0,19631.0,1996.0,52291.0,7110.0,0.0,1.0,0.0,260.11,new,r,BW,3,8
38,3764.0,480.0,12508.0,1215.0,15440.0,3995.0,0.0,1.0,0.0,297.77,new,r,BW,3,9
39,9570.0,1916.0,37520.0,5135.0,225910.0,13917.0,0.0,1.0,0.0,348.19,new,r,BW,3,10
40,6242.0,806.0,21697.0,2148.0,57727.0,7345.0,0.0,1.0,0.0,303.27,new,r,BW,3,11
41,,,,,,,,,,,new,r,BW,3,12
42,256.0,89.0,674.0,188.0,183.0,208.0,0.0,1.0,0.0,53.67,new,r,BW,4,1
43,1178.0,577.0,3736.0,1789.0,1969.0,1267.0,0.0,1.0,0.0,135.64,new,r,BW,4,2
44,3236.0,990.0,12260.0,3086.0,22605.0,4974.0,0.0,1.0,0.0,321.76,new,r,BW,4,3
45,8476.0,2157.0,34891.0,6860.0,227867.0,14326.0,0.0,1.0,0.0,371.98,new,r,BW,4,4
46,,,,,,,,,,,new,r,BW,4,5
47,1024.0,121.0,3138.0,180.0,1424.0,995.0,0.0,1.0,0.0,95.17,new,r,BW,5,1
48,6904.0,2489.0,26084.0,9726.0,98352.0,10194.0,0.0,1.0,0.0,324.22,new,r,BW,5,2
49,,,,,,,,,,,new,r,BW,5,3
50,4081.0,354.0,13729.0,638.0,28758.0,5084.0,0.0,1.0,0.0,303.98,new,r,BW,6,1
