,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,10.0,130,66,2,2,BW,11,1.3936545848846436,2000,1e-05,20,0.1,-0.11441266,0,-0.2517906,-1.8443171,-0.40124848,-1.4509397,1.97068,-3.5762787e-07,-1.1804974,-2.488278,0.4182025,-0.53801924,-0.6422665
1,1558.0,2341,867,3,3,BW,11,1.3936545848846436,2000,1e-05,20,0.1,-0.11441266,0,-0.2517906,-1.8443171,-0.40124848,-1.4509397,1.97068,-3.5762787e-07,-1.1804974,-2.488278,0.4182025,-0.53801924,-0.6422665
2,16.0,116,57,2,2,BW,11,7.0601584911346436,12000,1e-05,20,0.1,-10.186633,5,-1.560257,-0.63992965,-1.817132,-0.43216342,0.33070266,-1.1920929e-07,-1.0273285,-1.468285,-0.123220906,-0.77576536,-2.0609033
3,931.0,2061,758,3,3,BW,11,7.0601584911346436,12000,1e-05,20,0.1,-10.186633,5,-1.560257,-0.63992965,-1.817132,-0.43216342,0.33070266,-1.1920929e-07,-1.0273285,-1.468285,-0.123220906,-0.77576536,-2.0609033
4,14.0,104,55,2,2,BW,11,12.521817922592163,22000,1e-05,20,0.1,-27.668062,10,-1.0982608,-0.8692913,-2.0494552,-0.12451288,0.53471637,-3.5762787e-07,-1.8711698,-1.897249,-0.4381683,-0.9808209,-2.8753111
5,1531.0,2331,842,3,3,BW,11,12.521817922592163,22000,1e-05,20,0.1,-27.668062,10,-1.0982608,-0.8692913,-2.0494552,-0.12451288,0.53471637,-3.5762787e-07,-1.8711698,-1.897249,-0.4381683,-0.9808209,-2.8753111
6,15.0,102,53,2,2,BW,11,18.05210304260254,32000,1e-05,20,0.1,-37.164276,15,-0.6839383,-1.1412343,-2.002585,-0.20369014,0.24153739,-4.7683716e-07,-3.423033,-2.4705005,-0.7437464,-1.0623256,-3.928628
7,1036.0,1753,669,3,3,BW,11,18.05210304260254,32000,1e-05,20,0.1,-37.164276,15,-0.6839383,-1.1412343,-2.002585,-0.20369014,0.24153739,-4.7683716e-07,-3.423033,-2.4705005,-0.7437464,-1.0623256,-3.928628
8,12.0,86,50,2,2,BW,11,23.562373638153076,42000,1e-05,20,0.1,-42.568882,20,0.37133005,-1.7902738,-1.8055294,-0.3502937,0.7944778,-7.1525574e-07,-4.872257,-3.1526175,-0.90743655,-1.3506502,-4.3960214
9,1295.0,2080,773,3,3,BW,11,23.562373638153076,42000,1e-05,20,0.1,-42.568882,20,0.37133005,-1.7902738,-1.8055294,-0.3502937,0.7944778,-7.1525574e-07,-4.872257,-3.1526175,-0.90743655,-1.3506502,-4.3960214
10,11.0,82,50,2,2,BW,11,29.045767068862915,52000,1e-05,20,0.1,-45.082027,25,0.4996781,-1.5650309,-1.773944,-0.30329812,0.7507787,-7.1525574e-07,-5.1392145,-2.584825,-0.81498075,-1.5592479,-3.856432
11,1046.0,1754,711,3,3,BW,11,29.045767068862915,52000,1e-05,20,0.1,-45.082027,25,0.4996781,-1.5650309,-1.773944,-0.30329812,0.7507787,-7.1525574e-07,-5.1392145,-2.584825,-0.81498075,-1.5592479,-3.856432
12,11.0,77,49,2,2,BW,11,34.505887269973755,62000,1e-05,20,0.1,-45.071037,30,0.26109692,-1.435353,-1.5648588,-0.4178647,0.86801004,-1.1920929e-06,-5.29346,-2.2518692,-0.36231145,-1.5600675,-3.5917761
13,580.0,1243,552,3,3,BW,11,34.505887269973755,62000,1e-05,20,0.1,-45.071037,30,0.26109692,-1.435353,-1.5648588,-0.4178647,0.86801004,-1.1920929e-06,-5.29346,-2.2518692,-0.36231145,-1.5600675,-3.5917761
14,43.0,79,50,2,2,BW,11,40.002413511276245,72000,1e-05,20,0.1,-42.289467,35,0.46000496,-1.3382373,-1.3999875,-0.48177552,0.8842173,-7.1525574e-07,-4.9163613,-1.5834552,-0.032865405,-1.6061314,-3.0901136
15,189.0,661,391,3,3,BW,11,40.002413511276245,72000,1e-05,20,0.1,-42.289467,35,0.46000496,-1.3382373,-1.3999875,-0.48177552,0.8842173,-7.1525574e-07,-4.9163613,-1.5834552,-0.032865405,-1.6061314,-3.0901136
16,10.0,79,49,2,2,BW,11,45.43927574157715,82000,1e-05,20,0.1,-46.124,40,0.30813777,-1.5875757,-1.7584013,-0.56149244,0.78742176,-4.7683716e-07,-5.003254,-1.7624954,0.10285413,-1.5126027,-3.0965457
17,642.0,1269,551,3,3,BW,11,45.43927574157715,82000,1e-05,20,0.1,-46.124,40,0.30813777,-1.5875757,-1.7584013,-0.56149244,0.78742176,-4.7683716e-07,-5.003254,-1.7624954,0.10285413,-1.5126027,-3.0965457
18,11.0,81,50,2,2,BW,11,50.918532609939575,92000,1e-05,20,0.1,-46.63271,45,0.49328625,-1.4671297,-1.5620999,-0.6616312,0.7320927,-9.536743e-07,-4.810432,-1.4588994,0.09435749,-1.3773315,-3.037074
19,226.0,673,391,3,3,BW,11,50.918532609939575,92000,1e-05,20,0.1,-46.63271,45,0.49328625,-1.4671297,-1.5620999,-0.6616312,0.7320927,-9.536743e-07,-4.810432,-1.4588994,0.09435749,-1.3773315,-3.037074
20,11.0,80,49,2,2,BW,11,56.44456720352173,102000,1e-05,20,0.1,-50.1117,50,0.33920556,-1.435388,-1.6274437,-0.6765394,0.4021116,-7.1525574e-07,-4.7048583,-1.3842074,0.030779421,-1.2024846,-3.1659408
21,523.0,1115,493,3,3,BW,11,56.44456720352173,102000,1e-05,20,0.1,-50.1117,50,0.33920556,-1.435388,-1.6274437,-0.6765394,0.4021116,-7.1525574e-07,-4.7048583,-1.3842074,0.030779421,-1.2024846,-3.1659408
22,11.0,81,50,2,2,BW,11,61.910873889923096,112000,1e-05,20,0.1,-52.528473,55,0.45395616,-1.437112,-1.6416692,-0.6401804,0.5462569,-7.1525574e-07,-4.6423993,-1.3508699,0.012341917,-1.2736098,-3.0393047
23,318.0,851,427,3,3,BW,11,61.910873889923096,112000,1e-05,20,0.1,-52.528473,55,0.45395616,-1.437112,-1.6416692,-0.6401804,0.5462569,-7.1525574e-07,-4.6423993,-1.3508699,0.012341917,-1.2736098,-3.0393047
24,4.0,41,33,2,2,BW,11,67.36351490020752,122000,1e-05,20,0.1,-48.375874,60,0.49839485,-1.7332249,-1.000424,-0.68546903,1.2622368,-3.5762787e-07,-3.979591,-0.76935244,0.17894804,-1.8389986,-2.0382433
25,163.0,618,363,3,3,BW,11,67.36351490020752,122000,1e-05,20,0.1,-48.375874,60,0.49839485,-1.7332249,-1.000424,-0.68546903,1.2622368,-3.5762787e-07,-3.979591,-0.76935244,0.17894804,-1.8389986,-2.0382433
26,8.0,67,37,2,2,BW,11,72.80785202980042,132000,1e-05,20,0.1,-52.69652,65,-0.16146174,-1.6102754,-1.2604188,-0.06829953,0.65548205,-3.5762787e-07,-3.5188918,-0.5941541,0.2598176,-1.9213002,-2.0810988
27,156.0,539,251,3,3,BW,11,72.80785202980042,132000,1e-05,20,0.1,-52.69652,65,-0.16146174,-1.6102754,-1.2604188,-0.06829953,0.65548205,-3.5762787e-07,-3.5188918,-0.5941541,0.2598176,-1.9213002,-2.0810988
28,8.0,73,39,2,2,BW,11,78.28092384338379,142000,1e-05,20,0.1,-49.310867,70,0.05620802,-2.0522108,-0.95196295,0.12849197,0.82408327,-3.5762787e-07,-3.8470192,-0.7624562,0.3752433,-2.1558104,-2.1640441
29,110.0,366,193,3,3,BW,11,78.28092384338379,142000,1e-05,20,0.1,-49.310867,70,0.05620802,-2.0522108,-0.95196295,0.12849197,0.82408327,-3.5762787e-07,-3.8470192,-0.7624562,0.3752433,-2.1558104,-2.1640441
30,7.0,58,33,2,2,BW,11,83.75188994407654,152000,1e-05,20,0.1,-48.087505,75,-0.014185118,-1.862459,-0.8415252,0.46140447,0.9597295,-1.1920929e-07,-3.7376733,-0.69432664,0.26977074,-2.164772,-1.9155324
31,236.0,594,291,3,3,BW,11,83.75188994407654,152000,1e-05,20,0.1,-48.087505,75,-0.014185118,-1.862459,-0.8415252,0.46140447,0.9597295,-1.1920929e-07,-3.7376733,-0.69432664,0.26977074,-2.164772,-1.9155324
32,7.0,60,35,2,2,BW,11,89.20920634269714,162000,1e-05,20,0.1,-46.59159,80,0.031745065,-2.194982,-0.94708973,0.6546917,0.9514702,-1.1920929e-07,-3.605072,-0.6444979,0.2212109,-2.071946,-1.7857676
33,155.0,453,252,3,3,BW,11,89.20920634269714,162000,1e-05,20,0.1,-46.59159,80,0.031745065,-2.194982,-0.94708973,0.6546917,0.9514702,-1.1920929e-07,-3.605072,-0.6444979,0.2212109,-2.071946,-1.7857676
34,9.0,71,41,2,2,BW,11,94.67905068397522,172000,1e-05,20,0.1,-45.224644,85,0.06205076,-1.9468876,-0.6696679,0.15600458,1.243871,-3.5762787e-07,-3.4373672,-0.6457944,0.15282679,-1.9679022,-1.9113344
35,694.0,1341,533,3,3,BW,11,94.67905068397522,172000,1e-05,20,0.1,-45.224644,85,0.06205076,-1.9468876,-0.6696679,0.15600458,1.243871,-3.5762787e-07,-3.4373672,-0.6457944,0.15282679,-1.9679022,-1.9113344
36,3.0,33,28,2,2,BW,11,100.13617634773254,182000,1e-05,20,0.1,-37.89646,90,-0.1584636,-1.5972178,-0.38206318,-0.36593163,1.4817548,-1.7881393e-07,-2.2021608,0.2909578,0.36181986,-1.4401718,-0.8500408
37,104.0,390,250,3,3,BW,11,100.13617634773254,182000,1e-05,20,0.1,-37.89646,90,-0.1584636,-1.5972178,-0.38206318,-0.36593163,1.4817548,-1.7881393e-07,-2.2021608,0.2909578,0.36181986,-1.4401718,-0.8500408
38,4.0,38,30,2,2,BW,11,105.56574487686157,192000,1e-05,20,0.1,-33.208508,95,-0.3618935,-1.5118707,-0.4896414,-0.27061835,1.9329572,2.9802322e-08,-1.3224353,0.6276814,0.42560446,-1.3163018,-0.043655038
39,78.0,327,201,3,3,BW,11,105.56574487686157,192000,1e-05,20,0.1,-33.208508,95,-0.3618935,-1.5118707,-0.4896414,-0.27061835,1.9329572,2.9802322e-08,-1.3224353,0.6276814,0.42560446,-1.3163018,-0.043655038
40,4.0,35,22,2,2,BW,11,111.02477025985718,202000,1e-05,20,0.1,-33.34543,100,-0.33785656,-1.8661524,-0.8393284,-0.17658278,2.0610015,2.3841858e-07,-1.2270617,0.4694432,0.2889911,-1.0340248,-0.27586874
41,102.0,332,149,3,3,BW,11,111.02477025985718,202000,1e-05,20,0.1,-33.34543,100,-0.33785656,-1.8661524,-0.8393284,-0.17658278,2.0610015,2.3841858e-07,-1.2270617,0.4694432,0.2889911,-1.0340248,-0.27586874
42,4.0,41,30,2,2,BW,11,116.45776295661926,212000,1e-05,20,0.1,-33.043106,105,-0.51498944,-1.821818,-0.5971598,-0.3650801,1.8436866,0.0,-1.2295581,0.5471755,0.26334077,-0.9380774,-0.31022948
43,104.0,357,201,3,3,BW,11,116.45776295661926,212000,1e-05,20,0.1,-33.043106,105,-0.51498944,-1.821818,-0.5971598,-0.3650801,1.8436866,0.0,-1.2295581,0.5471755,0.26334077,-0.9380774,-0.31022948
44,4.0,39,30,2,2,BW,11,121.94704174995422,222000,1e-05,20,0.1,-32.535442,110,-0.68111145,-1.7554162,-0.6037923,-0.4237919,1.3000722,1.7881393e-07,-1.1841636,0.6972747,0.32211828,-0.82029736,-0.22248012
45,91.0,391,214,3,3,BW,11,121.94704174995422,222000,1e-05,20,0.1,-32.535442,110,-0.68111145,-1.7554162,-0.6037923,-0.4237919,1.3000722,1.7881393e-07,-1.1841636,0.6972747,0.32211828,-0.82029736,-0.22248012
46,5.0,44,25,2,2,BW,11,127.40695858001709,232000,1e-05,20,0.1,-31.396004,115,-0.31153575,-1.9285288,-0.8383947,-0.32135454,1.9375687,1.1920929e-07,-1.125155,0.5702759,0.2685529,-0.97452736,-0.2204009
47,101.0,332,149,3,3,BW,11,127.40695858001709,232000,1e-05,20,0.1,-31.396004,115,-0.31153575,-1.9285288,-0.8383947,-0.32135454,1.9375687,1.1920929e-07,-1.125155,0.5702759,0.2685529,-0.97452736,-0.2204009
48,5.0,44,31,2,2,BW,11,132.92544174194336,242000,1e-05,20,0.1,-34.345528,120,-0.5706038,-2.0472946,-0.77550936,-0.39529812,1.4679248,1.15484e-07,-1.434567,0.34576845,0.12855291,-0.66418797,-0.77170503
49,114.0,400,214,3,3,BW,11,132.92544174194336,242000,1e-05,20,0.1,-34.345528,120,-0.5706038,-2.0472946,-0.77550936,-0.39529812,1.4679248,1.15484e-07,-1.434567,0.34576845,0.12855291,-0.66418797,-0.77170503
50,4.0,35,28,2,2,BW,11,138.31424260139465,252000,1e-05,20,0.1,-32.279625,125,-0.49281043,-1.6966758,-0.5661289,-0.6637238,1.3533204,-5.9604645e-08,-1.101295,0.7455561,0.1255117,-0.5636208,-0.40311712
51,91.0,413,248,3,3,BW,11,138.31424260139465,252000,1e-05,20,0.1,-32.279625,125,-0.49281043,-1.6966758,-0.5661289,-0.6637238,1.3533204,-5.9604645e-08,-1.101295,0.7455561,0.1255117,-0.5636208,-0.40311712
52,5.0,50,30,2,2,BW,11,143.68466210365295,262000,1e-05,20,0.1,-35.017643,130,-0.26587808,-1.6603674,-0.7850596,0.2697311,1.0418937,8.940697e-08,-1.4481646,0.5430442,-0.041343033,-0.515162,-1.0955238
