,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,transitions/ms,algorithm,heuristic,problem,n,k
124,3,0,2,0,70,0,0,0,0,0.0,16.0,True,0.02857142857142857,OpenSet RA,r,BW,9,5
125,3,0,2,0,106,0,0,0,0,0.0,26.0,True,0.018867924528301886,OpenSet RA,r,BW,9,6
126,3,0,2,0,93,0,0,0,0,0.0,19.0,True,0.021505376344086023,OpenSet RA,r,BW,9,7
127,3,0,2,0,94,0,0,0,0,0.0,18.0,True,0.02127659574468085,OpenSet RA,r,BW,9,8
128,3,0,2,0,117,0,0,0,0,0.0,23.0,True,0.017094017094017096,OpenSet RA,r,BW,9,9
129,3,0,2,0,97,0,0,0,0,0.0,15.0,True,0.020618556701030927,OpenSet RA,r,BW,9,10
130,3,0,2,0,103,0,0,0,0,0.0,21.0,True,0.019417475728155338,OpenSet RA,r,BW,9,11
131,3,0,2,0,105,0,0,0,0,0.0,18.0,True,0.01904761904761905,OpenSet RA,r,BW,9,12
132,3,0,2,0,106,0,0,0,0,0.0,18.0,True,0.018867924528301886,OpenSet RA,r,BW,9,13
133,3,0,2,0,109,0,0,0,0,0.0,16.0,True,0.01834862385321101,OpenSet RA,r,BW,9,14
134,3,0,2,0,110,0,0,0,0,0.0,16.0,True,0.01818181818181818,OpenSet RA,r,BW,9,15
135,3,0,2,0,63,0,0,0,0,0.0,16.0,True,0.031746031746031744,OpenSet RA,r,BW,10,1
136,3,0,2,0,66,0,0,0,0,0.0,18.0,True,0.030303030303030304,OpenSet RA,r,BW,10,2
137,3,0,2,0,70,0,0,0,0,0.0,17.0,True,0.02857142857142857,OpenSet RA,r,BW,10,3
138,3,0,2,0,78,0,0,0,0,0.0,19.0,True,0.02564102564102564,OpenSet RA,r,BW,10,4
139,3,0,2,0,117,0,0,0,0,0.0,35.0,True,0.017094017094017096,OpenSet RA,r,BW,10,5
140,3,0,2,0,83,0,0,0,0,0.0,16.0,True,0.024096385542168676,OpenSet RA,r,BW,10,6
141,3,0,2,0,98,0,0,0,0,0.0,20.0,True,0.02040816326530612,OpenSet RA,r,BW,10,7
142,3,0,2,0,94,0,0,0,0,0.0,18.0,True,0.02127659574468085,OpenSet RA,r,BW,10,8
143,3,0,2,0,110,0,0,0,0,0.0,26.0,True,0.01818181818181818,OpenSet RA,r,BW,10,9
144,3,0,2,0,97,0,0,0,0,0.0,16.0,True,0.020618556701030927,OpenSet RA,r,BW,10,10
145,3,0,2,0,134,0,0,0,0,0.0,19.0,True,0.014925373134328358,OpenSet RA,r,BW,10,11
146,3,0,2,0,102,0,0,0,0,0.0,16.0,True,0.0196078431372549,OpenSet RA,r,BW,10,12
147,3,0,2,0,122,0,0,0,0,0.0,20.0,True,0.01639344262295082,OpenSet RA,r,BW,10,13
148,3,0,2,0,148,0,0,0,0,0.0,30.0,True,0.013513513513513514,OpenSet RA,r,BW,10,14
149,3,0,2,0,130,0,0,0,0,0.0,18.0,True,0.015384615384615385,OpenSet RA,r,BW,10,15
150,3,0,2,0,99,0,0,0,0,0.0,29.0,True,0.020202020202020204,OpenSet RA,r,BW,11,1
151,3,0,2,0,92,0,0,0,0,0.0,29.0,True,0.021739130434782608,OpenSet RA,r,BW,11,2
152,3,0,2,0,90,0,0,0,0,0.0,20.0,True,0.022222222222222223,OpenSet RA,r,BW,11,3
153,3,0,2,0,103,0,0,0,0,0.0,31.0,True,0.019417475728155338,OpenSet RA,r,BW,11,4
154,3,0,2,0,89,0,0,0,0,0.0,22.0,True,0.02247191011235955,OpenSet RA,r,BW,11,5
155,3,0,2,0,98,0,0,0,0,0.0,24.0,True,0.02040816326530612,OpenSet RA,r,BW,11,6
156,3,0,2,0,97,0,0,0,0,0.0,20.0,True,0.020618556701030927,OpenSet RA,r,BW,11,7
157,3,0,2,0,101,0,0,0,0,0.0,22.0,True,0.019801980198019802,OpenSet RA,r,BW,11,8
158,3,0,2,0,107,0,0,0,0,0.0,23.0,True,0.018691588785046728,OpenSet RA,r,BW,11,9
159,3,0,2,0,153,0,0,0,0,0.0,33.0,True,0.013071895424836602,OpenSet RA,r,BW,11,10
160,3,0,2,0,148,0,0,0,0,0.0,28.0,True,0.013513513513513514,OpenSet RA,r,BW,11,11
161,3,0,2,0,143,0,0,0,0,0.0,21.0,True,0.013986013986013986,OpenSet RA,r,BW,11,12
162,3,0,2,0,138,0,0,0,0,0.0,21.0,True,0.014492753623188406,OpenSet RA,r,BW,11,13
163,3,0,2,0,188,0,0,0,0,0.0,37.0,True,0.010638297872340425,OpenSet RA,r,BW,11,14
164,3,0,2,0,187,0,0,0,0,0.0,31.0,True,0.0106951871657754,OpenSet RA,r,BW,11,15
165,3,0,2,0,98,0,0,0,0,0.0,24.0,True,0.02040816326530612,OpenSet RA,r,BW,12,1
166,3,0,2,0,108,0,0,0,0,0.0,25.0,True,0.018518518518518517,OpenSet RA,r,BW,12,2
167,3,0,2,0,120,0,0,0,0,0.0,35.0,True,0.016666666666666666,OpenSet RA,r,BW,12,3
168,3,0,2,0,101,0,0,0,0,0.0,26.0,True,0.019801980198019802,OpenSet RA,r,BW,12,4
169,3,0,2,0,120,0,0,0,0,0.0,36.0,True,0.016666666666666666,OpenSet RA,r,BW,12,5
170,3,0,2,0,101,0,0,0,0,0.0,23.0,True,0.019801980198019802,OpenSet RA,r,BW,12,6
171,3,0,2,0,112,0,0,0,0,0.0,25.0,True,0.017857142857142856,OpenSet RA,r,BW,12,7
172,3,0,2,0,136,0,0,0,0,0.0,33.0,True,0.014705882352941176,OpenSet RA,r,BW,12,8
173,3,0,2,0,111,0,0,0,0,0.0,24.0,True,0.018018018018018018,OpenSet RA,r,BW,12,9
174,3,0,2,0,135,0,0,0,0,0.0,30.0,True,0.014814814814814815,OpenSet RA,r,BW,12,10
175,3,0,2,0,140,0,0,0,0,0.0,31.0,True,0.014285714285714285,OpenSet RA,r,BW,12,11
176,3,0,2,0,158,0,0,0,0,0.0,23.0,True,0.012658227848101266,OpenSet RA,r,BW,12,12
177,3,0,2,0,156,0,0,0,0,0.0,25.0,True,0.01282051282051282,OpenSet RA,r,BW,12,13
178,3,0,2,0,156,0,0,0,0,0.0,29.0,True,0.01282051282051282,OpenSet RA,r,BW,12,14
179,3,0,2,0,204,0,0,0,0,0.0,41.0,True,0.00980392156862745,OpenSet RA,r,BW,12,15
180,3,0,2,0,104,0,0,0,0,0.0,23.0,True,0.019230769230769232,OpenSet RA,r,BW,13,1
181,3,0,2,0,103,0,0,0,0,0.0,29.0,True,0.019417475728155338,OpenSet RA,r,BW,13,2
182,3,0,2,0,109,0,0,0,0,0.0,29.0,True,0.01834862385321101,OpenSet RA,r,BW,13,3
183,3,0,2,0,111,0,0,0,0,0.0,22.0,True,0.018018018018018018,OpenSet RA,r,BW,13,4
184,3,0,2,0,108,0,0,0,0,0.0,27.0,True,0.018518518518518517,OpenSet RA,r,BW,13,5
185,3,0,2,0,113,0,0,0,0,0.0,28.0,True,0.017699115044247787,OpenSet RA,r,BW,13,6
186,3,0,2,0,126,0,0,0,0,0.0,31.0,True,0.015873015873015872,OpenSet RA,r,BW,13,7
187,3,0,2,0,171,0,0,0,0,0.0,42.0,True,0.011695906432748537,OpenSet RA,r,BW,13,8
188,3,0,2,0,159,0,0,0,0,0.0,41.0,True,0.012578616352201259,OpenSet RA,r,BW,13,9
189,3,0,2,0,138,0,0,0,0,0.0,26.0,True,0.014492753623188406,OpenSet RA,r,BW,13,10
190,3,0,2,0,178,0,0,0,0,0.0,46.0,True,0.011235955056179775,OpenSet RA,r,BW,13,11
191,3,0,2,0,156,0,0,0,0,0.0,29.0,True,0.01282051282051282,OpenSet RA,r,BW,13,12
192,3,0,2,0,202,0,0,0,0,0.0,31.0,True,0.009900990099009901,OpenSet RA,r,BW,13,13
193,3,0,2,0,175,0,0,0,0,0.0,34.0,True,0.011428571428571429,OpenSet RA,r,BW,13,14
194,3,0,2,0,216,0,0,0,0,0.0,31.0,True,0.009259259259259259,OpenSet RA,r,BW,13,15
195,3,0,2,0,126,0,0,0,0,0.0,28.0,True,0.015873015873015872,OpenSet RA,r,BW,14,1
196,3,0,2,0,119,0,0,0,0,0.0,28.0,True,0.01680672268907563,OpenSet RA,r,BW,14,2
197,3,0,2,0,155,0,0,0,0,0.0,43.0,True,0.012903225806451613,OpenSet RA,r,BW,14,3
198,3,0,2,0,114,0,0,0,0,0.0,28.0,True,0.017543859649122806,OpenSet RA,r,BW,14,4
199,3,0,2,0,155,0,0,0,0,0.0,42.0,True,0.012903225806451613,OpenSet RA,r,BW,14,5
200,3,0,2,0,124,0,0,0,0,0.0,29.0,True,0.016129032258064516,OpenSet RA,r,BW,14,6
201,3,0,2,0,196,0,0,0,0,0.0,41.0,True,0.01020408163265306,OpenSet RA,r,BW,14,7
202,3,0,2,0,187,0,0,0,0,0.0,49.0,True,0.0106951871657754,OpenSet RA,r,BW,14,8
203,3,0,2,0,163,0,0,0,0,0.0,32.0,True,0.012269938650306749,OpenSet RA,r,BW,14,9
204,3,0,2,0,155,0,0,0,0,0.0,36.0,True,0.012903225806451613,OpenSet RA,r,BW,14,10
205,3,0,2,0,167,0,0,0,0,0.0,30.0,True,0.011976047904191617,OpenSet RA,r,BW,14,11
206,3,0,2,0,170,0,0,0,0,0.0,29.0,True,0.011764705882352941,OpenSet RA,r,BW,14,12
207,3,0,2,0,181,0,0,0,0,0.0,34.0,True,0.011049723756906077,OpenSet RA,r,BW,14,13
208,3,0,2,0,193,0,0,0,0,0.0,31.0,True,0.010362694300518135,OpenSet RA,r,BW,14,14
209,3,0,2,0,243,0,0,0,0,0.0,48.0,True,0.00823045267489712,OpenSet RA,r,BW,14,15
210,3,0,2,0,134,0,0,0,0,0.0,38.0,True,0.014925373134328358,OpenSet RA,r,BW,15,1
211,3,0,2,0,153,0,0,0,0,0.0,48.0,True,0.013071895424836602,OpenSet RA,r,BW,15,2
212,3,0,2,0,178,0,0,0,0,0.0,44.0,True,0.011235955056179775,OpenSet RA,r,BW,15,3
213,3,0,2,0,138,0,0,0,0,0.0,34.0,True,0.014492753623188406,OpenSet RA,r,BW,15,4
214,3,0,2,0,138,0,0,0,0,0.0,31.0,True,0.014492753623188406,OpenSet RA,r,BW,15,5
215,3,0,2,0,174,0,0,0,0,0.0,48.0,True,0.011494252873563218,OpenSet RA,r,BW,15,6
216,3,0,2,0,161,0,0,0,0,0.0,33.0,True,0.012422360248447204,OpenSet RA,r,BW,15,7
217,3,0,2,0,155,0,0,0,0,0.0,35.0,True,0.012903225806451613,OpenSet RA,r,BW,15,8
218,3,0,2,0,221,0,0,0,0,0.0,53.0,True,0.00904977375565611,OpenSet RA,r,BW,15,9
219,3,0,2,0,174,0,0,0,0,0.0,33.0,True,0.011494252873563218,OpenSet RA,r,BW,15,10
220,3,0,2,0,216,0,0,0,0,0.0,39.0,True,0.009259259259259259,OpenSet RA,r,BW,15,11
221,3,0,2,0,250,0,0,0,0,0.0,41.0,True,0.008,OpenSet RA,r,BW,15,12
222,3,0,2,0,219,0,0,0,0,0.0,39.0,True,0.0091324200913242,OpenSet RA,r,BW,15,13
223,3,0,2,0,225,0,0,0,0,0.0,48.0,True,0.008888888888888889,OpenSet RA,r,BW,15,14
224,3,0,2,0,296,0,0,0,0,0.0,53.0,True,0.006756756756756757,OpenSet RA,r,BW,15,15
