,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,37,15,54,20,183,9,0,1,20,17.62,24.0,new,ra_feature_2h0,BW,2,2,59.12602615356445,50000,1e-05,20,0.1,13,True,-44.45384,0,-1.0198196,-2.064746,0.21405077,-0.79258895,-1.5749646,-0.84069073,1.7781115,3.5762787e-07,-4.541418,-2.8196745,-1.4539882,-2.7055056,-3.8103695
1,39,26,73,49,179,23,0,1,6,19.14,23.0,new,ra_feature_2h1,BW,2,2,116.18805480003357,100000,1e-05,20,0.1,13,True,-51.64274,1,-1.360953,-1.7397602,0.14627463,-0.18602067,-1.3378961,-1.3952087,0.8983023,-3.5762787e-07,-3.885285,-1.490468,-0.33053076,-3.4489648,-2.348751
2,30,18,53,29,171,5,0,1,0,17.62,16.0,new,ra_feature_2h2,BW,2,2,173.06682181358337,150000,1e-05,20,0.1,13,True,-46.54603,2,-1.5029787,-1.8890882,0.18195462,-0.14912425,-1.2759365,-1.5504018,0.94556296,-8.940697e-08,-3.6395056,-1.260226,-0.16172603,-3.0105953,-2.2623937
3,31,22,58,39,193,19,0,1,0,18.18,28.0,new,ra_feature_2h3,BW,2,2,230.16938376426697,200000,1e-05,20,0.1,13,True,-40.20835,3,-1.2283963,-2.03958,-0.043173075,-0.4305224,-1.0639582,-1.7593083,1.599121,-3.7252903e-07,-3.6746516,-1.2243922,-0.21200448,-2.904829,-2.264718
4,15,15,20,20,146,4,0,1,0,16.66,8.0,new,ra_feature_2h4,BW,2,2,287.7590084075928,250000,1e-05,20,0.1,13,True,-19.39096,4,-0.5180531,-0.4896163,-0.1144836,-0.96450806,0.012797538,-1.5230681,1.453463,-1.1920929e-07,-3.1318002,-0.8294455,0.15778919,-2.149574,-1.7641424
5,15,15,20,20,164,4,0,1,0,16.66,10.0,new,ra_feature_2h5,BW,2,2,345.770795583725,300000,1e-05,20,0.1,13,True,-20.156523,5,-0.71206975,-0.02691406,0.3961667,-1.2884883,-0.41484883,-1.4962517,1.0358539,2.8312206e-07,-3.2577157,-1.2185124,-0.047054864,-1.9733857,-2.3556764
6,30,22,56,39,208,8,0,1,0,17.7,18.0,new,ra_feature_2h6,BW,2,2,402.7208788394928,350000,1e-05,20,0.1,13,True,-42.543865,6,-1.2822479,-1.2732117,0.31518835,-0.5324321,-0.84033465,-0.93874913,0.9370441,-7.4412674e-07,-4.2172503,-1.9986702,-0.40012097,-3.337707,-3.049873
7,27,22,50,39,184,13,0,1,0,17.62,17.0,new,ra_feature_2h7,BW,2,2,459.8334290981293,400000,1e-05,20,0.1,13,True,-41.735943,7,-1.1951643,-2.0840259,0.046497405,-0.44101387,-0.757026,-1.1331545,1.753729,4.61936e-07,-4.653792,-2.1092207,-0.25315997,-3.8286052,-2.8195682
8,15,15,20,20,155,4,0,1,0,16.66,10.0,new,ra_feature_2h8,BW,2,2,517.0154476165771,450000,1e-05,20,0.1,13,True,-19.000656,8,-0.44264734,0.12302911,0.31888294,-0.90416944,0.09790395,-1.007715,0.59414256,2.9802322e-07,-3.552287,-0.7810646,0.2719502,-2.6531792,-1.3743187
9,33,26,68,49,156,14,0,1,0,18.66,22.0,new,ra_feature_2h9,BW,2,2,573.8669140338898,500000,1e-05,20,0.1,13,True,-46.143505,9,-1.0590218,-1.5494751,0.11051583,-0.39430723,-0.80699444,-0.882355,1.5138698,-8.195639e-08,-4.6493773,-2.216216,-0.22867596,-3.5943046,-3.0196207
