,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
104,37,30,81,60,193,10,0,1,0,19.14,30.0,new,e,BW,2,2,132.54306888580322,106000,1e-06,20,0.1,-6.85416,52,-1.4055479,-0.3464026,-0.63432455,-0.6043029,-1.258632,-0.51619816,-0.1800471,3.7951395e-08,0.09258786,-1.2602893,0.43928903,-0.90352947,-1.6920894
105,513,357,1775,1136,1968,164,0,1,0,115.3,1460.0,new,e,BW,3,3,132.54306888580322,106000,1e-06,20,0.1,-6.85416,52,-1.4055479,-0.3464026,-0.63432455,-0.6043029,-1.258632,-0.51619816,-0.1800471,3.7951395e-08,0.09258786,-1.2602893,0.43928903,-0.90352947,-1.6920894
106,37,30,81,60,180,10,0,1,0,19.14,26.0,new,e,BW,2,2,134.96351766586304,108000,1e-06,20,0.1,-7.1893015,53,-1.4212273,-0.35927194,-0.6395289,-0.60376555,-1.268054,-0.51384103,-0.17514038,9.872019e-08,0.0818508,-1.2619617,0.45277035,-0.8993799,-1.6816424
107,513,364,1775,1149,1912,146,0,1,0,114.24,1435.0,new,e,BW,3,3,134.96351766586304,108000,1e-06,20,0.1,-7.1893015,53,-1.4212273,-0.35927194,-0.6395289,-0.60376555,-1.268054,-0.51384103,-0.17514038,9.872019e-08,0.0818508,-1.2619617,0.45277035,-0.8993799,-1.6816424
108,37,30,81,60,190,10,0,1,0,19.14,35.0,new,e,BW,2,2,137.4374122619629,110000,1e-06,20,0.1,-7.5353794,54,-1.4364551,-0.37012714,-0.64306283,-0.6023793,-1.2769403,-0.5090786,-0.1672198,1.4528632e-07,0.07341552,-1.2630026,0.4669062,-0.8965768,-1.6695538
109,513,365,1775,1150,1969,162,0,1,0,110.12,1512.0,new,e,BW,3,3,137.4374122619629,110000,1e-06,20,0.1,-7.5353794,54,-1.4364551,-0.37012714,-0.64306283,-0.6023793,-1.2769403,-0.5090786,-0.1672198,1.4528632e-07,0.07341552,-1.2630026,0.4669062,-0.8965768,-1.6695538
110,37,30,81,60,161,10,0,1,0,19.14,24.0,new,e,BW,2,2,139.9070794582367,112000,1e-06,20,0.1,-7.890676,55,-1.4526184,-0.38248384,-0.6463438,-0.6010827,-1.286093,-0.5073095,-0.15853347,2.9802322e-08,0.06174597,-1.2635658,0.4791177,-0.8936832,-1.6593926
111,513,364,1775,1149,1894,125,0,1,0,101.14,1469.0,new,e,BW,3,3,139.9070794582367,112000,1e-06,20,0.1,-7.890676,55,-1.4526184,-0.38248384,-0.6463438,-0.6010827,-1.286093,-0.5073095,-0.15853347,2.9802322e-08,0.06174597,-1.2635658,0.4791177,-0.8936832,-1.6593926
112,37,30,81,60,169,10,0,1,0,19.14,26.0,new,e,BW,2,2,142.32469964027405,114000,1e-06,20,0.1,-8.262157,56,-1.471625,-0.3988917,-0.6496746,-0.60027426,-1.2942702,-0.5093737,-0.14835212,1.6018748e-07,0.04727617,-1.2663887,0.48789254,-0.89196646,-1.6515115
113,513,363,1775,1146,1766,181,0,1,0,118.15,1334.0,new,e,BW,3,3,142.32469964027405,114000,1e-06,20,0.1,-8.262157,56,-1.471625,-0.3988917,-0.6496746,-0.60027426,-1.2942702,-0.5093737,-0.14835212,1.6018748e-07,0.04727617,-1.2663887,0.48789254,-0.89196646,-1.6515115
114,37,30,81,60,160,10,0,1,0,19.14,20.0,new,e,BW,2,2,144.74882006645203,116000,1e-06,20,0.1,-8.634749,57,-1.4877865,-0.41363174,-0.6520828,-0.59738576,-1.3031212,-0.50887877,-0.1392748,4.4703484e-08,0.03479618,-1.2719841,0.48718572,-0.89217573,-1.6472782
115,513,360,1775,1141,1929,168,0,1,0,103.33,1476.0,new,e,BW,3,3,144.74882006645203,116000,1e-06,20,0.1,-8.634749,57,-1.4877865,-0.41363174,-0.6520828,-0.59738576,-1.3031212,-0.50887877,-0.1392748,4.4703484e-08,0.03479618,-1.2719841,0.48718572,-0.89217573,-1.6472782
116,37,30,81,60,161,10,0,1,0,19.14,19.0,new,e,BW,2,2,147.1311423778534,118000,1e-06,20,0.1,-9.026921,58,-1.5079376,-0.4258942,-0.658084,-0.595692,-1.3130631,-0.5083872,-0.13300982,-7.4505806e-08,0.0169532,-1.2777023,0.4795969,-0.89098793,-1.6405813
117,513,368,1775,1155,1898,219,0,1,0,128.35,1441.0,new,e,BW,3,3,147.1311423778534,118000,1e-06,20,0.1,-9.026921,58,-1.5079376,-0.4258942,-0.658084,-0.595692,-1.3130631,-0.5083872,-0.13300982,-7.4505806e-08,0.0169532,-1.2777023,0.4795969,-0.89098793,-1.6405813
118,37,30,81,60,170,10,0,1,0,19.14,36.0,new,e,BW,2,2,149.61077761650085,120000,1e-06,20,0.1,-9.418864,59,-1.523188,-0.43686157,-0.66023815,-0.59393436,-1.3214799,-0.5049342,-0.12768947,3.7252903e-09,0.0037365854,-1.2833725,0.46959028,-0.8916676,-1.6377105
119,513,364,1775,1149,1655,213,0,1,0,141.23,1215.0,new,e,BW,3,3,149.61077761650085,120000,1e-06,20,0.1,-9.418864,59,-1.523188,-0.43686157,-0.66023815,-0.59393436,-1.3214799,-0.5049342,-0.12768947,3.7252903e-09,0.0037365854,-1.2833725,0.46959028,-0.8916676,-1.6377105
120,37,30,81,60,206,10,0,1,0,19.14,29.0,new,e,BW,2,2,152.02207899093628,122000,1e-06,20,0.1,-9.806329,60,-1.5389869,-0.4451418,-0.6628912,-0.5966435,-1.3303365,-0.5023351,-0.1212005,1.3411045e-07,-0.012005419,-1.2919345,0.4589461,-0.89347893,-1.6347674
121,513,362,1775,1145,1917,147,0,1,0,103.25,1432.0,new,e,BW,3,3,152.02207899093628,122000,1e-06,20,0.1,-9.806329,60,-1.5389869,-0.4451418,-0.6628912,-0.5966435,-1.3303365,-0.5023351,-0.1212005,1.3411045e-07,-0.012005419,-1.2919345,0.4589461,-0.89347893,-1.6347674
122,37,30,81,60,185,10,0,1,0,19.14,27.0,new,e,BW,2,2,154.43534660339355,124000,1e-06,20,0.1,-10.217735,61,-1.5544851,-0.45286494,-0.6648196,-0.59808713,-1.337304,-0.49864152,-0.114099726,2.6077032e-08,-0.02577582,-1.298897,0.44720158,-0.8960377,-1.6308062
123,513,368,1775,1155,1727,319,0,1,0,27.48,1230.0,new,e,BW,3,3,154.43534660339355,124000,1e-06,20,0.1,-10.217735,61,-1.5544851,-0.45286494,-0.6648196,-0.59808713,-1.337304,-0.49864152,-0.114099726,2.6077032e-08,-0.02577582,-1.298897,0.44720158,-0.8960377,-1.6308062
124,37,30,81,60,169,10,0,1,0,19.14,29.0,new,e,BW,2,2,156.8154308795929,126000,1e-06,20,0.1,-10.613053,62,-1.5693306,-0.46163917,-0.6677803,-0.6002772,-1.3463088,-0.4948282,-0.11232208,2.2351742e-08,-0.04115039,-1.3099884,0.43390003,-0.89800906,-1.6286968
125,513,361,1775,1144,1955,358,0,1,0,49.37,1404.0,new,e,BW,3,3,156.8154308795929,126000,1e-06,20,0.1,-10.613053,62,-1.5693306,-0.46163917,-0.6677803,-0.6002772,-1.3463088,-0.4948282,-0.11232208,2.2351742e-08,-0.04115039,-1.3099884,0.43390003,-0.89800906,-1.6286968
126,37,33,81,65,173,11,0,1,0,19.14,27.0,new,e,BW,2,2,159.28996872901917,128000,1e-06,20,0.1,-11.035888,63,-1.5791825,-0.46876556,-0.66718113,-0.60050535,-1.352001,-0.489124,-0.105874605,8.568168e-08,-0.049678594,-1.3184853,0.4233059,-0.90324533,-1.6282512
127,513,361,1775,1144,2044,187,0,1,0,133.4,1578.0,new,e,BW,3,3,159.28996872901917,128000,1e-06,20,0.1,-11.035888,63,-1.5791825,-0.46876556,-0.66718113,-0.60050535,-1.352001,-0.489124,-0.105874605,8.568168e-08,-0.049678594,-1.3184853,0.4233059,-0.90324533,-1.6282512
128,37,33,81,65,169,11,0,1,0,19.14,30.0,new,e,BW,2,2,161.77044367790222,130000,1e-06,20,0.1,-11.447415,64,-1.5945671,-0.4746685,-0.6686412,-0.60141146,-1.3581231,-0.4849156,-0.101303734,1.1175871e-07,-0.06544593,-1.3258736,0.4093438,-0.9053939,-1.6247679
129,513,369,1775,1158,1786,191,0,1,0,131.14,1355.0,new,e,BW,3,3,161.77044367790222,130000,1e-06,20,0.1,-11.447415,64,-1.5945671,-0.4746685,-0.6686412,-0.60141146,-1.3581231,-0.4849156,-0.101303734,1.1175871e-07,-0.06544593,-1.3258736,0.4093438,-0.9053939,-1.6247679
130,37,33,81,65,177,11,0,1,0,19.14,25.0,new,e,BW,2,2,164.1935670375824,132000,1e-06,20,0.1,-11.875941,65,-1.606676,-0.47968882,-0.66781795,-0.60231096,-1.3633786,-0.4799498,-0.09382327,3.3527613e-08,-0.077581316,-1.3347414,0.3961714,-0.9102097,-1.6239489
131,513,365,1775,1152,1900,265,0,1,0,147.04,1432.0,new,e,BW,3,3,164.1935670375824,132000,1e-06,20,0.1,-11.875941,65,-1.606676,-0.47968882,-0.66781795,-0.60231096,-1.3633786,-0.4799498,-0.09382327,3.3527613e-08,-0.077581316,-1.3347414,0.3961714,-0.9102097,-1.6239489
132,37,33,81,65,168,11,0,1,0,19.14,22.0,new,e,BW,2,2,166.6243805885315,134000,1e-06,20,0.1,-12.274007,66,-1.6166655,-0.48701823,-0.66462266,-0.6041211,-1.3702539,-0.4766373,-0.08568691,1.0058284e-07,-0.08847526,-1.3480442,0.38670963,-0.91748434,-1.6273757
133,513,371,1775,1162,1995,294,0,1,0,165.28,1485.0,new,e,BW,3,3,166.6243805885315,134000,1e-06,20,0.1,-12.274007,66,-1.6166655,-0.48701823,-0.66462266,-0.6041211,-1.3702539,-0.4766373,-0.08568691,1.0058284e-07,-0.08847526,-1.3480442,0.38670963,-0.91748434,-1.6273757
134,37,33,81,65,160,11,0,1,0,19.14,22.0,new,e,BW,2,2,169.12392735481262,136000,1e-06,20,0.1,-12.678168,67,-1.6281204,-0.4934104,-0.6632116,-0.60511947,-1.3764116,-0.4738095,-0.078313805,7.0780516e-08,-0.10161826,-1.3591429,0.37598872,-0.9234536,-1.6281651
135,513,371,1775,1162,1744,294,0,1,0,172.26,1300.0,new,e,BW,3,3,169.12392735481262,136000,1e-06,20,0.1,-12.678168,67,-1.6281204,-0.4934104,-0.6632116,-0.60511947,-1.3764116,-0.4738095,-0.078313805,7.0780516e-08,-0.10161826,-1.3591429,0.37598872,-0.9234536,-1.6281651
136,37,33,81,65,178,11,0,1,0,19.14,29.0,new,e,BW,2,2,171.62183022499084,138000,1e-06,20,0.1,-13.064799,68,-1.6398448,-0.50165117,-0.66199136,-0.6075708,-1.384698,-0.47224656,-0.071509756,-1.3969839e-08,-0.115246534,-1.3740405,0.36604935,-0.93033254,-1.6297051
137,513,364,1775,1149,2034,266,0,1,0,156.35,1516.0,new,e,BW,3,3,171.62183022499084,138000,1e-06,20,0.1,-13.064799,68,-1.6398448,-0.50165117,-0.66199136,-0.6075708,-1.384698,-0.47224656,-0.071509756,-1.3969839e-08,-0.115246534,-1.3740405,0.36604935,-0.93033254,-1.6297051
138,37,33,81,65,177,11,0,1,0,19.14,27.0,new,e,BW,2,2,174.02822089195251,140000,1e-06,20,0.1,-13.473133,69,-1.655001,-0.51234555,-0.6586057,-0.6098118,-1.3919619,-0.4719141,-0.06645551,1.322478e-07,-0.1279813,-1.3907149,0.35508984,-0.93571234,-1.632203
139,513,364,1775,1149,2086,199,0,1,0,148.11,1642.0,new,e,BW,3,3,174.02822089195251,140000,1e-06,20,0.1,-13.473133,69,-1.655001,-0.51234555,-0.6586057,-0.6098118,-1.3919619,-0.4719141,-0.06645551,1.322478e-07,-0.1279813,-1.3907149,0.35508984,-0.93571234,-1.632203
140,37,33,81,65,177,11,0,1,0,19.14,28.0,new,e,BW,2,2,176.4256145954132,142000,1e-06,20,0.1,-13.90232,70,-1.6681349,-0.52073777,-0.6557095,-0.61164093,-1.3994294,-0.4696811,-0.05991127,2.4097972e-08,-0.14104116,-1.4071512,0.34383225,-0.941544,-1.634926
141,513,364,1775,1149,1934,168,0,1,0,136.14,1521.0,new,e,BW,3,3,176.4256145954132,142000,1e-06,20,0.1,-13.90232,70,-1.6681349,-0.52073777,-0.6557095,-0.61164093,-1.3994294,-0.4696811,-0.05991127,2.4097972e-08,-0.14104116,-1.4071512,0.34383225,-0.941544,-1.634926
142,37,33,81,65,159,11,0,1,0,19.14,30.0,new,e,BW,2,2,178.89791202545166,144000,1e-06,20,0.1,-14.300712,71,-1.68086,-0.5314923,-0.65046394,-0.6140783,-1.4086416,-0.46919507,-0.053809844,8.4750354e-08,-0.15321606,-1.4280169,0.33480662,-0.94856244,-1.6413891
143,513,364,1775,1149,2017,166,0,1,0,142.21,1538.0,new,e,BW,3,3,178.89791202545166,144000,1e-06,20,0.1,-14.300712,71,-1.68086,-0.5314923,-0.65046394,-0.6140783,-1.4086416,-0.46919507,-0.053809844,8.4750354e-08,-0.15321606,-1.4280169,0.33480662,-0.94856244,-1.6413891
