,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,11.0,84,42,2,2,BW,11,1.0578668117523193,2000,1e-05,20,0.1,-1.3294156,0,-1.1109962,0.30686876,-1.1482521,0.21506514,0.25755572,-4.172325e-07,-1.3466297,-0.24740231,-0.016534418,0.04478254,-2.2057087
1,169.0,612,218,3,3,BW,11,1.0578668117523193,2000,1e-05,20,0.1,-1.3294156,0,-1.1109962,0.30686876,-1.1482521,0.21506514,0.25755572,-4.172325e-07,-1.3466297,-0.24740231,-0.016534418,0.04478254,-2.2057087
2,16.0,114,57,2,2,BW,11,6.41081976890564,12000,1e-05,20,0.1,-15.593699,5,-1.4209447,-0.7436057,-1.9773709,0.08390637,0.21606424,-1.1920929e-07,-1.1792102,-1.4113747,-0.3132017,-0.8670469,-2.1484327
3,1829.0,2331,842,3,3,BW,11,6.41081976890564,12000,1e-05,20,0.1,-15.593699,5,-1.4209447,-0.7436057,-1.9773709,0.08390637,0.21606424,-1.1920929e-07,-1.1792102,-1.4113747,-0.3132017,-0.8670469,-2.1484327
4,13.0,93,47,2,2,BW,11,11.801722288131714,22000,1e-05,20,0.1,-30.868378,10,-0.8990751,-0.9815575,-2.117858,-0.0042149723,0.15033162,-4.7683716e-07,-2.376874,-1.9960762,-0.62662745,-1.0533354,-3.2027693
5,1251.0,2075,759,3,3,BW,11,11.801722288131714,22000,1e-05,20,0.1,-30.868378,10,-0.8990751,-0.9815575,-2.117858,-0.0042149723,0.15033162,-4.7683716e-07,-2.376874,-1.9960762,-0.62662745,-1.0533354,-3.2027693
6,14.0,103,54,2,2,BW,11,17.19820761680603,32000,1e-05,20,0.1,-40.63582,15,-0.3416232,-1.457492,-2.1599565,-0.16364817,0.10086116,-4.7683716e-07,-3.9102464,-2.6879687,-0.72824615,-1.2683182,-4.1103344
7,424.0,915,423,3,3,BW,11,17.19820761680603,32000,1e-05,20,0.1,-40.63582,15,-0.3416232,-1.457492,-2.1599565,-0.16364817,0.10086116,-4.7683716e-07,-3.9102464,-2.6879687,-0.72824615,-1.2683182,-4.1103344
8,11.0,84,50,2,2,BW,11,22.560871362686157,42000,1e-05,20,0.1,-42.18944,20,0.3626296,-1.6534874,-1.6965307,-0.2767827,1.1154886,-9.536743e-07,-4.5282288,-2.7313886,-1.184821,-1.1806813,-4.055684
9,352.0,958,457,3,3,BW,11,22.560871362686157,42000,1e-05,20,0.1,-42.18944,20,0.3626296,-1.6534874,-1.6965307,-0.2767827,1.1154886,-9.536743e-07,-4.5282288,-2.7313886,-1.184821,-1.1806813,-4.055684
10,11.0,82,50,2,2,BW,11,27.872291326522827,52000,1e-05,20,0.1,-43.765427,25,0.38083598,-1.6069852,-1.6252515,-0.3738154,1.2029041,-9.536743e-07,-4.7928762,-2.7821293,-0.9948349,-1.0337564,-4.0971622
11,594.0,1221,544,3,3,BW,11,27.872291326522827,52000,1e-05,20,0.1,-43.765427,25,0.38083598,-1.6069852,-1.6252515,-0.3738154,1.2029041,-9.536743e-07,-4.7928762,-2.7821293,-0.9948349,-1.0337564,-4.0971622
12,15.0,96,57,2,2,BW,11,33.24007034301758,62000,1e-05,20,0.1,-46.880287,30,0.1129916,-1.4885895,-1.673746,-0.3885239,0.9390993,-4.7683716e-07,-5.0117025,-2.2642436,-0.53152525,-1.263937,-3.631022
13,560.0,1206,530,3,3,BW,11,33.24007034301758,62000,1e-05,20,0.1,-46.880287,30,0.1129916,-1.4885895,-1.673746,-0.3885239,0.9390993,-4.7683716e-07,-5.0117025,-2.2642436,-0.53152525,-1.263937,-3.631022
14,11.0,84,50,2,2,BW,11,38.58437371253967,72000,1e-05,20,0.1,-46.04428,35,0.68124115,-1.4245763,-1.3745193,-0.3483565,1.1971662,-7.1525574e-07,-4.8453417,-1.914832,-0.1808041,-1.1680562,-3.4309316
15,637.0,1474,609,3,3,BW,11,38.58437371253967,72000,1e-05,20,0.1,-46.04428,35,0.68124115,-1.4245763,-1.3745193,-0.3483565,1.1971662,-7.1525574e-07,-4.8453417,-1.914832,-0.1808041,-1.1680562,-3.4309316
16,10.0,77,47,2,2,BW,11,43.96894192695618,82000,1e-05,20,0.1,-48.41975,40,0.58314323,-1.5042491,-1.7112591,-0.47129178,0.7832932,-4.7683716e-07,-4.889507,-1.773841,0.027622163,-1.342642,-3.2861793
17,802.0,1606,675,3,3,BW,11,43.96894192695618,82000,1e-05,20,0.1,-48.41975,40,0.58314323,-1.5042491,-1.7112591,-0.47129178,0.7832932,-4.7683716e-07,-4.889507,-1.773841,0.027622163,-1.342642,-3.2861793
18,7.0,57,35,2,2,BW,11,49.32818913459778,92000,1e-05,20,0.1,-48.89494,45,0.16836259,-1.5872922,-0.9560171,-0.7900866,0.9325782,-7.1525574e-07,-4.538647,-1.3792546,0.15513647,-1.3618977,-3.1686354
19,811.0,1376,562,3,3,BW,11,49.32818913459778,92000,1e-05,20,0.1,-48.89494,45,0.16836259,-1.5872922,-0.9560171,-0.7900866,0.9325782,-7.1525574e-07,-4.538647,-1.3792546,0.15513647,-1.3618977,-3.1686354
20,7.0,56,38,2,2,BW,11,54.651392698287964,102000,1e-05,20,0.1,-39.272774,50,0.07947883,-1.2339275,-0.1991726,-0.6302805,1.1802953,-7.1525574e-07,-3.7493253,-0.43899798,0.4833526,-1.392096,-1.7374929
21,315.0,922,436,3,3,BW,11,54.651392698287964,102000,1e-05,20,0.1,-39.272774,50,0.07947883,-1.2339275,-0.1991726,-0.6302805,1.1802953,-7.1525574e-07,-3.7493253,-0.43899798,0.4833526,-1.392096,-1.7374929
22,5.0,46,27,2,2,BW,11,59.910741567611694,112000,1e-05,20,0.1,-34.18882,55,-0.29570252,-1.2041414,-0.48240536,-0.82279503,1.5258943,-2.3841858e-07,-2.5791268,0.044021606,0.7024287,-1.6728357,-0.8645927
23,317.0,864,391,3,3,BW,11,59.910741567611694,112000,1e-05,20,0.1,-34.18882,55,-0.29570252,-1.2041414,-0.48240536,-0.82279503,1.5258943,-2.3841858e-07,-2.5791268,0.044021606,0.7024287,-1.6728357,-0.8645927
24,4.0,41,31,2,2,BW,11,65.18010067939758,122000,1e-05,20,0.1,-32.48112,60,-0.3693127,-1.4675376,-0.62840956,-0.52581286,1.7652515,-1.1920929e-07,-2.2551758,0.033558607,0.51358235,-1.4417033,-0.7389356
25,189.0,593,312,3,3,BW,11,65.18010067939758,122000,1e-05,20,0.1,-32.48112,60,-0.3693127,-1.4675376,-0.62840956,-0.52581286,1.7652515,-1.1920929e-07,-2.2551758,0.033558607,0.51358235,-1.4417033,-0.7389356
26,4.0,37,24,2,2,BW,11,70.46417260169983,132000,1e-05,20,0.1,-31.29207,65,-0.2556848,-1.6529398,-0.6778496,-0.32143685,2.147849,-5.9604645e-08,-1.9736522,-0.011191249,0.33656162,-1.1740563,-0.8004402
27,100.0,320,161,3,3,BW,11,70.46417260169983,132000,1e-05,20,0.1,-31.29207,65,-0.2556848,-1.6529398,-0.6778496,-0.32143685,2.147849,-5.9604645e-08,-1.9736522,-0.011191249,0.33656162,-1.1740563,-0.8004402
28,5.0,44,31,2,2,BW,11,75.71990776062012,142000,1e-05,20,0.1,-33.40265,70,-0.42622364,-1.683985,-0.57881117,-0.56802154,1.396076,-2.682209e-07,-2.0358562,0.13948226,0.17616361,-0.93384784,-1.1309925
29,91.0,398,214,3,3,BW,11,75.71990776062012,142000,1e-05,20,0.1,-33.40265,70,-0.42622364,-1.683985,-0.57881117,-0.56802154,1.396076,-2.682209e-07,-2.0358562,0.13948226,0.17616361,-0.93384784,-1.1309925
30,4.0,35,22,2,2,BW,11,80.9620885848999,152000,1e-05,20,0.1,-30.103018,75,-0.11157992,-1.776489,-0.7744455,-0.52648336,2.0300226,-6.3329935e-08,-1.8011668,0.13804471,0.32265943,-1.3579106,-0.555843
31,161.0,426,207,3,3,BW,11,80.9620885848999,152000,1e-05,20,0.1,-30.103018,75,-0.11157992,-1.776489,-0.7744455,-0.52648336,2.0300226,-6.3329935e-08,-1.8011668,0.13804471,0.32265943,-1.3579106,-0.555843
