,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,442,221,783,413,727,195,0,1,146,137.42,191.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/0.onnx,CM,2,2,0.011956214904785156,0,1e-05,20,0.1,15,True,0
1,1161,221,2355,413,2691,342,155,1,588,180.25,1498.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/1.onnx,CM,2,2,154.22924256324768,50000,1e-05,20,0.1,15,True,1
2,1161,221,2176,413,1779,184,152,1,482,57.31,962.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/2.onnx,CM,2,2,286.3225200176239,100000,1e-05,20,0.1,15,True,2
3,1158,221,2130,413,1331,217,148,1,382,56.2,642.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/3.onnx,CM,2,2,410.5902290344238,150000,1e-05,20,0.1,15,True,3
4,1161,221,2328,413,2433,154,77,1,753,97.22,1635.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/4.onnx,CM,2,2,525.3749721050262,200000,1e-05,20,0.1,15,True,4
5,751,221,1454,413,775,121,73,1,350,43.92,197.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/5.onnx,CM,2,2,617.4006955623627,250000,1e-05,20,0.1,15,True,5
6,783,221,1042,413,1211,143,0,33,120,104.66,714.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/6.onnx,CM,2,2,704.4562427997589,300000,1e-05,20,0.1,15,True,6
7,1124,221,2314,413,1165,199,138,1,558,126.68,316.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/7.onnx,CM,2,2,790.7751591205597,350000,1e-05,20,0.1,15,True,7
8,1136,221,1818,413,1417,247,2,1,411,154.55,818.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/8.onnx,CM,2,2,887.1035108566284,400000,1e-05,20,0.1,15,True,8
9,783,221,1130,413,1163,126,0,8,184,119.58,628.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/9.onnx,CM,2,2,984.4263043403625,450000,1e-05,20,0.1,15,True,9
10,1161,221,2203,413,1624,214,12,19,772,155.07,995.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/10.onnx,CM,2,2,1082.3061137199402,500000,1e-05,20,0.1,15,True,10
11,1152,221,1799,413,1749,138,19,72,469,83.74,1254.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/11.onnx,CM,2,2,1176.1503674983978,550000,1e-05,20,0.1,15,True,11
12,1150,221,2378,413,1251,219,103,1,570,35.38,371.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/12.onnx,CM,2,2,1268.0529453754425,600000,1e-05,20,0.1,15,True,12
13,907,249,1801,453,1019,154,145,1,447,24.61,344.0,new,experiments/results/CM_2_2/ra_feature2opt_2h/13.onnx,CM,2,2,1360.0278732776642,650000,1e-05,20,0.1,15,True,13
