,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,9.0,72,45,2,2,AT,11,1389.7559247016907,2400000,-39.06101828175581,0
1,355.0,795,433,3,3,AT,11,1389.7559247016907,2400000,-39.06101828175581,0
2,8.0,72,45,2,2,AT,11,1512.697387456894,2600000,-39.404873310101976,1
3,317.0,744,423,3,3,AT,11,1512.697387456894,2600000,-39.404873310101976,1
4,9.0,72,45,2,2,AT,11,1148.3148748874664,2000000,-38.21473378057194,2
5,322.0,748,425,3,3,AT,11,1148.3148748874664,2000000,-38.21473378057194,2
6,9.0,72,45,2,2,AT,11,912.9394149780273,1600000,-34.58391018482695,3
7,321.0,754,426,3,3,AT,11,912.9394149780273,1600000,-34.58391018482695,3
8,8.0,72,45,2,2,AT,11,1267.7404646873474,2200000,-39.420609528573465,4
9,320.0,759,424,3,3,AT,11,1267.7404646873474,2200000,-39.420609528573465,4
10,9.0,77,49,2,2,AT,11,337.0808789730072,600000,-21.439806955881988,5
11,293.0,755,456,3,3,AT,11,337.0808789730072,600000,-21.439806955881988,5
12,9.0,72,45,2,2,AT,11,1029.4763650894165,1800000,-36.9476490836874,6
13,319.0,838,460,3,3,AT,11,1029.4763650894165,1800000,-36.9476490836874,6
14,9.0,80,46,2,2,AT,11,111.93808555603027,200000,-11.450772021774657,7
15,308.0,1060,552,3,3,AT,11,111.93808555603027,200000,-11.450772021774657,7
16,8.0,72,45,2,2,AT,11,795.9931299686432,1400000,-32.58258455167486,8
17,298.0,736,421,3,3,AT,11,795.9931299686432,1400000,-32.58258455167486,8
18,9.0,74,49,2,2,AT,11,565.3775029182434,1000000,-26.62719534567515,9
19,413.0,717,420,3,3,AT,11,565.3775029182434,1000000,-26.62719534567515,9
20,9.0,70,44,2,2,AT,11,224.34432673454285,400000,-18.85082628822928,10
21,547.0,806,478,3,3,AT,11,224.34432673454285,400000,-18.85082628822928,10
22,9.0,72,45,2,2,AT,11,1635.9318525791168,2800000,-38.925546398785926,11
23,321.0,770,433,3,3,AT,11,1635.9318525791168,2800000,-38.925546398785926,11
24,9.0,73,44,2,2,AT,11,1763.731051683426,3000000,-37.29548576258625,12
25,425.0,942,553,3,3,AT,11,1763.731051683426,3000000,-37.29548576258625,12
26,8.0,69,43,2,2,AT,11,451.07728028297424,800000,-23.98318683169032,13
27,429.0,710,416,3,3,AT,11,451.07728028297424,800000,-23.98318683169032,13
28,9.0,72,44,2,2,AT,11,680.370772600174,1200000,-29.364478142559623,14
29,284.0,776,454,3,3,AT,11,680.370772600174,1200000,-29.364478142559623,14
