,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,6.0,6.0,8.0,8.0,160.0,2.0,0.0,1.0,0.0,15.63,3.0,new,e,AT,1,1
1,6.0,6.0,8.0,8.0,112.0,2.0,0.0,1.0,0.0,15.63,5.0,new,e,AT,1,2
2,6.0,6.0,8.0,8.0,111.0,2.0,0.0,2.0,0.0,15.69,5.0,new,e,AT,1,3
3,6.0,6.0,8.0,8.0,110.0,2.0,0.0,2.0,0.0,15.68,3.0,new,e,AT,1,4
4,6.0,6.0,8.0,8.0,140.0,2.0,0.0,2.0,0.0,15.63,5.0,new,e,AT,1,5
5,6.0,6.0,8.0,8.0,113.0,2.0,0.0,2.0,0.0,15.64,5.0,new,e,AT,1,6
6,6.0,6.0,8.0,8.0,112.0,2.0,0.0,2.0,0.0,15.63,6.0,new,e,AT,1,7
7,6.0,6.0,8.0,8.0,130.0,2.0,0.0,2.0,0.0,15.63,6.0,new,e,AT,1,8
8,6.0,6.0,8.0,8.0,114.0,2.0,0.0,2.0,0.0,15.63,6.0,new,e,AT,1,9
9,6.0,6.0,8.0,8.0,110.0,2.0,0.0,2.0,0.0,15.62,6.0,new,e,AT,1,10
10,12.0,6.0,19.0,8.0,117.0,2.0,0.0,1.0,0.0,16.18,6.0,new,e,AT,1,11
11,13.0,6.0,21.0,8.0,118.0,2.0,0.0,1.0,0.0,16.18,8.0,new,e,AT,1,12
12,13.0,6.0,21.0,8.0,119.0,2.0,0.0,1.0,0.0,16.18,8.0,new,e,AT,1,13
13,6.0,6.0,8.0,8.0,112.0,2.0,0.0,2.0,0.0,16.18,5.0,new,e,AT,1,14
14,6.0,6.0,8.0,8.0,115.0,2.0,0.0,2.0,0.0,16.18,7.0,new,e,AT,1,15
15,15.0,0.0,20.0,0.0,117.0,4.0,0.0,0.0,1.0,0.0,8.0,new,e,AT,2,1
16,23.0,23.0,35.0,33.0,122.0,6.0,0.0,1.0,0.0,16.18,11.0,new,e,AT,2,2
17,31.0,23.0,54.0,34.0,128.0,14.0,0.0,1.0,0.0,17.14,17.0,new,e,AT,2,3
18,31.0,29.0,48.0,40.0,127.0,5.0,0.0,3.0,1.0,17.14,15.0,new,e,AT,2,4
19,39.0,23.0,65.0,34.0,138.0,11.0,0.0,3.0,2.0,17.7,17.0,new,e,AT,2,5
20,32.0,26.0,47.0,36.0,132.0,7.0,0.0,3.0,2.0,17.62,17.0,new,e,AT,2,6
21,42.0,24.0,65.0,34.0,139.0,8.0,0.0,3.0,3.0,18.66,23.0,new,e,AT,2,7
