,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,8.0,71,48,2,2,AT,11,1275.909511566162,2400000,-40.086529356908194,0
1,435.0,950,557,3,3,AT,11,1275.909511566162,2400000,-40.086529356908194,0
2,9.0,79,48,2,2,AT,11,1716.1828081607819,3200000,-42.99244790067598,1
3,356.0,921,542,3,3,AT,11,1716.1828081607819,3200000,-42.99244790067598,1
4,8.0,66,43,2,2,AT,11,1385.0609788894653,2600000,-38.13256577358848,2
5,137.0,557,347,3,3,AT,11,1385.0609788894653,2600000,-38.13256577358848,2
6,5.0,44,29,2,2,AT,11,1057.092692375183,2000000,-37.88357444160812,3
7,112.0,445,257,3,3,AT,11,1057.092692375183,2000000,-37.88357444160812,3
8,8.0,69,44,2,2,AT,11,842.2408185005188,1600000,-36.90073160654638,4
9,387.0,927,547,3,3,AT,11,842.2408185005188,1600000,-36.90073160654638,4
10,8.0,69,43,2,2,AT,11,1166.2237532138824,2200000,-39.89477570014915,5
11,361.0,936,525,3,3,AT,11,1166.2237532138824,2200000,-39.89477570014915,5
12,6.0,56,36,2,2,AT,11,311.0546832084656,600000,-18.60617005809166,6
13,170.0,612,336,3,3,AT,11,311.0546832084656,600000,-18.60617005809166,6
14,7.0,62,39,2,2,AT,11,949.5198316574097,1800000,-35.72981798694033,7
15,112.0,428,253,3,3,AT,11,949.5198316574097,1800000,-35.72981798694033,7
16,6.0,58,36,2,2,AT,11,102.93940114974976,200000,-13.529964403805746,8
17,292.0,723,366,3,3,AT,11,102.93940114974976,200000,-13.529964403805746,8
18,9.0,72,46,2,2,AT,11,734.5171618461609,1400000,-35.949001798781154,9
19,482.0,898,471,3,3,AT,11,734.5171618461609,1400000,-35.949001798781154,9
20,7.0,59,44,2,2,AT,11,522.8387079238892,1000000,-28.64386259550179,10
21,122.0,499,348,3,3,AT,11,522.8387079238892,1000000,-28.64386259550179,10
22,8.0,67,43,2,2,AT,11,207.0204734802246,400000,-16.81436205662216,11
23,338.0,883,533,3,3,AT,11,207.0204734802246,400000,-16.81436205662216,11
24,8.0,67,43,2,2,AT,11,1494.6446368694305,2800000,-38.96362712557703,12
25,334.0,824,518,3,3,AT,11,1494.6446368694305,2800000,-38.96362712557703,12
26,8.0,62,38,2,2,AT,11,1605.1686418056488,3000000,-38.000731909251975,13
27,185.0,632,371,3,3,AT,11,1605.1686418056488,3000000,-38.000731909251975,13
28,8.0,69,45,2,2,AT,11,416.22668075561523,800000,-22.473054767930524,14
29,152.0,585,403,3,3,AT,11,416.22668075561523,800000,-22.473054767930524,14
30,7.0,66,43,2,2,AT,11,627.6235344409943,1200000,-29.006635322593684,15
31,318.0,924,543,3,3,AT,11,627.6235344409943,1200000,-29.006635322593684,15
