,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,3.0,58,36,2,2,AT,11,1.3976435661315918,2000,1e-05,20,0.1,-1.1571589,0,-0.91774714,-0.4632491,-1.5765712,0.35973537,0.9404142,0.0,-1.3325754,0.06410119,1.1272492,-0.99042654,-1.1449864
1,218.0,761,384,3,3,AT,11,1.3976435661315918,2000,1e-05,20,0.1,-1.1571589,0,-0.91774714,-0.4632491,-1.5765712,0.35973537,0.9404142,0.0,-1.3325754,0.06410119,1.1272492,-0.99042654,-1.1449864
2,4.0,58,36,2,2,AT,11,2.5828804969787598,4000,1e-05,20,0.1,-2.5532677,1,-0.99733764,-0.5807374,-1.8392552,0.35374513,0.7108755,-1.1920929e-07,-1.0583807,-0.26463825,0.66286343,-1.1298317,-1.2450895
3,275.0,777,370,3,3,AT,11,2.5828804969787598,4000,1e-05,20,0.1,-2.5532677,1,-0.99733764,-0.5807374,-1.8392552,0.35374513,0.7108755,-1.1920929e-07,-1.0583807,-0.26463825,0.66286343,-1.1298317,-1.2450895
4,4.0,58,36,2,2,AT,11,3.7076077461242676,6000,1e-05,20,0.1,-4.521971,2,-1.0101238,-0.7004993,-2.0330484,0.3578236,0.5657986,-2.3841858e-07,-0.99620545,-0.6280917,0.3986788,-1.251514,-1.4166611
5,239.0,777,370,3,3,AT,11,3.7076077461242676,6000,1e-05,20,0.1,-4.521971,2,-1.0101238,-0.7004993,-2.0330484,0.3578236,0.5657986,-2.3841858e-07,-0.99620545,-0.6280917,0.3986788,-1.251514,-1.4166611
6,4.0,65,38,2,2,AT,11,4.8165647983551025,8000,1e-05,20,0.1,-7.1678343,3,-0.96203816,-0.8053167,-2.1939628,0.29240644,0.46231508,-4.7683716e-07,-0.99327713,-0.8971313,0.26040897,-1.3776965,-1.562297
7,242.0,777,370,3,3,AT,11,4.8165647983551025,8000,1e-05,20,0.1,-7.1678343,3,-0.96203816,-0.8053167,-2.1939628,0.29240644,0.46231508,-4.7683716e-07,-0.99327713,-0.8971313,0.26040897,-1.3776965,-1.562297
8,5.0,66,38,2,2,AT,11,5.96124529838562,10000,1e-05,20,0.1,-10.389893,4,-0.9094943,-0.9181235,-2.2980812,0.21000364,0.39731318,-2.3841858e-07,-1.0222815,-1.1472518,0.17594863,-1.5039355,-1.7091604
9,222.0,793,370,3,3,AT,11,5.96124529838562,10000,1e-05,20,0.1,-10.389893,4,-0.9094943,-0.9181235,-2.2980812,0.21000364,0.39731318,-2.3841858e-07,-1.0222815,-1.1472518,0.17594863,-1.5039355,-1.7091604
