,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,6.0,58,39,2,2,AT,11,1692.6527869701385,2400000,-14.339602014461782,0
1,152.0,516,308,3,3,AT,11,1692.6527869701385,2400000,-14.339602014461782,0
2,7.0,65,44,2,2,AT,11,1369.0407853126526,2000000,-19.19078828963314,1
3,301.0,680,405,3,3,AT,11,1369.0407853126526,2000000,-19.19078828963314,1
4,7.0,63,43,2,2,AT,11,1068.240624666214,1600000,-24.66176609430951,2
5,302.0,749,454,3,3,AT,11,1068.240624666214,1600000,-24.66176609430951,2
6,7.0,65,43,2,2,AT,11,1532.2553462982178,2200000,-18.494086618665612,3
7,221.0,657,408,3,3,AT,11,1532.2553462982178,2200000,-18.494086618665612,3
8,7.0,61,39,2,2,AT,11,372.998996257782,600000,-25.638457803747805,4
9,207.0,760,423,3,3,AT,11,372.998996257782,600000,-25.638457803747805,4
10,6.0,60,39,2,2,AT,11,1217.6183257102966,1800000,-20.99432489427526,5
11,131.0,606,357,3,3,AT,11,1217.6183257102966,1800000,-20.99432489427526,5
12,9.0,71,43,2,2,AT,11,120.4573757648468,200000,-31.3702331661095,6
13,317.0,749,422,3,3,AT,11,120.4573757648468,200000,-31.3702331661095,6
14,7.0,65,43,2,2,AT,11,918.9776377677917,1400000,-22.212825672669545,7
15,186.0,685,427,3,3,AT,11,918.9776377677917,1400000,-22.212825672669545,7
16,7.0,62,39,2,2,AT,11,640.6508564949036,1000000,-26.36517652879596,8
17,234.0,757,437,3,3,AT,11,640.6508564949036,1000000,-26.36517652879596,8
18,6.0,61,41,2,2,AT,11,246.77535915374756,400000,-27.70341397211803,9
19,304.0,817,455,3,3,AT,11,246.77535915374756,400000,-27.70341397211803,9
20,9.0,81,48,2,2,AT,11,506.4306149482727,800000,-28.43232003434362,10
21,312.0,976,522,3,3,AT,11,506.4306149482727,800000,-28.43232003434362,10
22,7.0,60,42,2,2,AT,11,777.6789643764496,1200000,-23.27326899054664,11
23,196.0,713,459,3,3,AT,11,777.6789643764496,1200000,-23.27326899054664,11
