,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,10.0,87,49,2,2,AT,11,1320.429256439209,2400000,-80.14313223498252,0
1,399.0,1092,532,3,3,AT,11,1320.429256439209,2400000,-80.14313223498252,0
2,11.0,87,49,2,2,AT,11,1769.1510963439941,3200000,-75.39218035156206,1
3,374.0,1041,501,3,3,AT,11,1769.1510963439941,3200000,-75.39218035156206,1
4,10.0,86,49,2,2,AT,11,1432.2926433086395,2600000,-80.23532346772386,2
5,379.0,1037,499,3,3,AT,11,1432.2926433086395,2600000,-80.23532346772386,2
6,10.0,87,49,2,2,AT,11,1096.7873418331146,2000000,-80.58094511807737,3
7,340.0,1042,502,3,3,AT,11,1096.7873418331146,2000000,-80.58094511807737,3
8,10.0,87,49,2,2,AT,11,876.6906547546387,1600000,-79.95950272090049,4
9,369.0,1036,498,3,3,AT,11,876.6906547546387,1600000,-79.95950272090049,4
10,10.0,87,49,2,2,AT,11,1209.032431602478,2200000,-79.55030857575683,5
11,350.0,1048,503,3,3,AT,11,1209.032431602478,2200000,-79.55030857575683,5
12,10.0,87,49,2,2,AT,11,330.7307393550873,600000,-79.38717424979197,6
13,360.0,1042,502,3,3,AT,11,330.7307393550873,600000,-79.38717424979197,6
14,10.0,87,49,2,2,AT,11,985.9158225059509,1800000,-80.66871905369032,7
15,401.0,1049,503,3,3,AT,11,985.9158225059509,1800000,-80.66871905369032,7
16,11.0,87,49,2,2,AT,11,110.40399408340454,200000,-78.13405537176669,8
17,372.0,1032,494,3,3,AT,11,110.40399408340454,200000,-78.13405537176669,8
18,10.0,87,49,2,2,AT,11,766.9762926101685,1400000,-80.23654403997192,9
19,335.0,1036,498,3,3,AT,11,766.9762926101685,1400000,-80.23654403997192,9
20,10.0,87,49,2,2,AT,11,547.5475809574127,1000000,-79.89450603376416,10
21,410.0,1042,502,3,3,AT,11,547.5475809574127,1000000,-79.89450603376416,10
22,10.0,87,49,2,2,AT,11,222.15279245376587,400000,-78.2535769300548,11
23,329.0,1042,502,3,3,AT,11,222.15279245376587,400000,-78.2535769300548,11
24,10.0,87,49,2,2,AT,11,1544.6765794754028,2800000,-79.79277581455226,12
25,426.0,1048,503,3,3,AT,11,1544.6765794754028,2800000,-79.79277581455226,12
26,10.0,87,49,2,2,AT,11,1656.9827280044556,3000000,-71.99685947465338,13
27,380.0,1048,503,3,3,AT,11,1656.9827280044556,3000000,-71.99685947465338,13
28,10.0,87,49,2,2,AT,11,438.9155149459839,800000,-79.69314429742536,14
29,358.0,1032,494,3,3,AT,11,438.9155149459839,800000,-79.69314429742536,14
30,10.0,87,49,2,2,AT,11,657.4704525470734,1200000,-80.39372818712525,15
31,389.0,1034,495,3,3,AT,11,657.4704525470734,1200000,-80.39372818712525,15
