,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon
0,0.0,8.0,6.0,1,1,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
1,1.0,8.0,6.0,1,2,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
2,1.0,8.0,6.0,1,3,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
3,1.0,8.0,6.0,1,4,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
4,0.0,8.0,6.0,1,5,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
5,1.0,20.0,15.0,2,1,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
6,2.0,35.0,23.0,2,2,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
7,5.0,54.0,31.0,2,3,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
8,4.0,48.0,31.0,2,4,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
9,6.0,65.0,39.0,2,5,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
10,4.0,45.0,35.0,3,1,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
11,90.0,411.0,258.0,3,2,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
12,86.0,396.0,272.0,3,3,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
13,152.0,488.0,319.0,3,4,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
14,473.0,971.0,540.0,3,5,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
15,6.0,59.0,49.0,4,1,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
16,368.0,1127.0,830.0,4,2,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
17,8481.0,4754.0,2902.0,4,3,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
18,13235.0,5033.0,3087.0,4,4,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
19,32451.0,7415.0,4173.0,4,5,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
20,18.0,121.0,99.0,5,1,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
21,1910.0,2118.0,1607.0,5,2,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
22,160522.0,20832.0,14393.0,5,3,AT,11.0,107.54139351844788,192000,1e-05,20,0.1
23,,,,5,4,AT,,107.54139351844788,192000,1e-05,20,0.1
24,,,,5,5,AT,,107.54139351844788,192000,1e-05,20,0.1
