,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,43,27,69,45,130,19,0,1,2,17.14,13.0,new,base_features_2h0,AT,2,2,50.9356644153595,50000,1e-05,20,0.1,11,False,-46.183586,0,0.5761795,-0.61000586,-1.0944558,-0.05084777,0.13356252,3.6930072,-6.224208,-4.2911425,-1.4929415,-1.7812363,-5.172062
1,46,25,76,39,133,22,0,1,3,17.62,22.0,new,base_features_2h1,AT,2,2,101.52611327171326,100000,1e-05,20,0.1,11,False,-49.754303,1,0.5653602,-0.028725982,-0.41469252,0.76270497,1.0971484,5.629366,-5.756788,-3.9410076,-1.4686527,-1.3905331,-4.8092313
2,32,23,46,33,125,8,0,1,3,16.18,11.0,new,base_features_2h2,AT,2,2,151.55224609375,150000,1e-05,20,0.1,11,False,-37.75937,2,0.49314332,0.12322438,0.3427692,-0.25821573,0.12774989,8.150394,-5.3649487,-2.7615778,-1.2302061,-2.2965233,-3.491959
3,34,23,50,33,124,10,0,2,4,16.18,12.0,new,base_features_2h3,AT,2,2,201.92839097976685,200000,1e-05,20,0.1,11,False,-33.57092,3,0.491199,0.19563222,0.51542866,-0.15624326,0.16980709,9.7869,-4.827328,-2.41209,-0.97153455,-1.7570174,-3.2326064
4,44,25,70,39,149,7,0,1,5,16.66,17.0,new,base_features_2h4,AT,2,2,252.4612717628479,250000,1e-05,20,0.1,11,False,-42.59674,4,0.5019667,0.06313765,-0.18606046,-0.2293927,0.18816829,10.588995,-4.502092,-2.6056232,-0.7692853,-1.6379639,-3.5094938
5,22,20,33,30,119,6,0,4,1,16.18,10.0,new,base_features_2h5,AT,2,2,303.66407585144043,300000,1e-05,20,0.1,11,False,-32.885708,5,0.09062982,-0.60450226,0.0786319,-0.27485403,-0.17036049,11.09891,-4.7652793,-2.8858366,-0.48429468,-2.466853,-3.505589
6,39,22,61,36,158,12,0,4,4,16.66,13.0,new,base_features_2h6,AT,2,2,355.2327218055725,350000,1e-05,20,0.1,11,False,-42.653183,6,0.5241482,-0.2875139,-0.3368876,-0.39936545,0.10978115,10.958647,-4.2746806,-2.5297878,-0.48451996,-1.986693,-3.3643517
7,37,23,53,33,126,11,0,4,6,16.66,9.0,new,base_features_2h7,AT,2,2,406.19692945480347,400000,1e-05,20,0.1,11,False,-36.825405,7,0.42784458,-0.1465596,0.07142058,-0.34156194,0.062505595,11.148355,-4.6170588,-2.55978,-0.44973984,-1.7656828,-3.3655267
8,36,25,58,39,129,14,0,4,7,16.66,14.0,new,base_features_2h8,AT,2,2,456.2591245174408,450000,1e-05,20,0.1,11,False,-42.807804,8,0.33998433,-0.11509448,-0.11915153,-0.2183074,0.030532185,10.906433,-4.3896837,-2.745533,-0.17465673,-1.7552419,-3.593421
9,44,22,72,36,133,15,0,1,8,16.66,18.0,new,base_features_2h9,AT,2,2,506.7529196739197,500000,1e-05,20,0.1,11,False,-44.887035,9,0.2863246,-0.018708944,-0.17852661,-0.051158905,0.074889295,10.928082,-4.339212,-2.6896589,-0.20259821,-1.7540293,-3.4990573
10,22,20,33,30,120,7,0,1,1,15.7,11.0,new,base_features_2h10,AT,2,2,557.4365134239197,550000,1e-05,20,0.1,11,False,-30.888887,10,0.07353798,-0.14481705,0.63687164,-0.40323913,-0.094100304,10.500176,-4.823827,-1.9210212,-0.5279516,-1.8413689,-2.7247856
11,46,22,68,36,153,8,0,1,8,16.66,16.0,new,base_features_2h11,AT,2,2,607.3837561607361,600000,1e-05,20,0.1,11,False,-43.357063,11,0.54653376,0.03888178,-0.032465696,-0.11463362,0.10635245,9.253334,-4.200921,-2.514152,-0.13903734,-1.8712269,-3.3891914
12,39,25,59,39,127,11,0,1,6,16.66,12.0,new,base_features_2h12,AT,2,2,657.4703059196472,650000,1e-05,20,0.1,11,False,-38.254486,12,0.332519,-0.092496574,0.013163954,-0.025390983,-0.028722957,8.455233,-4.437432,-2.756266,-0.23460591,-2.3035824,-3.2858043
13,39,22,58,36,150,12,0,1,6,16.66,18.0,new,base_features_2h13,AT,2,2,707.7533235549927,700000,1e-05,20,0.1,11,False,-38.332916,13,0.27598318,-0.04764551,0.12924783,-0.10879615,-0.02595406,7.2234674,-4.64254,-3.08475,-0.14360692,-2.2935958,-3.624506
14,39,25,58,39,130,14,0,2,5,16.66,10.0,new,base_features_2h14,AT,2,2,758.3901169300079,750000,1e-05,20,0.1,11,False,-38.30225,14,0.30340454,-0.111469746,-0.05434139,-0.030011356,-0.027143613,6.786977,-4.595629,-2.8831222,-0.08647674,-2.2083013,-3.6131392
15,39,22,63,36,128,11,0,1,10,16.66,16.0,new,base_features_2h15,AT,2,2,808.9160106182098,800000,1e-05,20,0.1,11,False,-37.016956,15,0.4171031,-0.07986629,-0.026770368,-0.1869824,0.011748172,6.0689273,-4.4248605,-2.8022246,-0.11791778,-2.3906732,-3.484385
16,39,22,64,36,149,8,0,1,11,16.66,15.0,new,base_features_2h16,AT,2,2,859.3545699119568,850000,1e-05,20,0.1,11,False,-36.68835,16,0.37918264,-0.25726998,-0.12266423,-0.22002494,0.036646046,6.2102513,-4.124653,-2.7270577,-0.064111374,-2.327529,-3.395964
17,39,20,57,30,141,7,0,1,5,16.66,12.0,new,base_features_2h17,AT,2,2,909.4809634685516,900000,1e-05,20,0.1,11,False,-38.544807,17,0.44587886,0.1399653,0.072324604,-0.10239217,0.06291053,6.5589995,-4.4913373,-2.8525143,-0.14415233,-2.2234128,-3.421089
