,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,8.0,67,46,2,2,AT,11,1610.4788658618927,2400000,-46.50445616381746,0
1,375.0,806,525,3,3,AT,11,1610.4788658618927,2400000,-46.50445616381746,0
2,9.0,82,47,2,2,AT,11,1762.3266882896423,2600000,-46.95625216668808,1
3,464.0,980,496,3,3,AT,11,1762.3266882896423,2600000,-46.95625216668808,1
4,10.0,86,51,2,2,AT,11,1309.7937984466553,2000000,-44.45483506798287,2
5,445.0,1072,572,3,3,AT,11,1309.7937984466553,2000000,-44.45483506798287,2
6,5.0,40,25,2,2,AT,11,1026.9151787757874,1600000,-37.540227404487666,3
7,236.0,608,347,3,3,AT,11,1026.9151787757874,1600000,-37.540227404487666,3
8,8.0,78,50,2,2,AT,11,1456.9503185749054,2200000,-46.802908600873295,4
9,417.0,913,533,3,3,AT,11,1456.9503185749054,2200000,-46.802908600873295,4
10,8.0,68,42,2,2,AT,11,356.22445940971375,600000,-26.694281003553247,5
11,273.0,861,448,3,3,AT,11,356.22445940971375,600000,-26.694281003553247,5
12,7.0,59,36,2,2,AT,11,1167.7903022766113,1800000,-40.489456999730905,6
13,302.0,648,356,3,3,AT,11,1167.7903022766113,1800000,-40.489456999730905,6
14,7.0,58,39,2,2,AT,11,113.07705736160278,200000,-34.7136569807092,7
15,257.0,779,479,3,3,AT,11,113.07705736160278,200000,-34.7136569807092,7
16,8.0,70,44,2,2,AT,11,883.1728637218475,1400000,-33.36264546761617,8
17,330.0,734,443,3,3,AT,11,883.1728637218475,1400000,-33.36264546761617,8
18,7.0,57,33,2,2,AT,11,608.753490447998,1000000,-31.382824849350182,9
19,230.0,665,371,3,3,AT,11,608.753490447998,1000000,-31.382824849350182,9
20,7.0,66,46,2,2,AT,11,233.96225571632385,400000,-24.779415587880443,10
21,336.0,954,535,3,3,AT,11,233.96225571632385,400000,-24.779415587880443,10
22,8.0,71,44,2,2,AT,11,478.842577457428,800000,-28.30953487438967,11
23,377.0,751,448,3,3,AT,11,478.842577457428,800000,-28.30953487438967,11
24,7.0,64,39,2,2,AT,11,741.7513258457184,1200000,-33.88437224697479,12
25,393.0,812,447,3,3,AT,11,741.7513258457184,1200000,-33.88437224697479,12
