,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,7.0,73,41,2,2,AT,11,1.0585787296295166,2000,1e-05,20,0.1,-0.29757574,0,-0.71132404,1.3597848,-2.128859,1.7248094,1.8961365,7.376075e-07,0.6529522,-1.1745672,0.86401826,-0.63973814,-0.035240054
1,289.0,823,409,3,3,AT,11,1.0585787296295166,2000,1e-05,20,0.1,-0.29757574,0,-0.71132404,1.3597848,-2.128859,1.7248094,1.8961365,7.376075e-07,0.6529522,-1.1745672,0.86401826,-0.63973814,-0.035240054
2,93.0,64,36,2,2,AT,11,2.1237099170684814,4000,1e-05,20,0.1,-1.3346651,1,-0.81594396,1.0519739,-2.200492,1.179167,1.4921048,4.3213367e-07,0.73505616,-1.010635,0.34823743,-1.1786108,-0.7803718
3,210.0,722,335,3,3,AT,11,2.1237099170684814,4000,1e-05,20,0.1,-1.3346651,1,-0.81594396,1.0519739,-2.200492,1.179167,1.4921048,4.3213367e-07,0.73505616,-1.010635,0.34823743,-1.1786108,-0.7803718
4,6.0,66,38,2,2,AT,11,3.179387092590332,6000,1e-05,20,0.1,-2.6898496,2,-0.8625261,0.69493496,-2.1100488,0.80962205,1.0557629,1.1920929e-07,0.53881586,-1.0132823,0.081909195,-1.3024721,-1.1537375
5,223.0,722,338,3,3,AT,11,3.179387092590332,6000,1e-05,20,0.1,-2.6898496,2,-0.8625261,0.69493496,-2.1100488,0.80962205,1.0557629,1.1920929e-07,0.53881586,-1.0132823,0.081909195,-1.3024721,-1.1537375
6,6.0,64,36,2,2,AT,11,4.231064796447754,8000,1e-05,20,0.1,-4.585092,3,-0.9074921,0.3660761,-2.0462184,0.57535654,0.77496684,-4.5634806e-08,0.36723232,-1.0103719,-0.029721178,-1.2974105,-1.3469058
7,275.0,721,336,3,3,AT,11,4.231064796447754,8000,1e-05,20,0.1,-4.585092,3,-0.9074921,0.3660761,-2.0462184,0.57535654,0.77496684,-4.5634806e-08,0.36723232,-1.0103719,-0.029721178,-1.2974105,-1.3469058
8,4.0,64,36,2,2,AT,11,5.283293724060059,10000,1e-05,20,0.1,-7.0262995,4,-0.9100396,0.11619353,-2.0485847,0.43870234,0.59152555,-2.2351742e-07,0.20305261,-1.0339584,-0.0732591,-1.2993406,-1.4745554
9,178.0,722,338,3,3,AT,11,5.283293724060059,10000,1e-05,20,0.1,-7.0262995,4,-0.9100396,0.11619353,-2.0485847,0.43870234,0.59152555,-2.2351742e-07,0.20305261,-1.0339584,-0.0732591,-1.2993406,-1.4745554
