,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,7.0,61,39,2,2,AT,11,1732.5296285152435,2400000,-22.011005019012156,0
1,244.0,816,470,3,3,AT,11,1732.5296285152435,2400000,-22.011005019012156,0
2,7.0,65,40,2,2,AT,11,1400.7144267559052,2000000,-27.13031848016237,1
3,281.0,778,455,3,3,AT,11,1400.7144267559052,2000000,-27.13031848016237,1
4,7.0,67,42,2,2,AT,11,1084.3303945064545,1600000,-31.407237537133188,2
5,246.0,713,402,3,3,AT,11,1084.3303945064545,1600000,-31.407237537133188,2
6,7.0,60,39,2,2,AT,11,1563.8761489391327,2200000,-22.732767890482446,3
7,323.0,786,453,3,3,AT,11,1563.8761489391327,2200000,-22.732767890482446,3
8,8.0,67,44,2,2,AT,11,374.0991666316986,600000,-24.63299610550359,4
9,315.0,752,463,3,3,AT,11,374.0991666316986,600000,-24.63299610550359,4
10,7.0,67,42,2,2,AT,11,1242.3305995464325,1800000,-30.733155513296154,5
11,302.0,801,442,3,3,AT,11,1242.3305995464325,1800000,-30.733155513296154,5
12,9.0,80,46,2,2,AT,11,119.0975546836853,200000,-15.658653282225105,6
13,318.0,793,421,3,3,AT,11,119.0975546836853,200000,-15.658653282225105,6
14,7.0,66,43,2,2,AT,11,936.1124837398529,1400000,-30.724261156737825,7
15,224.0,711,408,3,3,AT,11,936.1124837398529,1400000,-30.724261156737825,7
16,8.0,70,45,2,2,AT,11,644.9410107135773,1000000,-27.95858016192791,8
17,357.0,783,454,3,3,AT,11,644.9410107135773,1000000,-27.95858016192791,8
18,8.0,72,46,2,2,AT,11,240.04121470451355,400000,-22.199981122344084,9
19,658.0,859,570,3,3,AT,11,240.04121470451355,400000,-22.199981122344084,9
20,8.0,69,45,2,2,AT,11,512.2511086463928,800000,-25.896373377166945,10
21,291.0,711,423,3,3,AT,11,512.2511086463928,800000,-25.896373377166945,10
22,8.0,64,40,2,2,AT,11,791.7530796527863,1200000,-28.74700404941326,11
23,335.0,747,424,3,3,AT,11,791.7530796527863,1200000,-28.74700404941326,11
