,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,36,27,64,45,173,19,0,4,7,18.66,14.0,new,ra_feature_2h0,AT,2,2,60.844027042388916,50000,1e-05,20,0.1,13,True,-39.789406,0,-0.76409066,-1.799883,0.27180302,-0.7453517,-1.3263083,-0.9343555,0.7058297,-2.861023e-06,-5.2146907,-3.9709203,1.1920929e-07,-0.8549961,-5.2364073
1,37,25,66,39,170,7,0,1,10,18.18,17.0,new,ra_feature_2h1,AT,2,2,120.19501447677612,100000,1e-05,20,0.1,13,True,-43.392048,1,-2.6734338,-0.18859935,0.20745659,0.10760193,-0.010884024,-2.480606,1.0157263,-1.66893e-06,-3.6022935,-2.445017,1.1920929e-07,0.088325076,-3.5235047
2,34,22,56,36,179,8,0,1,8,18.18,11.0,new,ra_feature_2h2,AT,2,2,180.3286201953888,150000,1e-05,20,0.1,13,True,-38.204617,2,-2.16624,-0.33715343,0.47049105,0.13935587,-0.46927726,-1.9410024,0.8242182,-1.66893e-06,-4.1591687,-2.6529517,1.1920929e-07,-0.8904071,-3.7596169
3,36,25,60,39,162,15,0,2,8,18.66,16.0,new,ra_feature_2h3,AT,2,2,241.10368704795837,200000,1e-05,20,0.1,13,True,-40.509785,3,0.011724322,-1.0703839,0.8971222,0.055250406,-0.1665284,-0.2989636,0.427712,-2.3841858e-06,-4.845194,-3.0258577,1.1920929e-07,-1.4262782,-4.427196
4,22,20,34,30,155,8,0,4,1,17.14,11.0,new,ra_feature_2h4,AT,2,2,301.5998475551605,250000,1e-05,20,0.1,13,True,-30.695108,4,-0.03322933,-1.0179389,0.51799107,-0.74877715,0.49152577,-0.29599947,-0.07444066,-2.861023e-06,-5.7965765,-2.7648356,5.9604645e-08,-2.111413,-3.749127
5,32,25,52,39,156,15,0,2,6,18.18,6.0,new,ra_feature_2h5,AT,2,2,362.15055084228516,300000,1e-05,20,0.1,13,True,-38.749798,5,0.05924366,-0.6065482,0.51355195,-0.13388935,0.022563428,-0.4569822,0.17117772,-2.3841858e-06,-5.054709,-2.9033034,1.1920929e-07,-1.707759,-4.3386993
6,34,25,55,39,173,16,0,2,5,18.18,8.0,new,ra_feature_2h6,AT,2,2,421.80971336364746,350000,1e-05,20,0.1,13,True,-36.19026,6,-0.073355936,-0.8647733,0.7815214,-0.08941772,0.09100266,-0.48240453,0.21672131,-1.9073486e-06,-4.1433554,-2.27952,0.0,-2.147639,-3.418223
7,29,25,50,39,182,15,0,3,0,18.18,13.0,new,ra_feature_2h7,AT,2,2,481.79907846450806,400000,1e-05,20,0.1,13,True,-38.614376,7,0.07272014,-0.8250717,0.534576,0.015988432,0.08065136,-0.3721065,0.14296691,-1.9073486e-06,-4.498283,-2.8562136,0.0,-1.9115338,-4.085389
8,32,25,52,39,183,14,0,3,4,18.18,13.0,new,ra_feature_2h8,AT,2,2,542.2789018154144,450000,1e-05,20,0.1,13,True,-37.88938,8,-0.24027212,-0.79118,0.6288935,-0.10589142,-0.040745534,-0.5452922,0.13274716,-1.9073486e-06,-4.2323976,-2.5688553,0.0,-2.3348248,-3.5886858
9,27,25,46,39,177,15,0,3,0,17.62,21.0,new,ra_feature_2h9,AT,2,2,603.2263362407684,500000,1e-05,20,0.1,13,True,-35.00875,9,-0.43035337,-0.6934402,0.3065403,-0.30945432,-0.0075349286,-0.39805263,-0.045887407,-2.3841858e-06,-5.184807,-3.0694754,1.1920929e-07,-2.596329,-3.808776
