,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,32,22,52,36,164,12,0,1,6,17.7,13.0,new,ra_feature_4h0,AT,2,2,235.90920782089233,200000,1e-05,20,0.1,13,True,-41.13937,0,-0.047968335,-1.0254779,0.8043957,0.13402346,-0.23015481,-0.4024825,0.38766062,-2.3841858e-06,-5.171526,-3.124946,0.0,-1.588276,-4.437998
1,27,25,46,39,168,14,0,4,0,17.62,11.0,new,ra_feature_4h1,AT,2,2,469.82003569602966,400000,1e-05,20,0.1,13,True,-36.934364,1,-1.2394663,-0.24947883,0.28239524,-0.24001904,-0.25887933,-0.679749,0.056434054,-1.9073486e-06,-4.588806,-2.6694336,5.9604645e-08,-2.1348438,-3.6109004
2,23,23,34,33,178,8,0,4,0,17.14,13.0,new,ra_feature_4h2,AT,2,2,702.8768944740295,600000,1e-05,20,0.1,13,True,-27.31423,2,-0.32981765,-0.16889715,-0.21822128,-0.5761252,0.73950136,-0.3904394,-0.4089464,-2.3841858e-06,-6.035802,-2.5367887,2.9802322e-08,-2.2258022,-2.8798993
3,31,27,57,45,171,19,0,6,0,18.18,13.0,new,ra_feature_4h3,AT,2,2,935.9414417743683,800000,1e-05,20,0.1,13,True,-33.333923,3,-1.3758019,-0.07122019,0.41987622,-0.70536906,-0.31591672,-0.14320853,-0.3612615,-1.66893e-06,-3.9479795,-1.4248351,2.6077032e-08,-1.7334533,-2.0770698
4,30,20,52,30,163,17,0,4,0,18.18,13.0,new,ra_feature_4h4,AT,2,2,1170.792962551117,1000000,1e-05,20,0.1,13,True,-34.360386,4,-0.5889123,-0.044858158,0.23588425,-0.41002184,-0.15163703,-0.37949342,0.023874745,-1.9073486e-06,-3.8798013,-1.7718513,5.9604645e-08,-2.0830176,-2.769034
5,33,23,57,33,196,9,0,5,2,18.18,15.0,new,ra_feature_4h5,AT,2,2,1405.0195422172546,1200000,1e-05,20,0.1,13,True,-30.878063,5,-1.0184509,0.6026152,0.22079529,-0.8148544,-0.14929141,-0.61025965,-0.31638557,-2.3841858e-06,-4.5172873,-2.367327,1.4901161e-08,-1.7540594,-2.6894841
6,27,23,45,33,166,12,0,3,0,17.62,14.0,new,ra_feature_4h6,AT,2,2,1638.638648033142,1400000,1e-05,20,0.1,13,True,-34.15113,6,-0.26589945,0.19754001,-0.06971626,-0.47041437,0.16242898,-0.67407155,-0.16183539,-2.861023e-06,-5.022404,-3.0460932,5.9604645e-08,-1.4472542,-3.902022
7,32,20,52,30,158,10,0,2,7,18.18,11.0,new,ra_feature_4h7,AT,2,2,1872.5845038890839,1600000,1e-05,20,0.1,13,True,-34.065342,7,0.20299734,-0.32970804,0.35423046,-0.28998137,0.07139925,-0.6803695,0.0064239213,-1.9073486e-06,-4.253059,-2.585101,5.9604645e-08,-1.3977525,-3.8371258
8,32,25,51,39,173,12,0,3,6,18.18,16.0,new,ra_feature_4h8,AT,2,2,2107.017851829529,1800000,1e-05,20,0.1,13,True,-30.237862,8,0.18314694,-0.44925365,0.28577027,-0.52690744,0.61421806,-0.6957679,-0.32750723,-1.66893e-06,-3.5934858,-1.5806532,2.9802322e-08,-2.1193802,-2.317956
9,32,25,51,39,183,14,0,1,5,18.18,20.0,new,ra_feature_4h9,AT,2,2,2342.1973543167114,2000000,1e-05,20,0.1,13,True,-33.300594,9,0.14226788,-0.29314527,0.324944,-0.19780222,0.22625053,-0.7356883,0.06272882,-2.3841858e-06,-4.4250093,-2.3590424,5.9604645e-08,-1.8196367,-3.5759914
