,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,7.0,64,41,2,2,AT,11,1279.8715953826904,2400000,48.625262848508555,0
1,263.0,749,439,3,3,AT,11,1279.8715953826904,2400000,48.625262848508555,0
2,8.0,69,46,2,2,AT,11,1717.0930485725403,3200000,98.3504906812734,1
3,296.0,948,527,3,3,AT,11,1717.0930485725403,3200000,98.3504906812734,1
4,6.0,61,41,2,2,AT,11,1388.2208247184753,2600000,63.594360739041036,2
5,212.0,756,460,3,3,AT,11,1388.2208247184753,2600000,63.594360739041036,2
6,8.0,69,43,2,2,AT,11,1063.6413633823395,2000000,26.047474222789237,3
7,151.0,583,351,3,3,AT,11,1063.6413633823395,2000000,26.047474222789237,3
8,7.0,63,39,2,2,AT,11,851.9567139148712,1600000,2.0003660967720327,4
9,273.0,864,495,3,3,AT,11,851.9567139148712,1600000,2.0003660967720327,4
10,6.0,60,39,2,2,AT,11,1172.8594388961792,2200000,40.533650207746035,5
11,208.0,776,459,3,3,AT,11,1172.8594388961792,2200000,40.533650207746035,5
12,8.0,67,44,2,2,AT,11,324.0153181552887,600000,-7.7587009919003505,6
13,279.0,873,501,3,3,AT,11,324.0153181552887,600000,-7.7587009919003505,6
14,8.0,69,45,2,2,AT,11,957.4645335674286,1800000,9.882533847735921,7
15,394.0,904,524,3,3,AT,11,957.4645335674286,1800000,9.882533847735921,7
16,8.0,66,40,2,2,AT,11,106.8758270740509,200000,-30.56672857491102,8
17,257.0,801,420,3,3,AT,11,106.8758270740509,200000,-30.56672857491102,8
18,7.0,60,39,2,2,AT,11,746.5254490375519,1400000,-6.055046093573516,9
19,242.0,683,373,3,3,AT,11,746.5254490375519,1400000,-6.055046093573516,9
20,6.0,56,41,2,2,AT,11,531.700318813324,1000000,-10.184232049699512,10
21,110.0,452,309,3,3,AT,11,531.700318813324,1000000,-10.184232049699512,10
22,7.0,66,40,2,2,AT,11,215.0649836063385,400000,-15.673288686115459,11
23,277.0,749,422,3,3,AT,11,215.0649836063385,400000,-15.673288686115459,11
24,7.0,64,39,2,2,AT,11,1496.5439093112946,2800000,76.3203710092724,12
25,280.0,801,439,3,3,AT,11,1496.5439093112946,2800000,76.3203710092724,12
26,7.0,61,39,2,2,AT,11,1608.0074255466461,3000000,87.10089340298867,13
27,289.0,773,440,3,3,AT,11,1608.0074255466461,3000000,87.10089340298867,13
28,7.0,61,41,2,2,AT,11,427.8317894935608,800000,-8.857075898428388,14
29,265.0,750,433,3,3,AT,11,427.8317894935608,800000,-8.857075898428388,14
30,7.0,64,43,2,2,AT,11,641.1700737476349,1200000,-7.639836506003849,15
31,250.0,809,473,3,3,AT,11,641.1700737476349,1200000,-7.639836506003849,15
