,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,8.0,66,42,2,2,AT,11,1295.7691321372986,2400000,-29.84804274762441,0
1,623.0,857,455,3,3,AT,11,1295.7691321372986,2400000,-29.84804274762441,0
2,5.0,42,26,2,2,AT,11,1740.9486668109894,3200000,-26.814217734875044,1
3,112.0,470,285,3,3,AT,11,1740.9486668109894,3200000,-26.814217734875044,1
4,7.0,66,42,2,2,AT,11,1404.2438850402832,2600000,-30.30137949617699,2
5,499.0,852,450,3,3,AT,11,1404.2438850402832,2600000,-30.30137949617699,2
6,7.0,67,42,2,2,AT,11,1075.244845867157,2000000,-34.61632265075157,3
7,473.0,790,432,3,3,AT,11,1075.244845867157,2000000,-34.61632265075157,3
8,3.0,31,20,2,2,AT,11,861.7033615112305,1600000,-25.946961571906854,4
9,89.0,385,258,3,3,AT,11,861.7033615112305,1600000,-25.946961571906854,4
10,7.0,66,42,2,2,AT,11,1182.109712600708,2200000,-33.4451811243229,5
11,478.0,823,443,3,3,AT,11,1182.109712600708,2200000,-33.4451811243229,5
12,10.0,77,49,2,2,AT,11,310.2016053199768,600000,-23.029679599897133,6
13,444.0,779,455,3,3,AT,11,310.2016053199768,600000,-23.029679599897133,6
14,8.0,67,45,2,2,AT,11,968.5930185317993,1800000,-33.82678955793622,7
15,216.0,582,318,3,3,AT,11,968.5930185317993,1800000,-33.82678955793622,7
16,11.0,86,50,2,2,AT,11,103.61955857276917,200000,-12.37665913206434,8
17,434.0,1088,550,3,3,AT,11,103.61955857276917,200000,-12.37665913206434,8
18,8.0,66,43,2,2,AT,11,751.8618009090424,1400000,-32.42132560838886,9
19,267.0,773,426,3,3,AT,11,751.8618009090424,1400000,-32.42132560838886,9
20,8.0,72,44,2,2,AT,11,534.29882979393,1000000,-28.489338853438234,10
21,290.0,782,453,3,3,AT,11,534.29882979393,1000000,-28.489338853438234,10
22,8.0,68,45,2,2,AT,11,206.7437674999237,400000,-18.89178231102882,11
23,433.0,678,412,3,3,AT,11,206.7437674999237,400000,-18.89178231102882,11
24,8.0,70,43,2,2,AT,11,1512.8404500484467,2800000,-30.76089083869795,12
25,426.0,839,446,3,3,AT,11,1512.8404500484467,2800000,-30.76089083869795,12
26,5.0,44,31,2,2,AT,11,1622.8192851543427,3000000,-27.367540404510997,13
27,330.0,899,490,3,3,AT,11,1622.8192851543427,3000000,-27.367540404510997,13
28,8.0,72,44,2,2,AT,11,421.56373262405396,800000,-25.69241639648114,14
29,326.0,713,416,3,3,AT,11,421.56373262405396,800000,-25.69241639648114,14
30,8.0,70,45,2,2,AT,11,645.2857556343079,1200000,-30.531271318821393,15
31,332.0,726,416,3,3,AT,11,645.2857556343079,1200000,-30.531271318821393,15
