,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,avg_q,idx
0,92.0,58,34,2,2,AT,11,1452.5899097919464,2400000,-30.3855079641232,0
1,222.0,533,309,3,3,AT,11,1452.5899097919464,2400000,-30.3855079641232,0
2,9.0,73,46,2,2,AT,11,1582.1162598133087,2600000,-27.382021682342653,1
3,488.0,911,552,3,3,AT,11,1582.1162598133087,2600000,-27.382021682342653,1
4,8.0,75,48,2,2,AT,11,1197.5408227443695,2000000,-28.28884201446168,2
5,217.0,892,528,3,3,AT,11,1197.5408227443695,2000000,-28.28884201446168,2
6,10.0,77,51,2,2,AT,11,949.9203772544861,1600000,-28.50060872946545,3
7,489.0,891,554,3,3,AT,11,949.9203772544861,1600000,-28.50060872946545,3
8,8.0,68,41,2,2,AT,11,1324.4675953388214,2200000,-28.004741766979837,4
9,191.0,599,367,3,3,AT,11,1324.4675953388214,2200000,-28.004741766979837,4
10,6.0,54,34,2,2,AT,11,345.65087485313416,600000,-28.923173553965334,5
11,194.0,679,376,3,3,AT,11,345.65087485313416,600000,-28.923173553965334,5
12,8.0,67,40,2,2,AT,11,1070.0870628356934,1800000,-28.323151933380906,6
13,328.0,749,386,3,3,AT,11,1070.0870628356934,1800000,-28.323151933380906,6
14,6.0,59,39,2,2,AT,11,109.02278590202332,200000,-28.367090240985036,7
15,209.0,706,433,3,3,AT,11,109.02278590202332,200000,-28.367090240985036,7
16,7.0,63,41,2,2,AT,11,826.8946089744568,1400000,-26.66410914762356,8
17,293.0,748,430,3,3,AT,11,826.8946089744568,1400000,-26.66410914762356,8
18,8.0,70,44,2,2,AT,11,589.4263365268707,1000000,-29.219567322826286,9
19,344.0,788,485,3,3,AT,11,589.4263365268707,1000000,-29.219567322826286,9
20,7.0,63,43,2,2,AT,11,227.7402367591858,400000,-27.424015196014153,10
21,321.0,837,452,3,3,AT,11,227.7402367591858,400000,-27.424015196014153,10
22,6.0,58,34,2,2,AT,11,1713.3066353797913,2800000,-27.843081432124826,11
23,218.0,659,365,3,3,AT,11,1713.3066353797913,2800000,-27.843081432124826,11
24,7.0,53,34,2,2,AT,11,469.00437903404236,800000,-26.489244650122178,12
25,123.0,480,295,3,3,AT,11,469.00437903404236,800000,-26.489244650122178,12
26,6.0,59,40,2,2,AT,11,707.9831199645996,1200000,-28.366429169099987,13
27,199.0,660,411,3,3,AT,11,707.9831199645996,1200000,-28.366429169099987,13
