,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,4,0,3,0,187,0,0,0,1,0.0,10.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,1,0.016042780748663103,0
1,5,0,4,0,174,0,0,0,1,0.0,10.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,2,0.022988505747126436,0
2,6,0,5,0,179,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,3,0.027932960893854747,0
3,7,0,6,0,168,0,0,0,1,0.0,10.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,4,0.03571428571428571,0
4,8,0,7,0,172,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,5,0.040697674418604654,0
5,9,0,8,0,184,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,6,0.043478260869565216,0
6,10,0,9,0,191,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,7,0.04712041884816754,0
7,11,0,10,0,176,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,8,0.056818181818181816,0
8,12,0,11,0,171,0,0,0,1,0.0,14.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,9,0.06432748538011696,0
9,13,0,12,0,168,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,10,0.07142857142857142,0
10,14,0,13,0,172,0,0,0,1,0.0,15.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,11,0.0755813953488372,0
11,15,0,14,0,178,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,12,0.07865168539325842,0
12,16,0,15,0,176,0,0,0,1,0.0,15.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,13,0.08522727272727272,0
13,17,0,16,0,182,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,14,0.08791208791208792,0
14,18,0,17,0,176,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,1,15,0.09659090909090909,0
15,128,110,234,193,345,49,5,1,19,27.7,140.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,1,0.6782608695652174,0
16,171,130,313,227,490,48,2,1,35,11.21,245.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,2,0.6387755102040816,0
17,228,150,421,261,421,71,1,1,55,21.31,192.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,3,1.0,0
18,293,102,543,177,646,54,1,1,82,23.51,359.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,4,0.8405572755417957,0
19,368,112,681,194,588,82,0,1,107,32.68,289.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,5,1.1581632653061225,0
20,453,210,842,363,640,60,2,1,142,34.68,357.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,6,1.315625,0
21,547,230,1007,397,845,63,2,1,160,45.71,543.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,7,1.191715976331361,0
22,653,250,1222,431,819,98,1,1,220,53.65,496.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,8,1.492063492063492,0
23,767,270,1432,465,894,69,2,1,240,68.66,575.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,9,1.6017897091722595,0
24,893,290,1678,499,916,73,1,1,318,68.66,637.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,10,1.831877729257642,0
25,1028,310,1925,533,1187,118,0,1,367,86.67,836.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,11,1.6217354675652906,0
26,1171,330,2210,567,1294,78,2,1,439,96.71,941.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,12,1.7078825347758888,0
27,1328,350,2505,601,1628,128,1,1,497,129.65,1208.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,13,1.5386977886977886,0
28,1493,370,2821,635,1900,134,1,1,585,153.65,1458.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,14,1.4847368421052631,0
29,1668,212,3157,364,2106,138,1,1,642,37.62,1622.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,2,15,1.4990503323836657,0
30,1191,585,3000,1375,4090,818,6,50,83,185.32,2231.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,3,1,0.7334963325183375,0
31,1872,1114,4782,2689,8574,1270,3,32,184,220.9,4522.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,3,2,0.5577326801959412,0
32,2480,0,5001,0,7353,239,20,0,76,0.0,6156.0,true,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,3,3,0.6801305589555283,0
33,3081,0,5001,0,19398,96,1,0,7,0.0,18648.0,true,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/0.onnx,DP,4,1,0.25781008351376433,0
34,4,0,3,0,174,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,1,0.017241379310344827,1
35,5,0,4,0,175,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,2,0.022857142857142857,1
36,6,0,5,0,165,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,3,0.030303030303030304,1
37,7,0,6,0,175,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,4,0.03428571428571429,1
38,8,0,7,0,170,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,5,0.041176470588235294,1
39,9,0,8,0,168,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,6,0.047619047619047616,1
40,10,0,9,0,171,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,7,0.05263157894736842,1
41,11,0,10,0,172,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,8,0.05813953488372093,1
42,12,0,11,0,169,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,9,0.0650887573964497,1
43,13,0,12,0,177,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,10,0.06779661016949153,1
44,14,0,13,0,171,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,11,0.07602339181286549,1
45,15,0,14,0,208,0,0,0,1,0.0,14.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,12,0.0673076923076923,1
46,16,0,15,0,200,0,0,0,1,0.0,14.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,13,0.075,1
47,17,0,16,0,172,0,0,0,1,0.0,14.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,14,0.09302325581395349,1
48,18,0,17,0,179,0,0,0,1,0.0,16.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,1,15,0.09497206703910614,1
49,55,23,68,27,219,10,0,1,6,21.62,45.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,1,0.3105022831050228,1
50,67,25,80,29,231,10,0,1,6,21.62,54.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,2,0.3463203463203463,1
51,79,27,92,31,242,10,0,1,6,22.18,67.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,3,0.38016528925619836,1
52,91,29,104,33,251,10,0,1,6,22.18,69.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,4,0.41434262948207173,1
53,103,31,116,35,267,10,0,1,6,22.66,89.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,5,0.4344569288389513,1
54,115,33,128,37,269,10,0,1,6,23.14,78.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,6,0.4758364312267658,1
55,127,35,140,39,292,10,0,1,6,23.62,104.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,7,0.4794520547945205,1
56,139,37,152,41,278,10,0,1,6,23.62,93.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,8,0.5467625899280576,1
57,151,39,164,43,287,10,0,1,6,24.18,98.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,9,0.5714285714285714,1
58,163,41,176,45,307,10,0,1,6,24.66,118.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,10,0.5732899022801303,1
59,175,43,188,47,302,10,0,1,6,24.66,120.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,11,0.6225165562913907,1
60,187,45,200,49,333,10,0,1,6,25.14,148.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,12,0.6006006006006006,1
61,199,47,212,51,361,10,0,1,6,25.62,177.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,13,0.5872576177285319,1
62,211,49,224,53,325,10,0,1,6,26.18,127.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,14,0.6892307692307692,1
63,223,51,236,55,309,10,0,1,6,26.66,125.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,2,15,0.7637540453074434,1
64,381,34,512,42,639,62,6,11,21,47.41,327.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,1,0.8012519561815337,1
65,598,37,792,45,970,102,7,11,21,106.56,555.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,2,0.8164948453608247,1
66,840,61,1114,69,1403,174,7,7,21,80.27,830.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,3,0.7940128296507484,1
67,1195,52,1584,60,2201,222,7,33,49,99.22,1435.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,4,0.7196728759654702,1
68,1685,46,2293,54,4089,278,7,54,177,101.37,2889.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,5,0.5607728050868183,1
69,2238,79,3047,87,6733,348,7,84,265,56.77,5039.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,6,0.45254715579979204,1
70,2909,67,3969,75,11181,404,7,124,407,64.81,8890.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,7,0.3549771934531795,1
71,3705,0,5001,0,15749,439,7,113,604,0.0,12904.0,true,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,3,8,0.3175439710457807,1
72,3333,0,5001,0,20725,649,41,489,60,0.0,16490.0,true,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/1.onnx,DP,4,1,0.2413027744270205,1
73,4,0,3,0,165,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,1,0.01818181818181818,2
74,5,0,4,0,169,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,2,0.023668639053254437,2
75,6,0,5,0,171,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,3,0.029239766081871343,2
76,7,0,6,0,166,0,0,0,1,0.0,10.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,4,0.03614457831325301,2
77,8,0,7,0,186,0,0,0,1,0.0,12.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,5,0.03763440860215054,2
78,9,0,8,0,172,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,6,0.046511627906976744,2
79,10,0,9,0,169,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,7,0.05325443786982249,2
80,11,0,10,0,167,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,8,0.059880239520958084,2
81,12,0,11,0,180,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,9,0.06111111111111111,2
82,13,0,12,0,169,0,0,0,1,0.0,11.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,10,0.07100591715976332,2
83,14,0,13,0,173,0,0,0,1,0.0,16.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,11,0.07514450867052024,2
84,15,0,14,0,195,0,0,0,1,0.0,15.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,12,0.07179487179487179,2
85,16,0,15,0,172,0,0,0,1,0.0,18.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,13,0.0872093023255814,2
86,17,0,16,0,172,0,0,0,1,0.0,13.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,14,0.09302325581395349,2
87,18,0,17,0,170,0,0,0,1,0.0,14.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,1,15,0.1,2
88,55,23,68,27,233,10,0,1,6,21.62,60.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,1,0.2918454935622318,2
89,67,25,80,29,237,10,0,1,6,21.62,55.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,2,0.33755274261603374,2
90,79,27,92,31,245,10,0,1,6,22.18,61.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,3,0.37551020408163266,2
91,91,29,104,33,244,10,0,1,6,22.66,61.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,4,0.4262295081967213,2
92,103,31,116,35,277,10,0,1,6,22.66,81.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,5,0.4187725631768953,2
93,115,33,128,37,270,10,0,1,6,23.14,100.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,6,0.4740740740740741,2
94,127,35,140,39,274,10,0,1,6,23.62,91.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,7,0.5109489051094891,2
95,139,37,152,41,270,10,0,1,6,23.62,87.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,8,0.562962962962963,2
96,151,39,164,43,331,10,0,1,6,24.18,146.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,9,0.4954682779456193,2
97,163,41,176,45,319,10,0,1,6,24.66,112.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,10,0.5517241379310345,2
98,175,43,188,47,341,10,0,1,6,25.14,160.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,11,0.5513196480938416,2
99,187,45,200,49,330,10,0,1,6,25.14,146.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,12,0.6060606060606061,2
100,199,47,212,51,340,10,0,1,6,25.62,149.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,13,0.6235294117647059,2
101,211,49,224,53,381,10,0,1,6,26.18,159.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,14,0.5879265091863517,2
102,223,51,236,55,350,10,0,1,6,26.66,149.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,2,15,0.6742857142857143,2
103,373,34,501,42,618,59,6,10,21,46.45,327.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,3,1,0.8106796116504854,2
104,595,37,787,45,984,100,7,12,21,102.58,499.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,3,2,0.7997967479674797,2
105,835,61,1106,69,1291,169,7,11,21,73.44,730.0,false,False,new,experiments/results/DP_2_2/GPUboolean255_255_5/2.onnx,DP,3,3,0.8567002323780015,2
