,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,2059,207,4172,421,921,323,6,1,148,127.39,14.0,new,mock,DP,3,3,0
1,2193,376,4709,812,2025,601,10,1,157,21.3,13.0,new,mock,DP,3,3,1
2,1833,199,3657,389,986,357,3,1,138,35.38,12.0,new,mock,DP,3,3,2
3,2401,328,5309,692,2998,856,4,1,253,85.87,21.0,new,mock,DP,3,3,3
4,2256,306,4836,610,2068,662,5,1,177,70.75,16.0,new,mock,DP,3,3,4
5,2435,268,5420,566,3858,1083,14,1,281,214.87,24.0,new,mock,DP,3,3,5
6,2128,259,4406,477,1366,468,8,1,186,64.71,25.0,new,mock,DP,3,3,6
7,2344,295,5194,584,2382,927,7,1,263,71.03,15.0,new,mock,DP,3,3,7
8,2422,288,5293,599,2375,619,17,1,219,39.39,25.0,new,mock,DP,3,3,8
9,2024,277,4165,564,985,294,8,1,142,126.19,19.0,new,mock,DP,3,3,9
10,2394,325,5316,661,3004,858,9,1,221,154.02,18.0,new,mock,DP,3,3,10
11,2335,319,5178,631,2696,641,20,1,151,204.7,24.0,new,mock,DP,3,3,11
12,2060,261,4290,544,1306,508,3,1,171,54.28,13.0,new,mock,DP,3,3,12
13,1823,131,3493,237,694,293,0,1,121,24.7,15.0,new,mock,DP,3,3,13
14,1784,167,3501,333,550,169,5,1,128,54.12,14.0,new,mock,DP,3,3,14
15,2226,266,4863,548,1654,520,16,1,146,156.17,25.0,new,mock,DP,3,3,15
16,2370,208,5147,424,2591,821,9,1,246,41.51,22.0,new,mock,DP,3,3,16
17,2074,164,4120,334,1125,369,3,1,104,188.19,23.0,new,mock,DP,3,3,17
18,2621,516,6243,1156,5575,1120,35,1,244,225.4,32.0,new,mock,DP,3,3,18
19,2663,487,6385,1043,6587,1435,27,1,309,265.43,18.0,new,mock,DP,3,3,19
