,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,avg q,idx
0,7.068803310394287,0,1e-05,40,0.1,20,True,10000,True,10000,True,True,1.4829376,0
1,696.2694489955902,50000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-3.0537105,1
2,1517.6255486011505,100000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-7.25329,2
3,2252.7721331119537,150000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-11.6152935,3
4,2896.2571942806244,200000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-16.26418,4
5,3465.1677474975586,250000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-21.12507,5
6,3948.0075223445892,300000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-25.970602,6
7,4418.979058504105,350000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-30.791874,7
8,4857.836079120636,400000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-35.577183,8
9,5255.251789331436,450000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-40.295795,9
10,5628.404896020889,500000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-45.082893,10
11,5972.758808135986,550000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-49.7109,11
12,6336.705215215683,600000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-54.452065,12
13,6717.052636146545,650000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-59.16267,13
14,7099.942852258682,700000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-63.57459,14
15,7476.769665002823,750000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-68.25376,15
16,7839.585000276566,800000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-73.14387,16
17,8286.650887012482,850000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-77.59054,17
18,8748.096234083176,900000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-82.01984,18
19,9145.547071695328,950000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-86.43832,19
20,9612.161903858185,1000000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-91.18323,20
21,10014.294565677643,1050000,1e-05,40,0.1,20,True,10000,True,10000,True,True,-95.318245,21
