,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,4.0,0.0,3.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,1,
1,5.0,0.0,4.0,0.0,160.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,2,
2,6.0,0.0,5.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,3,
3,7.0,0.0,6.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,4,
4,8.0,0.0,7.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,5,
5,9.0,0.0,8.0,0.0,145.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,6,
6,10.0,0.0,9.0,0.0,147.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,7,
7,11.0,0.0,10.0,0.0,144.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,8,
8,12.0,0.0,11.0,0.0,146.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,9,
9,13.0,0.0,12.0,0.0,148.0,0.0,0.0,0.0,1.0,0.0,13.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,10,
10,14.0,0.0,13.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,14.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,11,
11,15.0,0.0,14.0,0.0,148.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,12,
12,16.0,0.0,15.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,13,
13,17.0,0.0,16.0,0.0,128.0,0.0,0.0,0.0,1.0,0.0,13.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,14,
14,18.0,0.0,17.0,0.0,159.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,1,15,
15,39.0,23.0,47.0,27.0,168.0,4.0,1.0,1.0,2.0,15.47,26.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,1,
16,48.0,25.0,57.0,29.0,177.0,4.0,1.0,1.0,3.0,15.95,26.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,2,
17,60.0,27.0,71.0,31.0,181.0,4.0,1.0,1.0,5.0,16.48,36.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,3,
18,72.0,29.0,85.0,33.0,177.0,4.0,1.0,1.0,7.0,16.48,54.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,4,
19,87.0,31.0,102.0,35.0,211.0,4.0,1.0,1.0,9.0,16.96,53.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,5,
20,104.0,33.0,122.0,37.0,213.0,4.0,1.0,1.0,12.0,17.44,67.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,6,
21,123.0,35.0,145.0,39.0,220.0,4.0,1.0,1.0,16.0,17.44,67.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,7,
22,144.0,37.0,170.0,41.0,228.0,4.0,1.0,1.0,20.0,17.92,78.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,8,
23,167.0,39.0,197.0,43.0,231.0,4.0,1.0,1.0,24.0,18.48,78.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,9,
24,192.0,41.0,226.0,45.0,243.0,4.0,1.0,1.0,28.0,18.96,92.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,10,
25,219.0,43.0,257.0,47.0,250.0,4.0,1.0,1.0,32.0,19.92,100.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,11,
26,248.0,45.0,290.0,49.0,264.0,4.0,1.0,1.0,36.0,20.48,109.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,12,
27,279.0,47.0,325.0,51.0,293.0,4.0,1.0,1.0,40.0,20.96,126.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,13,
28,312.0,49.0,362.0,53.0,284.0,4.0,1.0,1.0,44.0,21.92,131.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,14,
29,347.0,51.0,401.0,55.0,312.0,4.0,1.0,1.0,48.0,22.48,142.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,2,15,
30,169.0,60.0,209.0,73.0,251.0,5.0,3.0,1.0,0.0,19.44,113.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,1,
31,262.0,76.0,314.0,87.0,344.0,4.0,3.0,1.0,0.0,22.48,180.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,2,
32,370.0,40.0,434.0,48.0,345.0,4.0,4.0,1.0,0.0,26.96,163.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,3,
33,432.0,43.0,503.0,51.0,394.0,4.0,4.0,1.0,0.0,15.3,229.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,4,
34,496.0,46.0,567.0,54.0,418.0,4.0,4.0,1.0,0.0,18.31,253.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,5,
35,567.0,49.0,638.0,57.0,400.0,4.0,4.0,1.0,0.0,21.26,230.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,6,
36,632.0,52.0,706.0,60.0,537.0,4.0,4.0,1.0,0.0,25.3,356.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,7,
37,908.0,102.0,1092.0,110.0,911.0,82.0,4.0,1.0,0.0,150.3,496.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,8,
38,983.0,58.0,1142.0,66.0,679.0,45.0,4.0,1.0,0.0,82.31,446.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,9,
39,1090.0,61.0,1262.0,69.0,680.0,44.0,4.0,1.0,0.0,93.32,432.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,10,
40,1163.0,64.0,1338.0,72.0,761.0,46.0,4.0,1.0,0.0,105.33,493.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,11,
41,1275.0,67.0,1473.0,75.0,907.0,49.0,4.0,1.0,0.0,126.38,625.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,12,
42,1382.0,70.0,1599.0,78.0,927.0,58.0,4.0,1.0,0.0,150.33,636.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,13,
43,1428.0,73.0,1639.0,81.0,974.0,67.0,4.0,1.0,0.0,27.44,679.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,14,
44,1620.0,76.0,1887.0,84.0,1190.0,78.0,4.0,1.0,0.0,72.96,811.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,3,15,
45,584.0,56.0,688.0,76.0,536.0,12.0,15.0,1.0,0.0,32.31,343.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,1,
46,809.0,75.0,924.0,95.0,557.0,14.0,15.0,1.0,0.0,55.38,370.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,2,
47,744.0,62.0,958.0,82.0,571.0,12.0,10.0,1.0,0.0,61.35,381.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,3,
48,1785.0,90.0,2733.0,125.0,1512.0,134.0,7.0,1.0,0.0,134.06,1096.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,4,
49,836.0,72.0,1025.0,92.0,625.0,15.0,5.0,1.0,0.0,70.38,438.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,5,
50,1976.0,93.0,2938.0,130.0,1694.0,134.0,5.0,1.0,0.0,79.62,1231.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,6,
51,1025.0,82.0,1243.0,102.0,761.0,20.0,5.0,1.0,0.0,102.44,535.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,7,
52,2162.0,95.0,3194.0,124.0,2042.0,141.0,5.0,1.0,0.0,63.73,1512.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,8,
53,1219.0,92.0,1465.0,112.0,906.0,25.0,5.0,1.0,0.0,141.46,682.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,9,
54,2190.0,110.0,3181.0,140.0,2144.0,131.0,5.0,1.0,0.0,86.52,1645.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,10,
55,1406.0,102.0,1677.0,122.0,1069.0,32.0,5.0,1.0,0.0,44.66,814.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,11,
56,2492.0,93.0,3559.0,113.0,2370.0,129.0,5.0,1.0,0.0,99.88,1808.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,12,
57,1528.0,112.0,1799.0,132.0,1087.0,37.0,5.0,1.0,0.0,69.91,811.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,13,
58,2323.0,101.0,3202.0,121.0,2039.0,118.0,5.0,1.0,0.0,73.27,1598.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,14,
59,1703.0,122.0,1995.0,142.0,1347.0,42.0,5.0,1.0,0.0,117.17,1034.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,4,15,
60,1397.0,132.0,1650.0,191.0,1068.0,30.0,40.0,1.0,0.0,44.78,816.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,1,
61,2141.0,108.0,2728.0,160.0,1970.0,54.0,61.0,1.0,0.0,85.0,1568.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,2,
62,2992.0,100.0,3830.0,152.0,3240.0,38.0,101.0,1.0,0.0,56.37,2779.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,3,
63,4469.0,107.0,6855.0,159.0,9193.0,123.0,62.0,1.0,0.0,47.69,8137.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,4,
64,4759.0,114.0,7466.0,166.0,8787.0,108.0,67.0,1.0,0.0,34.25,7862.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,5,
65,4361.0,121.0,6429.0,173.0,7010.0,120.0,66.0,1.0,0.0,172.72,6299.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,6,
66,3071.0,185.0,4089.0,271.0,3624.0,19.0,66.0,1.0,0.0,142.41,3245.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,7,
67,2791.0,197.0,3656.0,286.0,3145.0,14.0,62.0,1.0,0.0,157.0,2799.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,8,
68,5015.0,142.0,7476.0,194.0,9806.0,105.0,69.0,1.0,0.0,133.55,8837.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,9,
69,3124.0,138.0,4070.0,195.0,3602.0,13.0,20.0,1.0,0.0,53.5,3219.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,10,
70,3321.0,139.0,4363.0,191.0,3985.0,13.0,20.0,1.0,0.0,175.66,3619.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,11,
71,3518.0,145.0,4574.0,197.0,4398.0,13.0,19.0,1.0,0.0,117.48,3977.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,12,
72,3054.0,156.0,3909.0,213.0,3544.0,13.0,18.0,1.0,0.0,134.49,3203.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,13,
73,3222.0,162.0,4102.0,219.0,4009.0,14.0,17.0,1.0,0.0,27.68,3609.0,True,new,experiments/results/DP_2_2/3stepQ/6.onnx,DP,5,14,
