,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,149,44,258,64,277,24,9,1,13,28.18,43.0,new,experiments/results/DP_2_2/TB_5mill/0.onnx,DP,2,2,1.5783941745758057,0,1e-05,20,0.1,15,True,10000,True,10000,True,0
1,175,82,313,143,276,61,0,1,20,20.72,64.0,new,experiments/results/DP_2_2/TB_5mill/1.onnx,DP,2,2,73.95772194862366,50000,1e-05,20,0.1,15,True,10000,True,10000,True,1
2,156,49,232,71,308,21,1,1,22,9.66,68.0,new,experiments/results/DP_2_2/TB_5mill/2.onnx,DP,2,2,149.51090502738953,100000,1e-05,20,0.1,15,True,10000,True,10000,True,2
3,163,67,264,94,285,31,1,4,14,15.67,62.0,new,experiments/results/DP_2_2/TB_5mill/3.onnx,DP,2,2,225.04629588127136,150000,1e-05,20,0.1,15,True,10000,True,10000,True,3
4,164,34,265,44,254,55,0,1,13,14.72,52.0,new,experiments/results/DP_2_2/TB_5mill/4.onnx,DP,2,2,300.704469203949,200000,1e-05,20,0.1,15,True,10000,True,10000,True,4
5,69,44,101,65,204,6,2,1,4,19.14,18.0,new,experiments/results/DP_2_2/TB_5mill/5.onnx,DP,2,2,374.1783196926117,250000,1e-05,20,0.1,15,True,10000,True,10000,True,5
6,57,28,75,36,198,5,0,1,1,18.18,24.0,new,experiments/results/DP_2_2/TB_5mill/6.onnx,DP,2,2,445.93376541137695,300000,1e-05,20,0.1,15,True,10000,True,10000,True,6
7,45,25,55,29,161,4,0,1,5,17.62,20.0,new,experiments/results/DP_2_2/TB_5mill/7.onnx,DP,2,2,518.7321083545685,350000,1e-05,20,0.1,15,True,10000,True,10000,True,7
8,137,31,193,38,299,30,1,4,9,28.66,64.0,new,experiments/results/DP_2_2/TB_5mill/8.onnx,DP,2,2,593.3516499996185,400000,1e-05,20,0.1,15,True,10000,True,10000,True,8
9,54,25,67,29,174,5,0,1,6,18.18,18.0,new,experiments/results/DP_2_2/TB_5mill/9.onnx,DP,2,2,665.7710113525391,450000,1e-05,20,0.1,15,True,10000,True,10000,True,9
10,75,53,118,83,224,29,0,1,7,21.62,25.0,new,experiments/results/DP_2_2/TB_5mill/10.onnx,DP,2,2,739.0154683589935,500000,1e-05,20,0.1,15,True,10000,True,10000,True,10
11,138,31,201,38,217,29,1,1,8,28.18,37.0,new,experiments/results/DP_2_2/TB_5mill/11.onnx,DP,2,2,813.5022060871124,550000,1e-05,20,0.1,15,True,10000,True,10000,True,11
12,136,59,204,88,237,25,1,4,12,8.66,50.0,new,experiments/results/DP_2_2/TB_5mill/12.onnx,DP,2,2,886.0157597064972,600000,1e-05,20,0.1,15,True,10000,True,10000,True,12
13,42,25,54,29,168,6,0,1,6,17.62,18.0,new,experiments/results/DP_2_2/TB_5mill/13.onnx,DP,2,2,958.0369205474854,650000,1e-05,20,0.1,15,True,10000,True,10000,True,13
14,42,31,61,41,173,9,0,1,0,18.18,15.0,new,experiments/results/DP_2_2/TB_5mill/14.onnx,DP,2,2,1031.930382490158,700000,1e-05,20,0.1,15,True,10000,True,10000,True,14
15,46,28,61,36,192,8,0,1,1,18.18,13.0,new,experiments/results/DP_2_2/TB_5mill/15.onnx,DP,2,2,1105.183385848999,750000,1e-05,20,0.1,15,True,10000,True,10000,True,15
16,157,31,261,38,248,67,0,2,23,13.68,50.0,new,experiments/results/DP_2_2/TB_5mill/16.onnx,DP,2,2,1179.9505698680878,800000,1e-05,20,0.1,15,True,10000,True,10000,True,16
17,168,43,269,58,283,23,3,1,16,10.69,68.0,new,experiments/results/DP_2_2/TB_5mill/17.onnx,DP,2,2,1254.8248927593231,850000,1e-05,20,0.1,15,True,10000,True,10000,True,17
18,162,34,269,44,321,49,2,1,18,12.66,64.0,new,experiments/results/DP_2_2/TB_5mill/18.onnx,DP,2,2,1328.882747888565,900000,1e-05,20,0.1,15,True,10000,True,10000,True,18
19,52,25,67,29,185,5,0,1,2,18.18,21.0,new,experiments/results/DP_2_2/TB_5mill/19.onnx,DP,2,2,1401.1486270427704,950000,1e-05,20,0.1,15,True,10000,True,10000,True,19
20,61,41,93,59,177,5,2,3,13,19.14,25.0,new,experiments/results/DP_2_2/TB_5mill/20.onnx,DP,2,2,1475.006541967392,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,20
21,49,28,66,36,158,5,1,1,1,18.18,19.0,new,experiments/results/DP_2_2/TB_5mill/21.onnx,DP,2,2,1548.44984292984,1050000,1e-05,20,0.1,15,True,10000,True,10000,True,21
22,137,39,218,59,269,27,2,1,10,28.66,39.0,new,experiments/results/DP_2_2/TB_5mill/22.onnx,DP,2,2,1622.5226027965546,1100000,1e-05,20,0.1,15,True,10000,True,10000,True,22
23,61,36,95,52,169,15,0,1,4,19.62,21.0,new,experiments/results/DP_2_2/TB_5mill/23.onnx,DP,2,2,1695.8724863529205,1150000,1e-05,20,0.1,15,True,10000,True,10000,True,23
24,107,65,176,103,244,43,2,1,4,27.14,35.0,new,experiments/results/DP_2_2/TB_5mill/24.onnx,DP,2,2,1769.5234069824219,1200000,1e-05,20,0.1,15,True,10000,True,10000,True,24
25,172,130,308,226,315,45,3,2,30,14.71,64.0,new,experiments/results/DP_2_2/TB_5mill/25.onnx,DP,2,2,1844.2122750282288,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,25
26,112,28,170,35,249,33,0,2,11,25.14,42.0,new,experiments/results/DP_2_2/TB_5mill/26.onnx,DP,2,2,1917.44602394104,1300000,1e-05,20,0.1,15,True,10000,True,10000,True,26
27,54,36,80,52,200,23,0,1,0,19.62,14.0,new,experiments/results/DP_2_2/TB_5mill/27.onnx,DP,2,2,1991.454627275467,1350000,1e-05,20,0.1,15,True,10000,True,10000,True,27
28,130,61,225,100,295,44,1,1,10,29.14,47.0,new,experiments/results/DP_2_2/TB_5mill/28.onnx,DP,2,2,2064.24418926239,1400000,1e-05,20,0.1,15,True,10000,True,10000,True,28
29,47,31,71,41,184,12,0,8,1,18.66,17.0,new,experiments/results/DP_2_2/TB_5mill/29.onnx,DP,2,2,2136.7644457817078,1450000,1e-05,20,0.1,15,True,10000,True,10000,True,29
30,45,25,57,29,169,5,0,1,2,17.62,14.0,new,experiments/results/DP_2_2/TB_5mill/30.onnx,DP,2,2,2209.8641681671143,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,30
31,55,36,85,52,206,8,0,8,4,19.14,15.0,new,experiments/results/DP_2_2/TB_5mill/31.onnx,DP,2,2,2283.337426662445,1550000,1e-05,20,0.1,15,True,10000,True,10000,True,31
32,47,28,71,35,186,17,0,1,4,18.66,21.0,new,experiments/results/DP_2_2/TB_5mill/32.onnx,DP,2,2,2356.4083847999573,1600000,1e-05,20,0.1,15,True,10000,True,10000,True,32
33,50,28,68,35,168,9,0,1,3,18.18,19.0,new,experiments/results/DP_2_2/TB_5mill/33.onnx,DP,2,2,2429.7902686595917,1650000,1e-05,20,0.1,15,True,10000,True,10000,True,33
34,99,55,150,89,233,15,3,1,8,22.66,32.0,new,experiments/results/DP_2_2/TB_5mill/34.onnx,DP,2,2,2504.2092864513397,1700000,1e-05,20,0.1,15,True,10000,True,10000,True,34
35,116,65,194,103,215,48,0,1,11,27.62,33.0,new,experiments/results/DP_2_2/TB_5mill/35.onnx,DP,2,2,2578.7618391513824,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,35
36,125,42,191,61,238,28,0,2,21,27.62,42.0,new,experiments/results/DP_2_2/TB_5mill/36.onnx,DP,2,2,2653.259903907776,1800000,1e-05,20,0.1,15,True,10000,True,10000,True,36
37,96,39,145,59,251,25,1,1,5,23.62,41.0,new,experiments/results/DP_2_2/TB_5mill/37.onnx,DP,2,2,2727.0274753570557,1850000,1e-05,20,0.1,15,True,10000,True,10000,True,37
38,139,43,231,63,272,62,0,1,16,9.69,40.0,new,experiments/results/DP_2_2/TB_5mill/38.onnx,DP,2,2,2802.8587629795074,1900000,1e-05,20,0.1,15,True,10000,True,10000,True,38
39,104,73,173,120,228,49,0,1,10,26.66,35.0,new,experiments/results/DP_2_2/TB_5mill/39.onnx,DP,2,2,2876.2422728538513,1950000,1e-05,20,0.1,15,True,10000,True,10000,True,39
40,66,28,101,35,203,11,2,2,5,19.62,22.0,new,experiments/results/DP_2_2/TB_5mill/40.onnx,DP,2,2,2950.874052286148,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,40
41,109,44,174,65,200,29,3,1,11,25.62,26.0,new,experiments/results/DP_2_2/TB_5mill/41.onnx,DP,2,2,3024.4908168315887,2050000,1e-05,20,0.1,15,True,10000,True,10000,True,41
42,45,28,61,35,184,7,0,1,1,18.18,17.0,new,experiments/results/DP_2_2/TB_5mill/42.onnx,DP,2,2,3099.3001346588135,2100000,1e-05,20,0.1,15,True,10000,True,10000,True,42
43,99,28,147,36,225,32,1,1,6,23.62,38.0,new,experiments/results/DP_2_2/TB_5mill/43.onnx,DP,2,2,3172.924453020096,2150000,1e-05,20,0.1,15,True,10000,True,10000,True,43
44,55,28,77,35,160,8,1,1,8,18.66,16.0,new,experiments/results/DP_2_2/TB_5mill/44.onnx,DP,2,2,3246.740859270096,2200000,1e-05,20,0.1,15,True,10000,True,10000,True,44
45,150,64,264,107,307,38,1,1,12,10.66,53.0,new,experiments/results/DP_2_2/TB_5mill/45.onnx,DP,2,2,3320.9398369789124,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,45
46,101,37,153,51,195,21,0,1,14,23.62,22.0,new,experiments/results/DP_2_2/TB_5mill/46.onnx,DP,2,2,3395.0997819900513,2300000,1e-05,20,0.1,15,True,10000,True,10000,True,46
47,70,28,99,35,177,12,0,1,6,19.62,21.0,new,experiments/results/DP_2_2/TB_5mill/47.onnx,DP,2,2,3470.3208498954773,2350000,1e-05,20,0.1,15,True,10000,True,10000,True,47
48,48,25,63,29,158,5,1,1,8,18.18,10.0,new,experiments/results/DP_2_2/TB_5mill/48.onnx,DP,2,2,3543.422159910202,2400000,1e-05,20,0.1,15,True,10000,True,10000,True,48
49,49,25,66,29,177,8,0,2,6,18.18,18.0,new,experiments/results/DP_2_2/TB_5mill/49.onnx,DP,2,2,3618.9407398700714,2450000,1e-05,20,0.1,15,True,10000,True,10000,True,49
50,60,39,86,59,168,14,0,1,5,19.14,13.0,new,experiments/results/DP_2_2/TB_5mill/50.onnx,DP,2,2,3692.5100259780884,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,50
51,49,28,65,35,164,4,1,2,6,18.18,17.0,new,experiments/results/DP_2_2/TB_5mill/51.onnx,DP,2,2,3766.2923793792725,2550000,1e-05,20,0.1,15,True,10000,True,10000,True,51
52,48,28,60,35,187,4,1,1,3,18.18,17.0,new,experiments/results/DP_2_2/TB_5mill/52.onnx,DP,2,2,3841.3223528862,2600000,1e-05,20,0.1,15,True,10000,True,10000,True,52
53,48,28,61,35,186,4,1,1,6,18.18,15.0,new,experiments/results/DP_2_2/TB_5mill/53.onnx,DP,2,2,3915.080304145813,2650000,1e-05,20,0.1,15,True,10000,True,10000,True,53
54,74,42,111,65,193,15,0,1,9,20.18,19.0,new,experiments/results/DP_2_2/TB_5mill/54.onnx,DP,2,2,3990.614772796631,2700000,1e-05,20,0.1,15,True,10000,True,10000,True,54
55,49,25,61,29,170,4,1,1,5,18.18,17.0,new,experiments/results/DP_2_2/TB_5mill/55.onnx,DP,2,2,4065.0754024982452,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,55
56,127,46,201,65,234,25,0,1,15,27.14,29.0,new,experiments/results/DP_2_2/TB_5mill/56.onnx,DP,2,2,4139.445511102676,2800000,1e-05,20,0.1,15,True,10000,True,10000,True,56
57,53,28,75,35,160,9,0,1,6,18.66,11.0,new,experiments/results/DP_2_2/TB_5mill/57.onnx,DP,2,2,4214.343376159668,2850000,1e-05,20,0.1,15,True,10000,True,10000,True,57
58,108,25,157,29,216,18,1,1,16,23.62,36.0,new,experiments/results/DP_2_2/TB_5mill/58.onnx,DP,2,2,4287.935515165329,2900000,1e-05,20,0.1,15,True,10000,True,10000,True,58
59,120,43,183,58,247,35,0,1,12,26.18,39.0,new,experiments/results/DP_2_2/TB_5mill/59.onnx,DP,2,2,4362.344509363174,2950000,1e-05,20,0.1,15,True,10000,True,10000,True,59
60,55,28,72,35,162,6,0,1,8,18.18,20.0,new,experiments/results/DP_2_2/TB_5mill/60.onnx,DP,2,2,4435.884192943573,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,60
61,116,48,184,69,231,40,0,1,10,27.14,45.0,new,experiments/results/DP_2_2/TB_5mill/61.onnx,DP,2,2,4510.897077560425,3050000,1e-05,20,0.1,15,True,10000,True,10000,True,61
62,62,28,85,35,164,7,1,1,8,18.66,16.0,new,experiments/results/DP_2_2/TB_5mill/62.onnx,DP,2,2,4584.952754497528,3100000,1e-05,20,0.1,15,True,10000,True,10000,True,62
63,58,31,81,41,209,10,0,4,5,18.66,24.0,new,experiments/results/DP_2_2/TB_5mill/63.onnx,DP,2,2,4658.489431619644,3150000,1e-05,20,0.1,15,True,10000,True,10000,True,63
64,47,25,61,29,160,7,0,2,3,18.18,10.0,new,experiments/results/DP_2_2/TB_5mill/64.onnx,DP,2,2,4732.558489322662,3200000,1e-05,20,0.1,15,True,10000,True,10000,True,64
