,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,0.006181240081787109,0,1e-05,20,0.1,15,True,0.13509548,0
1,69.35982203483582,50000,1e-05,20,0.1,15,True,-137.61942,1
2,136.1917064189911,100000,1e-05,20,0.1,15,True,-160.17064,2
3,202.1809163093567,150000,1e-05,20,0.1,15,True,-171.26535,3
4,268.1394658088684,200000,1e-05,20,0.1,15,True,-161.32568,4
5,334.50832295417786,250000,1e-05,20,0.1,15,True,-155.64223,5
6,400.65269446372986,300000,1e-05,20,0.1,15,True,-160.82458,6
7,467.01183009147644,350000,1e-05,20,0.1,15,True,-155.60542,7
8,533.430255651474,400000,1e-05,20,0.1,15,True,-142.63548,8
9,599.4834115505219,450000,1e-05,20,0.1,15,True,-156.7534,9
10,665.8120853900909,500000,1e-05,20,0.1,15,True,-144.1121,10
11,756.4884848594666,550000,1e-05,20,0.1,15,True,-138.9176,11
12,843.7758309841156,600000,1e-05,20,0.1,15,True,-144.30193,12
13,917.1112833023071,650000,1e-05,20,0.1,15,True,-139.68262,13
14,997.4861359596252,700000,1e-05,20,0.1,15,True,-136.96033,14
15,1072.189195394516,750000,1e-05,20,0.1,15,True,-145.89073,15
16,1154.4799635410309,800000,1e-05,20,0.1,15,True,-146.3064,16
17,1227.651867389679,850000,1e-05,20,0.1,15,True,-151.38548,17
18,1300.8782863616943,900000,1e-05,20,0.1,15,True,-141.1634,18
19,1395.4068622589111,950000,1e-05,20,0.1,15,True,-126.52371,19
20,1477.603760957718,1000000,1e-05,20,0.1,15,True,-142.46677,20
21,1554.4096114635468,1050000,1e-05,20,0.1,15,True,-132.79396,21
22,1647.182584285736,1100000,1e-05,20,0.1,15,True,-131.04861,22
23,1731.1499044895172,1150000,1e-05,20,0.1,15,True,-118.783775,23
24,1807.9312944412231,1200000,1e-05,20,0.1,15,True,-133.77658,24
25,1884.9968943595886,1250000,1e-05,20,0.1,15,True,-145.12114,25
26,1961.841523885727,1300000,1e-05,20,0.1,15,True,-106.85409,26
27,2048.0733358860016,1350000,1e-05,20,0.1,15,True,-145.5873,27
28,2132.500210762024,1400000,1e-05,20,0.1,15,True,-144.48721,28
29,2218.277612924576,1450000,1e-05,20,0.1,15,True,-141.60281,29
30,2307.9772398471832,1500000,1e-05,20,0.1,15,True,-135.0003,30
31,2395.734049320221,1550000,1e-05,20,0.1,15,True,-136.21262,31
32,2480.364056110382,1600000,1e-05,20,0.1,15,True,-144.53761,32
33,2563.8405933380127,1650000,1e-05,20,0.1,15,True,-110.42682,33
34,2661.7901940345764,1700000,1e-05,20,0.1,15,True,-148.82062,34
35,2743.0607330799103,1750000,1e-05,20,0.1,15,True,-130.62982,35
36,2820.726581096649,1800000,1e-05,20,0.1,15,True,-133.2706,36
37,2898.4500546455383,1850000,1e-05,20,0.1,15,True,-122.7666,37
38,2985.3683965206146,1900000,1e-05,20,0.1,15,True,-110.94838,38
39,3070.5855164527893,1950000,1e-05,20,0.1,15,True,-125.369354,39
40,3150.5334124565125,2000000,1e-05,20,0.1,15,True,-134.39383,40
41,3236.125128030777,2050000,1e-05,20,0.1,15,True,-113.51469,41
42,3312.4424436092377,2100000,1e-05,20,0.1,15,True,-125.632744,42
43,3396.3236989974976,2150000,1e-05,20,0.1,15,True,-118.53425,43
44,3474.812780857086,2200000,1e-05,20,0.1,15,True,-128.1226,44
