,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,139,44,227,65,50,22,3,1,16,19.62,4.0,new,mock,DP,2,2,0
1,161,36,264,52,40,26,1,1,23,20.66,3.0,new,mock,DP,2,2,1
2,151,44,239,65,37,27,2,1,22,20.18,3.0,new,mock,DP,2,2,2
3,152,43,241,62,48,30,2,1,19,19.7,5.0,new,mock,DP,2,2,3
4,162,44,276,64,49,47,0,1,25,23.62,1.0,new,mock,DP,2,2,4
5,157,36,258,52,37,33,1,1,24,19.7,2.0,new,mock,DP,2,2,5
6,156,55,262,89,47,37,1,1,20,22.66,2.0,new,mock,DP,2,2,6
7,144,44,227,64,47,26,1,1,14,20.18,3.0,new,mock,DP,2,2,7
8,152,47,249,76,34,18,2,1,21,18.18,4.0,new,mock,DP,2,2,8
9,129,36,197,52,27,10,1,1,19,17.14,2.0,new,mock,DP,2,2,9
10,134,47,205,76,29,25,0,1,12,18.18,2.0,new,mock,DP,2,2,10
11,144,44,240,65,44,36,2,1,17,22.18,1.0,new,mock,DP,2,2,11
12,109,44,168,65,25,14,1,1,11,16.66,2.0,new,mock,DP,2,2,12
13,142,55,222,89,30,20,0,1,13,18.18,1.0,new,mock,DP,2,2,13
14,126,36,194,51,32,20,1,1,10,18.66,2.0,new,mock,DP,2,2,14
15,122,33,184,46,31,22,1,1,14,18.18,2.0,new,mock,DP,2,2,15
16,128,36,184,52,28,14,1,1,16,17.14,1.0,new,mock,DP,2,2,16
17,121,44,186,65,27,11,3,1,16,17.14,3.0,new,mock,DP,2,2,17
18,116,43,180,62,28,21,0,1,17,17.62,1.0,new,mock,DP,2,2,18
19,114,44,175,65,38,23,0,1,14,17.62,3.0,new,mock,DP,2,2,19
20,161,36,258,52,38,31,1,1,22,20.66,1.0,new,mock,DP,2,2,20
21,112,36,168,51,26,11,1,1,15,16.66,1.0,new,mock,DP,2,2,21
22,127,36,195,52,29,16,2,1,17,17.14,2.0,new,mock,DP,2,2,22
23,120,36,179,52,28,19,0,1,15,17.14,0.0,new,mock,DP,2,2,23
24,114,44,167,64,25,14,1,1,9,16.66,1.0,new,mock,DP,2,2,24
25,154,42,260,66,44,43,0,1,24,22.18,0.0,new,mock,DP,2,2,25
26,170,44,295,65,59,53,0,1,25,27.14,0.0,new,mock,DP,2,2,26
27,141,36,224,52,42,24,2,1,15,19.14,4.0,new,mock,DP,2,2,27
28,147,50,248,73,36,21,0,1,22,19.62,1.0,new,mock,DP,2,2,28
29,146,36,228,52,34,23,0,1,19,19.14,4.0,new,mock,DP,2,2,29
30,134,36,207,52,31,19,1,1,16,18.18,3.0,new,mock,DP,2,2,30
31,167,60,287,95,70,52,1,1,34,24.18,1.0,new,mock,DP,2,2,31
32,148,56,246,88,37,31,0,1,24,19.62,1.0,new,mock,DP,2,2,32
33,133,36,205,51,31,18,0,1,26,18.18,1.0,new,mock,DP,2,2,33
34,164,47,279,76,44,43,1,1,29,21.62,3.0,new,mock,DP,2,2,34
35,135,36,216,52,33,23,2,1,17,19.14,1.0,new,mock,DP,2,2,35
36,125,44,195,65,31,21,1,1,14,18.18,1.0,new,mock,DP,2,2,36
37,132,36,206,51,29,14,2,1,9,17.14,2.0,new,mock,DP,2,2,37
38,116,36,175,51,25,11,0,1,8,16.66,4.0,new,mock,DP,2,2,38
39,130,43,194,61,31,22,1,1,15,18.18,2.0,new,mock,DP,2,2,39
40,170,55,286,89,52,41,1,1,22,24.66,2.0,new,mock,DP,2,2,40
41,118,31,172,42,34,17,0,1,11,16.66,1.0,new,mock,DP,2,2,41
42,133,31,208,42,32,23,1,1,18,18.66,2.0,new,mock,DP,2,2,42
43,157,36,257,51,56,32,2,1,19,20.66,1.0,new,mock,DP,2,2,43
44,171,119,302,199,59,53,2,1,30,27.14,2.0,new,mock,DP,2,2,44
45,164,110,291,184,56,52,2,1,19,26.18,3.0,new,mock,DP,2,2,45
46,161,55,270,89,49,40,2,1,20,23.62,1.0,new,mock,DP,2,2,46
47,157,44,254,65,37,25,3,1,27,19.7,2.0,new,mock,DP,2,2,47
48,134,44,218,65,42,17,4,1,16,18.18,2.0,new,mock,DP,2,2,48
49,133,44,207,65,30,17,3,1,12,18.66,3.0,new,mock,DP,2,2,49
50,160,48,267,75,50,48,0,1,19,23.62,3.0,new,mock,DP,2,2,50
51,149,40,229,56,36,20,3,1,23,19.62,0.0,new,mock,DP,2,2,51
52,147,43,240,62,38,31,0,1,14,20.66,2.0,new,mock,DP,2,2,52
53,122,43,185,61,28,15,1,1,17,17.14,2.0,new,mock,DP,2,2,53
54,143,36,217,51,31,16,3,1,11,18.66,1.0,new,mock,DP,2,2,54
55,90,36,130,52,20,7,1,1,7,15.62,2.0,new,mock,DP,2,2,55
56,134,44,224,65,35,26,2,1,10,19.62,0.0,new,mock,DP,2,2,56
57,136,44,215,65,37,25,2,1,21,19.62,5.0,new,mock,DP,2,2,57
58,120,28,172,36,32,10,0,1,9,16.18,2.0,new,mock,DP,2,2,58
59,116,31,176,42,27,12,1,1,17,16.66,2.0,new,mock,DP,2,2,59
60,112,44,174,65,27,23,0,1,14,17.62,4.0,new,mock,DP,2,2,60
61,150,33,244,46,43,34,2,1,21,21.62,1.0,new,mock,DP,2,2,61
62,148,36,241,52,38,26,2,1,13,20.18,1.0,new,mock,DP,2,2,62
63,122,44,185,64,39,23,0,1,13,17.7,3.0,new,mock,DP,2,2,63
64,159,39,259,55,58,36,0,1,25,20.66,3.0,new,mock,DP,2,2,64
65,87,36,127,51,21,14,0,1,7,15.7,1.0,new,mock,DP,2,2,65
66,138,44,220,65,29,15,2,1,11,17.62,2.0,new,mock,DP,2,2,66
67,142,36,225,52,34,23,2,1,18,19.14,1.0,new,mock,DP,2,2,67
68,138,44,214,64,32,18,2,1,19,18.18,2.0,new,mock,DP,2,2,68
69,133,44,207,64,32,18,3,1,15,18.66,1.0,new,mock,DP,2,2,69
70,163,74,272,110,47,40,2,1,16,23.14,3.0,new,mock,DP,2,2,70
71,124,47,193,76,29,23,1,1,13,17.62,1.0,new,mock,DP,2,2,71
72,146,39,235,55,49,31,2,1,18,20.66,2.0,new,mock,DP,2,2,72
73,124,36,192,52,28,16,1,1,10,17.14,2.0,new,mock,DP,2,2,73
74,146,37,236,51,35,26,2,1,20,19.14,6.0,new,mock,DP,2,2,74
75,163,44,271,65,46,36,1,1,23,22.66,4.0,new,mock,DP,2,2,75
76,117,44,184,64,30,24,1,1,10,18.18,2.0,new,mock,DP,2,2,76
77,170,56,297,89,53,51,4,1,26,25.62,2.0,new,mock,DP,2,2,77
78,170,55,296,89,54,48,4,1,27,25.14,4.0,new,mock,DP,2,2,78
79,148,43,239,62,40,35,0,1,17,21.14,1.0,new,mock,DP,2,2,79
80,135,31,212,41,33,21,0,1,24,18.66,2.0,new,mock,DP,2,2,80
81,142,36,232,52,39,34,2,1,18,20.18,2.0,new,mock,DP,2,2,81
82,104,36,150,52,24,10,0,1,13,16.18,2.0,new,mock,DP,2,2,82
83,129,36,201,52,28,11,1,1,18,17.14,5.0,new,mock,DP,2,2,83
84,146,36,234,51,36,26,3,1,22,19.62,3.0,new,mock,DP,2,2,84
85,154,43,250,62,35,25,1,1,21,19.14,3.0,new,mock,DP,2,2,85
86,162,50,270,74,50,46,1,1,25,23.62,1.0,new,mock,DP,2,2,86
87,164,53,281,85,41,34,2,1,26,20.18,1.0,new,mock,DP,2,2,87
88,155,44,250,65,42,32,2,1,22,21.14,5.0,new,mock,DP,2,2,88
89,159,36,266,52,50,42,1,1,20,23.62,1.0,new,mock,DP,2,2,89
90,155,28,247,36,53,38,0,1,23,21.62,3.0,new,mock,DP,2,2,90
91,138,44,219,64,39,15,2,1,18,17.62,1.0,new,mock,DP,2,2,91
92,140,36,218,52,34,22,1,1,16,18.66,2.0,new,mock,DP,2,2,92
93,146,43,240,62,43,18,1,1,24,19.14,3.0,new,mock,DP,2,2,93
94,145,44,227,65,38,29,2,1,11,20.66,3.0,new,mock,DP,2,2,94
95,149,36,236,52,37,26,2,1,18,20.18,1.0,new,mock,DP,2,2,95
96,126,44,196,65,28,14,2,1,17,17.62,1.0,new,mock,DP,2,2,96
97,138,74,218,110,34,25,2,1,16,19.62,2.0,new,mock,DP,2,2,97
98,154,97,263,158,58,46,1,1,19,24.18,1.0,new,mock,DP,2,2,98
99,161,104,271,169,49,47,1,1,23,23.62,0.0,new,mock,DP,2,2,99
100,129,36,198,52,30,14,2,1,13,17.62,3.0,new,mock,DP,2,2,100
101,134,36,211,52,38,32,0,1,15,20.66,2.0,new,mock,DP,2,2,101
102,147,36,229,52,37,27,1,1,16,20.18,1.0,new,mock,DP,2,2,102
103,121,44,188,65,27,15,1,1,18,17.14,2.0,new,mock,DP,2,2,103
104,152,44,249,65,41,28,3,1,18,21.14,2.0,new,mock,DP,2,2,104
105,115,33,181,45,35,8,3,1,17,16.66,2.0,new,mock,DP,2,2,105
106,142,31,223,41,32,17,2,1,19,18.66,0.0,new,mock,DP,2,2,106
107,136,44,202,65,33,23,3,1,18,18.66,1.0,new,mock,DP,2,2,107
108,153,44,243,65,39,26,4,1,14,20.66,4.0,new,mock,DP,2,2,108
109,127,31,190,42,27,13,1,1,16,17.14,2.0,new,mock,DP,2,2,109
110,118,31,180,41,26,19,0,1,16,17.14,2.0,new,mock,DP,2,2,110
111,160,55,273,89,39,27,1,1,26,20.66,1.0,new,mock,DP,2,2,111
112,138,43,215,62,35,21,0,1,16,18.66,2.0,new,mock,DP,2,2,112
113,155,55,260,89,46,38,2,1,24,22.18,0.0,new,mock,DP,2,2,113
114,122,71,190,103,30,21,1,1,13,18.18,0.0,new,mock,DP,2,2,114
115,139,44,222,65,35,26,2,1,21,19.62,4.0,new,mock,DP,2,2,115
116,138,81,226,119,46,30,0,1,14,20.18,1.0,new,mock,DP,2,2,116
117,138,36,203,52,29,17,0,1,12,17.62,0.0,new,mock,DP,2,2,117
118,142,42,216,60,28,14,2,1,15,17.14,2.0,new,mock,DP,2,2,118
119,148,50,244,74,41,27,2,1,20,21.14,2.0,new,mock,DP,2,2,119
120,121,44,191,64,28,17,0,1,14,17.62,2.0,new,mock,DP,2,2,120
121,126,74,206,110,32,15,2,1,25,18.18,1.0,new,mock,DP,2,2,121
122,163,53,269,85,45,36,2,1,19,22.18,1.0,new,mock,DP,2,2,122
123,139,36,218,52,36,28,0,1,15,19.62,1.0,new,mock,DP,2,2,123
124,139,31,216,42,45,25,0,1,17,19.14,1.0,new,mock,DP,2,2,124
125,142,36,222,52,39,32,2,1,15,20.66,4.0,new,mock,DP,2,2,125
126,129,44,205,64,33,20,2,1,9,18.66,1.0,new,mock,DP,2,2,126
127,140,44,227,65,48,25,2,1,18,20.66,1.0,new,mock,DP,2,2,127
128,163,49,282,71,50,44,3,1,17,24.18,1.0,new,mock,DP,2,2,128
129,163,82,267,122,45,32,2,1,28,22.18,3.0,new,mock,DP,2,2,129
