,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
0,1750,353,4384,838,6897,1415,38,2,243,383.86,3830.0,new,experiments/results/DP_2_2/5mill_C/0.onnx,DP,3,2,3.3356308937072754,0,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,0
1,1736,412,3984,920,9578,1295,19,139,320,403.39,6455.0,new,experiments/results/DP_2_2/5mill_C/1.onnx,DP,3,2,107.6369276046753,50000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,1
2,1849,498,4013,1129,11696,1125,18,292,189,349.85,8573.0,new,experiments/results/DP_2_2/5mill_C/2.onnx,DP,3,2,214.5700056552887,100000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,2
3,1857,417,4096,895,12386,1284,23,119,161,291.04,8884.0,new,experiments/results/DP_2_2/5mill_C/3.onnx,DP,3,2,322.76665210723877,150000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,3
4,1668,216,3085,385,7531,945,31,112,80,353.72,5292.0,new,experiments/results/DP_2_2/5mill_C/4.onnx,DP,3,2,428.2564470767975,200000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,4
5,1444,287,2802,479,5551,724,5,78,28,115.45,4080.0,new,experiments/results/DP_2_2/5mill_C/5.onnx,DP,3,2,530.7851479053497,250000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,5
6,1144,76,2005,115,3197,361,9,1,12,165.39,2389.0,new,experiments/results/DP_2_2/5mill_C/6.onnx,DP,3,2,630.4776127338409,300000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,6
7,805,64,1297,86,1708,172,4,1,2,118.43,1191.0,new,experiments/results/DP_2_2/5mill_C/7.onnx,DP,3,2,729.722204208374,350000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,7
8,259,40,297,52,475,11,9,1,0,114.69,208.0,new,experiments/results/DP_2_2/5mill_C/8.onnx,DP,3,2,829.0876321792603,400000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,8
9,426,101,684,153,863,31,0,1,0,19.66,523.0,new,experiments/results/DP_2_2/5mill_C/9.onnx,DP,3,2,928.7046585083008,450000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,9
10,1870,453,4774,1016,13475,1573,4,1,181,363.26,8625.0,new,experiments/results/DP_2_2/5mill_C/10.onnx,DP,3,2,1027.7767007350922,500000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,10
11,1873,453,4766,1016,12000,1628,4,1,227,553.25,7066.0,new,experiments/results/DP_2_2/5mill_C/11.onnx,DP,3,2,1128.036137342453,550000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,11
12,1867,453,4764,1016,12645,1551,5,1,169,488.11,7006.0,new,experiments/results/DP_2_2/5mill_C/12.onnx,DP,3,2,1230.3826913833618,600000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,12
13,1381,189,3013,322,4809,941,13,1,70,383.28,2769.0,new,experiments/results/DP_2_2/5mill_C/13.onnx,DP,3,2,1332.525444984436,650000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,13
14,1402,99,2736,143,4824,517,10,1,43,34.41,3460.0,new,experiments/results/DP_2_2/5mill_C/14.onnx,DP,3,2,1433.0993547439575,700000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,14
15,565,62,1031,93,1216,137,2,1,21,23.99,756.0,new,experiments/results/DP_2_2/5mill_C/15.onnx,DP,3,2,1532.8946468830109,750000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,15
