,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,context features,idx
0,51,31,70,42,206,5,1,1,7,19.62,32.0,new,experiments/results/DP_2_2/5mill_C/0.onnx,DP,2,2,3.3356308937072754,0,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,0
1,166,44,288,65,348,49,1,11,45,34.67,109.0,new,experiments/results/DP_2_2/5mill_C/1.onnx,DP,2,2,107.6369276046753,50000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,1
2,175,110,310,178,335,55,1,20,36,46.67,137.0,new,experiments/results/DP_2_2/5mill_C/2.onnx,DP,2,2,214.5700056552887,100000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,2
3,175,67,280,98,368,56,1,1,20,47.64,127.0,new,experiments/results/DP_2_2/5mill_C/3.onnx,DP,2,2,322.76665210723877,150000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,3
4,163,28,217,35,332,16,1,1,7,26.68,99.0,new,experiments/results/DP_2_2/5mill_C/4.onnx,DP,2,2,428.2564470767975,200000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,4
5,125,28,176,36,294,31,0,1,3,12.73,93.0,new,experiments/results/DP_2_2/5mill_C/5.onnx,DP,2,2,530.7851479053497,250000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,5
6,109,28,160,36,278,21,0,1,6,27.62,60.0,new,experiments/results/DP_2_2/5mill_C/6.onnx,DP,2,2,630.4776127338409,300000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,6
7,107,28,158,36,267,16,2,1,6,26.66,54.0,new,experiments/results/DP_2_2/5mill_C/7.onnx,DP,2,2,729.722204208374,350000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,7
8,58,25,66,29,196,5,2,1,0,20.66,33.0,new,experiments/results/DP_2_2/5mill_C/8.onnx,DP,2,2,829.0876321792603,400000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,8
9,71,28,89,36,210,5,0,1,0,22.66,58.0,new,experiments/results/DP_2_2/5mill_C/9.onnx,DP,2,2,928.7046585083008,450000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,9
10,59,25,78,29,194,5,0,1,2,20.66,42.0,new,experiments/results/DP_2_2/5mill_C/10.onnx,DP,2,2,1027.7767007350922,500000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,10
11,175,50,303,74,360,55,0,1,29,31.72,125.0,new,experiments/results/DP_2_2/5mill_C/11.onnx,DP,2,2,1128.036137342453,550000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,11
12,151,36,244,52,263,33,0,1,18,20.76,83.0,new,experiments/results/DP_2_2/5mill_C/12.onnx,DP,2,2,1230.3826913833618,600000,1e-05,20,0.1,25,True,10000,True,10000,True,True,True,12
