,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,1288,261,2110,477,2047,405,111,33,395,101.23,1134.0,new,experiments/results/CM_2_2/ra_feature_2h/0.onnx,CM,2,2,205.59269165992737,50000,1e-05,20,0.1,14,True,0
1,1161,221,1711,413,2063,242,3,1,176,133.81,1387.0,new,experiments/results/CM_2_2/ra_feature_2h/1.onnx,CM,2,2,395.47524404525757,100000,1e-05,20,0.1,14,True,1
2,1161,256,1662,464,2018,294,5,1,176,106.28,1324.0,new,experiments/results/CM_2_2/ra_feature_2h/2.onnx,CM,2,2,599.4141066074371,150000,1e-05,20,0.1,14,True,2
3,1298,243,2552,443,1395,361,113,1,656,30.52,262.0,new,experiments/results/CM_2_2/ra_feature_2h/3.onnx,CM,2,2,793.0135884284973,200000,1e-05,20,0.1,14,True,3
4,1235,221,1782,413,2279,196,22,33,388,118.94,1614.0,new,experiments/results/CM_2_2/ra_feature_2h/4.onnx,CM,2,2,971.0259613990784,250000,1e-05,20,0.1,14,True,4
5,1303,221,2567,413,1319,270,172,1,700,22.36,352.0,new,experiments/results/CM_2_2/ra_feature_2h/5.onnx,CM,2,2,1131.559984922409,300000,1e-05,20,0.1,14,True,5
6,807,221,1070,413,1071,112,0,25,141,141.61,602.0,new,experiments/results/CM_2_2/ra_feature_2h/6.onnx,CM,2,2,1277.4495918750763,350000,1e-05,20,0.1,14,True,6
7,783,221,1100,413,1267,133,0,27,174,125.66,766.0,new,experiments/results/CM_2_2/ra_feature_2h/7.onnx,CM,2,2,1412.4603309631348,400000,1e-05,20,0.1,14,True,7
8,1211,259,1718,473,2185,269,1,53,242,148.82,1505.0,new,experiments/results/CM_2_2/ra_feature_2h/8.onnx,CM,2,2,1532.8787331581116,450000,1e-05,20,0.1,14,True,8
9,1303,221,2165,413,2601,258,3,65,604,131.98,1844.0,new,experiments/results/CM_2_2/ra_feature_2h/9.onnx,CM,2,2,1648.5199761390686,500000,1e-05,20,0.1,14,True,9
10,882,221,1135,413,1144,123,0,27,224,145.58,653.0,new,experiments/results/CM_2_2/ra_feature_2h/10.onnx,CM,2,2,1750.9055230617523,550000,1e-05,20,0.1,14,True,10
