,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,205.59269165992737,50000,1e-05,20,0.1,14,True,-145.1885,0
1,395.47524404525757,100000,1e-05,20,0.1,14,True,-560.4613,1
2,599.4141066074371,150000,1e-05,20,0.1,14,True,-599.3792,2
3,793.0135884284973,200000,1e-05,20,0.1,14,True,-556.6655,3
4,971.0259613990784,250000,1e-05,20,0.1,14,True,-702.7721,4
5,1131.559984922409,300000,1e-05,20,0.1,14,True,-581.79626,5
6,1277.4495918750763,350000,1e-05,20,0.1,14,True,-643.05585,6
7,1412.4603309631348,400000,1e-05,20,0.1,14,True,-660.3622,7
8,1532.8787331581116,450000,1e-05,20,0.1,14,True,-646.35895,8
9,1648.5199761390686,500000,1e-05,20,0.1,14,True,-728.8121,9
10,1750.9055230617523,550000,1e-05,20,0.1,14,True,-588.9196,10
11,1851.099624156952,600000,1e-05,20,0.1,14,True,-597.52484,11
12,1962.6620922088623,650000,1e-05,20,0.1,14,True,-681.706,12
13,2068.42755317688,700000,1e-05,20,0.1,14,True,-634.753,13
14,2184.9387714862823,750000,1e-05,20,0.1,14,True,-687.4525,14
15,2290.5538976192474,800000,1e-05,20,0.1,14,True,-642.339,15
16,2401.199494123459,850000,1e-05,20,0.1,14,True,-775.71173,16
17,2518.0578322410583,900000,1e-05,20,0.1,14,True,-572.7628,17
18,2621.3093416690826,950000,1e-05,20,0.1,14,True,-622.98706,18
19,2732.334552526474,1000000,1e-05,20,0.1,14,True,-662.1461,19
20,2831.3244190216064,1050000,1e-05,20,0.1,14,True,-657.8677,20
21,2934.4824345111847,1100000,1e-05,20,0.1,14,True,-653.3014,21
22,3040.4983932971954,1150000,1e-05,20,0.1,14,True,-472.51666,22
23,3147.7141542434692,1200000,1e-05,20,0.1,14,True,-592.7026,23
24,3245.532210826874,1250000,1e-05,20,0.1,14,True,-750.6002,24
25,3342.371207714081,1300000,1e-05,20,0.1,14,True,-394.20267,25
26,3442.1727306842804,1350000,1e-05,20,0.1,14,True,-612.0577,26
27,3539.918746471405,1400000,1e-05,20,0.1,14,True,-528.1893,27
28,3637.476797580719,1450000,1e-05,20,0.1,14,True,-654.84436,28
29,3738.622812271118,1500000,1e-05,20,0.1,14,True,-598.85767,29
30,3831.969289302826,1550000,1e-05,20,0.1,14,True,-735.8965,30
31,3927.8701062202454,1600000,1e-05,20,0.1,14,True,-546.997,31
32,4026.3418073654175,1650000,1e-05,20,0.1,14,True,-624.9263,32
33,4121.035998106003,1700000,1e-05,20,0.1,14,True,-573.2038,33
34,4224.969699382782,1750000,1e-05,20,0.1,14,True,-713.94055,34
35,4322.526676654816,1800000,1e-05,20,0.1,14,True,-677.0026,35
36,4420.8876032829285,1850000,1e-05,20,0.1,14,True,-560.4346,36
37,4520.02850151062,1900000,1e-05,20,0.1,14,True,-576.14655,37
38,4623.53467464447,1950000,1e-05,20,0.1,14,True,-723.0144,38
39,4724.063373804092,2000000,1e-05,20,0.1,14,True,-641.0608,39
40,4822.149072885513,2050000,1e-05,20,0.1,14,True,-477.71246,40
41,4926.4067096710205,2100000,1e-05,20,0.1,14,True,-702.28564,41
42,5034.4381902217865,2150000,1e-05,20,0.1,14,True,-717.2704,42
43,5137.145138025284,2200000,1e-05,20,0.1,14,True,-629.23816,43
44,5239.805548429489,2250000,1e-05,20,0.1,14,True,-584.4064,44
45,5337.76841211319,2300000,1e-05,20,0.1,14,True,-517.0044,45
46,5446.0682537555695,2350000,1e-05,20,0.1,14,True,-653.206,46
47,5545.514736413956,2400000,1e-05,20,0.1,14,True,-725.7282,47
48,5646.44846701622,2450000,1e-05,20,0.1,14,True,-650.43774,48
49,5744.254588365555,2500000,1e-05,20,0.1,14,True,-613.0641,49
50,5850.888604879379,2550000,1e-05,20,0.1,14,True,-670.85474,50
51,5957.279367446899,2600000,1e-05,20,0.1,14,True,-668.15564,51
52,6055.568167686462,2650000,1e-05,20,0.1,14,True,-607.4549,52
53,6155.916260242462,2700000,1e-05,20,0.1,14,True,-626.19476,53
54,6256.706414699554,2750000,1e-05,20,0.1,14,True,-562.7604,54
55,6355.46181845665,2800000,1e-05,20,0.1,14,True,-746.94745,55
56,6451.86727976799,2850000,1e-05,20,0.1,14,True,-623.75464,56
57,6550.9960968494415,2900000,1e-05,20,0.1,14,True,-606.4783,57
58,6648.248355150223,2950000,1e-05,20,0.1,14,True,-625.52405,58
59,6747.770561218262,3000000,1e-05,20,0.1,14,True,-574.0688,59
60,6859.387574195862,3050000,1e-05,20,0.1,14,True,-630.61554,60
61,6971.750320196152,3100000,1e-05,20,0.1,14,True,-492.1586,61
62,7088.549782991409,3150000,1e-05,20,0.1,14,True,-507.04233,62
