,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,26,9,34,10,164,2,0,1,16,16.66,14.0,new,experiments/results/TL_2_2/ra_feature2_2h/0.onnx,TL,2,2,0.02431011199951172,0,1e-05,20,0.1,17,True,0
1,281,35,501,54,399,84,0,1,147,53.55,173.0,new,experiments/results/TL_2_2/ra_feature2_2h/1.onnx,TL,2,2,74.71600437164307,50000,1e-05,20,0.1,17,True,1
2,78,9,102,10,222,20,0,1,12,23.62,37.0,new,experiments/results/TL_2_2/ra_feature2_2h/2.onnx,TL,2,2,146.85788488388062,100000,1e-05,20,0.1,17,True,2
3,113,24,161,33,218,42,0,1,25,29.14,47.0,new,experiments/results/TL_2_2/ra_feature2_2h/3.onnx,TL,2,2,218.40086197853088,150000,1e-05,20,0.1,17,True,3
4,20,9,29,10,142,9,0,1,1,16.66,9.0,new,experiments/results/TL_2_2/ra_feature2_2h/4.onnx,TL,2,2,288.25779581069946,200000,1e-05,20,0.1,17,True,4
5,65,13,88,14,215,19,0,1,16,21.14,41.0,new,experiments/results/TL_2_2/ra_feature2_2h/5.onnx,TL,2,2,358.00307035446167,250000,1e-05,20,0.1,17,True,5
6,86,17,154,22,240,51,0,1,33,27.14,69.0,new,experiments/results/TL_2_2/ra_feature2_2h/6.onnx,TL,2,2,428.68768858909607,300000,1e-05,20,0.1,17,True,6
7,84,12,114,14,220,23,0,1,22,24.18,35.0,new,experiments/results/TL_2_2/ra_feature2_2h/7.onnx,TL,2,2,499.2424280643463,350000,1e-05,20,0.1,17,True,7
8,81,18,117,22,216,26,0,1,25,23.62,43.0,new,experiments/results/TL_2_2/ra_feature2_2h/8.onnx,TL,2,2,569.2537233829498,400000,1e-05,20,0.1,17,True,8
9,10,9,11,10,163,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/ra_feature2_2h/9.onnx,TL,2,2,638.4441072940826,450000,1e-05,20,0.1,17,True,9
10,9,9,10,10,146,2,0,1,0,16.19,7.0,new,experiments/results/TL_2_2/ra_feature2_2h/10.onnx,TL,2,2,708.4485151767731,500000,1e-05,20,0.1,17,True,10
11,42,9,61,10,158,8,0,1,13,18.18,18.0,new,experiments/results/TL_2_2/ra_feature2_2h/11.onnx,TL,2,2,779.559798002243,550000,1e-05,20,0.1,17,True,11
12,9,9,10,10,152,2,0,1,0,16.19,7.0,new,experiments/results/TL_2_2/ra_feature2_2h/12.onnx,TL,2,2,849.0789144039154,600000,1e-05,20,0.1,17,True,12
13,9,9,10,10,157,2,0,1,0,16.19,9.0,new,experiments/results/TL_2_2/ra_feature2_2h/13.onnx,TL,2,2,920.3987851142883,650000,1e-05,20,0.1,17,True,13
14,9,9,10,10,149,2,0,1,0,16.19,6.0,new,experiments/results/TL_2_2/ra_feature2_2h/14.onnx,TL,2,2,992.0811996459961,700000,1e-05,20,0.1,17,True,14
15,9,9,10,10,128,2,0,1,0,16.19,6.0,new,experiments/results/TL_2_2/ra_feature2_2h/15.onnx,TL,2,2,1063.7082114219666,750000,1e-05,20,0.1,17,True,15
16,9,9,10,10,156,2,0,1,0,16.19,7.0,new,experiments/results/TL_2_2/ra_feature2_2h/16.onnx,TL,2,2,1134.069019794464,800000,1e-05,20,0.1,17,True,16
17,14,9,16,10,165,2,0,1,2,16.18,10.0,new,experiments/results/TL_2_2/ra_feature2_2h/17.onnx,TL,2,2,1204.3098540306091,850000,1e-05,20,0.1,17,True,17
18,11,9,12,10,145,2,0,1,2,16.18,4.0,new,experiments/results/TL_2_2/ra_feature2_2h/18.onnx,TL,2,2,1275.1568281650543,900000,1e-05,20,0.1,17,True,18
19,11,9,12,10,146,2,0,1,2,16.18,7.0,new,experiments/results/TL_2_2/ra_feature2_2h/19.onnx,TL,2,2,1345.7411181926727,950000,1e-05,20,0.1,17,True,19
20,11,9,12,10,129,2,0,1,2,16.18,6.0,new,experiments/results/TL_2_2/ra_feature2_2h/20.onnx,TL,2,2,1416.2042438983917,1000000,1e-05,20,0.1,17,True,20
21,9,9,10,10,128,2,0,1,0,16.19,5.0,new,experiments/results/TL_2_2/ra_feature2_2h/21.onnx,TL,2,2,1486.7066571712494,1050000,1e-05,20,0.1,17,True,21
22,18,14,27,18,167,6,0,3,0,16.66,16.0,new,experiments/results/TL_2_2/ra_feature2_2h/22.onnx,TL,2,2,1556.8321130275726,1100000,1e-05,20,0.1,17,True,22
23,11,9,12,10,131,2,0,1,2,16.18,10.0,new,experiments/results/TL_2_2/ra_feature2_2h/23.onnx,TL,2,2,1626.512036561966,1150000,1e-05,20,0.1,17,True,23
