,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,6,6,8,8,179,2,0,1,0,13.51,13.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,1,0.0446927374301676,0
1,7,6,10,8,184,2,0,1,0,13.52,16.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,2,0.05434782608695652,0
2,8,6,12,8,187,2,0,1,0,14.0,20.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,3,0.06417112299465241,0
3,9,6,14,8,189,2,0,1,0,14.0,19.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,4,0.07407407407407407,0
4,10,6,16,8,185,2,0,1,0,14.99,17.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,5,0.08648648648648649,0
5,11,6,18,8,192,2,0,1,0,15.5,19.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,6,0.09375,0
6,12,6,20,8,191,2,0,1,0,15.5,22.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,7,0.10471204188481675,0
7,13,6,22,8,197,2,0,1,0,15.5,21.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,8,0.1116751269035533,0
8,14,6,24,8,196,2,0,1,0,15.5,21.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,9,0.12244897959183673,0
9,15,6,26,8,190,2,0,1,0,15.51,22.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,10,0.1368421052631579,0
10,16,6,28,8,204,2,0,1,0,15.53,29.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,11,0.13725490196078433,0
11,17,6,30,8,206,2,0,1,0,16.0,27.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,12,0.14563106796116504,0
12,18,6,32,8,204,2,0,1,0,16.0,31.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,13,0.1568627450980392,0
13,19,6,34,8,200,2,0,1,0,16.0,29.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,14,0.17,0
14,20,6,36,8,204,2,0,1,0,16.48,32.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,1,15,0.17647058823529413,0
15,14,0,15,0,187,0,0,0,1,0.0,20.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,1,0.08021390374331551,0
16,31,22,56,36,213,6,0,1,0,15.98,41.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,2,0.26291079812206575,0
17,43,22,88,36,241,7,0,1,0,16.48,58.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,3,0.3651452282157676,0
18,57,22,126,36,253,6,0,1,0,17.44,71.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,4,0.4980237154150198,0
19,73,27,175,45,275,6,0,1,0,18.48,93.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,5,0.6363636363636364,0
20,91,27,233,45,285,6,0,1,0,19.44,95.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,6,0.8175438596491228,0
21,111,27,295,45,304,6,0,1,0,20.96,112.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,7,0.9703947368421053,0
22,133,30,365,48,361,6,0,1,0,21.92,158.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,8,1.0110803324099722,0
23,157,22,443,36,357,6,0,1,0,23.44,153.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,9,1.2408963585434174,0
24,183,31,536,51,373,6,0,1,0,25.92,165.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,10,1.4369973190348526,0
25,211,27,627,45,382,6,0,1,0,27.92,179.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,11,1.6413612565445026,0
26,241,31,736,51,406,6,0,1,0,16.45,196.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,12,1.812807881773399,0
27,273,27,843,45,437,6,0,1,0,20.39,208.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,13,1.929061784897025,0
28,307,22,958,36,497,6,0,1,0,23.4,273.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,14,1.9275653923541247,0
29,343,43,1094,69,495,6,0,1,0,24.51,270.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,2,15,2.21010101010101,0
30,24,0,28,0,197,0,0,0,1,0.0,29.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,1,0.14213197969543148,0
31,104,0,155,0,269,0,0,0,7,0.0,82.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,2,0.5762081784386617,0
32,219,117,482,190,390,19,0,1,0,26.96,182.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,3,1.235897435897436,0
33,345,138,867,218,471,21,0,1,0,27.23,254.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,4,1.8407643312101911,0
34,513,151,1439,247,718,34,0,1,0,66.26,416.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,5,2.0041782729805013,0
35,729,137,2231,215,886,27,0,1,0,111.29,572.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,6,2.518058690744921,0
36,999,145,3273,237,1151,32,0,1,0,83.17,755.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,7,2.8436142484795828,0
37,1329,180,4610,298,1670,50,0,1,0,123.48,1163.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,8,2.7604790419161676,0
38,1692,0,5001,0,1822,0,0,0,0,0.0,1533.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,3,9,2.744785949506037,0
39,50,0,66,0,224,0,0,0,1,0.0,50.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,4,1,0.29464285714285715,0
40,334,0,496,0,408,0,0,0,58,0.0,207.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,4,2,1.2156862745098038,0
41,865,0,1444,0,657,0,0,0,74,0.0,426.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,4,3,2.197869101978691,0
42,1865,902,4887,1639,2495,168,0,1,0,113.59,1702.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,4,4,1.9587174348697394,0
43,2626,0,5001,0,2695,0,0,0,0,0.0,2410.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,4,5,1.8556586270871984,0
44,114,0,162,0,297,0,0,0,1,0.0,119.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,5,1,0.5454545454545454,0
45,720,0,1059,0,608,0,0,0,84,0.0,403.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,5,2,1.7417763157894737,0
46,2693,0,4363,0,2453,0,0,0,362,0.0,2164.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,5,3,1.7786384019567876,0
47,3290,0,5001,0,3931,0,0,0,0,0.0,3663.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,5,4,1.2721953701348256,0
48,258,0,386,0,412,0,0,0,1,0.0,215.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,6,1,0.9368932038834952,0
49,1956,0,2972,0,1435,0,0,0,110,0.0,1189.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,6,2,2.0710801393728224,0
50,3301,0,5001,0,3840,0,0,0,146,0.0,3538.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,6,3,1.30234375,0
51,578,0,898,0,593,0,0,0,1,0.0,389.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,7,1,1.5143338954468804,0
52,3190,0,4912,0,3106,0,0,0,143,0.0,2817.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,7,2,1.5814552479072763,0
53,1282,0,2050,0,1085,0,0,0,1,0.0,860.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,8,1,1.8894009216589862,0
54,3242,0,5001,0,3759,0,0,0,68,0.0,3464.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,8,2,1.3304070231444534,0
55,2818,0,4610,0,3320,0,0,0,1,0.0,3053.0,false,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,9,1,1.3885542168674698,0
56,3524,0,5001,0,6430,0,0,0,0,0.0,6165.0,true,False,new,experiments/results/AT_2_2/boolean_5/0.onnx,AT,10,1,0.777760497667185,0
57,6,6,8,8,182,2,0,1,0,13.51,15.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,1,0.04395604395604396,1
58,7,6,10,8,184,2,0,1,0,13.52,17.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,2,0.05434782608695652,1
59,8,6,12,8,181,2,0,1,0,14.51,14.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,3,0.06629834254143646,1
60,9,6,14,8,188,2,0,1,0,14.51,19.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,4,0.07446808510638298,1
61,10,6,16,8,186,2,0,1,0,14.99,21.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,5,0.08602150537634409,1
62,11,6,18,8,195,2,0,1,0,15.5,27.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,6,0.09230769230769231,1
63,12,6,20,8,193,2,0,1,0,15.5,24.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,7,0.10362694300518134,1
64,13,6,22,8,189,2,0,1,0,15.5,24.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,8,0.1164021164021164,1
65,14,6,24,8,200,2,0,1,0,15.5,26.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,9,0.12,1
66,15,6,26,8,198,2,0,1,0,15.5,28.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,10,0.13131313131313133,1
67,16,6,28,8,192,2,0,1,0,15.53,23.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,11,0.14583333333333334,1
68,17,6,30,8,199,2,0,1,0,16.0,27.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,12,0.1507537688442211,1
69,18,6,32,8,213,2,0,1,0,16.0,44.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,13,0.15023474178403756,1
70,19,6,34,8,197,2,0,1,0,16.0,28.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,14,0.17258883248730963,1
71,20,6,36,8,202,2,0,1,0,16.0,37.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,1,15,0.1782178217821782,1
72,14,0,14,0,187,0,0,0,1,0.0,23.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,1,0.0748663101604278,1
73,31,20,50,30,208,10,0,1,0,15.98,33.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,2,0.2403846153846154,1
74,43,23,76,33,232,21,0,1,0,16.96,58.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,3,0.3275862068965517,1
75,57,23,111,33,253,39,0,1,0,19.92,59.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,4,0.43873517786561267,1
76,73,23,153,33,282,57,0,1,0,22.48,77.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,5,0.5425531914893617,1
77,91,27,206,43,301,45,0,1,0,22.96,100.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,6,0.6843853820598007,1
78,111,23,262,33,356,123,0,1,0,23.72,115.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,7,0.7359550561797753,1
79,133,23,326,33,391,131,0,1,0,30.75,135.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,8,0.8337595907928389,1
80,157,23,398,33,435,162,0,1,0,43.82,164.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,9,0.9149425287356322,1
81,183,23,484,33,480,248,0,1,0,77.93,147.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,10,1.0083333333333333,1
82,211,23,572,33,569,269,0,1,0,93.97,199.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,11,1.0052724077328647,1
83,241,23,670,33,633,301,0,1,0,124.04,207.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,12,1.0584518167456556,1
84,273,23,778,33,772,431,0,1,0,78.76,220.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,13,1.0077720207253886,1
85,307,27,893,43,633,216,0,1,0,95.08,268.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,14,1.410742496050553,1
86,343,23,1014,33,1038,563,0,1,0,99.2,249.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,2,15,0.976878612716763,1
87,20,0,20,0,199,0,0,0,1,0.0,29.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,1,0.10050251256281408,1
88,102,0,153,0,252,1,0,0,7,0.0,73.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,2,0.6071428571428571,1
89,219,88,417,138,354,12,0,1,0,24.96,155.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,3,1.1779661016949152,1
90,345,130,718,197,441,12,0,1,0,21.2,225.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,4,1.6281179138321995,1
91,513,136,1168,205,616,26,0,1,0,53.26,370.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,5,1.896103896103896,1
92,729,130,1810,197,764,11,0,1,0,84.26,509.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,6,2.369109947643979,1
93,999,138,2663,207,1543,483,0,1,0,117.16,785.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,7,1.7258587167854829,1
94,1329,148,3781,219,4040,1461,0,1,0,140.35,1136.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,8,0.935891089108911,1
95,1725,0,5001,0,3471,897,0,0,0,0.0,1692.0,true,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,3,9,1.4407951598962836,1
96,32,0,33,0,207,0,0,0,1,0.0,38.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,4,1,0.15942028985507245,1
97,271,0,400,0,388,8,0,0,53,0.0,189.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,4,2,1.0309278350515463,1
98,843,0,1405,0,715,2,0,0,88,0.0,489.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,4,3,1.965034965034965,1
99,1865,666,3899,1002,1960,50,0,1,0,60.59,1530.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,4,4,1.9892857142857143,1
100,2632,0,5001,0,2661,1,0,0,0,0.0,2364.0,true,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,4,5,1.879368658399098,1
101,46,0,49,0,236,0,0,0,1,0.0,62.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,5,1,0.2076271186440678,1
102,642,0,880,0,545,2,0,0,170,0.0,319.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,5,2,1.614678899082569,1
103,2675,0,4280,0,2021,4,0,0,568,0.0,1729.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,5,3,2.1177634834240475,1
104,3391,0,5001,0,3270,2,0,0,113,0.0,2964.0,true,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,5,4,1.5293577981651376,1
105,68,0,70,0,253,0,0,0,1,0.0,79.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,6,1,0.2766798418972332,1
106,1502,0,1947,0,1135,2,0,0,417,0.0,888.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,6,2,1.7154185022026431,1
107,3875,0,5001,0,4252,1,0,0,459,0.0,3926.0,true,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,6,3,1.1761523988711196,1
108,94,0,99,0,294,0,0,0,1,0.0,111.0,false,False,new,experiments/results/AT_2_2/boolean_5/1.onnx,AT,7,1,0.336734693877551,1
