,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,37,30,80,60,196,1,0,1,0,18.66,31.0,new,experiments/results/BW_2_2/5mill_L/0.onnx,BW,2,2,2.0836594104766846,0,1e-05,20,0.1,20,True,10000,True,10000,True,True,0
1,37,23,76,32,223,23,0,3,0,21.14,54.0,new,experiments/results/BW_2_2/5mill_L/1.onnx,BW,2,2,84.54748892784119,50000,1e-05,20,0.1,20,True,10000,True,10000,True,True,1
2,37,15,76,20,193,34,0,1,0,21.62,52.0,new,experiments/results/BW_2_2/5mill_L/2.onnx,BW,2,2,167.81596517562866,100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,2
3,33,30,70,60,178,31,0,1,0,20.18,40.0,new,experiments/results/BW_2_2/5mill_L/3.onnx,BW,2,2,250.8641345500946,150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,3
4,30,15,45,20,160,5,0,1,0,18.66,33.0,new,experiments/results/BW_2_2/5mill_L/4.onnx,BW,2,2,333.5979874134064,200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,4
5,20,18,34,29,162,11,0,1,0,17.62,23.0,new,experiments/results/BW_2_2/5mill_L/5.onnx,BW,2,2,416.2136528491974,250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,5
6,19,15,26,20,152,4,0,1,0,17.14,22.0,new,experiments/results/BW_2_2/5mill_L/6.onnx,BW,2,2,498.80343794822693,300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,6
7,19,15,26,20,160,4,0,1,0,17.14,18.0,new,experiments/results/BW_2_2/5mill_L/7.onnx,BW,2,2,581.3142125606537,350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,7
8,19,15,26,20,185,4,0,1,0,17.14,22.0,new,experiments/results/BW_2_2/5mill_L/8.onnx,BW,2,2,664.2135605812073,400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,8
9,24,15,39,20,193,12,0,1,0,17.62,31.0,new,experiments/results/BW_2_2/5mill_L/9.onnx,BW,2,2,746.9505612850189,450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,9
10,26,15,35,20,152,6,0,1,0,17.62,24.0,new,experiments/results/BW_2_2/5mill_L/10.onnx,BW,2,2,829.9914836883545,500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,10
11,22,15,32,20,149,8,0,2,0,17.62,22.0,new,experiments/results/BW_2_2/5mill_L/11.onnx,BW,2,2,913.0691559314728,550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,11
12,24,15,30,20,195,6,0,1,0,17.62,34.0,new,experiments/results/BW_2_2/5mill_L/12.onnx,BW,2,2,996.2211570739746,600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,12
13,19,15,25,20,149,6,0,2,0,17.14,17.0,new,experiments/results/BW_2_2/5mill_L/13.onnx,BW,2,2,1079.2849407196045,650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,13
14,19,15,25,20,183,6,0,2,0,17.14,25.0,new,experiments/results/BW_2_2/5mill_L/14.onnx,BW,2,2,1162.419329404831,700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,14
15,25,15,34,20,154,8,0,2,0,17.62,23.0,new,experiments/results/BW_2_2/5mill_L/15.onnx,BW,2,2,1245.7534198760986,750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,15
16,30,23,58,40,205,25,0,2,0,18.66,43.0,new,experiments/results/BW_2_2/5mill_L/16.onnx,BW,2,2,1329.354497909546,800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,16
17,24,15,34,20,158,10,0,1,0,17.62,21.0,new,experiments/results/BW_2_2/5mill_L/17.onnx,BW,2,2,1412.9863991737366,850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,17
18,24,15,36,20,172,11,0,2,0,17.62,28.0,new,experiments/results/BW_2_2/5mill_L/18.onnx,BW,2,2,1495.8700807094574,900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,18
19,24,15,34,20,177,9,0,1,0,17.62,28.0,new,experiments/results/BW_2_2/5mill_L/19.onnx,BW,2,2,1578.561068534851,950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,19
20,26,15,35,20,162,8,0,2,0,18.18,30.0,new,experiments/results/BW_2_2/5mill_L/20.onnx,BW,2,2,1661.2989189624786,1000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,20
21,25,15,32,20,159,6,0,2,0,17.62,29.0,new,experiments/results/BW_2_2/5mill_L/21.onnx,BW,2,2,1743.7313845157623,1050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,21
22,34,15,67,20,216,27,0,1,0,20.18,40.0,new,experiments/results/BW_2_2/5mill_L/22.onnx,BW,2,2,1826.3497805595398,1100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,22
23,19,15,25,20,142,6,0,2,0,17.14,12.0,new,experiments/results/BW_2_2/5mill_L/23.onnx,BW,2,2,1909.3320062160492,1150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,23
24,32,26,68,49,207,6,0,1,0,19.14,32.0,new,experiments/results/BW_2_2/5mill_L/24.onnx,BW,2,2,1992.0708317756653,1200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,24
25,21,15,28,20,151,7,0,2,0,17.14,19.0,new,experiments/results/BW_2_2/5mill_L/25.onnx,BW,2,2,2075.198352575302,1250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,25
