,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,85,46,143,57,222,42,0,1,22,28.18,28.0,new,experiments/results/TA_2_2/ra_feature2_target/0.onnx,TA,2,2,0.004926919937133789,0,1e-05,20,0.1,15,True,0
1,139,101,279,177,344,102,0,1,26,21.94,84.0,new,experiments/results/TA_2_2/ra_feature2_target/1.onnx,TA,2,2,68.7832100391388,50000,1e-05,20,0.1,15,True,1
2,84,45,124,56,254,40,0,1,6,26.66,40.0,new,experiments/results/TA_2_2/ra_feature2_target/2.onnx,TA,2,2,136.8244869709015,100000,1e-05,20,0.1,15,True,2
3,140,101,278,177,271,116,0,1,25,17.96,32.0,new,experiments/results/TA_2_2/ra_feature2_target/3.onnx,TA,2,2,204.35553908348083,150000,1e-05,20,0.1,15,True,3
4,85,46,134,57,268,37,0,1,14,27.62,45.0,new,experiments/results/TA_2_2/ra_feature2_target/4.onnx,TA,2,2,271.7956221103668,200000,1e-05,20,0.1,15,True,4
5,140,99,270,174,359,115,0,1,18,16.97,47.0,new,experiments/results/TA_2_2/ra_feature2_target/5.onnx,TA,2,2,339.28732228279114,250000,1e-05,20,0.1,15,True,5
6,140,101,271,177,279,130,0,1,6,22.0,42.0,new,experiments/results/TA_2_2/ra_feature2_target/6.onnx,TA,2,2,406.7462890148163,300000,1e-05,20,0.1,15,True,6
7,81,46,120,57,213,39,0,1,6,26.18,24.0,new,experiments/results/TA_2_2/ra_feature2_target/7.onnx,TA,2,2,474.2617208957672,350000,1e-05,20,0.1,15,True,7
8,118,76,221,119,286,95,0,1,6,14.0,34.0,new,experiments/results/TA_2_2/ra_feature2_target/8.onnx,TA,2,2,541.7442054748535,400000,1e-05,20,0.1,15,True,8
9,127,79,233,129,320,87,0,1,20,14.94,51.0,new,experiments/results/TA_2_2/ra_feature2_target/9.onnx,TA,2,2,609.2857594490051,450000,1e-05,20,0.1,15,True,9
10,139,100,275,173,371,109,0,1,24,18.98,60.0,new,experiments/results/TA_2_2/ra_feature2_target/10.onnx,TA,2,2,676.7118244171143,500000,1e-05,20,0.1,15,True,10
11,71,45,98,56,230,27,0,1,6,24.66,27.0,new,experiments/results/TA_2_2/ra_feature2_target/11.onnx,TA,2,2,744.1988637447357,550000,1e-05,20,0.1,15,True,11
12,140,101,283,177,307,121,0,1,14,18.97,35.0,new,experiments/results/TA_2_2/ra_feature2_target/12.onnx,TA,2,2,811.6830003261566,600000,1e-05,20,0.1,15,True,12
