,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,652,92,1172,190,1140,400,0,1,286,34.1,567.0,new,experiments/results/BW_2_2/ra_feature2_2h/0.onnx,BW,3,3,0.02398085594177246,0,1e-05,20,0.1,17,True,0
1,224,49,404,69,420,65,0,1,135,43.69,144.0,new,experiments/results/BW_2_2/ra_feature2_2h/5.onnx,BW,3,3,340.5902545452118,250000,1e-05,20,0.1,17,True,5
2,145,62,232,102,361,26,0,1,41,18.69,101.0,new,experiments/results/BW_2_2/ra_feature2_2h/10.onnx,BW,3,3,678.6523759365082,500000,1e-05,20,0.1,17,True,10
3,705,171,1568,415,1624,348,0,1,328,48.39,950.0,new,experiments/results/BW_2_2/ra_feature2_2h/15.onnx,BW,3,3,1017.118753194809,750000,1e-05,20,0.1,17,True,15
4,371,56,664,84,643,233,0,1,180,118.71,224.0,new,experiments/results/BW_2_2/ra_feature2_2h/20.onnx,BW,3,3,1404.8955519199371,1000000,1e-05,20,0.1,17,True,20
5,542,74,1054,135,840,1,0,1,378,23.75,527.0,new,experiments/results/BW_2_2/ra_feature2_2h/25.onnx,BW,3,3,1807.3738300800323,1250000,1e-05,20,0.1,17,True,25
6,434,154,921,366,1119,447,0,1,164,81.51,425.0,new,experiments/results/BW_2_2/ra_feature2_2h/30.onnx,BW,3,3,2191.848649740219,1500000,1e-05,20,0.1,17,True,30
7,587,98,1119,202,1225,454,0,2,266,48.97,528.0,new,experiments/results/BW_2_2/ra_feature2_2h/35.onnx,BW,3,3,2595.881555080414,1750000,1e-05,20,0.1,17,True,35
8,406,41,693,57,878,265,0,2,127,153.68,386.0,new,experiments/results/BW_2_2/ra_feature2_2h/40.onnx,BW,3,3,3003.3741788864136,2000000,1e-05,20,0.1,17,True,40
9,493,83,848,158,913,311,0,1,154,69.53,393.0,new,experiments/results/BW_2_2/ra_feature2_2h/45.onnx,BW,3,3,3377.012850999832,2250000,1e-05,20,0.1,17,True,45
10,162,47,249,70,298,72,0,2,53,22.68,80.0,new,experiments/results/BW_2_2/ra_feature2_2h/50.onnx,BW,3,3,3769.5890362262726,2500000,1e-05,20,0.1,17,True,50
11,506,52,887,78,907,338,0,1,200,94.51,377.0,new,experiments/results/BW_2_2/ra_feature2_2h/55.onnx,BW,3,3,4178.46372461319,2750000,1e-05,20,0.1,17,True,55
12,827,202,2051,473,2140,962,0,1,519,162.06,838.0,new,experiments/results/BW_2_2/ra_feature2_2h/60.onnx,BW,3,3,4598.384909629822,3000000,1e-05,20,0.1,17,True,60
13,233,43,409,60,514,166,0,1,47,68.67,243.0,new,experiments/results/BW_2_2/ra_feature2_2h/65.onnx,BW,3,3,4974.314243555069,3250000,1e-05,20,0.1,17,True,65
14,563,138,1177,298,1051,556,0,2,188,71.9,450.0,new,experiments/results/BW_2_2/ra_feature2_2h/70.onnx,BW,3,3,5390.790108203888,3500000,1e-05,20,0.1,17,True,70
15,599,214,1323,536,1482,690,0,2,220,18.27,686.0,new,experiments/results/BW_2_2/ra_feature2_2h/75.onnx,BW,3,3,5731.573392152786,3750000,1e-05,20,0.1,17,True,75
16,373,66,613,121,664,158,0,2,152,84.75,248.0,new,experiments/results/BW_2_2/ra_feature2_2h/80.onnx,BW,3,3,6074.895347833633,4000000,1e-05,20,0.1,17,True,80
17,383,43,663,60,647,258,0,1,113,148.68,286.0,new,experiments/results/BW_2_2/ra_feature2_2h/85.onnx,BW,3,3,6412.819675445557,4250000,1e-05,20,0.1,17,True,85
18,792,236,1810,554,2113,720,0,2,327,28.92,940.0,new,experiments/results/BW_2_2/ra_feature2_2h/90.onnx,BW,3,3,6750.043565988541,4500000,1e-05,20,0.1,17,True,90
19,459,70,816,128,866,239,0,1,213,144.78,316.0,new,experiments/results/BW_2_2/ra_feature2_2h/95.onnx,BW,3,3,7087.072714805603,4750000,1e-05,20,0.1,17,True,95
