,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,1090,221,2194,413,1056,163,207,1,504,13.25,285.0,new,experiments/results/CM_2_2/5mill_L/0.onnx,CM,2,2,2.9653732776641846,0,1e-05,20,0.1,20,True,10000,True,10000,True,True,0
1,1161,253,2320,457,2808,236,104,6,747,229.83,1976.0,new,experiments/results/CM_2_2/5mill_L/1.onnx,CM,2,2,345.56149196624756,50000,1e-05,20,0.1,20,True,10000,True,10000,True,True,1
2,1161,221,2312,413,3028,323,46,12,664,91.21,2102.0,new,experiments/results/CM_2_2/5mill_L/2.onnx,CM,2,2,788.9094331264496,100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,2
3,1161,221,2323,413,2673,321,168,1,550,185.32,1630.0,new,experiments/results/CM_2_2/5mill_L/3.onnx,CM,2,2,1088.5782570838928,150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,3
4,1161,255,2311,461,2197,259,239,1,570,14.32,1285.0,new,experiments/results/CM_2_2/5mill_L/4.onnx,CM,2,2,1289.8811295032501,200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,4
5,1161,221,2322,413,1799,235,207,1,593,21.41,948.0,new,experiments/results/CM_2_2/5mill_L/5.onnx,CM,2,2,1441.0742275714874,250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,5
6,1161,221,2362,413,1781,219,251,1,583,65.43,992.0,new,experiments/results/CM_2_2/5mill_L/6.onnx,CM,2,2,1566.8344376087189,300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,6
7,1142,236,2324,432,1575,187,170,1,596,25.21,621.0,new,experiments/results/CM_2_2/5mill_L/7.onnx,CM,2,2,1684.8250007629395,350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,7
8,1161,221,2388,413,1712,197,209,1,604,21.4,784.0,new,experiments/results/CM_2_2/5mill_L/8.onnx,CM,2,2,1792.7564029693604,400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,8
9,1120,221,2318,413,1483,168,163,1,598,152.08,668.0,new,experiments/results/CM_2_2/5mill_L/9.onnx,CM,2,2,1901.161906003952,450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,9
10,1130,256,2333,464,1477,146,180,1,588,56.35,650.0,new,experiments/results/CM_2_2/5mill_L/10.onnx,CM,2,2,2009.016239643097,500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,10
11,1096,221,2283,413,1615,174,246,1,533,39.3,663.0,new,experiments/results/CM_2_2/5mill_L/11.onnx,CM,2,2,2114.9651114940643,550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,11
12,1142,221,2311,413,1858,187,246,7,555,56.12,984.0,new,experiments/results/CM_2_2/5mill_L/12.onnx,CM,2,2,2225.888030529022,600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,12
13,1146,221,2058,413,1864,170,314,1,296,144.37,1025.0,new,experiments/results/CM_2_2/5mill_L/13.onnx,CM,2,2,2355.3222863674164,650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,13
14,953,221,1695,413,1459,245,129,1,246,145.61,736.0,new,experiments/results/CM_2_2/5mill_L/14.onnx,CM,2,2,2500.0779192447662,700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,14
15,1124,221,2327,413,2071,291,204,1,603,160.18,1134.0,new,experiments/results/CM_2_2/5mill_L/15.onnx,CM,2,2,2607.40234208107,750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,15
16,987,221,1917,413,1582,248,124,1,415,47.98,652.0,new,experiments/results/CM_2_2/5mill_L/16.onnx,CM,2,2,2721.9148936271667,800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,16
17,707,221,1289,413,829,128,140,14,236,41.89,325.0,new,experiments/results/CM_2_2/5mill_L/17.onnx,CM,2,2,2867.9571373462677,850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,17
18,812,221,1541,413,908,134,79,21,372,81.19,392.0,new,experiments/results/CM_2_2/5mill_L/18.onnx,CM,2,2,2995.0359921455383,900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,18
19,1081,260,2141,473,1796,271,38,18,603,13.95,899.0,new,experiments/results/CM_2_2/5mill_L/19.onnx,CM,2,2,3111.6217901706696,950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,19
20,694,221,1288,413,981,180,137,9,216,62.8,451.0,new,experiments/results/CM_2_2/5mill_L/20.onnx,CM,2,2,3227.424622297287,1000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,20
21,774,221,1481,413,1064,123,115,36,318,14.2,408.0,new,experiments/results/CM_2_2/5mill_L/21.onnx,CM,2,2,3335.925773859024,1050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,21
22,405,221,656,413,735,127,10,17,76,86.15,334.0,new,experiments/results/CM_2_2/5mill_L/22.onnx,CM,2,2,3457.4332468509674,1100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,22
23,1093,221,2240,413,1217,225,109,1,620,152.95,403.0,new,experiments/results/CM_2_2/5mill_L/23.onnx,CM,2,2,3580.822659254074,1150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,23
24,725,221,1388,413,769,138,114,29,288,24.09,321.0,new,experiments/results/CM_2_2/5mill_L/24.onnx,CM,2,2,3691.538962125778,1200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,24
25,798,241,1562,445,909,160,121,1,371,44.32,313.0,new,experiments/results/CM_2_2/5mill_L/25.onnx,CM,2,2,3827.4147713184357,1250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,25
26,1103,221,2056,413,1715,199,78,1,452,171.95,846.0,new,experiments/results/CM_2_2/5mill_L/26.onnx,CM,2,2,3936.4055655002594,1300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,26
27,1135,221,2295,413,1489,341,116,10,566,146.06,502.0,new,experiments/results/CM_2_2/5mill_L/27.onnx,CM,2,2,4051.0872638225555,1350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,27
28,1143,221,2367,413,1307,240,97,1,668,48.17,403.0,new,experiments/results/CM_2_2/5mill_L/28.onnx,CM,2,2,4156.185200452805,1400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,28
29,681,221,1324,413,823,99,108,1,294,141.58,355.0,new,experiments/results/CM_2_2/5mill_L/29.onnx,CM,2,2,4265.210980176926,1450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,29
30,1161,221,2408,413,1391,289,150,1,648,137.28,430.0,new,experiments/results/CM_2_2/5mill_L/30.onnx,CM,2,2,4370.15846824646,1500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,30
