,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,211,15,420,18,405,51,0,1,80,95.56,177.0,new,experiments/results/TL_2_2/labels_2h_40/0.onnx,TL,2,2,3.0037496089935303,0,1e-05,40,0.1,20,True,10000,True,10000,True,True,0
1,228,40,488,71,494,91,0,8,115,129.59,260.0,new,experiments/results/TL_2_2/labels_2h_40/1.onnx,TL,2,2,410.8293249607086,50000,1e-05,40,0.1,20,True,10000,True,10000,True,True,1
2,212,16,400,18,512,52,0,11,96,98.6,258.0,new,experiments/results/TL_2_2/labels_2h_40/2.onnx,TL,2,2,861.6974925994873,100000,1e-05,40,0.1,20,True,10000,True,10000,True,True,2
3,210,13,417,14,439,75,0,1,98,96.59,194.0,new,experiments/results/TL_2_2/labels_2h_40/3.onnx,TL,2,2,1322.9797022342682,150000,1e-05,40,0.1,20,True,10000,True,10000,True,True,3
4,215,23,421,33,409,72,0,1,98,91.58,182.0,new,experiments/results/TL_2_2/labels_2h_40/4.onnx,TL,2,2,1793.106847524643,200000,1e-05,40,0.1,20,True,10000,True,10000,True,True,4
5,219,16,375,21,403,45,0,1,85,80.59,180.0,new,experiments/results/TL_2_2/labels_2h_40/5.onnx,TL,2,2,2267.2334294319153,250000,1e-05,40,0.1,20,True,10000,True,10000,True,True,5
6,214,19,416,25,440,89,0,1,96,79.58,196.0,new,experiments/results/TL_2_2/labels_2h_40/6.onnx,TL,2,2,2709.9789748191833,300000,1e-05,40,0.1,20,True,10000,True,10000,True,True,6
7,47,14,67,18,201,10,0,1,2,22.18,33.0,new,experiments/results/TL_2_2/labels_2h_40/7.onnx,TL,2,2,3026.6539301872253,350000,1e-05,40,0.1,20,True,10000,True,10000,True,True,7
8,9,9,10,10,150,2,0,1,0,16.18,10.0,new,experiments/results/TL_2_2/labels_2h_40/8.onnx,TL,2,2,3129.410263776779,400000,1e-05,40,0.1,20,True,10000,True,10000,True,True,8
9,13,11,15,12,156,2,0,1,1,16.66,10.0,new,experiments/results/TL_2_2/labels_2h_40/9.onnx,TL,2,2,3255.1358211040497,450000,1e-05,40,0.1,20,True,10000,True,10000,True,True,9
10,9,9,10,10,129,2,0,1,0,16.18,7.0,new,experiments/results/TL_2_2/labels_2h_40/10.onnx,TL,2,2,3378.8378717899323,500000,1e-05,40,0.1,20,True,10000,True,10000,True,True,10
11,13,11,15,12,158,2,0,1,1,16.66,12.0,new,experiments/results/TL_2_2/labels_2h_40/11.onnx,TL,2,2,3485.0422883033752,550000,1e-05,40,0.1,20,True,10000,True,10000,True,True,11
12,10,9,11,10,154,2,0,1,0,16.66,13.0,new,experiments/results/TL_2_2/labels_2h_40/12.onnx,TL,2,2,3599.412304162979,600000,1e-05,40,0.1,20,True,10000,True,10000,True,True,12
13,9,9,10,10,150,2,0,1,0,16.18,9.0,new,experiments/results/TL_2_2/labels_2h_40/13.onnx,TL,2,2,3718.1363406181335,650000,1e-05,40,0.1,20,True,10000,True,10000,True,True,13
14,34,12,40,14,171,5,0,2,1,19.14,36.0,new,experiments/results/TL_2_2/labels_2h_40/14.onnx,TL,2,2,3828.018205165863,700000,1e-05,40,0.1,20,True,10000,True,10000,True,True,14
15,9,9,10,10,138,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/labels_2h_40/15.onnx,TL,2,2,3945.2992277145386,750000,1e-05,40,0.1,20,True,10000,True,10000,True,True,15
16,9,9,10,10,151,2,0,1,0,16.18,9.0,new,experiments/results/TL_2_2/labels_2h_40/16.onnx,TL,2,2,4089.4888367652893,800000,1e-05,40,0.1,20,True,10000,True,10000,True,True,16
17,9,9,10,10,157,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/labels_2h_40/17.onnx,TL,2,2,4202.8144817352295,850000,1e-05,40,0.1,20,True,10000,True,10000,True,True,17
18,9,9,10,10,157,2,0,1,0,16.18,9.0,new,experiments/results/TL_2_2/labels_2h_40/18.onnx,TL,2,2,4309.931437730789,900000,1e-05,40,0.1,20,True,10000,True,10000,True,True,18
19,10,9,11,10,151,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/labels_2h_40/19.onnx,TL,2,2,4419.982000112534,950000,1e-05,40,0.1,20,True,10000,True,10000,True,True,19
20,36,12,48,14,181,5,0,3,2,18.66,26.0,new,experiments/results/TL_2_2/labels_2h_40/20.onnx,TL,2,2,4523.251428365707,1000000,1e-05,40,0.1,20,True,10000,True,10000,True,True,20
21,21,9,26,10,153,2,0,1,2,17.14,20.0,new,experiments/results/TL_2_2/labels_2h_40/21.onnx,TL,2,2,4624.956698656082,1050000,1e-05,40,0.1,20,True,10000,True,10000,True,True,21
22,9,9,10,10,148,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/labels_2h_40/22.onnx,TL,2,2,4726.437592506409,1100000,1e-05,40,0.1,20,True,10000,True,10000,True,True,22
23,9,9,10,10,156,2,0,1,0,16.18,8.0,new,experiments/results/TL_2_2/labels_2h_40/23.onnx,TL,2,2,4825.131236314774,1150000,1e-05,40,0.1,20,True,10000,True,10000,True,True,23
24,14,9,17,10,140,2,0,1,0,16.66,15.0,new,experiments/results/TL_2_2/labels_2h_40/24.onnx,TL,2,2,4926.042457818985,1200000,1e-05,40,0.1,20,True,10000,True,10000,True,True,24
25,56,20,71,24,221,9,0,4,5,22.18,59.0,new,experiments/results/TL_2_2/labels_2h_40/25.onnx,TL,2,2,5025.981413602829,1250000,1e-05,40,0.1,20,True,10000,True,10000,True,True,25
26,32,9,41,10,199,4,0,1,3,18.66,36.0,new,experiments/results/TL_2_2/labels_2h_40/26.onnx,TL,2,2,5124.372226715088,1300000,1e-05,40,0.1,20,True,10000,True,10000,True,True,26
27,24,9,28,10,173,3,0,1,2,17.62,24.0,new,experiments/results/TL_2_2/labels_2h_40/27.onnx,TL,2,2,5222.498123884201,1350000,1e-05,40,0.1,20,True,10000,True,10000,True,True,27
28,17,9,20,10,160,2,0,1,2,16.66,17.0,new,experiments/results/TL_2_2/labels_2h_40/28.onnx,TL,2,2,5318.380994319916,1400000,1e-05,40,0.1,20,True,10000,True,10000,True,True,28
29,10,9,11,10,150,2,0,1,0,16.66,9.0,new,experiments/results/TL_2_2/labels_2h_40/29.onnx,TL,2,2,5417.175443887711,1450000,1e-05,40,0.1,20,True,10000,True,10000,True,True,29
30,10,9,11,10,149,2,0,1,0,16.18,9.0,new,experiments/results/TL_2_2/labels_2h_40/30.onnx,TL,2,2,5521.464343547821,1500000,1e-05,40,0.1,20,True,10000,True,10000,True,True,30
31,23,9,27,10,152,3,0,1,1,17.62,25.0,new,experiments/results/TL_2_2/labels_2h_40/31.onnx,TL,2,2,5624.549971103668,1550000,1e-05,40,0.1,20,True,10000,True,10000,True,True,31
32,38,9,51,10,201,11,0,1,2,20.18,35.0,new,experiments/results/TL_2_2/labels_2h_40/32.onnx,TL,2,2,5727.422574520111,1600000,1e-05,40,0.1,20,True,10000,True,10000,True,True,32
33,16,9,19,10,159,2,0,1,1,16.66,15.0,new,experiments/results/TL_2_2/labels_2h_40/33.onnx,TL,2,2,5831.457428216934,1650000,1e-05,40,0.1,20,True,10000,True,10000,True,True,33
34,10,9,11,10,158,2,0,1,0,16.18,12.0,new,experiments/results/TL_2_2/labels_2h_40/34.onnx,TL,2,2,5933.297237634659,1700000,1e-05,40,0.1,20,True,10000,True,10000,True,True,34
